location,model,missingness_eligibility,q10_eligibility,nondecreasing_quantiles_eligibility,overall_eligibility
28,epiforecasts-ensemble1,missing required forecasts,"NA","NA",ineligible
28,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
28,GT-DeepCOVID,eligible,"NA","NA",eligible
28,IHME-CurveFit,eligible,"NA","NA",eligible
28,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
28,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
28,LANL-GrowthRate,eligible,"NA","NA",eligible
28,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
28,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
28,NotreDame-mobility,eligible,"NA","NA",eligible
28,OliverWyman-Navigator,eligible,"NA","NA",eligible
28,SWC-TerminusCM,eligible,"NA","NA",eligible
28,UCLA-SuEIR,eligible,"NA","NA",eligible
28,UMass-MechBayes,eligible,"NA","NA",eligible
28,USACE-ERDC_SEIR,eligible,"NA","NA",eligible
28,UT-Mobility,eligible,"NA","NA",eligible
28,YYG-ParamSearch,eligible,"NA","NA",eligible
29,Covid19Sim-Simulator,eligible,"NA","NA",eligible
29,CU-select,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
29,epiforecasts-ensemble1,missing required forecasts,"NA","NA",ineligible
29,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
29,GT-DeepCOVID,eligible,"NA","NA",eligible
29,IHME-CurveFit,eligible,"NA","NA",eligible
29,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
29,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
29,LANL-GrowthRate,eligible,"NA","NA",eligible
29,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
29,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
29,NotreDame-mobility,eligible,"NA","NA",eligible
29,OliverWyman-Navigator,eligible,"NA","NA",eligible
29,SWC-TerminusCM,eligible,"NA","NA",eligible
29,UCLA-SuEIR,eligible,"NA","NA",eligible
29,UMass-MechBayes,eligible,"NA","NA",eligible
29,USACE-ERDC_SEIR,eligible,"NA","NA",eligible
29,UT-Mobility,eligible,"NA","NA",eligible
29,YYG-ParamSearch,eligible,"NA","NA",eligible
30,Covid19Sim-Simulator,eligible,"NA","NA",eligible
30,CU-select,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
30,epiforecasts-ensemble1,missing required forecasts,"NA","NA",ineligible
30,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
30,GT-DeepCOVID,eligible,"NA","NA",eligible
30,IHME-CurveFit,eligible,"NA","NA",eligible
30,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
30,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
30,LANL-GrowthRate,eligible,"NA","NA",eligible
30,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
30,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
30,NotreDame-mobility,eligible,"NA","NA",eligible
30,OliverWyman-Navigator,eligible,"NA","NA",eligible
30,SWC-TerminusCM,eligible,"NA","NA",eligible
30,UCLA-SuEIR,eligible,"NA","NA",eligible
30,UMass-MechBayes,eligible,"NA","NA",eligible
30,USACE-ERDC_SEIR,eligible,"NA","NA",eligible
30,UT-Mobility,eligible,"NA","NA",eligible
30,YYG-ParamSearch,eligible,"NA","NA",eligible
31,Covid19Sim-Simulator,eligible,"NA","NA",eligible
31,CU-select,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
31,epiforecasts-ensemble1,missing required forecasts,"NA","NA",ineligible
31,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
31,GT-DeepCOVID,missing required forecasts,"NA","NA",ineligible
31,IHME-CurveFit,eligible,"NA","NA",eligible
31,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
31,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
31,LANL-GrowthRate,eligible,"NA","NA",eligible
31,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
31,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
31,NotreDame-mobility,eligible,"NA","NA",eligible
31,OliverWyman-Navigator,eligible,"NA","NA",eligible
31,SWC-TerminusCM,eligible,"NA","NA",eligible
31,UCLA-SuEIR,eligible,"NA","NA",eligible
31,UMass-MechBayes,eligible,"NA","NA",eligible
31,USACE-ERDC_SEIR,eligible,"NA","NA",eligible
31,UT-Mobility,eligible,"NA","NA",eligible
31,YYG-ParamSearch,eligible,"NA","NA",eligible
32,Covid19Sim-Simulator,eligible,"NA","NA",eligible
32,CU-select,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
32,epiforecasts-ensemble1,missing required forecasts,"NA","NA",ineligible
32,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
32,GT-DeepCOVID,eligible,"NA","NA",eligible
32,IHME-CurveFit,eligible,"NA","NA",eligible
32,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
32,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
32,LANL-GrowthRate,eligible,"NA","NA",eligible
32,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
32,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
32,NotreDame-mobility,eligible,"NA","NA",eligible
32,OliverWyman-Navigator,eligible,"NA","NA",eligible
32,SWC-TerminusCM,eligible,"NA","NA",eligible
32,UCLA-SuEIR,eligible,"NA","NA",eligible
32,UMass-MechBayes,eligible,"NA","NA",eligible
32,USACE-ERDC_SEIR,eligible,"NA","NA",eligible
32,UT-Mobility,eligible,"NA","NA",eligible
32,YYG-ParamSearch,eligible,"NA","NA",eligible
33,Covid19Sim-Simulator,eligible,"NA","NA",eligible
33,CU-select,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
33,epiforecasts-ensemble1,missing required forecasts,"NA","NA",ineligible
33,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
33,GT-DeepCOVID,eligible,"NA","NA",eligible
33,IHME-CurveFit,eligible,"NA","NA",eligible
33,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
33,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
33,LANL-GrowthRate,eligible,"NA","NA",eligible
33,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
33,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
33,NotreDame-mobility,eligible,"NA","NA",eligible
33,OliverWyman-Navigator,eligible,"NA","NA",eligible
33,SWC-TerminusCM,eligible,"NA","NA",eligible
33,UCLA-SuEIR,eligible,"NA","NA",eligible
33,UMass-MechBayes,eligible,"NA","NA",eligible
33,USACE-ERDC_SEIR,eligible,"NA","NA",eligible
33,UT-Mobility,eligible,"NA","NA",eligible
33,YYG-ParamSearch,eligible,"NA","NA",eligible
34,Covid19Sim-Simulator,eligible,"NA","NA",eligible
34,CU-select,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
34,epiforecasts-ensemble1,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
34,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
34,GT-DeepCOVID,missing required forecasts,"NA","NA",ineligible
34,IHME-CurveFit,eligible,"NA","NA",eligible
34,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
34,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
34,LANL-GrowthRate,eligible,"NA","NA",eligible
34,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
34,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
34,NotreDame-mobility,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
34,OliverWyman-Navigator,eligible,"NA","NA",eligible
34,SWC-TerminusCM,eligible,"NA","NA",eligible
34,UCLA-SuEIR,eligible,"NA","NA",eligible
34,UMass-MechBayes,eligible,"NA","NA",eligible
34,USACE-ERDC_SEIR,eligible,"NA","NA",eligible
34,UT-Mobility,eligible,"NA","NA",eligible
34,YYG-ParamSearch,eligible,"NA","NA",eligible
35,Covid19Sim-Simulator,eligible,"NA","NA",eligible
35,CU-select,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
35,epiforecasts-ensemble1,missing required forecasts,"NA","NA",ineligible
35,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
35,GT-DeepCOVID,eligible,"NA","NA",eligible
35,IHME-CurveFit,eligible,"NA","NA",eligible
35,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
35,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
35,LANL-GrowthRate,eligible,"NA","NA",eligible
35,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
35,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
35,NotreDame-mobility,eligible,"NA","NA",eligible
35,OliverWyman-Navigator,eligible,"NA","NA",eligible
35,SWC-TerminusCM,eligible,"NA","NA",eligible
35,UCLA-SuEIR,eligible,"NA","NA",eligible
35,UMass-MechBayes,eligible,"NA","NA",eligible
35,USACE-ERDC_SEIR,eligible,"NA","NA",eligible
35,UT-Mobility,eligible,"NA","NA",eligible
35,YYG-ParamSearch,eligible,"NA","NA",eligible
36,Covid19Sim-Simulator,eligible,"NA","NA",eligible
36,CU-select,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
36,epiforecasts-ensemble1,eligible,"NA","NA",eligible
36,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
36,GT-DeepCOVID,missing required forecasts,"NA","NA",ineligible
36,IHME-CurveFit,eligible,"NA","NA",eligible
36,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
36,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
36,LANL-GrowthRate,eligible,"NA","NA",eligible
36,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
36,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
36,NotreDame-mobility,eligible,"NA","NA",eligible
36,OliverWyman-Navigator,eligible,"NA","NA",eligible
36,SWC-TerminusCM,eligible,"NA","NA",eligible
36,UCLA-SuEIR,eligible,"NA","NA",eligible
36,UMass-MechBayes,eligible,"NA","NA",eligible
36,USACE-ERDC_SEIR,eligible,"NA","NA",eligible
36,UT-Mobility,eligible,"NA","NA",eligible
36,YYG-ParamSearch,eligible,"NA","NA",eligible
37,Covid19Sim-Simulator,eligible,"NA","NA",eligible
37,CU-select,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
37,epiforecasts-ensemble1,eligible,"NA","NA",eligible
37,GT_CHHS-COVID19,eligible,"NA","NA",eligible
37,GT-DeepCOVID,eligible,"NA","NA",eligible
37,IHME-CurveFit,eligible,"NA","NA",eligible
37,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
37,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
37,LANL-GrowthRate,eligible,"NA","NA",eligible
37,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
37,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
37,NotreDame-mobility,eligible,"NA","NA",eligible
37,OliverWyman-Navigator,eligible,"NA","NA",eligible
37,SWC-TerminusCM,eligible,"NA","NA",eligible
37,UCLA-SuEIR,eligible,"NA","NA",eligible
37,UMass-MechBayes,eligible,"NA","NA",eligible
37,USACE-ERDC_SEIR,eligible,"NA","NA",eligible
37,UT-Mobility,eligible,"NA","NA",eligible
37,YYG-ParamSearch,eligible,"NA","NA",eligible
38,Covid19Sim-Simulator,eligible,"NA","NA",eligible
38,CU-select,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
38,epiforecasts-ensemble1,missing required forecasts,"NA","NA",ineligible
38,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
38,GT-DeepCOVID,eligible,"NA","NA",eligible
38,IHME-CurveFit,eligible,"NA","NA",eligible
38,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
38,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
38,LANL-GrowthRate,eligible,"NA","NA",eligible
38,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
38,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
38,NotreDame-mobility,eligible,"NA","NA",eligible
38,OliverWyman-Navigator,eligible,"NA","NA",eligible
38,SWC-TerminusCM,eligible,"NA","NA",eligible
38,UCLA-SuEIR,eligible,"NA","NA",eligible
38,UMass-MechBayes,eligible,"NA","NA",eligible
38,USACE-ERDC_SEIR,eligible,"NA","NA",eligible
38,UT-Mobility,eligible,"NA","NA",eligible
38,YYG-ParamSearch,eligible,"NA","NA",eligible
39,Covid19Sim-Simulator,eligible,"NA","NA",eligible
39,CU-select,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
39,epiforecasts-ensemble1,eligible,"NA","NA",eligible
39,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
39,GT-DeepCOVID,missing required forecasts,"NA","NA",ineligible
39,IHME-CurveFit,eligible,"NA","NA",eligible
39,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
39,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
39,LANL-GrowthRate,eligible,"NA","NA",eligible
39,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
39,NotreDame-FRED,eligible,"NA","NA",eligible
39,NotreDame-mobility,eligible,"NA","NA",eligible
39,OliverWyman-Navigator,eligible,"NA","NA",eligible
39,SWC-TerminusCM,eligible,"NA","NA",eligible
39,UCLA-SuEIR,eligible,"NA","NA",eligible
39,UMass-MechBayes,eligible,"NA","NA",eligible
39,USACE-ERDC_SEIR,eligible,"NA","NA",eligible
39,UT-Mobility,eligible,"NA","NA",eligible
39,YYG-ParamSearch,eligible,"NA","NA",eligible
40,Covid19Sim-Simulator,eligible,"NA","NA",eligible
40,CU-select,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
40,epiforecasts-ensemble1,missing required forecasts,"NA","NA",ineligible
40,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
40,GT-DeepCOVID,eligible,"NA","NA",eligible
40,IHME-CurveFit,eligible,"NA","NA",eligible
40,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
40,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
40,LANL-GrowthRate,eligible,"NA","NA",eligible
40,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
40,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
40,NotreDame-mobility,eligible,"NA","NA",eligible
40,OliverWyman-Navigator,eligible,"NA","NA",eligible
40,SWC-TerminusCM,eligible,"NA","NA",eligible
40,UCLA-SuEIR,eligible,"NA","NA",eligible
40,UMass-MechBayes,eligible,"NA","NA",eligible
40,USACE-ERDC_SEIR,eligible,"NA","NA",eligible
40,UT-Mobility,eligible,"NA","NA",eligible
40,YYG-ParamSearch,eligible,"NA","NA",eligible
41,Covid19Sim-Simulator,eligible,"NA","NA",eligible
41,CU-select,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
41,epiforecasts-ensemble1,missing required forecasts,"NA","NA",ineligible
41,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
41,GT-DeepCOVID,eligible,"NA","NA",eligible
41,IHME-CurveFit,eligible,"NA","NA",eligible
41,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
41,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
41,LANL-GrowthRate,eligible,"NA","NA",eligible
41,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
41,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
41,NotreDame-mobility,eligible,"NA","NA",eligible
41,OliverWyman-Navigator,eligible,"NA","NA",eligible
41,SWC-TerminusCM,eligible,"NA","NA",eligible
41,UCLA-SuEIR,eligible,"NA","NA",eligible
41,UMass-MechBayes,eligible,"NA","NA",eligible
41,USACE-ERDC_SEIR,eligible,"NA","NA",eligible
41,UT-Mobility,eligible,"NA","NA",eligible
41,YYG-ParamSearch,eligible,"NA","NA",eligible
42,Covid19Sim-Simulator,eligible,"NA","NA",eligible
42,CU-select,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
42,epiforecasts-ensemble1,eligible,"NA","NA",eligible
42,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
42,GT-DeepCOVID,eligible,"NA","NA",eligible
42,IHME-CurveFit,eligible,"NA","NA",eligible
42,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
42,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
42,LANL-GrowthRate,eligible,"NA","NA",eligible
42,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
42,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
42,NotreDame-mobility,eligible,"NA","NA",eligible
42,OliverWyman-Navigator,eligible,"NA","NA",eligible
42,SWC-TerminusCM,eligible,"NA","NA",eligible
42,UCLA-SuEIR,eligible,"NA","NA",eligible
42,UMass-MechBayes,eligible,"NA","NA",eligible
42,USACE-ERDC_SEIR,eligible,"NA","NA",eligible
42,UT-Mobility,eligible,"NA","NA",eligible
42,YYG-ParamSearch,eligible,"NA","NA",eligible
44,Covid19Sim-Simulator,eligible,"NA","NA",eligible
44,CU-select,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
44,epiforecasts-ensemble1,missing required forecasts,"NA","NA",ineligible
44,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
44,GT-DeepCOVID,eligible,"NA","NA",eligible
44,IHME-CurveFit,eligible,"NA","NA",eligible
44,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
44,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
44,LANL-GrowthRate,eligible,"NA","NA",eligible
44,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
44,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
44,NotreDame-mobility,eligible,"NA","NA",eligible
44,OliverWyman-Navigator,eligible,"NA","NA",eligible
44,SWC-TerminusCM,eligible,"NA","NA",eligible
44,UCLA-SuEIR,eligible,"NA","NA",eligible
44,UMass-MechBayes,eligible,"NA","NA",eligible
44,USACE-ERDC_SEIR,eligible,"NA","NA",eligible
44,UT-Mobility,eligible,"NA","NA",eligible
44,YYG-ParamSearch,eligible,"NA","NA",eligible
45,Covid19Sim-Simulator,eligible,"NA","NA",eligible
45,CU-select,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
45,epiforecasts-ensemble1,missing required forecasts,"NA","NA",ineligible
45,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
45,GT-DeepCOVID,eligible,"NA","NA",eligible
45,IHME-CurveFit,eligible,"NA","NA",eligible
45,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
45,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
45,LANL-GrowthRate,eligible,"NA","NA",eligible
45,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
45,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
45,NotreDame-mobility,eligible,"NA","NA",eligible
45,OliverWyman-Navigator,eligible,"NA","NA",eligible
45,SWC-TerminusCM,eligible,"NA","NA",eligible
45,UCLA-SuEIR,eligible,"NA","NA",eligible
45,UMass-MechBayes,eligible,"NA","NA",eligible
45,USACE-ERDC_SEIR,eligible,"NA","NA",eligible
45,UT-Mobility,eligible,"NA","NA",eligible
45,YYG-ParamSearch,eligible,"NA","NA",eligible
46,Covid19Sim-Simulator,eligible,"NA","NA",eligible
46,CU-select,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
46,epiforecasts-ensemble1,missing required forecasts,"NA","NA",ineligible
46,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
46,GT-DeepCOVID,eligible,"NA","NA",eligible
46,IHME-CurveFit,eligible,"NA","NA",eligible
46,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
46,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
46,LANL-GrowthRate,eligible,"NA","NA",eligible
46,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
46,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
46,NotreDame-mobility,eligible,"NA","NA",eligible
46,OliverWyman-Navigator,eligible,"NA","NA",eligible
46,SWC-TerminusCM,eligible,"NA","NA",eligible
46,UCLA-SuEIR,eligible,"NA","NA",eligible
46,UMass-MechBayes,eligible,"NA","NA",eligible
46,USACE-ERDC_SEIR,eligible,"NA","NA",eligible
46,UT-Mobility,eligible,"NA","NA",eligible
46,YYG-ParamSearch,eligible,"NA","NA",eligible
47,Covid19Sim-Simulator,eligible,"NA","NA",eligible
47,CU-select,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
47,epiforecasts-ensemble1,missing required forecasts,"NA","NA",ineligible
47,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
47,GT-DeepCOVID,eligible,"NA","NA",eligible
47,IHME-CurveFit,eligible,"NA","NA",eligible
47,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
47,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
47,LANL-GrowthRate,eligible,"NA","NA",eligible
47,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
47,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
47,NotreDame-mobility,eligible,"NA","NA",eligible
47,OliverWyman-Navigator,eligible,"NA","NA",eligible
47,SWC-TerminusCM,eligible,"NA","NA",eligible
47,UCLA-SuEIR,eligible,"NA","NA",eligible
47,UMass-MechBayes,eligible,"NA","NA",eligible
47,USACE-ERDC_SEIR,eligible,"NA","NA",eligible
47,UT-Mobility,eligible,"NA","NA",eligible
47,YYG-ParamSearch,eligible,"NA","NA",eligible
48,Covid19Sim-Simulator,eligible,"NA","NA",eligible
48,CU-select,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
48,epiforecasts-ensemble1,eligible,"NA","NA",eligible
48,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
48,GT-DeepCOVID,eligible,"NA","NA",eligible
48,IHME-CurveFit,eligible,"NA","NA",eligible
48,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
48,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
48,LANL-GrowthRate,eligible,"NA","NA",eligible
48,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
48,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
48,NotreDame-mobility,eligible,"NA","NA",eligible
48,OliverWyman-Navigator,eligible,"NA","NA",eligible
48,SWC-TerminusCM,eligible,"NA","NA",eligible
48,UCLA-SuEIR,eligible,"NA","NA",eligible
48,UMass-MechBayes,eligible,"NA","NA",eligible
48,USACE-ERDC_SEIR,eligible,"NA","NA",eligible
48,UT-Mobility,eligible,"NA","NA",eligible
48,YYG-ParamSearch,eligible,"NA","NA",eligible
49,Covid19Sim-Simulator,eligible,"NA","NA",eligible
49,CU-select,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
49,epiforecasts-ensemble1,missing required forecasts,"NA","NA",ineligible
49,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
49,GT-DeepCOVID,missing required forecasts,"NA","NA",ineligible
49,IHME-CurveFit,eligible,"NA","NA",eligible
49,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
49,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
49,LANL-GrowthRate,eligible,"NA","NA",eligible
49,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
49,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
49,NotreDame-mobility,eligible,"NA","NA",eligible
49,OliverWyman-Navigator,eligible,"NA","NA",eligible
49,SWC-TerminusCM,eligible,"NA","NA",eligible
49,UCLA-SuEIR,eligible,"NA","NA",eligible
49,UMass-MechBayes,eligible,"NA","NA",eligible
49,USACE-ERDC_SEIR,eligible,"NA","NA",eligible
49,UT-Mobility,eligible,"NA","NA",eligible
49,YYG-ParamSearch,eligible,"NA","NA",eligible
50,Covid19Sim-Simulator,eligible,"NA","NA",eligible
50,CU-select,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
50,epiforecasts-ensemble1,missing required forecasts,"NA","NA",ineligible
50,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
50,GT-DeepCOVID,eligible,"NA","NA",eligible
50,IHME-CurveFit,eligible,"NA","NA",eligible
50,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
50,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
50,LANL-GrowthRate,eligible,"NA","NA",eligible
50,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
50,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
50,NotreDame-mobility,eligible,"NA","NA",eligible
50,OliverWyman-Navigator,eligible,"NA","NA",eligible
50,SWC-TerminusCM,missing required forecasts,"NA","NA",ineligible
50,UCLA-SuEIR,eligible,"NA","NA",eligible
50,UMass-MechBayes,eligible,"NA","NA",eligible
50,USACE-ERDC_SEIR,eligible,"NA","NA",eligible
50,UT-Mobility,eligible,"NA","NA",eligible
50,YYG-ParamSearch,eligible,"NA","NA",eligible
51,Covid19Sim-Simulator,eligible,"NA","NA",eligible
51,CU-select,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
51,epiforecasts-ensemble1,eligible,"NA","NA",eligible
51,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
51,GT-DeepCOVID,eligible,"NA","NA",eligible
51,IHME-CurveFit,eligible,"NA","NA",eligible
51,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
51,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
51,LANL-GrowthRate,eligible,"NA","NA",eligible
51,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
51,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
51,NotreDame-mobility,eligible,"NA","NA",eligible
51,OliverWyman-Navigator,eligible,"NA","NA",eligible
51,SWC-TerminusCM,eligible,"NA","NA",eligible
51,UCLA-SuEIR,eligible,"NA","NA",eligible
51,UMass-MechBayes,eligible,"NA","NA",eligible
51,USACE-ERDC_SEIR,eligible,"NA","NA",eligible
51,UT-Mobility,eligible,"NA","NA",eligible
51,YYG-ParamSearch,eligible,"NA","NA",eligible
53,Covid19Sim-Simulator,eligible,"NA","NA",eligible
53,CU-select,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
53,epiforecasts-ensemble1,missing required forecasts,"NA","NA",ineligible
53,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
53,GT-DeepCOVID,missing required forecasts,"NA","NA",ineligible
53,IHME-CurveFit,eligible,"NA","NA",eligible
53,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
53,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
53,LANL-GrowthRate,eligible,"NA","NA",eligible
53,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
53,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
53,NotreDame-mobility,eligible,"NA","NA",eligible
53,OliverWyman-Navigator,eligible,"NA","NA",eligible
53,SWC-TerminusCM,eligible,"NA","NA",eligible
53,UCLA-SuEIR,eligible,"NA","NA",eligible
53,UMass-MechBayes,eligible,"NA","NA",eligible
53,USACE-ERDC_SEIR,eligible,"NA","NA",eligible
53,UT-Mobility,eligible,"NA","NA",eligible
53,YYG-ParamSearch,eligible,"NA","NA",eligible
54,Covid19Sim-Simulator,eligible,"NA","NA",eligible
54,CU-select,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
54,epiforecasts-ensemble1,missing required forecasts,"NA","NA",ineligible
54,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
