,Unnamed: 0,location,target,type,quantile,forecast_date,target_end_date,value
1872,1872,17,1 wk ahead cum death,quantile,0.01,2020-05-05,2020-05-16,3762.61
1873,1873,17,1 wk ahead inc death,quantile,0.01,2020-05-05,2020-05-16,606.84
1874,1874,17,2 wk ahead cum death,quantile,0.01,2020-05-05,2020-05-23,4460.61
1875,1875,17,2 wk ahead inc death,quantile,0.01,2020-05-05,2020-05-23,626.97
1876,1876,17,3 wk ahead cum death,quantile,0.01,2020-05-05,2020-05-30,5220.02
1877,1877,17,3 wk ahead inc death,quantile,0.01,2020-05-05,2020-05-30,688.81
1878,1878,17,4 wk ahead cum death,quantile,0.01,2020-05-05,2020-06-06,6106.98
1879,1879,17,4 wk ahead inc death,quantile,0.01,2020-05-05,2020-06-06,775.84
1880,1880,17,5 wk ahead cum death,quantile,0.01,2020-05-05,2020-06-13,7053.92
1881,1881,17,5 wk ahead inc death,quantile,0.01,2020-05-05,2020-06-13,909.79
1882,1882,17,1 wk ahead cum death,quantile,0.025,2020-05-05,2020-05-16,3826.825
1883,1883,17,1 wk ahead inc death,quantile,0.025,2020-05-05,2020-05-16,618.825
1884,1884,17,2 wk ahead cum death,quantile,0.025,2020-05-05,2020-05-23,4534.875
1885,1885,17,2 wk ahead inc death,quantile,0.025,2020-05-05,2020-05-23,657.525
1886,1886,17,3 wk ahead cum death,quantile,0.025,2020-05-05,2020-05-30,5314.0
1887,1887,17,3 wk ahead inc death,quantile,0.025,2020-05-05,2020-05-30,706.0
1888,1888,17,4 wk ahead cum death,quantile,0.025,2020-05-05,2020-06-06,6135.0
1889,1889,17,4 wk ahead inc death,quantile,0.025,2020-05-05,2020-06-06,796.975
1890,1890,17,5 wk ahead cum death,quantile,0.025,2020-05-05,2020-06-13,7098.175
1891,1891,17,5 wk ahead inc death,quantile,0.025,2020-05-05,2020-06-13,923.7
1892,1892,17,1 wk ahead cum death,quantile,0.05,2020-05-05,2020-05-16,3843.95
1893,1893,17,1 wk ahead inc death,quantile,0.05,2020-05-05,2020-05-16,642.5
1894,1894,17,2 wk ahead cum death,quantile,0.05,2020-05-05,2020-05-23,4573.35
1895,1895,17,2 wk ahead inc death,quantile,0.05,2020-05-05,2020-05-23,673.85
1896,1896,17,3 wk ahead cum death,quantile,0.05,2020-05-05,2020-05-30,5341.55
1897,1897,17,3 wk ahead inc death,quantile,0.05,2020-05-05,2020-05-30,725.0
1898,1898,17,4 wk ahead cum death,quantile,0.05,2020-05-05,2020-06-06,6177.65
1899,1899,17,4 wk ahead inc death,quantile,0.05,2020-05-05,2020-06-06,831.65
1900,1900,17,5 wk ahead cum death,quantile,0.05,2020-05-05,2020-06-13,7166.9
1901,1901,17,5 wk ahead inc death,quantile,0.05,2020-05-05,2020-06-13,945.9
1902,1902,17,1 wk ahead cum death,quantile,0.1,2020-05-05,2020-05-16,3887.5
1903,1903,17,1 wk ahead inc death,quantile,0.1,2020-05-05,2020-05-16,663.8
1904,1904,17,2 wk ahead cum death,quantile,0.1,2020-05-05,2020-05-23,4611.5
1905,1905,17,2 wk ahead inc death,quantile,0.1,2020-05-05,2020-05-23,699.8
1906,1906,17,3 wk ahead cum death,quantile,0.1,2020-05-05,2020-05-30,5387.6
1907,1907,17,3 wk ahead inc death,quantile,0.1,2020-05-05,2020-05-30,745.9
1908,1908,17,4 wk ahead cum death,quantile,0.1,2020-05-05,2020-06-06,6274.3
1909,1909,17,4 wk ahead inc death,quantile,0.1,2020-05-05,2020-06-06,861.3
1910,1910,17,5 wk ahead cum death,quantile,0.1,2020-05-05,2020-06-13,7303.2
1911,1911,17,5 wk ahead inc death,quantile,0.1,2020-05-05,2020-06-13,983.5
1912,1912,17,1 wk ahead cum death,quantile,0.15,2020-05-05,2020-05-16,3930.7
1913,1913,17,1 wk ahead inc death,quantile,0.15,2020-05-05,2020-05-16,676.7
1914,1914,17,2 wk ahead cum death,quantile,0.15,2020-05-05,2020-05-23,4664.7
1915,1915,17,2 wk ahead inc death,quantile,0.15,2020-05-05,2020-05-23,713.55
1916,1916,17,3 wk ahead cum death,quantile,0.15,2020-05-05,2020-05-30,5434.0
1917,1917,17,3 wk ahead inc death,quantile,0.15,2020-05-05,2020-05-30,764.7
1918,1918,17,4 wk ahead cum death,quantile,0.15,2020-05-05,2020-06-06,6345.55
1919,1919,17,4 wk ahead inc death,quantile,0.15,2020-05-05,2020-06-06,871.0
1920,1920,17,5 wk ahead cum death,quantile,0.15,2020-05-05,2020-06-13,7376.8
1921,1921,17,5 wk ahead inc death,quantile,0.15,2020-05-05,2020-06-13,998.85
1922,1922,17,1 wk ahead cum death,quantile,0.2,2020-05-05,2020-05-16,3978.8
1923,1923,17,1 wk ahead inc death,quantile,0.2,2020-05-05,2020-05-16,687.0
1924,1924,17,2 wk ahead cum death,quantile,0.2,2020-05-05,2020-05-23,4752.4
1925,1925,17,2 wk ahead inc death,quantile,0.2,2020-05-05,2020-05-23,730.8
1926,1926,17,3 wk ahead cum death,quantile,0.2,2020-05-05,2020-05-30,5525.8
1927,1927,17,3 wk ahead inc death,quantile,0.2,2020-05-05,2020-05-30,774.4
1928,1928,17,4 wk ahead cum death,quantile,0.2,2020-05-05,2020-06-06,6411.0
1929,1929,17,4 wk ahead inc death,quantile,0.2,2020-05-05,2020-06-06,881.0
1930,1930,17,5 wk ahead cum death,quantile,0.2,2020-05-05,2020-06-13,7462.6
1931,1931,17,5 wk ahead inc death,quantile,0.2,2020-05-05,2020-06-13,1019.2
1932,1932,17,1 wk ahead cum death,quantile,0.25,2020-05-05,2020-05-16,4054.0
1933,1933,17,1 wk ahead inc death,quantile,0.25,2020-05-05,2020-05-16,699.0
1934,1934,17,2 wk ahead cum death,quantile,0.25,2020-05-05,2020-05-23,4815.75
1935,1935,17,2 wk ahead inc death,quantile,0.25,2020-05-05,2020-05-23,739.75
1936,1936,17,3 wk ahead cum death,quantile,0.25,2020-05-05,2020-05-30,5631.25
1937,1937,17,3 wk ahead inc death,quantile,0.25,2020-05-05,2020-05-30,789.75
1938,1938,17,4 wk ahead cum death,quantile,0.25,2020-05-05,2020-06-06,6531.0
1939,1939,17,4 wk ahead inc death,quantile,0.25,2020-05-05,2020-06-06,891.0
1940,1940,17,5 wk ahead cum death,quantile,0.25,2020-05-05,2020-06-13,7541.25
1941,1941,17,5 wk ahead inc death,quantile,0.25,2020-05-05,2020-06-13,1032.0
1942,1942,17,1 wk ahead cum death,quantile,0.3,2020-05-05,2020-05-16,4096.2
1943,1943,17,1 wk ahead inc death,quantile,0.3,2020-05-05,2020-05-16,706.0
1944,1944,17,2 wk ahead cum death,quantile,0.3,2020-05-05,2020-05-23,4869.7
1945,1945,17,2 wk ahead inc death,quantile,0.3,2020-05-05,2020-05-23,749.7
1946,1946,17,3 wk ahead cum death,quantile,0.3,2020-05-05,2020-05-30,5676.8
1947,1947,17,3 wk ahead inc death,quantile,0.3,2020-05-05,2020-05-30,801.4
1948,1948,17,4 wk ahead cum death,quantile,0.3,2020-05-05,2020-06-06,6579.7
1949,1949,17,4 wk ahead inc death,quantile,0.3,2020-05-05,2020-06-06,910.4
1950,1950,17,5 wk ahead cum death,quantile,0.3,2020-05-05,2020-06-13,7652.1
1951,1951,17,5 wk ahead inc death,quantile,0.3,2020-05-05,2020-06-13,1042.0
1952,1952,17,1 wk ahead cum death,quantile,0.35,2020-05-05,2020-05-16,4142.65
1953,1953,17,1 wk ahead inc death,quantile,0.35,2020-05-05,2020-05-16,714.0
1954,1954,17,2 wk ahead cum death,quantile,0.35,2020-05-05,2020-05-23,4919.25
1955,1955,17,2 wk ahead inc death,quantile,0.35,2020-05-05,2020-05-23,760.65
1956,1956,17,3 wk ahead cum death,quantile,0.35,2020-05-05,2020-05-30,5743.15
1957,1957,17,3 wk ahead inc death,quantile,0.35,2020-05-05,2020-05-30,809.65
1958,1958,17,4 wk ahead cum death,quantile,0.35,2020-05-05,2020-06-06,6671.6
1959,1959,17,4 wk ahead inc death,quantile,0.35,2020-05-05,2020-06-06,919.0
1960,1960,17,5 wk ahead cum death,quantile,0.35,2020-05-05,2020-06-13,7707.6
1961,1961,17,5 wk ahead inc death,quantile,0.35,2020-05-05,2020-06-13,1058.65
1962,1962,17,1 wk ahead cum death,quantile,0.4,2020-05-05,2020-05-16,4185.0
1963,1963,17,1 wk ahead inc death,quantile,0.4,2020-05-05,2020-05-16,716.0
1964,1964,17,2 wk ahead cum death,quantile,0.4,2020-05-05,2020-05-23,4944.4
1965,1965,17,2 wk ahead inc death,quantile,0.4,2020-05-05,2020-05-23,766.6
1966,1966,17,3 wk ahead cum death,quantile,0.4,2020-05-05,2020-05-30,5795.0
1967,1967,17,3 wk ahead inc death,quantile,0.4,2020-05-05,2020-05-30,815.6
1968,1968,17,4 wk ahead cum death,quantile,0.4,2020-05-05,2020-06-06,6728.4
1969,1969,17,4 wk ahead inc death,quantile,0.4,2020-05-05,2020-06-06,924.6
1970,1970,17,5 wk ahead cum death,quantile,0.4,2020-05-05,2020-06-13,7824.8
1971,1971,17,5 wk ahead inc death,quantile,0.4,2020-05-05,2020-06-13,1072.6
1972,1972,17,1 wk ahead cum death,quantile,0.45,2020-05-05,2020-05-16,4215.0
1973,1973,17,1 wk ahead inc death,quantile,0.45,2020-05-05,2020-05-16,726.0
1974,1974,17,2 wk ahead cum death,quantile,0.45,2020-05-05,2020-05-23,4985.55
1975,1975,17,2 wk ahead inc death,quantile,0.45,2020-05-05,2020-05-23,776.55
1976,1976,17,3 wk ahead cum death,quantile,0.45,2020-05-05,2020-05-30,5830.2
1977,1977,17,3 wk ahead inc death,quantile,0.45,2020-05-05,2020-05-30,829.55
1978,1978,17,4 wk ahead cum death,quantile,0.45,2020-05-05,2020-06-06,6810.75
1979,1979,17,4 wk ahead inc death,quantile,0.45,2020-05-05,2020-06-06,937.65
1980,1980,17,5 wk ahead cum death,quantile,0.45,2020-05-05,2020-06-13,7866.1
1981,1981,17,5 wk ahead inc death,quantile,0.45,2020-05-05,2020-06-13,1083.1
1982,1982,17,1 wk ahead cum death,quantile,0.5,2020-05-05,2020-05-16,4232.0
1983,1983,17,1 wk ahead inc death,quantile,0.5,2020-05-05,2020-05-16,732.0
1984,1984,17,2 wk ahead cum death,quantile,0.5,2020-05-05,2020-05-23,5015.5
1985,1985,17,2 wk ahead inc death,quantile,0.5,2020-05-05,2020-05-23,784.5
1986,1986,17,3 wk ahead cum death,quantile,0.5,2020-05-05,2020-05-30,5868.5
1987,1987,17,3 wk ahead inc death,quantile,0.5,2020-05-05,2020-05-30,837.5
1988,1988,17,4 wk ahead cum death,quantile,0.5,2020-05-05,2020-06-06,6835.0
1989,1989,17,4 wk ahead inc death,quantile,0.5,2020-05-05,2020-06-06,950.5
1990,1990,17,5 wk ahead cum death,quantile,0.5,2020-05-05,2020-06-13,7940.0
1991,1991,17,5 wk ahead inc death,quantile,0.5,2020-05-05,2020-06-13,1094.0
1992,1992,17,1 wk ahead cum death,quantile,0.55,2020-05-05,2020-05-16,4269.25
1993,1993,17,1 wk ahead inc death,quantile,0.55,2020-05-05,2020-05-16,739.45
1994,1994,17,2 wk ahead cum death,quantile,0.55,2020-05-05,2020-05-23,5054.45
1995,1995,17,2 wk ahead inc death,quantile,0.55,2020-05-05,2020-05-23,791.0
1996,1996,17,3 wk ahead cum death,quantile,0.55,2020-05-05,2020-05-30,5890.0
1997,1997,17,3 wk ahead inc death,quantile,0.55,2020-05-05,2020-05-30,842.45
1998,1998,17,4 wk ahead cum death,quantile,0.55,2020-05-05,2020-06-06,6854.0
1999,1999,17,4 wk ahead inc death,quantile,0.55,2020-05-05,2020-06-06,958.8
2000,2000,17,5 wk ahead cum death,quantile,0.55,2020-05-05,2020-06-13,7984.5
2001,2001,17,5 wk ahead inc death,quantile,0.55,2020-05-05,2020-06-13,1106.35
2002,2002,17,1 wk ahead cum death,quantile,0.6,2020-05-05,2020-05-16,4294.4
2003,2003,17,1 wk ahead inc death,quantile,0.6,2020-05-05,2020-05-16,745.4
2004,2004,17,2 wk ahead cum death,quantile,0.6,2020-05-05,2020-05-23,5082.0
2005,2005,17,2 wk ahead inc death,quantile,0.6,2020-05-05,2020-05-23,798.4
2006,2006,17,3 wk ahead cum death,quantile,0.6,2020-05-05,2020-05-30,5933.8
2007,2007,17,3 wk ahead inc death,quantile,0.6,2020-05-05,2020-05-30,850.0
2008,2008,17,4 wk ahead cum death,quantile,0.6,2020-05-05,2020-06-06,6885.4
2009,2009,17,4 wk ahead inc death,quantile,0.6,2020-05-05,2020-06-06,976.0
2010,2010,17,5 wk ahead cum death,quantile,0.6,2020-05-05,2020-06-13,8037.6
2011,2011,17,5 wk ahead inc death,quantile,0.6,2020-05-05,2020-06-13,1117.0
2012,2012,17,1 wk ahead cum death,quantile,0.65,2020-05-05,2020-05-16,4312.15
2013,2013,17,1 wk ahead inc death,quantile,0.65,2020-05-05,2020-05-16,756.0
2014,2014,17,2 wk ahead cum death,quantile,0.65,2020-05-05,2020-05-23,5112.0
2015,2015,17,2 wk ahead inc death,quantile,0.65,2020-05-05,2020-05-23,806.0
2016,2016,17,3 wk ahead cum death,quantile,0.65,2020-05-05,2020-05-30,5969.4
2017,2017,17,3 wk ahead inc death,quantile,0.65,2020-05-05,2020-05-30,856.35
2018,2018,17,4 wk ahead cum death,quantile,0.65,2020-05-05,2020-06-06,6931.4
2019,2019,17,4 wk ahead inc death,quantile,0.65,2020-05-05,2020-06-06,982.7
2020,2020,17,5 wk ahead cum death,quantile,0.65,2020-05-05,2020-06-13,8075.5
2021,2021,17,5 wk ahead inc death,quantile,0.65,2020-05-05,2020-06-13,1132.75
2022,2022,17,1 wk ahead cum death,quantile,0.7,2020-05-05,2020-05-16,4356.1
2023,2023,17,1 wk ahead inc death,quantile,0.7,2020-05-05,2020-05-16,764.0
2024,2024,17,2 wk ahead cum death,quantile,0.7,2020-05-05,2020-05-23,5164.0
2025,2025,17,2 wk ahead inc death,quantile,0.7,2020-05-05,2020-05-23,815.0
2026,2026,17,3 wk ahead cum death,quantile,0.7,2020-05-05,2020-05-30,6005.4
2027,2027,17,3 wk ahead inc death,quantile,0.7,2020-05-05,2020-05-30,866.0
2028,2028,17,4 wk ahead cum death,quantile,0.7,2020-05-05,2020-06-06,6973.3
2029,2029,17,4 wk ahead inc death,quantile,0.7,2020-05-05,2020-06-06,1002.3
2030,2030,17,5 wk ahead cum death,quantile,0.7,2020-05-05,2020-06-13,8123.3
2031,2031,17,5 wk ahead inc death,quantile,0.7,2020-05-05,2020-06-13,1147.0
