target,location,forecast_date,target_end_date,quantile,value,type
1 day ahead inc hosp,02,2024-02-05,2024-02-06,0.01,0,quantile
1 day ahead inc hosp,02,2024-02-05,2024-02-06,0.025,1.475,quantile
1 day ahead inc hosp,02,2024-02-05,2024-02-06,0.05,2,quantile
1 day ahead inc hosp,02,2024-02-05,2024-02-06,0.1,4,quantile
1 day ahead inc hosp,02,2024-02-05,2024-02-06,0.15000000000000002,4,quantile
1 day ahead inc hosp,02,2024-02-05,2024-02-06,0.2,4,quantile
1 day ahead inc hosp,02,2024-02-05,2024-02-06,0.25,4.75,quantile
1 day ahead inc hosp,02,2024-02-05,2024-02-06,0.3,5,quantile
1 day ahead inc hosp,02,2024-02-05,2024-02-06,0.35000000000000003,5,quantile
1 day ahead inc hosp,02,2024-02-05,2024-02-06,0.4,6,quantile
1 day ahead inc hosp,02,2024-02-05,2024-02-06,0.45,6,quantile
1 day ahead inc hosp,02,2024-02-05,2024-02-06,0.5,6,quantile
1 day ahead inc hosp,02,2024-02-05,2024-02-06,0.55,7,quantile
1 day ahead inc hosp,02,2024-02-05,2024-02-06,0.6000000000000001,7,quantile
1 day ahead inc hosp,02,2024-02-05,2024-02-06,0.6500000000000001,7,quantile
1 day ahead inc hosp,02,2024-02-05,2024-02-06,0.7000000000000001,7.300000000000011,quantile
1 day ahead inc hosp,02,2024-02-05,2024-02-06,0.7500000000000001,8,quantile
1 day ahead inc hosp,02,2024-02-05,2024-02-06,0.8,9,quantile
1 day ahead inc hosp,02,2024-02-05,2024-02-06,0.8500000000000001,9,quantile
1 day ahead inc hosp,02,2024-02-05,2024-02-06,0.9000000000000001,10.100000000000009,quantile
1 day ahead inc hosp,02,2024-02-05,2024-02-06,0.95,11,quantile
1 day ahead inc hosp,02,2024-02-05,2024-02-06,0.975,12,quantile
1 day ahead inc hosp,02,2024-02-05,2024-02-06,0.99,13,quantile
2 day ahead inc hosp,02,2024-02-05,2024-02-07,0.01,1.99,quantile
2 day ahead inc hosp,02,2024-02-05,2024-02-07,0.025,2,quantile
2 day ahead inc hosp,02,2024-02-05,2024-02-07,0.05,3,quantile
2 day ahead inc hosp,02,2024-02-05,2024-02-07,0.1,4,quantile
2 day ahead inc hosp,02,2024-02-05,2024-02-07,0.15000000000000002,4,quantile
2 day ahead inc hosp,02,2024-02-05,2024-02-07,0.2,5,quantile
2 day ahead inc hosp,02,2024-02-05,2024-02-07,0.25,5,quantile
2 day ahead inc hosp,02,2024-02-05,2024-02-07,0.3,6,quantile
2 day ahead inc hosp,02,2024-02-05,2024-02-07,0.35000000000000003,6,quantile
2 day ahead inc hosp,02,2024-02-05,2024-02-07,0.4,7,quantile
2 day ahead inc hosp,02,2024-02-05,2024-02-07,0.45,7,quantile
2 day ahead inc hosp,02,2024-02-05,2024-02-07,0.5,8,quantile
2 day ahead inc hosp,02,2024-02-05,2024-02-07,0.55,8,quantile
2 day ahead inc hosp,02,2024-02-05,2024-02-07,0.6000000000000001,8,quantile
2 day ahead inc hosp,02,2024-02-05,2024-02-07,0.6500000000000001,9,quantile
2 day ahead inc hosp,02,2024-02-05,2024-02-07,0.7000000000000001,9,quantile
2 day ahead inc hosp,02,2024-02-05,2024-02-07,0.7500000000000001,9,quantile
2 day ahead inc hosp,02,2024-02-05,2024-02-07,0.8,10,quantile
2 day ahead inc hosp,02,2024-02-05,2024-02-07,0.8500000000000001,11,quantile
2 day ahead inc hosp,02,2024-02-05,2024-02-07,0.9000000000000001,11.100000000000009,quantile
2 day ahead inc hosp,02,2024-02-05,2024-02-07,0.95,13.049999999999997,quantile
2 day ahead inc hosp,02,2024-02-05,2024-02-07,0.975,15.524999999999991,quantile
2 day ahead inc hosp,02,2024-02-05,2024-02-07,0.99,16.010000000000005,quantile
3 day ahead inc hosp,02,2024-02-05,2024-02-08,0.01,0.99,quantile
