target,location,forecast_date,target_end_date,quantile,value,type
1 day ahead inc hosp,02,2024-04-29,2024-04-30,0.01,0,quantile
1 day ahead inc hosp,02,2024-04-29,2024-04-30,0.025,0,quantile
1 day ahead inc hosp,02,2024-04-29,2024-04-30,0.05,0,quantile
1 day ahead inc hosp,02,2024-04-29,2024-04-30,0.1,0,quantile
1 day ahead inc hosp,02,2024-04-29,2024-04-30,0.15,0,quantile
1 day ahead inc hosp,02,2024-04-29,2024-04-30,0.2,0,quantile
1 day ahead inc hosp,02,2024-04-29,2024-04-30,0.25,0,quantile
1 day ahead inc hosp,02,2024-04-29,2024-04-30,0.3,0,quantile
1 day ahead inc hosp,02,2024-04-29,2024-04-30,0.35,0,quantile
1 day ahead inc hosp,02,2024-04-29,2024-04-30,0.4,0,quantile
1 day ahead inc hosp,02,2024-04-29,2024-04-30,0.45,0,quantile
1 day ahead inc hosp,02,2024-04-29,2024-04-30,0.5,0,quantile
1 day ahead inc hosp,02,2024-04-29,2024-04-30,0.55,0,quantile
1 day ahead inc hosp,02,2024-04-29,2024-04-30,0.6,0.4000000000000057,quantile
1 day ahead inc hosp,02,2024-04-29,2024-04-30,0.65,1,quantile
1 day ahead inc hosp,02,2024-04-29,2024-04-30,0.7,1,quantile
1 day ahead inc hosp,02,2024-04-29,2024-04-30,0.75,1,quantile
1 day ahead inc hosp,02,2024-04-29,2024-04-30,0.8,1,quantile
1 day ahead inc hosp,02,2024-04-29,2024-04-30,0.85,1,quantile
1 day ahead inc hosp,02,2024-04-29,2024-04-30,0.9,2,quantile
1 day ahead inc hosp,02,2024-04-29,2024-04-30,0.95,2.049999999999997,quantile
1 day ahead inc hosp,02,2024-04-29,2024-04-30,0.975,3.5249999999999915,quantile
1 day ahead inc hosp,02,2024-04-29,2024-04-30,0.99,4.02000000000001,quantile
2 day ahead inc hosp,02,2024-04-29,2024-05-01,0.01,0,quantile
2 day ahead inc hosp,02,2024-04-29,2024-05-01,0.025,0,quantile
2 day ahead inc hosp,02,2024-04-29,2024-05-01,0.05,0,quantile
2 day ahead inc hosp,02,2024-04-29,2024-05-01,0.1,0,quantile
2 day ahead inc hosp,02,2024-04-29,2024-05-01,0.15,0,quantile
2 day ahead inc hosp,02,2024-04-29,2024-05-01,0.2,0,quantile
