target,location,forecast_date,target_end_date,quantile,value,type
1 day ahead inc hosp,02,2024-04-15,2024-04-16,0.01,0,quantile
1 day ahead inc hosp,02,2024-04-15,2024-04-16,0.025,0,quantile
1 day ahead inc hosp,02,2024-04-15,2024-04-16,0.05,0,quantile
1 day ahead inc hosp,02,2024-04-15,2024-04-16,0.1,0,quantile
1 day ahead inc hosp,02,2024-04-15,2024-04-16,0.15,0,quantile
1 day ahead inc hosp,02,2024-04-15,2024-04-16,0.2,0,quantile
1 day ahead inc hosp,02,2024-04-15,2024-04-16,0.25,0,quantile
1 day ahead inc hosp,02,2024-04-15,2024-04-16,0.3,0,quantile
1 day ahead inc hosp,02,2024-04-15,2024-04-16,0.35,0,quantile
1 day ahead inc hosp,02,2024-04-15,2024-04-16,0.4,0,quantile
1 day ahead inc hosp,02,2024-04-15,2024-04-16,0.45,0,quantile
1 day ahead inc hosp,02,2024-04-15,2024-04-16,0.5,0,quantile
1 day ahead inc hosp,02,2024-04-15,2024-04-16,0.55,0,quantile
1 day ahead inc hosp,02,2024-04-15,2024-04-16,0.6,0,quantile
1 day ahead inc hosp,02,2024-04-15,2024-04-16,0.65,1,quantile
1 day ahead inc hosp,02,2024-04-15,2024-04-16,0.7,1,quantile
1 day ahead inc hosp,02,2024-04-15,2024-04-16,0.75,1,quantile
1 day ahead inc hosp,02,2024-04-15,2024-04-16,0.8,1,quantile
1 day ahead inc hosp,02,2024-04-15,2024-04-16,0.85,1,quantile
1 day ahead inc hosp,02,2024-04-15,2024-04-16,0.9,2,quantile
1 day ahead inc hosp,02,2024-04-15,2024-04-16,0.95,2,quantile
1 day ahead inc hosp,02,2024-04-15,2024-04-16,0.975,2,quantile
1 day ahead inc hosp,02,2024-04-15,2024-04-16,0.99,3.010000000000005,quantile
2 day ahead inc hosp,02,2024-04-15,2024-04-17,0.01,0,quantile
2 day ahead inc hosp,02,2024-04-15,2024-04-17,0.025,0,quantile
2 day ahead inc hosp,02,2024-04-15,2024-04-17,0.05,0,quantile
2 day ahead inc hosp,02,2024-04-15,2024-04-17,0.1,0,quantile
2 day ahead inc hosp,02,2024-04-15,2024-04-17,0.15,0,quantile
2 day ahead inc hosp,02,2024-04-15,2024-04-17,0.2,0,quantile
2 day ahead inc hosp,02,2024-04-15,2024-04-17,0.25,0,quantile
