target,location,forecast_date,target_end_date,quantile,value,type
1 day ahead inc hosp,02,2024-04-22,2024-04-23,0.01,0,quantile
1 day ahead inc hosp,02,2024-04-22,2024-04-23,0.025,0,quantile
1 day ahead inc hosp,02,2024-04-22,2024-04-23,0.05,0,quantile
1 day ahead inc hosp,02,2024-04-22,2024-04-23,0.1,0,quantile
1 day ahead inc hosp,02,2024-04-22,2024-04-23,0.15,0,quantile
1 day ahead inc hosp,02,2024-04-22,2024-04-23,0.2,0,quantile
1 day ahead inc hosp,02,2024-04-22,2024-04-23,0.25,0,quantile
1 day ahead inc hosp,02,2024-04-22,2024-04-23,0.3,0,quantile
1 day ahead inc hosp,02,2024-04-22,2024-04-23,0.35,0,quantile
1 day ahead inc hosp,02,2024-04-22,2024-04-23,0.4,0,quantile
1 day ahead inc hosp,02,2024-04-22,2024-04-23,0.45,0,quantile
1 day ahead inc hosp,02,2024-04-22,2024-04-23,0.5,0,quantile
1 day ahead inc hosp,02,2024-04-22,2024-04-23,0.55,0,quantile
1 day ahead inc hosp,02,2024-04-22,2024-04-23,0.6,0,quantile
1 day ahead inc hosp,02,2024-04-22,2024-04-23,0.65,0,quantile
1 day ahead inc hosp,02,2024-04-22,2024-04-23,0.7,1,quantile
1 day ahead inc hosp,02,2024-04-22,2024-04-23,0.75,1,quantile
1 day ahead inc hosp,02,2024-04-22,2024-04-23,0.8,1,quantile
1 day ahead inc hosp,02,2024-04-22,2024-04-23,0.85,2,quantile
1 day ahead inc hosp,02,2024-04-22,2024-04-23,0.9,2,quantile
1 day ahead inc hosp,02,2024-04-22,2024-04-23,0.95,2,quantile
1 day ahead inc hosp,02,2024-04-22,2024-04-23,0.975,3,quantile
1 day ahead inc hosp,02,2024-04-22,2024-04-23,0.99,3.010000000000005,quantile
2 day ahead inc hosp,02,2024-04-22,2024-04-24,0.01,0,quantile
2 day ahead inc hosp,02,2024-04-22,2024-04-24,0.025,0,quantile
2 day ahead inc hosp,02,2024-04-22,2024-04-24,0.05,0,quantile
2 day ahead inc hosp,02,2024-04-22,2024-04-24,0.1,0,quantile
2 day ahead inc hosp,02,2024-04-22,2024-04-24,0.15,0,quantile
2 day ahead inc hosp,02,2024-04-22,2024-04-24,0.2,0,quantile
2 day ahead inc hosp,02,2024-04-22,2024-04-24,0.25,0,quantile
2 day ahead inc hosp,02,2024-04-22,2024-04-24,0.3,0,quantile
2 day ahead inc hosp,02,2024-04-22,2024-04-24,0.35,0,quantile
2 day ahead inc hosp,02,2024-04-22,2024-04-24,0.4,0,quantile
2 day ahead inc hosp,02,2024-04-22,2024-04-24,0.45,0,quantile
2 day ahead inc hosp,02,2024-04-22,2024-04-24,0.5,1,quantile
2 day ahead inc hosp,02,2024-04-22,2024-04-24,0.55,1,quantile
2 day ahead inc hosp,02,2024-04-22,2024-04-24,0.6,1,quantile
2 day ahead inc hosp,02,2024-04-22,2024-04-24,0.65,1,quantile
2 day ahead inc hosp,02,2024-04-22,2024-04-24,0.7,1,quantile
2 day ahead inc hosp,02,2024-04-22,2024-04-24,0.75,1.2500000000000142,quantile
2 day ahead inc hosp,02,2024-04-22,2024-04-24,0.8,2,quantile
2 day ahead inc hosp,02,2024-04-22,2024-04-24,0.85,3,quantile
2 day ahead inc hosp,02,2024-04-22,2024-04-24,0.9,3,quantile
2 day ahead inc hosp,02,2024-04-22,2024-04-24,0.95,4.049999999999997,quantile
2 day ahead inc hosp,02,2024-04-22,2024-04-24,0.975,5.5249999999999915,quantile
2 day ahead inc hosp,02,2024-04-22,2024-04-24,0.99,7,quantile
3 day ahead inc hosp,02,2024-04-22,2024-04-25,0.01,0,quantile
3 day ahead inc hosp,02,2024-04-22,2024-04-25,0.025,0,quantile
3 day ahead inc hosp,02,2024-04-22,2024-04-25,0.05,0,quantile
3 day ahead inc hosp,02,2024-04-22,2024-04-25,0.1,0,quantile
3 day ahead inc hosp,02,2024-04-22,2024-04-25,0.15,0,quantile
3 day ahead inc hosp,02,2024-04-22,2024-04-25,0.2,0,quantile
3 day ahead inc hosp,02,2024-04-22,2024-04-25,0.25,0,quantile
3 day ahead inc hosp,02,2024-04-22,2024-04-25,0.3,0,quantile
3 day ahead inc hosp,02,2024-04-22,2024-04-25,0.35,0,quantile
3 day ahead inc hosp,02,2024-04-22,2024-04-25,0.4,0,quantile
3 day ahead inc hosp,02,2024-04-22,2024-04-25,0.45,0,quantile
3 day ahead inc hosp,02,2024-04-22,2024-04-25,0.5,0,quantile
3 day ahead inc hosp,02,2024-04-22,2024-04-25,0.55,0.45000000000000284,quantile
3 day ahead inc hosp,02,2024-04-22,2024-04-25,0.6,1,quantile
3 day ahead inc hosp,02,2024-04-22,2024-04-25,0.65,1,quantile
3 day ahead inc hosp,02,2024-04-22,2024-04-25,0.7,1,quantile
3 day ahead inc hosp,02,2024-04-22,2024-04-25,0.75,2,quantile
3 day ahead inc hosp,02,2024-04-22,2024-04-25,0.8,2,quantile
3 day ahead inc hosp,02,2024-04-22,2024-04-25,0.85,2,quantile
3 day ahead inc hosp,02,2024-04-22,2024-04-25,0.9,3,quantile
3 day ahead inc hosp,02,2024-04-22,2024-04-25,0.95,4,quantile
3 day ahead inc hosp,02,2024-04-22,2024-04-25,0.975,4,quantile
3 day ahead inc hosp,02,2024-04-22,2024-04-25,0.99,6,quantile
4 day ahead inc hosp,02,2024-04-22,2024-04-26,0.01,0,quantile
4 day ahead inc hosp,02,2024-04-22,2024-04-26,0.025,0,quantile
4 day ahead inc hosp,02,2024-04-22,2024-04-26,0.05,0,quantile
4 day ahead inc hosp,02,2024-04-22,2024-04-26,0.1,0,quantile
4 day ahead inc hosp,02,2024-04-22,2024-04-26,0.15,0,quantile
4 day ahead inc hosp,02,2024-04-22,2024-04-26,0.2,0,quantile
4 day ahead inc hosp,02,2024-04-22,2024-04-26,0.25,0,quantile
4 day ahead inc hosp,02,2024-04-22,2024-04-26,0.3,0,quantile
