target,location,forecast_date,target_end_date,quantile,value,type
1 day ahead inc hosp,02,2024-04-01,2024-04-02,0.01,0,quantile
1 day ahead inc hosp,02,2024-04-01,2024-04-02,0.025,0,quantile
1 day ahead inc hosp,02,2024-04-01,2024-04-02,0.05,0,quantile
1 day ahead inc hosp,02,2024-04-01,2024-04-02,0.1,0,quantile
1 day ahead inc hosp,02,2024-04-01,2024-04-02,0.15,0,quantile
1 day ahead inc hosp,02,2024-04-01,2024-04-02,0.2,0,quantile
1 day ahead inc hosp,02,2024-04-01,2024-04-02,0.25,0,quantile
1 day ahead inc hosp,02,2024-04-01,2024-04-02,0.3,1,quantile
1 day ahead inc hosp,02,2024-04-01,2024-04-02,0.35,1,quantile
1 day ahead inc hosp,02,2024-04-01,2024-04-02,0.4,1,quantile
1 day ahead inc hosp,02,2024-04-01,2024-04-02,0.45,1,quantile
1 day ahead inc hosp,02,2024-04-01,2024-04-02,0.5,1,quantile
1 day ahead inc hosp,02,2024-04-01,2024-04-02,0.55,1,quantile
1 day ahead inc hosp,02,2024-04-01,2024-04-02,0.6,2,quantile
1 day ahead inc hosp,02,2024-04-01,2024-04-02,0.65,2,quantile
1 day ahead inc hosp,02,2024-04-01,2024-04-02,0.7,2,quantile
1 day ahead inc hosp,02,2024-04-01,2024-04-02,0.75,3,quantile
1 day ahead inc hosp,02,2024-04-01,2024-04-02,0.8,3,quantile
1 day ahead inc hosp,02,2024-04-01,2024-04-02,0.85,4,quantile
1 day ahead inc hosp,02,2024-04-01,2024-04-02,0.9,5,quantile
1 day ahead inc hosp,02,2024-04-01,2024-04-02,0.95,7,quantile
1 day ahead inc hosp,02,2024-04-01,2024-04-02,0.975,7.5249999999999915,quantile
1 day ahead inc hosp,02,2024-04-01,2024-04-02,0.99,8.010000000000005,quantile
2 day ahead inc hosp,02,2024-04-01,2024-04-03,0.01,0,quantile
2 day ahead inc hosp,02,2024-04-01,2024-04-03,0.025,0,quantile
2 day ahead inc hosp,02,2024-04-01,2024-04-03,0.05,0,quantile
2 day ahead inc hosp,02,2024-04-01,2024-04-03,0.1,0,quantile
2 day ahead inc hosp,02,2024-04-01,2024-04-03,0.15,0,quantile
2 day ahead inc hosp,02,2024-04-01,2024-04-03,0.2,0.8000000000000007,quantile
2 day ahead inc hosp,02,2024-04-01,2024-04-03,0.25,1,quantile
2 day ahead inc hosp,02,2024-04-01,2024-04-03,0.3,1,quantile
2 day ahead inc hosp,02,2024-04-01,2024-04-03,0.35,1,quantile
2 day ahead inc hosp,02,2024-04-01,2024-04-03,0.4,1,quantile
2 day ahead inc hosp,02,2024-04-01,2024-04-03,0.45,1,quantile
