target,location,forecast_date,target_end_date,quantile,value,type
1 day ahead inc hosp,02,2024-02-12,2024-02-13,0.01,1,quantile
1 day ahead inc hosp,02,2024-02-12,2024-02-13,0.025,2,quantile
1 day ahead inc hosp,02,2024-02-12,2024-02-13,0.05,2,quantile
1 day ahead inc hosp,02,2024-02-12,2024-02-13,0.1,3,quantile
1 day ahead inc hosp,02,2024-02-12,2024-02-13,0.15,3,quantile
1 day ahead inc hosp,02,2024-02-12,2024-02-13,0.2,4,quantile
1 day ahead inc hosp,02,2024-02-12,2024-02-13,0.25,4.75,quantile
1 day ahead inc hosp,02,2024-02-12,2024-02-13,0.3,5,quantile
1 day ahead inc hosp,02,2024-02-12,2024-02-13,0.35,5.650000000000006,quantile
1 day ahead inc hosp,02,2024-02-12,2024-02-13,0.4,6,quantile
1 day ahead inc hosp,02,2024-02-12,2024-02-13,0.45,6,quantile
1 day ahead inc hosp,02,2024-02-12,2024-02-13,0.5,6,quantile
1 day ahead inc hosp,02,2024-02-12,2024-02-13,0.55,7,quantile
1 day ahead inc hosp,02,2024-02-12,2024-02-13,0.6,7,quantile
1 day ahead inc hosp,02,2024-02-12,2024-02-13,0.65,8,quantile
1 day ahead inc hosp,02,2024-02-12,2024-02-13,0.7,8,quantile
1 day ahead inc hosp,02,2024-02-12,2024-02-13,0.75,8.250000000000014,quantile
1 day ahead inc hosp,02,2024-02-12,2024-02-13,0.8,9,quantile
1 day ahead inc hosp,02,2024-02-12,2024-02-13,0.85,10,quantile
1 day ahead inc hosp,02,2024-02-12,2024-02-13,0.9,11.100000000000009,quantile
1 day ahead inc hosp,02,2024-02-12,2024-02-13,0.95,13.049999999999997,quantile
1 day ahead inc hosp,02,2024-02-12,2024-02-13,0.975,16.52499999999999,quantile
1 day ahead inc hosp,02,2024-02-12,2024-02-13,0.99,17.010000000000005,quantile
2 day ahead inc hosp,02,2024-02-12,2024-02-14,0.01,1.99,quantile
2 day ahead inc hosp,02,2024-02-12,2024-02-14,0.025,2,quantile
2 day ahead inc hosp,02,2024-02-12,2024-02-14,0.05,2,quantile
2 day ahead inc hosp,02,2024-02-12,2024-02-14,0.1,4,quantile
2 day ahead inc hosp,02,2024-02-12,2024-02-14,0.15,4,quantile
2 day ahead inc hosp,02,2024-02-12,2024-02-14,0.2,5,quantile
2 day ahead inc hosp,02,2024-02-12,2024-02-14,0.25,5,quantile
2 day ahead inc hosp,02,2024-02-12,2024-02-14,0.3,5,quantile
2 day ahead inc hosp,02,2024-02-12,2024-02-14,0.35,6,quantile
2 day ahead inc hosp,02,2024-02-12,2024-02-14,0.4,6,quantile
2 day ahead inc hosp,02,2024-02-12,2024-02-14,0.45,6.550000000000004,quantile
