target,location,forecast_date,target_end_date,quantile,value,type
1 day ahead inc hosp,02,2024-03-11,2024-03-12,0.01,0,quantile
1 day ahead inc hosp,02,2024-03-11,2024-03-12,0.025,1,quantile
1 day ahead inc hosp,02,2024-03-11,2024-03-12,0.05,1,quantile
1 day ahead inc hosp,02,2024-03-11,2024-03-12,0.1,1.9000000000000004,quantile
1 day ahead inc hosp,02,2024-03-11,2024-03-12,0.15,2,quantile
1 day ahead inc hosp,02,2024-03-11,2024-03-12,0.2,2,quantile
1 day ahead inc hosp,02,2024-03-11,2024-03-12,0.25,3,quantile
1 day ahead inc hosp,02,2024-03-11,2024-03-12,0.3,3,quantile
1 day ahead inc hosp,02,2024-03-11,2024-03-12,0.35,3,quantile
1 day ahead inc hosp,02,2024-03-11,2024-03-12,0.4,4,quantile
1 day ahead inc hosp,02,2024-03-11,2024-03-12,0.45,4,quantile
1 day ahead inc hosp,02,2024-03-11,2024-03-12,0.5,5,quantile
1 day ahead inc hosp,02,2024-03-11,2024-03-12,0.55,5,quantile
1 day ahead inc hosp,02,2024-03-11,2024-03-12,0.6,5,quantile
1 day ahead inc hosp,02,2024-03-11,2024-03-12,0.65,5,quantile
1 day ahead inc hosp,02,2024-03-11,2024-03-12,0.7,6,quantile
1 day ahead inc hosp,02,2024-03-11,2024-03-12,0.75,6,quantile
1 day ahead inc hosp,02,2024-03-11,2024-03-12,0.8,7,quantile
1 day ahead inc hosp,02,2024-03-11,2024-03-12,0.85,8,quantile
1 day ahead inc hosp,02,2024-03-11,2024-03-12,0.9,9,quantile
1 day ahead inc hosp,02,2024-03-11,2024-03-12,0.95,10,quantile
1 day ahead inc hosp,02,2024-03-11,2024-03-12,0.975,10.524999999999991,quantile
1 day ahead inc hosp,02,2024-03-11,2024-03-12,0.99,12.080000000000041,quantile
2 day ahead inc hosp,02,2024-03-11,2024-03-13,0.01,0.99,quantile
2 day ahead inc hosp,02,2024-03-11,2024-03-13,0.025,1,quantile
2 day ahead inc hosp,02,2024-03-11,2024-03-13,0.05,2,quantile
2 day ahead inc hosp,02,2024-03-11,2024-03-13,0.1,3,quantile
2 day ahead inc hosp,02,2024-03-11,2024-03-13,0.15,3,quantile
2 day ahead inc hosp,02,2024-03-11,2024-03-13,0.2,4,quantile
2 day ahead inc hosp,02,2024-03-11,2024-03-13,0.25,4,quantile
2 day ahead inc hosp,02,2024-03-11,2024-03-13,0.3,4,quantile
2 day ahead inc hosp,02,2024-03-11,2024-03-13,0.35,4.650000000000006,quantile
2 day ahead inc hosp,02,2024-03-11,2024-03-13,0.4,5,quantile
2 day ahead inc hosp,02,2024-03-11,2024-03-13,0.45,5,quantile
2 day ahead inc hosp,02,2024-03-11,2024-03-13,0.5,5,quantile
2 day ahead inc hosp,02,2024-03-11,2024-03-13,0.55,6,quantile
2 day ahead inc hosp,02,2024-03-11,2024-03-13,0.6,6,quantile
2 day ahead inc hosp,02,2024-03-11,2024-03-13,0.65,7,quantile
2 day ahead inc hosp,02,2024-03-11,2024-03-13,0.7,7,quantile
2 day ahead inc hosp,02,2024-03-11,2024-03-13,0.75,8,quantile
2 day ahead inc hosp,02,2024-03-11,2024-03-13,0.8,8,quantile
2 day ahead inc hosp,02,2024-03-11,2024-03-13,0.85,9,quantile
2 day ahead inc hosp,02,2024-03-11,2024-03-13,0.9,10,quantile
2 day ahead inc hosp,02,2024-03-11,2024-03-13,0.95,11,quantile
2 day ahead inc hosp,02,2024-03-11,2024-03-13,0.975,13.524999999999991,quantile
2 day ahead inc hosp,02,2024-03-11,2024-03-13,0.99,15.02000000000001,quantile
