target,location,forecast_date,target_end_date,quantile,value,type
1 day ahead inc hosp,02,2024-02-19,2024-02-20,0.01,2.9899999999999998,quantile
1 day ahead inc hosp,02,2024-02-19,2024-02-20,0.025,3,quantile
1 day ahead inc hosp,02,2024-02-19,2024-02-20,0.05,4,quantile
1 day ahead inc hosp,02,2024-02-19,2024-02-20,0.1,4,quantile
1 day ahead inc hosp,02,2024-02-19,2024-02-20,0.15,5,quantile
1 day ahead inc hosp,02,2024-02-19,2024-02-20,0.2,5,quantile
1 day ahead inc hosp,02,2024-02-19,2024-02-20,0.25,5,quantile
1 day ahead inc hosp,02,2024-02-19,2024-02-20,0.3,5,quantile
1 day ahead inc hosp,02,2024-02-19,2024-02-20,0.35,6,quantile
1 day ahead inc hosp,02,2024-02-19,2024-02-20,0.4,6,quantile
1 day ahead inc hosp,02,2024-02-19,2024-02-20,0.45,6,quantile
1 day ahead inc hosp,02,2024-02-19,2024-02-20,0.5,7,quantile
1 day ahead inc hosp,02,2024-02-19,2024-02-20,0.55,7,quantile
1 day ahead inc hosp,02,2024-02-19,2024-02-20,0.6,7.400000000000006,quantile
1 day ahead inc hosp,02,2024-02-19,2024-02-20,0.65,8,quantile
1 day ahead inc hosp,02,2024-02-19,2024-02-20,0.7,8,quantile
1 day ahead inc hosp,02,2024-02-19,2024-02-20,0.75,9,quantile
1 day ahead inc hosp,02,2024-02-19,2024-02-20,0.8,9,quantile
1 day ahead inc hosp,02,2024-02-19,2024-02-20,0.85,10.150000000000006,quantile
1 day ahead inc hosp,02,2024-02-19,2024-02-20,0.9,11,quantile
1 day ahead inc hosp,02,2024-02-19,2024-02-20,0.95,12,quantile
1 day ahead inc hosp,02,2024-02-19,2024-02-20,0.975,13.524999999999991,quantile
1 day ahead inc hosp,02,2024-02-19,2024-02-20,0.99,14.010000000000005,quantile
2 day ahead inc hosp,02,2024-02-19,2024-02-21,0.01,2,quantile
2 day ahead inc hosp,02,2024-02-19,2024-02-21,0.025,3,quantile
2 day ahead inc hosp,02,2024-02-19,2024-02-21,0.05,3.95,quantile
2 day ahead inc hosp,02,2024-02-19,2024-02-21,0.1,5,quantile
2 day ahead inc hosp,02,2024-02-19,2024-02-21,0.15,5,quantile
2 day ahead inc hosp,02,2024-02-19,2024-02-21,0.2,6,quantile
2 day ahead inc hosp,02,2024-02-19,2024-02-21,0.25,6,quantile
