target,location,forecast_date,target_end_date,quantile,value,type
1 day ahead inc hosp,02,2024-03-04,2024-03-05,0.01,0.99,quantile
1 day ahead inc hosp,02,2024-03-04,2024-03-05,0.025,1,quantile
1 day ahead inc hosp,02,2024-03-04,2024-03-05,0.05,1,quantile
1 day ahead inc hosp,02,2024-03-04,2024-03-05,0.1,2,quantile
1 day ahead inc hosp,02,2024-03-04,2024-03-05,0.15,2,quantile
1 day ahead inc hosp,02,2024-03-04,2024-03-05,0.2,3,quantile
1 day ahead inc hosp,02,2024-03-04,2024-03-05,0.25,3,quantile
1 day ahead inc hosp,02,2024-03-04,2024-03-05,0.3,4,quantile
1 day ahead inc hosp,02,2024-03-04,2024-03-05,0.35,4,quantile
1 day ahead inc hosp,02,2024-03-04,2024-03-05,0.4,4,quantile
1 day ahead inc hosp,02,2024-03-04,2024-03-05,0.45,4,quantile
1 day ahead inc hosp,02,2024-03-04,2024-03-05,0.5,5,quantile
1 day ahead inc hosp,02,2024-03-04,2024-03-05,0.55,5,quantile
1 day ahead inc hosp,02,2024-03-04,2024-03-05,0.6,6,quantile
1 day ahead inc hosp,02,2024-03-04,2024-03-05,0.65,6,quantile
1 day ahead inc hosp,02,2024-03-04,2024-03-05,0.7,6,quantile
1 day ahead inc hosp,02,2024-03-04,2024-03-05,0.75,7,quantile
1 day ahead inc hosp,02,2024-03-04,2024-03-05,0.8,7,quantile
1 day ahead inc hosp,02,2024-03-04,2024-03-05,0.85,8,quantile
1 day ahead inc hosp,02,2024-03-04,2024-03-05,0.9,8,quantile
1 day ahead inc hosp,02,2024-03-04,2024-03-05,0.95,10.049999999999997,quantile
1 day ahead inc hosp,02,2024-03-04,2024-03-05,0.975,12,quantile
1 day ahead inc hosp,02,2024-03-04,2024-03-05,0.99,12,quantile
2 day ahead inc hosp,02,2024-03-04,2024-03-06,0.01,1,quantile
2 day ahead inc hosp,02,2024-03-04,2024-03-06,0.025,1.475,quantile
2 day ahead inc hosp,02,2024-03-04,2024-03-06,0.05,2,quantile
2 day ahead inc hosp,02,2024-03-04,2024-03-06,0.1,3,quantile
2 day ahead inc hosp,02,2024-03-04,2024-03-06,0.15,3.8500000000000014,quantile
2 day ahead inc hosp,02,2024-03-04,2024-03-06,0.2,4,quantile
2 day ahead inc hosp,02,2024-03-04,2024-03-06,0.25,5,quantile
2 day ahead inc hosp,02,2024-03-04,2024-03-06,0.3,5,quantile
2 day ahead inc hosp,02,2024-03-04,2024-03-06,0.35,5,quantile
2 day ahead inc hosp,02,2024-03-04,2024-03-06,0.4,5,quantile
2 day ahead inc hosp,02,2024-03-04,2024-03-06,0.45,6,quantile
2 day ahead inc hosp,02,2024-03-04,2024-03-06,0.5,6,quantile
2 day ahead inc hosp,02,2024-03-04,2024-03-06,0.55,7,quantile
2 day ahead inc hosp,02,2024-03-04,2024-03-06,0.6,7,quantile
2 day ahead inc hosp,02,2024-03-04,2024-03-06,0.65,8,quantile
2 day ahead inc hosp,02,2024-03-04,2024-03-06,0.7,8,quantile
2 day ahead inc hosp,02,2024-03-04,2024-03-06,0.75,9,quantile
2 day ahead inc hosp,02,2024-03-04,2024-03-06,0.8,10,quantile
2 day ahead inc hosp,02,2024-03-04,2024-03-06,0.85,10,quantile
2 day ahead inc hosp,02,2024-03-04,2024-03-06,0.9,11,quantile
2 day ahead inc hosp,02,2024-03-04,2024-03-06,0.95,12,quantile
2 day ahead inc hosp,02,2024-03-04,2024-03-06,0.975,13.524999999999991,quantile
2 day ahead inc hosp,02,2024-03-04,2024-03-06,0.99,16.030000000000015,quantile
3 day ahead inc hosp,02,2024-03-04,2024-03-07,0.01,0.99,quantile
3 day ahead inc hosp,02,2024-03-04,2024-03-07,0.025,1,quantile
3 day ahead inc hosp,02,2024-03-04,2024-03-07,0.05,1.9500000000000002,quantile
3 day ahead inc hosp,02,2024-03-04,2024-03-07,0.1,3,quantile
3 day ahead inc hosp,02,2024-03-04,2024-03-07,0.15,3.8500000000000014,quantile
3 day ahead inc hosp,02,2024-03-04,2024-03-07,0.2,4,quantile
3 day ahead inc hosp,02,2024-03-04,2024-03-07,0.25,4,quantile
3 day ahead inc hosp,02,2024-03-04,2024-03-07,0.3,4,quantile
3 day ahead inc hosp,02,2024-03-04,2024-03-07,0.35,5,quantile
3 day ahead inc hosp,02,2024-03-04,2024-03-07,0.4,5,quantile
