target,location,forecast_date,target_end_date,quantile,value,type
1 day ahead inc hosp,02,2024-03-25,2024-03-26,0.01,0,quantile
1 day ahead inc hosp,02,2024-03-25,2024-03-26,0.025,0,quantile
1 day ahead inc hosp,02,2024-03-25,2024-03-26,0.05,0,quantile
1 day ahead inc hosp,02,2024-03-25,2024-03-26,0.1,0,quantile
1 day ahead inc hosp,02,2024-03-25,2024-03-26,0.15,0,quantile
1 day ahead inc hosp,02,2024-03-25,2024-03-26,0.2,0,quantile
1 day ahead inc hosp,02,2024-03-25,2024-03-26,0.25,1,quantile
1 day ahead inc hosp,02,2024-03-25,2024-03-26,0.3,1,quantile
1 day ahead inc hosp,02,2024-03-25,2024-03-26,0.35,1,quantile
1 day ahead inc hosp,02,2024-03-25,2024-03-26,0.4,1,quantile
1 day ahead inc hosp,02,2024-03-25,2024-03-26,0.45,2,quantile
1 day ahead inc hosp,02,2024-03-25,2024-03-26,0.5,2,quantile
1 day ahead inc hosp,02,2024-03-25,2024-03-26,0.55,3,quantile
1 day ahead inc hosp,02,2024-03-25,2024-03-26,0.6,3,quantile
1 day ahead inc hosp,02,2024-03-25,2024-03-26,0.65,3,quantile
1 day ahead inc hosp,02,2024-03-25,2024-03-26,0.7,3,quantile
1 day ahead inc hosp,02,2024-03-25,2024-03-26,0.75,4,quantile
1 day ahead inc hosp,02,2024-03-25,2024-03-26,0.8,5,quantile
1 day ahead inc hosp,02,2024-03-25,2024-03-26,0.85,6,quantile
1 day ahead inc hosp,02,2024-03-25,2024-03-26,0.9,7,quantile
1 day ahead inc hosp,02,2024-03-25,2024-03-26,0.95,7.049999999999997,quantile
1 day ahead inc hosp,02,2024-03-25,2024-03-26,0.975,9.524999999999991,quantile
1 day ahead inc hosp,02,2024-03-25,2024-03-26,0.99,11.050000000000026,quantile
2 day ahead inc hosp,02,2024-03-25,2024-03-27,0.01,0,quantile
2 day ahead inc hosp,02,2024-03-25,2024-03-27,0.025,0,quantile
2 day ahead inc hosp,02,2024-03-25,2024-03-27,0.05,0,quantile
2 day ahead inc hosp,02,2024-03-25,2024-03-27,0.1,0,quantile
2 day ahead inc hosp,02,2024-03-25,2024-03-27,0.15,0,quantile
2 day ahead inc hosp,02,2024-03-25,2024-03-27,0.2,1,quantile
2 day ahead inc hosp,02,2024-03-25,2024-03-27,0.25,1,quantile
2 day ahead inc hosp,02,2024-03-25,2024-03-27,0.3,1,quantile
2 day ahead inc hosp,02,2024-03-25,2024-03-27,0.35,1,quantile
2 day ahead inc hosp,02,2024-03-25,2024-03-27,0.4,1.6000000000000014,quantile
2 day ahead inc hosp,02,2024-03-25,2024-03-27,0.45,2,quantile
2 day ahead inc hosp,02,2024-03-25,2024-03-27,0.5,2,quantile
2 day ahead inc hosp,02,2024-03-25,2024-03-27,0.55,3,quantile
2 day ahead inc hosp,02,2024-03-25,2024-03-27,0.6,3,quantile
2 day ahead inc hosp,02,2024-03-25,2024-03-27,0.65,4,quantile
2 day ahead inc hosp,02,2024-03-25,2024-03-27,0.7,4,quantile
2 day ahead inc hosp,02,2024-03-25,2024-03-27,0.75,5,quantile
2 day ahead inc hosp,02,2024-03-25,2024-03-27,0.8,5,quantile
2 day ahead inc hosp,02,2024-03-25,2024-03-27,0.85,6,quantile
2 day ahead inc hosp,02,2024-03-25,2024-03-27,0.9,7,quantile
2 day ahead inc hosp,02,2024-03-25,2024-03-27,0.95,9.099999999999994,quantile
2 day ahead inc hosp,02,2024-03-25,2024-03-27,0.975,11.524999999999991,quantile
2 day ahead inc hosp,02,2024-03-25,2024-03-27,0.99,18.02000000000001,quantile
3 day ahead inc hosp,02,2024-03-25,2024-03-28,0.01,0,quantile
3 day ahead inc hosp,02,2024-03-25,2024-03-28,0.025,0,quantile
