location,fips,Date, hosp_new_1, hosp_new_2point5, hosp_new_5, hosp_new_10, hosp_new_15, hosp_new_20, hosp_new_25, hosp_new_30, hosp_new_35, hosp_new_40, hosp_new_45, hosp_new_50, hosp_new_55, hosp_new_60, hosp_new_65, hosp_new_70, hosp_new_75, hosp_new_80, hosp_new_85, hosp_new_90, hosp_new_95, hosp_new_97point5, hosp_new_99, death_1, death_2point5, death_5, death_10, death_15, death_20, death_25, death_30, death_35, death_40, death_45, death_50, death_55, death_60, death_65, death_70, death_75, death_80, death_85, death_90, death_95, death_97point5, death_99, cdeath_1, cdeath_2point5, cdeath_5, cdeath_10, cdeath_15, cdeath_20, cdeath_25, cdeath_30, cdeath_35, cdeath_40, cdeath_45, cdeath_50, cdeath_55, cdeath_60, cdeath_65, cdeath_70, cdeath_75, cdeath_80, cdeath_85, cdeath_90, cdeath_95, cdeath_97point5, cdeath_99
Arizona,4,04/22/20, 36, 46, 77, 102, 159, 197, 211, 253, 267, 284, 308, 340, 361, 378, 406, 438, 484, 516, 550, 595, 772, 1011, 1148, 2, 5, 10, 13, 16, 22, 26, 30, 31, 32, 35, 38, 42, 44, 47, 49, 53, 56, 61, 67, 81, 95, 121, 25, 57, 156, 398, 571, 738, 979, 1220, 1460, 1613, 1860, 2113, 2262, 2481, 2641, 2861, 3072, 3304, 3487, 3732, 3911, 3966, 4045
Arkansas,5,04/22/20, 2, 2, 3, 4, 5, 6, 9, 11, 13, 16, 17, 21, 24, 27, 31, 36, 40, 43, 47, 61, 100, 124, 158, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 3, 4, 4, 5, 6, 6, 9, 11, 14, 2, 3, 7, 16, 52, 60, 82, 100, 116, 124, 142, 146, 152, 168, 181, 193, 203, 226, 241, 256, 267, 269, 269
California,6,04/22/20, 107, 261, 294, 353, 393, 441, 571, 692, 762, 828, 886, 1015, 1080, 1134, 1194, 1386, 1545, 1721, 1927, 2338, 2972, 4129, 5328, 16, 30, 33, 44, 54, 60, 73, 84, 101, 109, 117, 129, 142, 152, 162, 176, 193, 215, 246, 280, 351, 475, 661, 136, 299, 541, 1479, 2296, 3236, 4311, 5133, 6120, 6726, 7694, 8228, 8941, 9738, 10386, 11096, 11716, 12437, 12919, 14140, 14646, 15196, 15281
Colorado,8,04/22/20, 56, 99, 113, 156, 185, 217, 243, 264, 284, 301, 308, 332, 347, 378, 397, 428, 461, 506, 560, 711, 830, 1071, 1146, 6, 15, 17, 21, 24, 27, 30, 34, 36, 38, 40, 42, 43, 46, 50, 52, 56, 58, 68, 85, 112, 140, 152, 37, 89, 232, 476, 732, 1012, 1342, 1606, 1829, 2020, 2272, 2441, 2612, 2909, 3111, 3384, 3616, 3858, 4104, 4474, 4652, 4724, 4783
Connecticut,9,04/22/20, 96, 118, 169, 198, 231, 247, 282, 314, 376, 393, 439, 458, 480, 535, 555, 625, 663, 708, 769, 873, 1086, 1185, 1389, 19, 23, 27, 30, 34, 38, 43, 48, 52, 59, 65, 69, 75, 78, 85, 94, 98, 107, 116, 130, 162, 167, 211, 61, 162, 308, 888, 1272, 1604, 2135, 2408, 2742, 3040, 3565, 3851, 4263, 4569, 5003, 5380, 5791, 6170, 6467, 6935, 7288, 7439, 7559
Delaware,10,04/22/20, 1, 4, 5, 7, 8, 9, 11, 13, 15, 18, 20, 22, 25, 31, 33, 37, 43, 50, 55, 71, 110, 153, 171, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 4, 5, 6, 7, 8, 10, 13, 15, 27, 1, 8, 12, 20, 44, 61, 85, 108, 146, 181, 210, 229, 239, 254, 291, 302, 321, 354, 373, 389, 405, 416, 419
Florida,12,04/22/20, 152, 279, 315, 424, 475, 557, 605, 682, 708, 766, 845, 959, 1072, 1170, 1260, 1340, 1517, 1583, 1714, 1871, 2604, 3190, 3397, 24, 34, 46, 55, 67, 77, 84, 93, 100, 109, 113, 123, 135, 154, 171, 175, 197, 206, 218, 242, 327, 392, 418, 99, 257, 678, 1480, 2403, 3346, 4439, 5642, 6356, 6943, 7501, 8058, 8644, 9406, 10023, 10692, 11295, 12031, 12526, 13454, 14146, 14413, 14561
Georgia,13,04/22/20, 57, 61, 119, 137, 162, 186, 207, 234, 246, 256, 276, 311, 321, 352, 372, 402, 415, 502, 554, 638, 857, 1135, 1200, 5, 10, 13, 15, 16, 21, 24, 26, 29, 31, 33, 35, 37, 39, 41, 43, 49, 53, 62, 70, 99, 126, 130, 25, 63, 133, 289, 480, 676, 1069, 1385, 1593, 1750, 2003, 2177, 2335, 2580, 2721, 2875, 3030, 3230, 3438, 3737, 3897, 3977, 4024
Hawaii,15,04/22/20, 0, 0, 0, 0, 2, 2, 3, 3, 4, 6, 8, 10, 13, 15, 18, 22, 25, 32, 41, 56, 77, 115, 367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 3, 4, 5, 6, 7, 10, 14, 33, 2, 4, 5, 22, 42, 52, 61, 71, 79, 87, 107, 118, 133, 145, 163, 190, 196, 210, 211, 260, 266, 269, 277
Idaho,16,04/22/20, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 4, 5, 6, 7, 9, 15, 22, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 3, 0, 0, 0, 0, 0, 0, 2, 3, 3, 4, 6, 6, 7, 9, 10, 11, 11, 12, 15, 17, 17, 17, 17
Illinois,17,04/22/20, 135, 191, 230, 258, 331, 395, 485, 557, 625, 655, 679, 771, 850, 919, 1054, 1100, 1269, 1347, 1496, 1716, 2130, 4255, 5908, 25, 32, 35, 44, 58, 70, 77, 83, 87, 98, 103, 112, 128, 140, 148, 157, 176, 185, 203, 238, 281, 520, 712, 58, 266, 518, 1302, 2280, 3615, 4436, 5182, 5869, 6263, 7316, 7958, 8561, 9120, 9764, 10554, 11138, 11873, 12468, 13219, 13661, 13837, 14010
Indiana,18,04/22/20, 33, 37, 50, 69, 88, 117, 125, 148, 159, 169, 179, 190, 210, 228, 248, 264, 282, 306, 364, 402, 477, 544, 614, 3, 3, 4, 8, 11, 12, 13, 14, 15, 16, 17, 21, 24, 24, 26, 30, 33, 36, 38, 45, 52, 57, 66, 15, 37, 80, 201, 343, 412, 533, 681, 865, 953, 1090, 1206, 1295, 1388, 1517, 1640, 1735, 1889, 2006, 2176, 2272, 2335, 2354
Iowa,19,04/22/20, 12, 15, 19, 27, 38, 45, 51, 58, 62, 71, 74, 81, 87, 99, 110, 117, 134, 155, 167, 204, 312, 390, 647, 0, 0, 0, 1, 2, 2, 3, 3, 4, 4, 5, 5, 6, 7, 7, 9, 10, 11, 13, 18, 21, 30, 57, 3, 7, 16, 47, 65, 99, 220, 246, 310, 323, 386, 425, 457, 512, 552, 580, 610, 634, 654, 738, 762, 768, 773
Kansas,20,04/22/20, 6, 7, 12, 16, 18, 20, 21, 23, 25, 29, 32, 34, 36, 39, 43, 51, 57, 63, 76, 103, 173, 273, 323, 0, 0, 1, 1, 1, 2, 2, 3, 3, 3, 4, 4, 4, 5, 5, 5, 6, 7, 8, 9, 13, 17, 30, 1, 4, 14, 39, 54, 76, 123, 148, 191, 215, 254, 276, 300, 335, 364, 386, 402, 420, 441, 470, 478, 491, 497
Kentucky,21,04/22/20, 8, 9, 11, 19, 28, 38, 49, 55, 69, 75, 82, 95, 110, 116, 134, 145, 169, 211, 254, 316, 435, 491, 520, 0, 0, 0, 1, 2, 3, 3, 3, 4, 5, 5, 7, 8, 9, 10, 12, 14, 15, 20, 24, 32, 34, 43, 14, 28, 55, 113, 148, 186, 278, 354, 420, 459, 531, 570, 621, 673, 707, 747, 772, 803, 847, 942, 962, 973, 979
Louisiana,22,04/22/20, 60, 67, 77, 111, 130, 153, 175, 188, 203, 231, 252, 278, 301, 346, 355, 409, 438, 535, 569, 651, 797, 922, 1078, 7, 8, 9, 12, 17, 19, 23, 27, 30, 31, 34, 37, 41, 45, 50, 52, 63, 69, 88, 97, 126, 132, 153, 28, 50, 168, 374, 747, 876, 1182, 1500, 1863, 1994, 2204, 2374, 2500, 2669, 2899, 3143, 3471, 3765, 3987, 4355, 4492, 4610, 4694
Maine,23,04/22/20, 4, 5, 7, 11, 14, 18, 22, 26, 30, 33, 37, 40, 43, 47, 52, 55, 60, 67, 86, 115, 164, 218, 398, 0, 0, 0, 1, 1, 2, 2, 3, 3, 3, 4, 4, 5, 5, 6, 7, 7, 8, 9, 11, 15, 24, 37, 8, 20, 31, 55, 84, 111, 148, 184, 204, 218, 258, 289, 301, 341, 375, 402, 433, 448, 469, 540, 555, 560, 561
Maryland,24,04/22/20, 29, 36, 40, 58, 88, 98, 105, 109, 116, 124, 136, 147, 165, 174, 194, 210, 215, 235, 270, 335, 458, 482, 636, 2, 3, 5, 6, 9, 11, 13, 14, 17, 18, 19, 21, 23, 23, 24, 25, 29, 34, 40, 45, 59, 66, 84, 19, 41, 91, 235, 368, 458, 674, 815, 931, 1022, 1125, 1254, 1372, 1494, 1613, 1750, 1857, 1982, 2082, 2242, 2301, 2336, 2361
Massachusetts,25,04/22/20, 223, 299, 324, 414, 453, 502, 557, 587, 615, 649, 681, 716, 743, 780, 846, 912, 1021, 1072, 1230, 1344, 1519, 1727, 2931, 50, 55, 57, 67, 70, 81, 87, 89, 94, 100, 103, 106, 109, 114, 124, 138, 148, 158, 174, 190, 221, 260, 424, 113, 267, 423, 1118, 1810, 2364, 3271, 3992, 4550, 5060, 6001, 6688, 7118, 7638, 8150, 8756, 9308, 9955, 10553, 11398, 11856, 12079, 12213
Michigan,26,04/22/20, 380, 526, 606, 726, 799, 893, 995, 1132, 1225, 1322, 1416, 1497, 1687, 1820, 1965, 2115, 2275, 2515, 2809, 3143, 3845, 4074, 4472, 61, 78, 103, 111, 129, 144, 156, 165, 185, 200, 212, 219, 241, 258, 281, 303, 322, 338, 393, 433, 517, 584, 654, 165, 399, 976, 2423, 3894, 5321, 6899, 8406, 9561, 10404, 11878, 12689, 13531, 14580, 15974, 17453, 18749, 19952, 21104, 23185, 24176, 24669, 25101
Minnesota,27,04/22/20, 14, 22, 29, 39, 46, 54, 62, 73, 79, 85, 96, 110, 116, 128, 146, 156, 170, 201, 299, 414, 605, 995, 1127, 0, 1, 2, 3, 4, 4, 6, 6, 7, 8, 8, 9, 11, 11, 12, 15, 16, 18, 24, 31, 49, 77, 86, 8, 27, 43, 112, 159, 193, 399, 512, 615, 678, 812, 862, 917, 1010, 1075, 1115, 1164, 1205, 1242, 1342, 1383, 1398, 1425
Mississippi,28,04/22/20, 6, 9, 14, 21, 26, 30, 35, 41, 47, 49, 51, 58, 66, 71, 80, 92, 111, 122, 136, 167, 208, 264, 296, 0, 0, 0, 1, 1, 2, 2, 3, 3, 3, 4, 4, 5, 5, 6, 6, 7, 10, 11, 13, 21, 24, 24, 2, 4, 8, 39, 62, 81, 126, 151, 200, 218, 254, 275, 311, 344, 369, 396, 409, 441, 488, 535, 570, 581, 585
Missouri,29,04/22/20, 33, 73, 77, 95, 111, 127, 130, 141, 151, 169, 178, 187, 207, 229, 239, 250, 266, 284, 294, 356, 461, 553, 641, 6, 9, 12, 13, 15, 16, 17, 18, 18, 19, 21, 23, 24, 25, 28, 30, 31, 33, 41, 45, 49, 62, 72, 23, 54, 161, 292, 417, 540, 727, 848, 929, 1014, 1159, 1322, 1414, 1544, 1702, 1852, 2013, 2110, 2209, 2403, 2493, 2532, 2562
Montana,30,04/22/20, 6, 7, 9, 16, 21, 25, 27, 29, 35, 39, 43, 46, 49, 55, 61, 67, 81, 93, 102, 119, 157, 221, 288, 0, 0, 0, 1, 1, 2, 2, 3, 3, 3, 4, 4, 5, 5, 6, 7, 8, 8, 9, 10, 15, 17, 25, 4, 13, 18, 42, 83, 109, 145, 177, 199, 216, 244, 268, 282, 321, 336, 361, 391, 404, 430, 497, 518, 532, 537
Nebraska,31,04/22/20, 0, 0, 1, 1, 2, 3, 4, 5, 6, 10, 13, 16, 22, 24, 26, 33, 41, 47, 72, 86, 125, 145, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 4, 5, 6, 7, 9, 12, 19, 1, 8, 11, 19, 41, 53, 69, 96, 106, 109, 147, 150, 160, 173, 182, 184, 193, 196, 207, 229, 243, 247, 252
Nevada,32,04/22/20, 1, 3, 4, 10, 14, 16, 18, 21, 23, 30, 31, 34, 36, 42, 63, 72, 83, 100, 110, 145, 196, 319, 364, 0, 0, 0, 1, 1, 2, 2, 3, 3, 3, 4, 5, 5, 5, 6, 7, 9, 11, 12, 16, 20, 25, 34, 9, 14, 23, 83, 118, 142, 203, 251, 272, 305, 354, 363, 382, 393, 419, 456, 479, 504, 563, 607, 632, 639, 647
New Hampshire,33,04/22/20, 10, 15, 20, 27, 32, 36, 40, 42, 47, 55, 60, 71, 79, 85, 103, 112, 131, 167, 209, 271, 426, 504, 560, 0, 0, 1, 1, 2, 3, 3, 4, 4, 5, 7, 7, 8, 9, 11, 12, 13, 15, 20, 23, 35, 40, 53, 3, 6, 22, 101, 137, 181, 311, 388, 441, 476, 585, 622, 655, 724, 766, 796, 838, 900, 924, 993, 1016, 1033, 1044
New Jersey,34,04/22/20, 489, 586, 688, 852, 971, 1003, 1086, 1147, 1274, 1445, 1521, 1654, 1709, 1788, 1850, 1938, 2044, 2122, 2319, 2590, 3069, 3229, 3606, 96, 103, 124, 146, 157, 165, 190, 194, 209, 226, 231, 244, 260, 274, 283, 299, 319, 334, 341, 429, 477, 501, 581, 189, 409, 980, 2244, 3996, 5333, 7050, 8491, 9837, 10863, 12417, 13731, 14709, 16113, 17400, 18856, 20147, 21595, 22781, 24233, 25164, 25602, 25973
New Mexico,35,04/22/20, 2, 3, 5, 9, 10, 12, 14, 16, 19, 23, 27, 28, 34, 42, 52, 58, 66, 73, 100, 116, 165, 183, 299, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 5, 6, 6, 7, 9, 11, 18, 24, 41, 1, 3, 15, 27, 50, 83, 131, 173, 204, 221, 284, 297, 309, 347, 373, 386, 400, 418, 431, 477, 488, 492, 494
New York,36,04/22/20, 1692, 2638, 3259, 3739, 4158, 4526, 4771, 5236, 5656, 5805, 6031, 6303, 6658, 7160, 7869, 8326, 8513, 8709, 9127, 9425, 9993, 10348, 10554, 353, 574, 634, 705, 778, 818, 859, 913, 980, 1045, 1067, 1092, 1146, 1223, 1297, 1366, 1430, 1490, 1522, 1646, 1747, 1785, 1977, 794, 2262, 5352, 11213, 17277, 22937, 30199, 35873, 40676, 45867, 52644, 58894, 63526, 69607, 75267, 81044, 86665, 92931, 98191, 104778, 109816, 112107, 114126
North Carolina,37,04/22/20, 48, 85, 114, 148, 164, 173, 191, 200, 214, 241, 259, 275, 302, 336, 355, 390, 399, 465, 498, 535, 708, 823, 1119, 6, 7, 10, 13, 15, 17, 20, 22, 23, 24, 26, 29, 32, 33, 36, 38, 44, 48, 51, 56, 75, 86, 110, 20, 48, 114, 316, 481, 707, 935, 1109, 1278, 1405, 1662, 1798, 1902, 2078, 2227, 2431, 2595, 2733, 2925, 3091, 3221, 3263, 3312
North Dakota,38,04/22/20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 4, 6, 9, 22, 67, 90, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 5, 5, 8, 0, 0, 1, 2, 2, 8, 9, 10, 16, 17, 18, 18, 19, 24, 24, 27, 30, 31, 33, 42, 44, 47, 55
Ohio,39,04/22/20, 19, 33, 36, 51, 56, 66, 77, 87, 103, 114, 120, 129, 134, 143, 148, 157, 175, 216, 240, 319, 397, 415, 465, 1, 2, 3, 6, 7, 8, 9, 10, 10, 11, 12, 13, 14, 16, 18, 19, 21, 25, 30, 39, 43, 52, 63, 7, 14, 42, 123, 224, 327, 461, 581, 687, 764, 847, 914, 972, 1075, 1195, 1274, 1338, 1434, 1475, 1590, 1639, 1656, 1703
Oklahoma,40,04/22/20, 7, 10, 13, 21, 28, 33, 37, 48, 51, 58, 63, 68, 75, 84, 100, 109, 120, 141, 170, 196, 226, 243, 267, 0, 0, 1, 1, 2, 3, 4, 4, 4, 5, 6, 6, 7, 7, 8, 10, 12, 14, 17, 18, 21, 22, 30, 2, 6, 43, 90, 128, 185, 230, 261, 287, 318, 383, 427, 481, 546, 591, 615, 669, 700, 716, 764, 800, 804, 812
Oregon,41,04/22/20, 17, 28, 34, 47, 64, 74, 81, 99, 110, 118, 133, 145, 158, 170, 194, 220, 252, 271, 321, 370, 414, 669, 931, 1, 3, 4, 4, 5, 7, 8, 9, 10, 11, 14, 16, 17, 17, 18, 20, 21, 24, 30, 33, 44, 52, 95, 10, 19, 60, 127, 206, 266, 421, 519, 610, 679, 751, 842, 911, 987, 1057, 1140, 1249, 1329, 1388, 1617, 1700, 1734, 1763
Pennsylvania,42,04/22/20, 109, 154, 203, 260, 349, 397, 408, 437, 497, 527, 566, 598, 631, 735, 802, 860, 886, 941, 1012, 1131, 1341, 1623, 1962, 22, 25, 34, 41, 51, 57, 62, 65, 73, 81, 87, 91, 95, 101, 107, 112, 120, 123, 134, 152, 176, 241, 278, 115, 244, 477, 880, 1439, 1928, 2523, 3015, 3374, 3837, 4371, 5004, 5367, 5833, 6434, 6858, 7325, 7786, 8168, 8769, 9135, 9398, 9551
Rhode Island,44,04/22/20, 8, 10, 15, 17, 20, 21, 23, 26, 28, 32, 34, 38, 40, 43, 46, 48, 51, 58, 65, 73, 89, 105, 117, 0, 1, 1, 2, 2, 3, 3, 4, 4, 4, 5, 5, 6, 6, 7, 8, 8, 9, 9, 10, 12, 17, 22, 5, 16, 33, 68, 100, 126, 162, 190, 217, 244, 296, 323, 347, 369, 400, 431, 451, 477, 505, 554, 577, 586, 590
South Carolina,45,04/22/20, 28, 32, 35, 43, 50, 55, 63, 70, 77, 91, 100, 117, 130, 140, 147, 160, 177, 208, 257, 301, 386, 437, 467, 2, 3, 4, 5, 6, 6, 7, 8, 9, 9, 11, 12, 13, 15, 16, 18, 20, 22, 27, 31, 38, 49, 54, 16, 38, 68, 141, 224, 314, 462, 533, 598, 650, 732, 798, 846, 913, 981, 1068, 1148, 1237, 1316, 1419, 1475, 1496, 1510
South Dakota,46,04/22/20, 1, 1, 3, 6, 9, 13, 18, 22, 33, 38, 45, 50, 59, 64, 81, 93, 130, 179, 230, 315, 442, 466, 809, 0, 0, 0, 0, 0, 0, 1, 2, 2, 3, 3, 4, 4, 5, 6, 8, 10, 13, 17, 24, 36, 44, 72, 2, 4, 10, 72, 82, 99, 198, 251, 300, 347, 506, 521, 543, 606, 626, 631, 660, 679, 698, 782, 812, 829, 833
Tennessee,47,04/22/20, 54, 60, 65, 84, 96, 108, 122, 135, 158, 175, 200, 219, 260, 275, 296, 309, 327, 360, 395, 491, 505, 575, 735, 3, 5, 7, 9, 11, 14, 15, 16, 17, 18, 21, 22, 27, 30, 32, 34, 35, 40, 41, 50, 59, 64, 81, 31, 64, 140, 224, 389, 522, 734, 888, 1034, 1114, 1238, 1376, 1441, 1599, 1761, 1877, 2005, 2200, 2327, 2493, 2605, 2631, 2660
Texas,48,04/22/20, 107, 160, 168, 188, 212, 262, 293, 326, 357, 386, 412, 437, 461, 484, 492, 535, 607, 688, 772, 858, 1193, 1456, 1621, 8, 15, 18, 24, 27, 30, 33, 36, 40, 42, 45, 48, 52, 55, 57, 62, 64, 72, 84, 93, 126, 143, 164, 38, 91, 234, 489, 783, 1034, 1428, 1712, 1976, 2148, 2572, 2750, 2956, 3299, 3595, 3825, 4044, 4347, 4664, 5096, 5292, 5360, 5426
Utah,49,04/22/20, 12, 14, 15, 18, 22, 27, 30, 36, 38, 40, 46, 53, 61, 69, 78, 89, 97, 110, 124, 137, 181, 241, 267, 0, 0, 0, 1, 2, 3, 3, 4, 5, 5, 6, 7, 8, 8, 10, 11, 12, 14, 17, 20, 26, 29, 42, 11, 18, 39, 159, 213, 257, 314, 379, 434, 467, 528, 553, 600, 632, 664, 704, 735, 769, 802, 836, 852, 860, 882
Vermont,50,04/22/20, 13, 19, 22, 29, 40, 46, 54, 65, 69, 77, 82, 90, 97, 101, 107, 110, 136, 157, 178, 216, 252, 295, 428, 0, 0, 1, 2, 3, 4, 5, 6, 6, 7, 7, 8, 9, 10, 11, 12, 14, 17, 19, 21, 24, 30, 44, 3, 15, 45, 126, 178, 233, 315, 357, 399, 427, 547, 607, 631, 666, 729, 774, 818, 860, 908, 955, 993, 1009, 1019
Virginia,51,04/22/20, 44, 60, 83, 104, 132, 159, 177, 183, 203, 221, 240, 267, 274, 298, 331, 353, 404, 468, 547, 640, 848, 1018, 1670, 2, 2, 5, 7, 7, 10, 11, 14, 15, 18, 21, 22, 23, 25, 27, 30, 34, 38, 41, 46, 64, 89, 133, 13, 40, 96, 242, 338, 409, 643, 767, 903, 1012, 1281, 1373, 1468, 1624, 1739, 1840, 1948, 2039, 2138, 2462, 2530, 2572, 2600
Washington,53,04/22/20, 72, 76, 104, 131, 192, 236, 250, 270, 309, 321, 336, 372, 398, 462, 539, 591, 723, 880, 970, 1170, 1365, 1438, 2288, 6, 9, 11, 16, 21, 23, 25, 27, 30, 32, 35, 39, 42, 49, 53, 65, 76, 85, 113, 134, 158, 168, 289, 118, 193, 299, 545, 925, 1107, 1502, 1845, 2217, 2377, 2599, 2870, 3136, 3429, 3683, 4004, 4262, 4478, 4701, 5315, 5649, 5783, 5826
West Virginia,54,04/22/20, 0, 0, 1, 1, 2, 2, 3, 4, 5, 6, 7, 7, 8, 9, 10, 13, 16, 19, 24, 31, 73, 119, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 3, 6, 9, 12, 0, 1, 1, 2, 8, 21, 31, 36, 37, 38, 43, 45, 46, 55, 58, 61, 64, 76, 76, 90, 90, 90, 90
Wisconsin,55,04/22/20, 30, 50, 59, 77, 102, 117, 132, 152, 173, 184, 201, 207, 217, 233, 247, 272, 314, 347, 453, 505, 604, 673, 722, 3, 5, 6, 9, 12, 13, 14, 17, 18, 20, 21, 22, 23, 25, 27, 28, 32, 36, 43, 55, 62, 73, 82, 17, 38, 124, 250, 399, 578, 738, 862, 1053, 1161, 1303, 1422, 1579, 1700, 1803, 1952, 2086, 2186, 2282, 2411, 2482, 2538, 2603
Wyoming,56,04/22/20, 0, 0, 0, 0, 1, 1, 2, 2, 3, 4, 5, 6, 8, 9, 12, 18, 24, 29, 43, 50, 88, 126, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 4, 7, 9, 13, 4, 6, 6, 13, 25, 28, 39, 45, 46, 51, 55, 58, 75, 79, 82, 101, 103, 112, 118, 125, 128, 129, 129
US National,US,04/22/20, 5738, 7961, 9573, 11168, 12834, 14783, 15911, 16732, 17618, 18452, 19537, 20047, 21848, 22225, 23385, 25229, 25909, 27529, 30534, 33874, 39352, 45511, 49199, 1090, 1456, 1578, 1721, 1958, 2204, 2333, 2417, 2533, 2689, 2799, 2858, 2999, 3099, 3311, 3416, 3565, 3861, 4142, 4617, 5451, 5878, 6676, 2260, 5765, 12995, 29207, 46502, 62530, 83361, 100202, 114943, 127329, 146086, 160695, 172827, 188388, 203355, 218914, 233487, 249346, 262790, 283012, 295261, 301251, 305761
Alabama,1,04/23/20, 25, 29, 31, 43, 56, 62, 66, 78, 85, 88, 95, 106, 113, 128, 134, 141, 153, 169, 184, 239, 326, 419, 530, 1, 1, 3, 3, 4, 5, 5, 6, 7, 8, 9, 10, 11, 12, 14, 14, 16, 17, 19, 21, 30, 40, 51, 7, 19, 60, 113, 197, 252, 331, 419, 468, 529, 619, 647, 702, 756, 810, 861, 905, 974, 1063, 1138, 1162, 1176, 1191
Alaska,2,04/23/20, 0, 1, 2, 3, 5, 6, 7, 9, 10, 11, 14, 16, 18, 21, 26, 28, 31, 38, 49, 58, 80, 92, 124, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 4, 5, 6, 7, 8, 11, 1, 2, 3, 10, 16, 28, 59, 71, 77, 86, 114, 129, 130, 146, 158, 171, 187, 206, 215, 225, 230, 231, 234
Arizona,4,04/23/20, 31, 45, 77, 98, 145, 179, 220, 238, 268, 289, 321, 329, 358, 400, 428, 459, 487, 517, 568, 643, 807, 1065, 1238, 4, 5, 8, 14, 17, 23, 26, 28, 29, 31, 34, 38, 41, 43, 48, 53, 56, 59, 61, 74, 85, 93, 115, 28, 61, 144, 385, 555, 725, 967, 1235, 1479, 1624, 1897, 2143, 2303, 2520, 2668, 2888, 3098, 3339, 3515, 3753, 3948, 4015, 4086
Arkansas,5,04/23/20, 0, 1, 3, 5, 8, 11, 12, 13, 14, 17, 18, 20, 28, 30, 33, 38, 43, 50, 57, 62, 100, 137, 179, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 4, 4, 6, 10, 13, 13, 4, 11, 22, 33, 66, 78, 93, 106, 126, 132, 147, 152, 157, 170, 181, 187, 194, 216, 222, 241, 255, 259, 259
California,6,04/23/20, 98, 263, 276, 347, 391, 451, 604, 701, 751, 795, 901, 982, 1075, 1129, 1171, 1361, 1560, 1730, 1941, 2220, 3033, 4070, 5176, 17, 31, 39, 44, 52, 60, 77, 87, 94, 105, 117, 129, 139, 148, 161, 178, 190, 214, 240, 291, 366, 504, 688, 113, 258, 507, 1468, 2224, 3202, 4308, 5149, 6113, 6757, 7776, 8284, 9031, 9835, 10476, 11230, 11826, 12566, 13027, 14259, 14767, 15401, 15498
Colorado,8,04/23/20, 59, 85, 101, 149, 174, 207, 244, 254, 274, 299, 324, 332, 343, 362, 407, 429, 462, 513, 552, 697, 851, 1097, 1232, 9, 12, 14, 20, 23, 28, 31, 35, 36, 38, 40, 44, 45, 48, 50, 54, 57, 61, 70, 82, 104, 145, 153, 31, 83, 236, 492, 775, 1060, 1338, 1602, 1826, 2025, 2293, 2493, 2676, 2972, 3147, 3389, 3636, 3921, 4140, 4487, 4659, 4748, 4809
Connecticut,9,04/23/20, 106, 142, 158, 203, 222, 245, 281, 318, 354, 391, 420, 446, 473, 520, 556, 607, 645, 712, 802, 838, 1090, 1134, 1428, 14, 19, 21, 32, 36, 42, 44, 48, 53, 58, 63, 68, 73, 80, 88, 92, 102, 111, 120, 128, 159, 182, 211, 71, 157, 297, 843, 1184, 1499, 2034, 2313, 2656, 2905, 3436, 3701, 4120, 4479, 4927, 5373, 5780, 6186, 6478, 6973, 7332, 7520, 7627
Delaware,10,04/23/20, 0, 0, 3, 5, 8, 9, 10, 12, 13, 14, 18, 21, 23, 27, 30, 34, 39, 47, 54, 71, 107, 152, 183, 0, 0, 0, 0, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 5, 5, 6, 7, 8, 10, 13, 15, 23, 2, 8, 15, 33, 47, 64, 89, 109, 152, 183, 214, 236, 244, 260, 293, 314, 333, 369, 396, 404, 422, 429, 440
Florida,12,04/23/20, 142, 278, 318, 405, 464, 553, 580, 637, 713, 786, 865, 1001, 1055, 1133, 1229, 1358, 1509, 1578, 1714, 1831, 2569, 3159, 3466, 27, 39, 41, 58, 70, 77, 84, 89, 94, 113, 119, 131, 145, 153, 163, 180, 194, 209, 222, 259, 324, 389, 420, 88, 236, 674, 1480, 2437, 3436, 4565, 5759, 6461, 7064, 7699, 8297, 8867, 9602, 10208, 10865, 11446, 12187, 12704, 13653, 14347, 14633, 14760
