location,fips,Date, hosp_new_1, hosp_new_2point5, hosp_new_5, hosp_new_10, hosp_new_15, hosp_new_20, hosp_new_25, hosp_new_30, hosp_new_35, hosp_new_40, hosp_new_45, hosp_new_50, hosp_new_55, hosp_new_60, hosp_new_65, hosp_new_70, hosp_new_75, hosp_new_80, hosp_new_85, hosp_new_90, hosp_new_95, hosp_new_97point5, hosp_new_99, death_1, death_2point5, death_5, death_10, death_15, death_20, death_25, death_30, death_35, death_40, death_45, death_50, death_55, death_60, death_65, death_70, death_75, death_80, death_85, death_90, death_95, death_97point5, death_99, cdeath_1, cdeath_2point5, cdeath_5, cdeath_10, cdeath_15, cdeath_20, cdeath_25, cdeath_30, cdeath_35, cdeath_40, cdeath_45, cdeath_50, cdeath_55, cdeath_60, cdeath_65, cdeath_70, cdeath_75, cdeath_80, cdeath_85, cdeath_90, cdeath_95, cdeath_97point5, cdeath_99
Pennsylvania,42,04/30/20, 18, 27, 38, 53, 70, 84, 97, 107, 122, 126, 131, 146, 158, 173, 193, 203, 219, 247, 271, 300, 399, 510, 528, 4, 6, 7, 12, 15, 17, 20, 21, 24, 25, 28, 30, 33, 35, 37, 40, 41, 47, 52, 55, 73, 76, 91, 18, 48, 145, 284, 482, 662, 851, 1068, 1192, 1335, 1550, 1722, 1835, 1997, 2216, 2360, 2509, 2672, 2808, 3000, 3123, 3202, 3247
Rhode Island,44,04/30/20, 0, 0, 1, 2, 3, 4, 5, 5, 6, 6, 7, 7, 8, 9, 9, 10, 11, 12, 13, 14, 18, 19, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 4, 6, 6, 8, 1, 5, 7, 16, 22, 26, 33, 40, 53, 56, 72, 78, 82, 87, 98, 104, 111, 121, 126, 140, 141, 146, 146
South Carolina,45,04/30/20, 5, 7, 10, 16, 19, 23, 27, 31, 37, 46, 54, 58, 71, 77, 86, 119, 134, 150, 174, 207, 307, 390, 509, 0, 0, 0, 1, 1, 2, 3, 3, 4, 5, 6, 7, 8, 9, 11, 13, 15, 18, 20, 23, 37, 39, 50, 12, 26, 50, 88, 118, 197, 282, 341, 383, 403, 461, 492, 525, 599, 658, 700, 733, 784, 835, 947, 991, 1001, 1007
South Dakota,46,04/30/20, 1, 2, 7, 12, 17, 22, 32, 44, 49, 64, 80, 95, 117, 145, 172, 205, 255, 326, 492, 675, 763, 896, 943, 0, 0, 0, 1, 1, 2, 2, 3, 5, 5, 6, 8, 10, 12, 15, 17, 26, 35, 44, 65, 77, 97, 107, 9, 19, 40, 189, 215, 315, 544, 657, 772, 849, 1125, 1164, 1225, 1367, 1436, 1458, 1531, 1605, 1638, 1816, 1891, 1918, 1929
Tennessee,47,04/30/20, 16, 30, 38, 54, 70, 77, 96, 103, 119, 127, 151, 182, 200, 211, 232, 245, 268, 293, 329, 377, 492, 785, 1063, 0, 1, 2, 4, 5, 6, 7, 9, 10, 11, 13, 15, 17, 18, 21, 23, 25, 27, 31, 32, 47, 76, 91, 18, 33, 93, 169, 254, 389, 519, 621, 706, 747, 882, 937, 978, 1139, 1238, 1325, 1383, 1545, 1636, 1770, 1823, 1833, 1847
Texas,48,04/30/20, 28, 45, 59, 79, 106, 138, 158, 168, 184, 220, 245, 269, 288, 335, 365, 386, 413, 495, 598, 750, 1059, 1459, 2229, 3, 4, 6, 8, 13, 16, 17, 20, 21, 23, 25, 29, 31, 34, 37, 41, 44, 49, 59, 73, 111, 159, 179, 18, 48, 139, 287, 516, 777, 1116, 1293, 1448, 1556, 1947, 2055, 2196, 2462, 2657, 2771, 2914, 3079, 3242, 3551, 3682, 3705, 3751
Utah,49,04/30/20, 1, 1, 2, 3, 4, 5, 7, 9, 11, 12, 13, 15, 18, 20, 21, 27, 35, 37, 43, 57, 104, 129, 184, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 5, 6, 9, 11, 15, 18, 0, 3, 21, 61, 77, 86, 104, 126, 136, 157, 184, 196, 210, 221, 233, 249, 261, 270, 281, 304, 313, 317, 324
Vermont,50,04/30/20, 7, 12, 16, 22, 30, 36, 42, 57, 67, 72, 77, 81, 90, 97, 112, 127, 145, 162, 172, 214, 273, 463, 517, 0, 0, 1, 1, 2, 4, 5, 5, 6, 7, 8, 8, 9, 10, 12, 13, 15, 17, 21, 22, 32, 51, 59, 9, 21, 69, 158, 226, 304, 404, 450, 499, 528, 690, 751, 776, 833, 872, 922, 956, 990, 1032, 1074, 1091, 1103, 1117
Virginia,51,04/30/20, 28, 36, 51, 119, 157, 206, 216, 242, 271, 288, 303, 315, 351, 431, 519, 548, 659, 799, 865, 1094, 1223, 1332, 1936, 2, 2, 3, 9, 12, 14, 17, 19, 22, 25, 27, 30, 34, 38, 44, 50, 61, 71, 84, 100, 116, 143, 201, 10, 42, 183, 456, 567, 740, 1134, 1357, 1556, 1699, 2206, 2330, 2462, 2704, 2901, 3075, 3225, 3373, 3556, 4050, 4175, 4242, 4312
Washington,53,04/30/20, 63, 76, 84, 121, 144, 240, 299, 331, 367, 423, 477, 492, 519, 549, 564, 589, 656, 716, 907, 1018, 1184, 1262, 1379, 6, 7, 8, 11, 16, 21, 27, 30, 38, 42, 44, 48, 52, 54, 59, 66, 70, 77, 93, 104, 122, 140, 186, 37, 80, 235, 487, 786, 1043, 1480, 1826, 2153, 2270, 2578, 2783, 3020, 3327, 3541, 3794, 4006, 4303, 4564, 5027, 5210, 5305, 5327
West Virginia,54,04/30/20, 0, 0, 0, 1, 2, 3, 3, 4, 5, 7, 9, 10, 12, 15, 18, 23, 25, 30, 36, 52, 131, 154, 241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 5, 11, 24, 28, 0, 2, 2, 13, 21, 46, 87, 97, 103, 104, 113, 116, 120, 138, 140, 143, 148, 184, 187, 207, 207, 211, 211
Wisconsin,55,04/30/20, 8, 28, 41, 49, 59, 76, 85, 93, 106, 128, 142, 172, 183, 215, 226, 275, 330, 368, 424, 530, 650, 988, 1630, 1, 1, 3, 4, 5, 8, 9, 10, 11, 13, 16, 18, 19, 21, 23, 27, 30, 37, 42, 51, 68, 77, 131, 12, 29, 87, 242, 317, 544, 685, 808, 952, 1045, 1289, 1385, 1483, 1639, 1732, 1839, 1931, 1998, 2087, 2210, 2296, 2327, 2347
Wyoming,56,04/30/20, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 3, 3, 6, 8, 15, 22, 30, 40, 60, 102, 177, 190, 245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 4, 7, 11, 16, 17, 19, 3, 5, 5, 20, 34, 38, 50, 59, 59, 74, 105, 122, 160, 168, 170, 188, 198, 215, 225, 248, 258, 258, 258
US National,US,04/30/20, 1271, 1947, 2975, 3745, 4257, 5325, 6224, 6494, 6636, 7215, 7661, 8316, 8659, 9531, 10035, 10850, 11566, 12226, 13045, 15757, 23446, 25538, 29440, 258, 377, 520, 655, 718, 823, 973, 1016, 1059, 1129, 1171, 1274, 1350, 1412, 1473, 1553, 1666, 1739, 2015, 2152, 2902, 3329, 3437, 702, 1997, 5412, 13050, 19934, 27150, 37789, 45822, 52592, 57812, 68096, 73762, 78849, 86120, 92554, 99040, 105061, 111687, 117494, 127270, 132162, 134452, 136185
Alabama,1,05/01/20, 9, 12, 15, 33, 46, 57, 72, 77, 90, 94, 99, 117, 132, 146, 162, 177, 198, 214, 247, 314, 373, 473, 640, 0, 0, 0, 2, 2, 3, 4, 5, 5, 6, 7, 9, 10, 11, 14, 15, 18, 19, 22, 27, 35, 44, 56, 11, 24, 73, 144, 216, 311, 402, 475, 499, 545, 656, 717, 770, 819, 862, 903, 938, 983, 1038, 1141, 1166, 1186, 1199
Alaska,2,05/01/20, 0, 0, 0, 2, 3, 5, 5, 8, 9, 11, 14, 16, 17, 23, 28, 31, 44, 52, 70, 152, 180, 238, 274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 3, 3, 4, 5, 7, 10, 14, 19, 22, 5, 11, 11, 22, 29, 56, 119, 137, 146, 155, 183, 195, 200, 208, 219, 224, 244, 271, 280, 301, 304, 306, 309
Arizona,4,05/01/20, 10, 21, 32, 46, 71, 90, 101, 112, 122, 149, 191, 221, 288, 319, 363, 385, 431, 516, 598, 641, 830, 1125, 1367, 1, 1, 4, 6, 8, 10, 12, 15, 17, 23, 24, 27, 30, 33, 34, 38, 42, 44, 50, 59, 73, 123, 149, 11, 33, 95, 278, 367, 503, 709, 914, 1077, 1181, 1598, 1810, 1900, 2091, 2207, 2319, 2463, 2633, 2735, 2913, 3036, 3068, 3103
Arkansas,5,05/01/20, 0, 1, 1, 2, 3, 5, 6, 8, 9, 11, 12, 14, 17, 19, 22, 27, 34, 41, 58, 71, 112, 210, 438, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 3, 3, 4, 6, 10, 22, 34, 2, 3, 5, 29, 66, 71, 84, 93, 99, 100, 120, 125, 128, 136, 142, 145, 154, 200, 201, 224, 239, 240, 240
California,6,05/01/20, 38, 68, 76, 105, 129, 146, 167, 212, 233, 263, 300, 346, 387, 436, 497, 533, 617, 637, 779, 980, 1281, 1723, 2246, 5, 5, 12, 19, 21, 26, 30, 35, 38, 41, 47, 49, 54, 67, 77, 86, 97, 103, 111, 153, 186, 196, 311, 29, 65, 156, 570, 843, 1211, 1937, 2352, 2813, 3092, 3691, 3912, 4229, 4607, 4814, 5089, 5293, 5578, 5788, 6325, 6614, 6866, 6898
Colorado,8,05/01/20, 13, 19, 26, 43, 51, 64, 74, 85, 98, 104, 106, 117, 141, 168, 187, 203, 224, 242, 259, 311, 393, 433, 575, 0, 1, 2, 6, 9, 10, 11, 12, 14, 15, 16, 18, 19, 21, 23, 29, 31, 33, 37, 45, 55, 66, 91, 8, 30, 88, 233, 332, 482, 662, 787, 895, 983, 1111, 1185, 1259, 1420, 1512, 1616, 1722, 1808, 1902, 2094, 2171, 2197, 2226
Connecticut,9,05/01/20, 12, 13, 22, 32, 37, 41, 47, 50, 58, 68, 72, 77, 81, 86, 90, 101, 119, 134, 145, 155, 173, 229, 292, 2, 3, 4, 8, 9, 10, 12, 13, 14, 16, 17, 19, 21, 24, 24, 27, 30, 33, 39, 40, 45, 49, 70, 10, 29, 80, 253, 350, 432, 578, 661, 763, 845, 983, 1046, 1177, 1261, 1390, 1525, 1642, 1761, 1854, 1985, 2094, 2141, 2170
Delaware,10,05/01/20, 0, 0, 0, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 5, 5, 6, 7, 8, 10, 12, 20, 25, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 3, 3, 6, 8, 9, 0, 1, 3, 4, 8, 15, 22, 30, 46, 55, 62, 67, 68, 72, 85, 91, 94, 104, 108, 113, 121, 124, 126
Florida,12,05/01/20, 19, 56, 70, 93, 111, 139, 159, 178, 199, 227, 239, 254, 305, 329, 356, 381, 402, 445, 499, 538, 909, 1004, 1283, 5, 10, 13, 18, 19, 25, 27, 28, 33, 36, 39, 44, 49, 55, 58, 62, 70, 74, 79, 87, 138, 160, 200, 24, 78, 226, 483, 806, 1207, 1593, 2046, 2295, 2475, 2720, 2918, 3114, 3417, 3649, 3894, 4100, 4335, 4503, 4851, 5099, 5167, 5210
Georgia,13,05/01/20, 12, 21, 50, 67, 82, 93, 107, 122, 142, 164, 182, 199, 220, 238, 268, 296, 364, 411, 482, 551, 696, 724, 864, 0, 1, 4, 6, 7, 9, 10, 13, 15, 17, 19, 21, 22, 25, 29, 32, 34, 43, 48, 52, 68, 96, 109, 15, 36, 79, 200, 312, 458, 756, 915, 1039, 1129, 1355, 1479, 1574, 1762, 1843, 1929, 2019, 2157, 2264, 2533, 2598, 2616, 2644
Hawaii,15,05/01/20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 3, 4, 6, 8, 10, 12, 17, 21, 238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 4, 5, 51, 0, 0, 0, 7, 8, 9, 15, 22, 25, 26, 29, 33, 38, 42, 68, 93, 94, 97, 97, 154, 156, 158, 160
Idaho,16,05/01/20, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 5, 7, 10, 14, 19, 40, 69, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 3, 8, 0, 0, 2, 5, 5, 7, 9, 21, 22, 22, 26, 26, 26, 26, 26, 26, 28, 31, 32, 32, 35, 35, 37
Illinois,17,05/01/20, 19, 30, 41, 60, 75, 89, 101, 112, 136, 147, 160, 184, 215, 234, 256, 283, 294, 333, 366, 411, 585, 968, 1488, 6, 7, 10, 15, 17, 19, 22, 24, 27, 30, 35, 37, 40, 48, 53, 57, 60, 62, 69, 79, 107, 167, 272, 15, 83, 169, 410, 724, 1179, 1497, 1785, 1984, 2126, 2523, 2737, 2949, 3133, 3329, 3588, 3760, 3995, 4203, 4436, 4573, 4626, 4674
Indiana,18,05/01/20, 7, 17, 20, 31, 43, 54, 60, 75, 88, 100, 114, 125, 138, 157, 192, 204, 220, 279, 311, 375, 517, 630, 673, 0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 16, 17, 20, 22, 23, 29, 33, 40, 47, 50, 56, 16, 34, 54, 165, 261, 341, 472, 591, 692, 723, 847, 922, 1002, 1103, 1181, 1239, 1294, 1363, 1422, 1561, 1629, 1671, 1687
Iowa,19,05/01/20, 9, 23, 26, 39, 58, 67, 75, 90, 107, 117, 126, 132, 139, 148, 176, 196, 233, 278, 336, 431, 708, 984, 1101, 0, 0, 1, 2, 3, 5, 7, 7, 8, 9, 10, 12, 12, 14, 16, 18, 20, 26, 36, 46, 68, 93, 110, 3, 6, 45, 154, 216, 347, 589, 654, 808, 859, 1028, 1098, 1175, 1340, 1413, 1458, 1525, 1551, 1582, 1769, 1827, 1846, 1857
Kansas,20,05/01/20, 1, 1, 3, 6, 10, 11, 15, 16, 17, 19, 21, 25, 30, 37, 40, 47, 54, 66, 100, 159, 332, 423, 510, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 3, 3, 4, 4, 8, 10, 13, 32, 45, 54, 2, 11, 22, 71, 81, 119, 193, 203, 283, 304, 381, 389, 400, 439, 447, 460, 483, 498, 503, 542, 550, 561, 565
Kentucky,21,05/01/20, 6, 10, 16, 31, 35, 52, 62, 76, 99, 126, 151, 158, 174, 208, 222, 244, 278, 365, 425, 591, 715, 828, 1045, 0, 0, 0, 2, 3, 4, 5, 7, 7, 10, 12, 14, 15, 17, 19, 23, 27, 34, 47, 63, 67, 84, 109, 10, 32, 72, 219, 289, 436, 639, 812, 956, 1023, 1225, 1296, 1388, 1511, 1583, 1674, 1750, 1795, 1874, 2044, 2098, 2106, 2126
Louisiana,22,05/01/20, 5, 6, 11, 17, 20, 25, 27, 30, 34, 42, 46, 52, 58, 63, 76, 81, 86, 96, 107, 121, 146, 175, 216, 0, 0, 1, 2, 4, 4, 5, 7, 8, 9, 10, 11, 12, 14, 16, 17, 19, 22, 25, 26, 32, 42, 52, 3, 7, 38, 85, 189, 220, 315, 411, 521, 551, 617, 663, 699, 765, 825, 909, 997, 1069, 1131, 1238, 1278, 1300, 1335
Maine,23,05/01/20, 1, 2, 3, 5, 7, 9, 11, 13, 17, 20, 24, 28, 36, 44, 51, 63, 79, 95, 129, 173, 312, 381, 466, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 3, 3, 3, 4, 6, 8, 10, 12, 19, 29, 33, 54, 3, 18, 28, 49, 78, 117, 172, 213, 228, 239, 315, 342, 350, 428, 475, 506, 554, 568, 580, 621, 624, 625, 627
Maryland,24,05/01/20, 2, 4, 7, 11, 15, 17, 20, 23, 26, 29, 32, 34, 37, 40, 44, 49, 56, 61, 77, 116, 166, 194, 220, 0, 0, 0, 1, 2, 2, 3, 4, 4, 5, 6, 6, 7, 7, 8, 9, 11, 13, 16, 19, 25, 27, 32, 1, 6, 37, 82, 115, 130, 202, 252, 313, 343, 401, 440, 479, 509, 555, 602, 632, 671, 717, 759, 784, 800, 804
Massachusetts,25,05/01/20, 19, 34, 44, 54, 68, 77, 88, 93, 105, 112, 120, 129, 143, 148, 158, 169, 176, 194, 204, 234, 284, 326, 366, 5, 10, 11, 14, 18, 22, 23, 25, 27, 28, 30, 31, 33, 36, 37, 39, 44, 51, 54, 54, 67, 77, 93, 20, 57, 119, 327, 516, 660, 912, 1123, 1286, 1438, 1678, 1863, 1994, 2125, 2282, 2460, 2617, 2815, 3005, 3226, 3349, 3394, 3420
Michigan,26,05/01/20, 55, 87, 118, 140, 186, 210, 233, 250, 285, 336, 358, 381, 407, 434, 502, 538, 587, 669, 713, 796, 973, 1195, 1701, 18, 22, 28, 34, 43, 46, 51, 57, 61, 68, 74, 83, 87, 93, 97, 104, 109, 123, 131, 161, 194, 227, 262, 40, 95, 323, 835, 1312, 1854, 2345, 2894, 3317, 3634, 4250, 4589, 4862, 5242, 5709, 6213, 6634, 7037, 7429, 8190, 8521, 8687, 8827
Minnesota,27,05/01/20, 23, 29, 37, 52, 79, 97, 110, 120, 135, 154, 170, 200, 222, 269, 288, 313, 344, 481, 818, 1131, 1478, 1914, 2344, 0, 0, 2, 3, 5, 6, 7, 8, 8, 10, 13, 16, 17, 18, 23, 26, 31, 44, 64, 111, 136, 175, 244, 15, 49, 77, 274, 381, 473, 974, 1181, 1372, 1486, 1976, 2040, 2131, 2420, 2555, 2616, 2722, 2755, 2837, 3131, 3195, 3219, 3284
Mississippi,28,05/01/20, 6, 6, 12, 19, 24, 29, 35, 38, 44, 56, 65, 73, 80, 95, 105, 113, 131, 157, 182, 246, 352, 474, 556, 0, 0, 0, 0, 1, 1, 2, 2, 3, 5, 5, 6, 8, 9, 11, 13, 14, 16, 18, 23, 37, 41, 44, 5, 12, 29, 84, 126, 146, 225, 281, 352, 380, 463, 476, 514, 555, 585, 621, 653, 712, 805, 870, 929, 954, 958
Missouri,29,05/01/20, 11, 20, 24, 33, 41, 51, 58, 68, 73, 80, 85, 98, 111, 118, 137, 156, 176, 187, 228, 278, 379, 505, 548, 0, 0, 2, 3, 4, 5, 6, 6, 8, 9, 10, 11, 12, 13, 15, 18, 20, 23, 24, 30, 37, 48, 52, 15, 34, 83, 164, 212, 285, 401, 475, 523, 571, 681, 737, 783, 884, 975, 1035, 1111, 1140, 1185, 1302, 1352, 1377, 1393
Montana,30,05/01/20, 4, 5, 11, 21, 25, 30, 37, 44, 48, 58, 67, 76, 90, 101, 117, 138, 174, 189, 207, 239, 317, 389, 448, 0, 0, 0, 0, 1, 2, 3, 4, 4, 5, 6, 6, 8, 8, 10, 12, 13, 16, 18, 23, 30, 36, 44, 7, 16, 23, 75, 140, 209, 290, 360, 397, 425, 484, 514, 542, 599, 625, 656, 687, 747, 789, 879, 901, 914, 931
Nebraska,31,05/01/20, 0, 0, 1, 2, 3, 4, 7, 11, 15, 19, 22, 29, 34, 43, 48, 57, 70, 90, 108, 151, 210, 277, 299, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 4, 5, 6, 6, 7, 12, 19, 24, 30, 35, 3, 24, 30, 46, 73, 107, 150, 168, 209, 215, 293, 298, 313, 342, 368, 373, 388, 401, 433, 485, 510, 515, 528
Nevada,32,05/01/20, 0, 0, 2, 3, 4, 6, 6, 8, 10, 14, 20, 25, 28, 30, 36, 66, 83, 129, 194, 276, 380, 468, 540, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 3, 4, 4, 6, 8, 13, 16, 19, 30, 51, 59, 16, 17, 19, 60, 86, 152, 276, 341, 352, 363, 433, 446, 467, 486, 502, 540, 563, 592, 670, 692, 715, 717, 719
New Hampshire,33,05/01/20, 6, 10, 18, 28, 31, 37, 48, 66, 75, 86, 108, 117, 137, 161, 191, 240, 271, 324, 366, 474, 609, 674, 721, 0, 0, 0, 2, 2, 3, 4, 5, 6, 7, 9, 12, 13, 17, 18, 19, 25, 31, 37, 47, 67, 82, 94, 1, 7, 45, 168, 250, 332, 549, 642, 719, 775, 996, 1075, 1130, 1179, 1289, 1324, 1388, 1483, 1537, 1743, 1779, 1790, 1813
New Jersey,34,05/01/20, 45, 93, 102, 122, 139, 157, 168, 184, 198, 225, 249, 262, 271, 284, 302, 320, 345, 357, 382, 403, 480, 495, 593, 21, 29, 31, 36, 41, 45, 50, 53, 61, 65, 68, 71, 74, 76, 80, 83, 88, 98, 106, 114, 131, 146, 159, 34, 89, 256, 647, 1119, 1459, 1929, 2400, 2777, 3095, 3524, 3884, 4157, 4489, 4843, 5261, 5640, 6085, 6412, 6797, 7039, 7161, 7252
New Mexico,35,05/01/20, 0, 1, 4, 8, 10, 15, 19, 23, 24, 34, 42, 49, 54, 57, 63, 69, 78, 97, 124, 206, 242, 272, 292, 0, 0, 0, 0, 1, 1, 1, 2, 2, 3, 3, 4, 4, 5, 7, 8, 9, 10, 14, 17, 25, 31, 35, 2, 4, 24, 40, 60, 81, 137, 206, 278, 299, 345, 364, 381, 415, 456, 493, 511, 530, 578, 625, 649, 656, 662
New York,36,05/01/20, 208, 341, 412, 542, 650, 755, 806, 831, 893, 969, 1020, 1048, 1100, 1212, 1264, 1394, 1467, 1528, 1577, 1601, 1761, 1856, 1890, 79, 110, 131, 160, 205, 217, 237, 249, 260, 273, 296, 312, 323, 354, 370, 390, 412, 418, 430, 448, 478, 497, 519, 172, 504, 1481, 3168, 4728, 6151, 8059, 9702, 11010, 12607, 14441, 16116, 17391, 18878, 20477, 22111, 23679, 25511, 26892, 28665, 30034, 30627, 31151
North Carolina,37,05/01/20, 24, 39, 68, 92, 112, 129, 155, 175, 193, 214, 234, 259, 281, 317, 341, 368, 418, 485, 525, 597, 679, 954, 1193, 1, 4, 7, 10, 13, 13, 15, 16, 18, 20, 23, 25, 26, 29, 33, 35, 35, 42, 50, 61, 75, 94, 105, 12, 31, 84, 269, 410, 583, 802, 969, 1068, 1171, 1394, 1480, 1582, 1753, 1947, 2128, 2310, 2439, 2579, 2757, 2861, 2893, 2943
North Dakota,38,05/01/20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 6, 10, 17, 24, 56, 101, 146, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 5, 9, 15, 21, 0, 0, 2, 10, 10, 17, 22, 25, 44, 48, 53, 56, 58, 68, 69, 77, 85, 85, 92, 115, 115, 116, 139
Ohio,39,05/01/20, 5, 7, 13, 26, 29, 34, 37, 42, 49, 56, 64, 74, 86, 96, 118, 130, 152, 202, 253, 303, 444, 480, 608, 0, 0, 1, 1, 3, 3, 4, 5, 5, 6, 8, 9, 10, 12, 13, 14, 17, 18, 22, 26, 36, 42, 56, 5, 9, 43, 115, 163, 207, 338, 399, 476, 510, 578, 622, 665, 739, 836, 878, 936, 992, 1035, 1116, 1148, 1165, 1181
Oklahoma,40,05/01/20, 4, 6, 11, 17, 22, 27, 31, 34, 41, 52, 65, 69, 86, 95, 104, 127, 140, 160, 197, 248, 353, 413, 495, 0, 0, 0, 1, 1, 2, 2, 3, 3, 4, 4, 6, 8, 8, 9, 12, 14, 15, 18, 21, 33, 41, 44, 5, 17, 34, 104, 130, 213, 303, 347, 371, 415, 512, 545, 581, 641, 692, 723, 779, 805, 818, 868, 899, 908, 911
Oregon,41,05/01/20, 7, 15, 19, 25, 32, 53, 59, 71, 75, 80, 89, 119, 150, 179, 197, 230, 300, 365, 417, 482, 646, 736, 809, 0, 0, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 19, 24, 30, 36, 40, 49, 68, 82, 91, 2, 16, 56, 123, 194, 247, 479, 628, 820, 875, 993, 1079, 1129, 1221, 1308, 1415, 1498, 1581, 1669, 1884, 1941, 1969, 1987
Pennsylvania,42,05/01/20, 18, 32, 39, 49, 68, 77, 88, 102, 108, 113, 124, 138, 142, 158, 177, 191, 212, 230, 271, 307, 417, 476, 517, 2, 4, 7, 12, 15, 17, 21, 22, 23, 24, 25, 28, 32, 34, 36, 37, 40, 43, 48, 56, 68, 82, 84, 19, 56, 167, 289, 449, 633, 820, 995, 1125, 1268, 1503, 1702, 1809, 1965, 2166, 2302, 2442, 2597, 2713, 2892, 2997, 3077, 3117
Rhode Island,44,05/01/20, 1, 1, 1, 2, 2, 3, 3, 4, 5, 5, 6, 6, 7, 8, 8, 9, 11, 12, 13, 15, 19, 21, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 5, 7, 0, 1, 7, 16, 23, 29, 37, 43, 52, 54, 63, 65, 67, 74, 83, 92, 99, 106, 114, 120, 120, 122, 125
South Carolina,45,05/01/20, 4, 7, 8, 13, 19, 21, 27, 38, 44, 48, 54, 64, 69, 76, 92, 113, 144, 157, 169, 207, 307, 396, 480, 0, 0, 0, 1, 1, 1, 2, 3, 5, 6, 6, 7, 8, 8, 11, 13, 14, 15, 18, 20, 30, 41, 51, 7, 18, 37, 72, 108, 183, 281, 321, 352, 373, 436, 468, 494, 568, 607, 650, 694, 743, 801, 884, 928, 942, 946
South Dakota,46,05/01/20, 2, 3, 4, 11, 14, 23, 28, 40, 50, 62, 73, 95, 114, 148, 167, 192, 245, 319, 466, 592, 724, 852, 924, 0, 0, 0, 1, 2, 2, 3, 4, 5, 6, 8, 11, 12, 15, 18, 20, 27, 33, 50, 72, 99, 104, 112, 7, 13, 32, 210, 248, 387, 665, 785, 893, 973, 1273, 1325, 1392, 1547, 1611, 1632, 1697, 1777, 1826, 2036, 2117, 2156, 2175
Tennessee,47,05/01/20, 23, 34, 52, 59, 66, 78, 95, 104, 122, 139, 162, 175, 189, 209, 221, 254, 274, 290, 345, 388, 528, 785, 1096, 1, 1, 2, 4, 5, 6, 8, 10, 12, 13, 14, 15, 17, 18, 20, 21, 24, 26, 29, 36, 55, 80, 100, 5, 19, 71, 161, 248, 400, 560, 669, 770, 832, 972, 1027, 1068, 1225, 1310, 1391, 1453, 1587, 1683, 1844, 1894, 1907, 1930
Texas,48,05/01/20, 25, 45, 50, 77, 114, 146, 159, 172, 182, 209, 249, 280, 313, 326, 385, 411, 446, 496, 610, 794, 1105, 1454, 2267, 2, 3, 6, 9, 11, 13, 15, 17, 21, 23, 26, 28, 29, 33, 35, 39, 42, 46, 58, 83, 109, 162, 195, 18, 41, 129, 287, 477, 769, 1085, 1271, 1411, 1507, 1915, 2019, 2153, 2421, 2603, 2717, 2875, 3018, 3166, 3501, 3611, 3639, 3690
Utah,49,05/01/20, 0, 1, 1, 3, 4, 5, 7, 8, 10, 11, 13, 16, 18, 22, 23, 26, 31, 40, 46, 59, 116, 152, 201, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 2, 3, 3, 4, 4, 5, 6, 7, 11, 13, 14, 2, 5, 18, 51, 66, 88, 97, 117, 128, 145, 162, 168, 185, 205, 216, 232, 249, 252, 260, 275, 282, 285, 293
