location,fips,Date, hosp_new_1, hosp_new_2point5, hosp_new_5, hosp_new_10, hosp_new_15, hosp_new_20, hosp_new_25, hosp_new_30, hosp_new_35, hosp_new_40, hosp_new_45, hosp_new_50, hosp_new_55, hosp_new_60, hosp_new_65, hosp_new_70, hosp_new_75, hosp_new_80, hosp_new_85, hosp_new_90, hosp_new_95, hosp_new_97point5, hosp_new_99, death_1, death_2point5, death_5, death_10, death_15, death_20, death_25, death_30, death_35, death_40, death_45, death_50, death_55, death_60, death_65, death_70, death_75, death_80, death_85, death_90, death_95, death_97point5, death_99, cdeath_1, cdeath_2point5, cdeath_5, cdeath_10, cdeath_15, cdeath_20, cdeath_25, cdeath_30, cdeath_35, cdeath_40, cdeath_45, cdeath_50, cdeath_55, cdeath_60, cdeath_65, cdeath_70, cdeath_75, cdeath_80, cdeath_85, cdeath_90, cdeath_95, cdeath_97point5, cdeath_99
Maryland,24,05/06/20, 34, 46, 85, 114, 200, 270, 293, 324, 363, 408, 452, 480, 552, 588, 664, 720, 806, 950, 1117, 1414, 1765, 2377, 2595, 4, 7, 12, 20, 26, 33, 41, 46, 48, 53, 58, 62, 66, 78, 86, 95, 108, 122, 144, 181, 265, 290, 323, 30, 86, 255, 864, 1482, 1797, 2552, 2986, 3441, 3713, 4288, 4693, 5051, 5369, 5702, 6198, 6555, 6973, 7411, 7990, 8232, 8353, 8436
Massachusetts,25,05/06/20, 201, 373, 496, 701, 877, 1031, 1177, 1226, 1341, 1483, 1602, 1742, 1874, 1934, 2029, 2252, 2458, 2720, 2969, 3280, 3444, 4104, 4469, 45, 65, 90, 120, 136, 160, 180, 191, 209, 227, 245, 262, 280, 296, 311, 334, 382, 407, 464, 500, 544, 690, 870, 126, 354, 819, 2449, 4186, 5470, 7563, 9507, 10844, 12019, 14196, 15770, 16733, 17902, 19135, 20648, 21956, 23577, 25074, 27176, 28239, 28660, 28897
Michigan,26,05/06/20, 512, 901, 1019, 1310, 1651, 1945, 2238, 2596, 2722, 2938, 3274, 3492, 3722, 3884, 4117, 4463, 4779, 5148, 5435, 5696, 5891, 6279, 6528, 76, 134, 166, 227, 265, 298, 352, 402, 428, 449, 474, 529, 588, 642, 686, 761, 812, 857, 927, 994, 1048, 1067, 1105, 270, 735, 2487, 5439, 8762, 11502, 14908, 19047, 22024, 23838, 27074, 29092, 30967, 33293, 36353, 39756, 42885, 45882, 48734, 52837, 55215, 56162, 57193
Minnesota,27,05/06/20, 29, 57, 73, 97, 122, 167, 190, 224, 236, 278, 326, 353, 444, 489, 529, 583, 672, 735, 930, 1090, 1817, 1876, 2044, 2, 5, 7, 11, 13, 17, 21, 26, 28, 31, 34, 37, 47, 52, 56, 65, 73, 87, 108, 118, 211, 234, 258, 15, 58, 169, 451, 684, 890, 1605, 2020, 2357, 2547, 3162, 3387, 3561, 3863, 4218, 4413, 4678, 4899, 5118, 5526, 5667, 5717, 5812
Mississippi,28,05/06/20, 26, 38, 50, 73, 87, 106, 136, 163, 181, 207, 237, 259, 272, 321, 356, 381, 410, 452, 580, 650, 800, 997, 1233, 1, 2, 3, 7, 9, 10, 11, 12, 17, 20, 22, 26, 27, 29, 34, 38, 41, 43, 52, 66, 89, 97, 137, 8, 24, 58, 201, 368, 492, 789, 1000, 1190, 1270, 1471, 1575, 1672, 1802, 1910, 2057, 2191, 2405, 2617, 2844, 3007, 3055, 3066
Missouri,29,05/06/20, 56, 86, 155, 184, 240, 275, 320, 351, 393, 457, 510, 557, 586, 624, 679, 740, 816, 967, 1038, 1353, 1894, 2011, 2389, 5, 15, 20, 25, 31, 35, 39, 45, 53, 57, 64, 67, 77, 82, 87, 96, 106, 113, 127, 168, 239, 276, 315, 46, 136, 563, 1001, 1396, 1814, 2292, 2685, 2932, 3139, 3805, 4308, 4598, 4882, 5342, 5870, 6453, 6888, 7139, 7982, 8212, 8299, 8398
Montana,30,05/06/20, 14, 24, 34, 42, 56, 69, 101, 115, 126, 139, 145, 157, 174, 194, 230, 251, 285, 335, 369, 401, 458, 526, 550, 0, 2, 2, 5, 7, 8, 9, 11, 13, 15, 16, 18, 19, 21, 24, 26, 30, 34, 39, 44, 51, 65, 75, 9, 18, 65, 178, 294, 447, 588, 705, 808, 895, 1033, 1107, 1177, 1293, 1361, 1462, 1553, 1656, 1773, 1994, 2050, 2101, 2128
Nebraska,31,05/06/20, 1, 2, 2, 3, 5, 7, 8, 11, 12, 15, 17, 23, 29, 34, 41, 48, 56, 61, 78, 106, 158, 236, 391, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 3, 4, 4, 5, 6, 8, 10, 12, 18, 20, 48, 1, 13, 19, 39, 93, 119, 154, 222, 240, 244, 284, 304, 329, 348, 365, 373, 390, 402, 422, 462, 467, 474, 479
Nevada,32,05/06/20, 4, 5, 13, 33, 46, 64, 68, 82, 97, 124, 148, 170, 195, 227, 281, 329, 347, 461, 562, 671, 929, 1094, 2533, 0, 0, 1, 3, 4, 7, 8, 10, 13, 15, 17, 20, 21, 27, 30, 34, 43, 51, 62, 73, 108, 129, 273, 17, 23, 47, 512, 672, 854, 1114, 1356, 1423, 1547, 1883, 1950, 2057, 2125, 2281, 2450, 2612, 2726, 2934, 3130, 3220, 3249, 3296
New Hampshire,33,05/06/20, 27, 42, 62, 95, 119, 153, 171, 195, 211, 223, 243, 270, 303, 328, 397, 418, 484, 541, 586, 855, 1107, 1122, 1358, 3, 4, 9, 12, 14, 18, 21, 24, 26, 29, 31, 34, 37, 42, 49, 55, 60, 69, 81, 112, 161, 188, 205, 5, 31, 139, 456, 734, 968, 1538, 1930, 2157, 2319, 2693, 2878, 3063, 3240, 3433, 3588, 3752, 4055, 4253, 4666, 4784, 4821, 4889
New Jersey,34,05/06/20, 348, 769, 937, 1354, 1453, 1673, 1779, 2047, 2332, 2449, 2718, 2910, 3083, 3234, 3448, 3567, 3720, 3868, 4222, 4510, 4669, 5095, 5275, 79, 136, 178, 231, 252, 282, 309, 334, 382, 403, 453, 487, 508, 541, 567, 586, 616, 673, 732, 783, 861, 922, 935, 191, 548, 1667, 4172, 6989, 9644, 12905, 15538, 18110, 19881, 23020, 25294, 27031, 29326, 31737, 34457, 36939, 40063, 42505, 45414, 47129, 47714, 48321
New Mexico,35,05/06/20, 3, 6, 12, 25, 35, 39, 45, 57, 68, 78, 87, 97, 115, 133, 158, 186, 224, 276, 368, 415, 646, 939, 1362, 0, 0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 13, 15, 17, 22, 26, 33, 40, 50, 60, 118, 165, 6, 16, 57, 142, 245, 370, 610, 772, 907, 940, 1129, 1181, 1206, 1334, 1466, 1548, 1607, 1684, 1772, 1995, 2038, 2076, 2089
New York,36,05/06/20, 947, 1775, 2962, 3325, 3987, 4343, 4637, 5085, 5264, 5652, 5865, 6042, 6470, 6991, 7453, 7731, 7931, 8196, 8610, 8888, 9524, 10277, 10971, 220, 423, 561, 657, 771, 845, 934, 971, 1049, 1082, 1137, 1175, 1248, 1334, 1407, 1472, 1534, 1578, 1630, 1687, 1789, 1869, 1951, 561, 2079, 6088, 12537, 18661, 24070, 31324, 37946, 43103, 48633, 55550, 61385, 66149, 72519, 78752, 85040, 90555, 97433, 103134, 109617, 114903, 116994, 119051
North Carolina,37,05/06/20, 48, 198, 385, 519, 596, 689, 789, 831, 891, 973, 1188, 1239, 1291, 1457, 1770, 1901, 2093, 2321, 2563, 2871, 4361, 4857, 5018, 5, 28, 44, 55, 68, 77, 89, 94, 100, 109, 131, 137, 148, 168, 191, 213, 221, 248, 293, 344, 486, 551, 592, 39, 140, 467, 1454, 2362, 3550, 4781, 5734, 6498, 7102, 8425, 9087, 9516, 10457, 11277, 12355, 13380, 14341, 15300, 16313, 17010, 17152, 17443
North Dakota,38,05/06/20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 3, 4, 8, 14, 19, 35, 66, 94, 179, 184, 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 7, 8, 20, 24, 33, 0, 0, 2, 4, 5, 14, 42, 55, 104, 110, 117, 128, 129, 139, 140, 159, 193, 199, 212, 229, 236, 238, 269
Ohio,39,05/06/20, 47, 91, 114, 155, 201, 253, 301, 334, 367, 418, 485, 531, 604, 636, 690, 767, 839, 973, 1201, 1528, 2251, 2680, 3343, 3, 5, 13, 19, 22, 26, 34, 40, 43, 48, 53, 59, 67, 78, 83, 87, 93, 105, 122, 176, 256, 338, 368, 19, 56, 241, 595, 1227, 1679, 2370, 3015, 3312, 3538, 4070, 4385, 4637, 4997, 5546, 6013, 6350, 6853, 7073, 7601, 7791, 7840, 8006
Oklahoma,40,05/06/20, 11, 27, 39, 62, 88, 97, 115, 137, 164, 206, 234, 263, 302, 330, 357, 397, 458, 505, 587, 942, 1187, 1388, 1903, 1, 2, 3, 6, 8, 10, 12, 15, 20, 22, 24, 25, 30, 35, 38, 40, 43, 53, 62, 100, 125, 146, 194, 10, 27, 124, 343, 605, 882, 1125, 1260, 1350, 1466, 1739, 1999, 2230, 2445, 2661, 2793, 3073, 3218, 3308, 3657, 3734, 3756, 3791
Oregon,41,05/06/20, 59, 91, 128, 169, 222, 309, 354, 462, 517, 568, 631, 688, 722, 796, 842, 947, 1158, 1337, 1518, 1786, 1903, 2880, 2987, 7, 13, 14, 16, 27, 34, 42, 50, 56, 62, 65, 73, 78, 87, 101, 109, 136, 155, 179, 198, 240, 323, 401, 29, 65, 272, 786, 1231, 1598, 2476, 3054, 3680, 4005, 4664, 5231, 5536, 5880, 6236, 6818, 7316, 7800, 8215, 9072, 9331, 9448, 9547
Pennsylvania,42,05/06/20, 123, 154, 337, 515, 760, 949, 1032, 1185, 1256, 1346, 1439, 1535, 1659, 1801, 2056, 2379, 2533, 2766, 3054, 3271, 3886, 4166, 4517, 18, 24, 58, 89, 101, 135, 147, 158, 170, 196, 212, 223, 244, 267, 302, 329, 372, 397, 425, 472, 545, 658, 690, 139, 364, 1160, 2244, 3817, 5168, 7001, 8474, 9564, 10566, 12201, 13738, 14472, 15633, 17405, 18656, 19950, 21389, 22416, 23923, 24808, 25437, 25820
Rhode Island,44,05/06/20, 12, 18, 29, 36, 40, 48, 53, 65, 71, 86, 91, 102, 125, 132, 150, 164, 185, 201, 224, 260, 303, 385, 466, 1, 2, 3, 5, 7, 7, 8, 9, 10, 12, 14, 15, 17, 20, 23, 25, 26, 26, 30, 38, 44, 62, 66, 5, 20, 80, 195, 281, 345, 473, 585, 684, 749, 916, 999, 1045, 1126, 1203, 1308, 1410, 1527, 1625, 1765, 1804, 1832, 1850
South Carolina,45,05/06/20, 46, 78, 115, 165, 199, 236, 255, 304, 350, 404, 485, 541, 610, 674, 790, 859, 946, 1097, 1302, 1486, 1807, 1947, 2228, 5, 8, 11, 20, 26, 29, 29, 34, 36, 45, 53, 56, 65, 80, 86, 93, 105, 123, 146, 174, 208, 224, 266, 68, 162, 332, 771, 1201, 1628, 2375, 2742, 3090, 3270, 3794, 4158, 4360, 4780, 5098, 5556, 5925, 6391, 6823, 7304, 7623, 7684, 7736
South Dakota,46,05/06/20, 0, 0, 0, 2, 6, 11, 13, 15, 19, 26, 32, 34, 38, 50, 61, 67, 82, 94, 115, 138, 196, 250, 347, 0, 0, 0, 0, 1, 1, 2, 3, 4, 5, 6, 6, 7, 8, 10, 12, 15, 17, 20, 25, 32, 35, 58, 3, 7, 15, 79, 94, 137, 260, 306, 363, 432, 554, 581, 612, 665, 718, 734, 771, 843, 864, 938, 969, 978, 988
Tennessee,47,05/06/20, 70, 89, 150, 246, 318, 348, 370, 399, 476, 488, 605, 763, 846, 985, 1096, 1211, 1291, 1521, 1703, 1885, 2100, 2229, 2584, 10, 11, 19, 26, 34, 39, 43, 51, 56, 67, 71, 86, 102, 115, 122, 133, 155, 171, 199, 228, 255, 278, 308, 50, 137, 499, 957, 1649, 2336, 3245, 3819, 4260, 4456, 5117, 5541, 5800, 6380, 7072, 7554, 8073, 8768, 9365, 10106, 10404, 10477, 10564
Texas,48,05/06/20, 160, 316, 372, 473, 577, 666, 819, 1068, 1183, 1304, 1482, 1550, 1783, 1895, 2049, 2283, 2483, 3027, 3517, 4205, 5349, 5795, 6514, 25, 41, 45, 55, 61, 81, 100, 133, 140, 152, 162, 181, 203, 218, 236, 257, 277, 322, 390, 490, 588, 690, 780, 99, 256, 950, 1840, 3279, 4579, 6285, 7511, 8640, 9231, 11226, 12033, 12667, 13773, 15225, 16186, 17155, 18419, 19606, 21296, 22024, 22218, 22490
Utah,49,05/06/20, 18, 25, 32, 43, 56, 86, 101, 114, 130, 140, 148, 166, 191, 218, 242, 263, 298, 354, 466, 570, 688, 829, 1111, 3, 3, 4, 5, 9, 11, 13, 14, 15, 16, 17, 20, 23, 25, 33, 35, 41, 48, 54, 64, 72, 101, 126, 12, 22, 168, 449, 612, 758, 952, 1140, 1288, 1389, 1547, 1607, 1775, 1902, 2030, 2213, 2334, 2470, 2576, 2713, 2783, 2817, 2904
Vermont,50,05/06/20, 16, 36, 50, 69, 105, 115, 150, 168, 187, 199, 214, 236, 254, 286, 314, 327, 344, 398, 438, 484, 576, 605, 652, 2, 4, 6, 10, 13, 18, 19, 24, 26, 27, 28, 30, 34, 36, 39, 46, 49, 61, 68, 75, 86, 96, 110, 15, 54, 164, 458, 736, 944, 1203, 1360, 1525, 1622, 1942, 2145, 2233, 2313, 2496, 2681, 2892, 3081, 3263, 3492, 3640, 3692, 3716
Virginia,51,05/06/20, 72, 102, 165, 231, 315, 356, 413, 488, 550, 615, 689, 725, 738, 795, 840, 956, 1133, 1274, 1655, 1776, 2139, 2420, 2794, 5, 7, 17, 24, 32, 39, 50, 53, 57, 62, 68, 71, 76, 90, 96, 108, 129, 154, 183, 207, 245, 260, 401, 20, 69, 330, 898, 1389, 1884, 2823, 3289, 3749, 4046, 4956, 5299, 5571, 5980, 6407, 6930, 7314, 7747, 8211, 9208, 9491, 9607, 9722
Washington,53,05/06/20, 182, 204, 255, 406, 535, 627, 800, 894, 922, 978, 1126, 1301, 1395, 1555, 1824, 2009, 2425, 2891, 3353, 4005, 4598, 6001, 6286, 16, 26, 33, 45, 58, 75, 95, 105, 117, 128, 138, 156, 167, 188, 216, 245, 305, 358, 402, 494, 604, 751, 905, 216, 432, 966, 1919, 3602, 4360, 6119, 7289, 8686, 9141, 10143, 11148, 12126, 13135, 13974, 15259, 16202, 17229, 18112, 20404, 21420, 21760, 21905
West Virginia,54,05/06/20, 1, 1, 2, 4, 6, 6, 8, 9, 12, 14, 18, 20, 22, 28, 32, 35, 40, 47, 57, 84, 115, 153, 220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 4, 5, 6, 7, 10, 17, 19, 26, 2, 4, 11, 23, 60, 95, 123, 143, 152, 158, 182, 190, 200, 210, 212, 226, 241, 277, 290, 337, 340, 340, 340
Wisconsin,55,05/06/20, 35, 102, 138, 168, 251, 328, 360, 400, 437, 495, 543, 563, 627, 715, 836, 908, 1073, 1245, 1457, 1651, 1919, 2213, 2905, 6, 12, 18, 25, 30, 35, 41, 51, 54, 65, 75, 78, 82, 90, 97, 111, 139, 159, 181, 207, 251, 290, 344, 40, 103, 399, 1016, 1510, 2266, 2912, 3421, 4032, 4425, 4971, 5508, 6032, 6449, 6848, 7366, 7813, 8153, 8584, 9196, 9543, 9649, 9803
Wyoming,56,05/06/20, 0, 0, 3, 5, 6, 9, 11, 16, 18, 21, 28, 32, 37, 47, 64, 74, 87, 107, 152, 180, 220, 265, 344, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 4, 5, 5, 7, 10, 12, 16, 21, 33, 37, 42, 9, 14, 17, 69, 113, 155, 209, 239, 257, 285, 361, 399, 482, 504, 524, 567, 584, 606, 648, 682, 696, 699, 699
US National,US,05/06/20, 5940, 9931, 14568, 19570, 24492, 28319, 30912, 35856, 37342, 40424, 43187, 46183, 50362, 54474, 57065, 60949, 66431, 70279, 75655, 90892, 107116, 110364, 111944, 1044, 1685, 2245, 2990, 3511, 4126, 4475, 5149, 5361, 5706, 6227, 6527, 6876, 7400, 8041, 8338, 9123, 9750, 10509, 12432, 14597, 15782, 16514, 3096, 9293, 27848, 66480, 107785, 146643, 197155, 239540, 275104, 299648, 347125, 378282, 403673, 435777, 470080, 507429, 540068, 578429, 611054, 659175, 684710, 695814, 704788
Alabama,1,05/07/20, 43, 79, 100, 171, 199, 273, 311, 330, 383, 444, 468, 500, 531, 549, 641, 663, 745, 907, 1020, 1175, 1660, 1900, 2109, 3, 6, 10, 16, 21, 27, 31, 37, 40, 45, 48, 52, 57, 59, 64, 70, 78, 93, 107, 118, 164, 229, 236, 26, 62, 423, 669, 1103, 1379, 1858, 2271, 2506, 2783, 3291, 3529, 3735, 4021, 4287, 4568, 4811, 5101, 5483, 5957, 6123, 6230, 6294
Alaska,2,05/07/20, 0, 0, 2, 5, 10, 15, 19, 21, 27, 31, 36, 45, 52, 75, 90, 101, 130, 166, 203, 266, 330, 417, 491, 0, 0, 0, 0, 1, 2, 2, 3, 4, 4, 5, 6, 7, 8, 10, 12, 15, 18, 23, 31, 40, 43, 54, 8, 21, 32, 81, 118, 202, 391, 459, 490, 521, 609, 654, 667, 701, 737, 769, 836, 901, 944, 1035, 1053, 1063, 1073
Arizona,4,05/07/20, 33, 48, 98, 247, 331, 413, 558, 696, 775, 846, 899, 1194, 1282, 1375, 1496, 1632, 1686, 1795, 1963, 2722, 3583, 4461, 5162, 5, 8, 13, 33, 45, 60, 74, 87, 96, 109, 122, 138, 159, 167, 184, 195, 202, 215, 239, 298, 492, 620, 639, 46, 117, 531, 1399, 2094, 2726, 3736, 4749, 5745, 6316, 7659, 8958, 9488, 10291, 10906, 11774, 12497, 13453, 14165, 15238, 15805, 15951, 16195
Arkansas,5,05/07/20, 4, 5, 6, 11, 21, 26, 38, 47, 52, 64, 76, 86, 104, 112, 130, 158, 195, 233, 250, 281, 436, 607, 762, 0, 0, 0, 1, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 13, 16, 18, 21, 24, 28, 50, 63, 69, 5, 11, 40, 140, 303, 368, 474, 542, 620, 643, 701, 719, 732, 765, 852, 901, 982, 1076, 1132, 1225, 1282, 1289, 1291
California,6,05/07/20, 167, 284, 625, 912, 1205, 1683, 1951, 2333, 2617, 2919, 3131, 3350, 3650, 4123, 4700, 5333, 5833, 6703, 8342, 9642, 13093, 14442, 19813, 27, 45, 81, 117, 172, 204, 240, 303, 339, 375, 407, 422, 463, 499, 595, 681, 749, 823, 1054, 1189, 1620, 1962, 2855, 326, 861, 1698, 5277, 8621, 12982, 17230, 20701, 24846, 26795, 30855, 32692, 35122, 37473, 39615, 42384, 44556, 47277, 49505, 53985, 55778, 57967, 58362
Colorado,8,05/07/20, 76, 178, 230, 373, 470, 584, 724, 869, 976, 1061, 1109, 1173, 1301, 1393, 1441, 1635, 1799, 1917, 2235, 2423, 3072, 3419, 3968, 15, 25, 31, 49, 69, 80, 93, 111, 119, 134, 144, 154, 163, 174, 190, 208, 220, 252, 282, 340, 419, 448, 566, 80, 199, 822, 1729, 2836, 3892, 5033, 6015, 6759, 7501, 8704, 9297, 9841, 10650, 11321, 12451, 13354, 14282, 15204, 16386, 16961, 17175, 17390
Connecticut,9,05/07/20, 125, 203, 248, 327, 444, 551, 581, 622, 780, 892, 968, 1067, 1118, 1214, 1316, 1436, 1599, 1692, 1788, 1920, 2066, 2527, 2802, 24, 32, 37, 55, 76, 92, 102, 111, 122, 150, 163, 172, 178, 190, 207, 229, 250, 290, 303, 327, 345, 400, 425, 123, 317, 657, 1886, 2765, 3709, 4844, 5549, 6449, 7108, 8348, 9007, 9890, 10645, 11816, 12891, 13823, 14905, 15591, 16751, 17495, 17773, 17985
Delaware,10,05/07/20, 3, 7, 10, 16, 19, 24, 28, 31, 42, 47, 50, 62, 70, 87, 98, 117, 132, 172, 182, 241, 363, 426, 610, 0, 0, 1, 1, 2, 3, 4, 4, 5, 7, 8, 9, 10, 12, 13, 15, 19, 24, 30, 33, 57, 63, 90, 1, 14, 48, 92, 171, 234, 347, 453, 594, 687, 776, 826, 859, 907, 1016, 1071, 1120, 1248, 1310, 1360, 1435, 1468, 1485
Florida,12,05/07/20, 172, 605, 757, 1083, 1290, 1704, 1866, 2082, 2261, 2506, 2657, 3048, 3483, 4304, 4867, 5443, 5640, 6220, 7113, 7890, 9106, 9892, 11998, 23, 96, 104, 149, 180, 203, 247, 282, 299, 336, 385, 422, 470, 548, 638, 723, 765, 825, 946, 1045, 1259, 1344, 1685, 218, 652, 2537, 5842, 8992, 13176, 17194, 21502, 23900, 25690, 28522, 30507, 32138, 34563, 36760, 39475, 41563, 44123, 46308, 49699, 51775, 52569, 53170
Georgia,13,05/07/20, 72, 139, 255, 368, 488, 541, 626, 720, 828, 914, 960, 1052, 1106, 1224, 1284, 1575, 1624, 1907, 2363, 2672, 3411, 3754, 4293, 5, 21, 27, 43, 56, 66, 71, 88, 101, 108, 116, 123, 128, 141, 154, 195, 205, 232, 301, 339, 404, 506, 564, 45, 156, 421, 1180, 1998, 2904, 4625, 5881, 6613, 7104, 8296, 9078, 9587, 10378, 10902, 11625, 12245, 13120, 13903, 15025, 15564, 15716, 15865
Hawaii,15,05/07/20, 0, 0, 2, 6, 7, 8, 11, 16, 21, 30, 45, 52, 63, 75, 107, 133, 163, 202, 285, 393, 491, 762, 1096, 0, 0, 0, 0, 0, 0, 1, 2, 2, 4, 6, 6, 9, 11, 12, 15, 19, 22, 27, 49, 65, 74, 108, 2, 6, 11, 131, 324, 346, 423, 534, 619, 657, 752, 813, 871, 942, 1021, 1144, 1181, 1277, 1288, 1397, 1435, 1446, 1511
Idaho,16,05/07/20, 0, 1, 2, 3, 5, 6, 9, 11, 14, 16, 17, 19, 22, 24, 28, 33, 41, 46, 58, 82, 129, 140, 397, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 3, 3, 5, 6, 7, 9, 12, 13, 38, 1, 1, 4, 17, 32, 50, 85, 104, 117, 127, 170, 176, 181, 197, 202, 211, 219, 277, 298, 316, 325, 325, 329
Illinois,17,05/07/20, 114, 209, 274, 409, 475, 644, 930, 1048, 1271, 1456, 1519, 1637, 1830, 1950, 2090, 2427, 2800, 3613, 4125, 4681, 5451, 6348, 9131, 17, 35, 43, 64, 77, 99, 139, 160, 184, 207, 224, 245, 274, 298, 319, 358, 404, 526, 578, 634, 794, 1362, 1493, 45, 442, 1138, 2645, 4984, 7152, 8923, 10722, 12510, 13210, 16251, 17732, 19151, 20329, 22127, 24178, 25551, 27544, 29133, 30996, 31822, 32007, 32288
Indiana,18,05/07/20, 44, 72, 107, 214, 249, 296, 366, 444, 514, 559, 615, 650, 697, 745, 803, 871, 1054, 1137, 1207, 1512, 1712, 2170, 2447, 4, 7, 11, 20, 29, 36, 48, 55, 61, 66, 71, 78, 83, 87, 93, 103, 111, 129, 153, 189, 213, 240, 306, 23, 71, 319, 789, 1394, 1779, 2326, 2881, 3374, 3608, 4174, 4672, 4958, 5304, 5700, 6212, 6562, 7115, 7571, 8229, 8617, 8775, 8854
Iowa,19,05/07/20, 23, 31, 51, 76, 92, 138, 158, 173, 186, 202, 225, 256, 292, 312, 333, 365, 396, 474, 544, 610, 751, 852, 1223, 0, 2, 6, 8, 10, 14, 17, 19, 20, 23, 25, 27, 29, 32, 37, 39, 41, 46, 61, 73, 88, 115, 172, 10, 26, 99, 246, 424, 622, 1013, 1141, 1343, 1420, 1663, 1860, 1984, 2172, 2333, 2491, 2620, 2765, 2876, 3247, 3371, 3407, 3439
Kansas,20,05/07/20, 8, 16, 21, 32, 37, 52, 59, 79, 84, 94, 101, 111, 134, 148, 175, 202, 244, 260, 347, 425, 562, 736, 1046, 1, 1, 3, 4, 6, 6, 7, 8, 9, 11, 12, 14, 16, 18, 20, 23, 26, 29, 34, 53, 68, 74, 113, 2, 9, 65, 219, 332, 397, 536, 639, 754, 794, 1024, 1122, 1254, 1364, 1469, 1557, 1618, 1707, 1837, 1979, 2023, 2052, 2065
Kentucky,21,05/07/20, 8, 14, 21, 45, 59, 81, 95, 125, 153, 183, 211, 222, 255, 304, 338, 395, 467, 514, 579, 733, 865, 996, 1140, 0, 0, 1, 4, 6, 7, 11, 13, 17, 21, 22, 25, 29, 31, 38, 46, 49, 54, 65, 83, 112, 122, 139, 19, 45, 159, 313, 469, 602, 912, 1183, 1424, 1506, 1765, 1918, 2065, 2242, 2326, 2503, 2631, 2819, 3065, 3367, 3445, 3479, 3495
Louisiana,22,05/07/20, 90, 155, 233, 341, 449, 475, 560, 663, 772, 828, 883, 949, 1020, 1073, 1199, 1306, 1488, 1664, 1790, 2052, 2149, 2277, 2458, 12, 19, 28, 44, 59, 64, 76, 92, 97, 112, 116, 125, 138, 152, 163, 172, 206, 235, 256, 285, 314, 334, 354, 39, 134, 386, 1200, 2207, 2843, 3760, 4731, 5530, 5939, 6920, 7578, 7945, 8543, 9229, 10021, 10813, 11737, 12512, 13645, 14048, 14282, 14513
Maine,23,05/07/20, 11, 22, 39, 46, 61, 77, 94, 114, 142, 160, 174, 183, 208, 235, 258, 283, 353, 419, 521, 684, 775, 995, 1357, 1, 1, 3, 5, 8, 9, 11, 16, 19, 19, 20, 22, 24, 25, 29, 33, 39, 52, 60, 81, 99, 111, 203, 14, 51, 119, 292, 459, 650, 887, 1070, 1218, 1302, 1681, 1808, 1897, 2086, 2289, 2442, 2602, 2763, 2920, 3253, 3297, 3312, 3331
Maryland,24,05/07/20, 32, 54, 68, 110, 209, 262, 297, 332, 377, 399, 464, 514, 537, 588, 666, 721, 800, 947, 1109, 1369, 1755, 2391, 2610, 2, 3, 8, 16, 29, 36, 41, 44, 50, 52, 58, 64, 72, 78, 88, 94, 105, 122, 152, 188, 239, 321, 332, 26, 87, 240, 869, 1499, 1776, 2521, 2958, 3430, 3736, 4336, 4722, 5059, 5400, 5746, 6205, 6573, 6960, 7409, 8007, 8233, 8374, 8454
Massachusetts,25,05/07/20, 176, 343, 460, 683, 872, 1025, 1111, 1157, 1291, 1454, 1489, 1676, 1747, 1899, 2049, 2167, 2384, 2611, 2967, 3172, 3336, 3712, 4280, 33, 64, 86, 124, 142, 170, 182, 197, 217, 237, 250, 269, 281, 291, 307, 333, 378, 427, 460, 493, 545, 680, 809, 115, 386, 849, 2489, 4183, 5505, 7576, 9491, 10857, 12048, 14191, 15817, 16750, 17942, 19140, 20693, 21974, 23630, 25146, 27216, 28304, 28732, 28989
Michigan,26,05/07/20, 466, 833, 977, 1282, 1582, 1871, 2167, 2501, 2715, 2859, 3086, 3326, 3563, 3821, 3912, 4238, 4498, 4948, 5161, 5459, 5661, 6018, 6210, 77, 125, 162, 220, 264, 281, 335, 370, 425, 457, 501, 543, 594, 621, 654, 716, 796, 864, 897, 937, 999, 1019, 1043, 268, 777, 2503, 5417, 8594, 11281, 14573, 18587, 21406, 23244, 26391, 28304, 30175, 32418, 35475, 38751, 41926, 44883, 47607, 51435, 53703, 54649, 55572
Minnesota,27,05/07/20, 38, 69, 80, 106, 135, 171, 199, 225, 257, 294, 337, 392, 467, 515, 564, 605, 709, 790, 940, 1151, 1852, 1953, 2046, 3, 6, 7, 12, 15, 19, 21, 23, 27, 30, 36, 45, 48, 57, 66, 73, 78, 93, 107, 133, 214, 241, 254, 19, 76, 208, 482, 765, 1030, 1734, 2188, 2560, 2752, 3382, 3643, 3842, 4157, 4532, 4745, 5029, 5226, 5441, 5818, 5964, 6005, 6126
