forecast_date,location,quantile,target,target_end_date,type,value
2022-12-12,01,,1 day ahead inc hosp,2022-12-13,point,81.98779787993597
2022-12-12,01,,2 day ahead inc hosp,2022-12-14,point,82.14618459328624
2022-12-12,01,,3 day ahead inc hosp,2022-12-15,point,80.84596413585015
2022-12-12,01,,4 day ahead inc hosp,2022-12-16,point,81.72440699011969
2022-12-12,01,,5 day ahead inc hosp,2022-12-17,point,75.62349019941979
2022-12-12,01,,6 day ahead inc hosp,2022-12-18,point,67.48177736575697
2022-12-12,01,,7 day ahead inc hosp,2022-12-19,point,70.92955710620853
2022-12-12,01,,8 day ahead inc hosp,2022-12-20,point,81.98779787993597
2022-12-12,01,,9 day ahead inc hosp,2022-12-21,point,82.14618459328624
2022-12-12,01,,10 day ahead inc hosp,2022-12-22,point,80.84596413585015
2022-12-12,01,,11 day ahead inc hosp,2022-12-23,point,81.72440699011969
2022-12-12,01,,12 day ahead inc hosp,2022-12-24,point,75.62349019941979
2022-12-12,01,,13 day ahead inc hosp,2022-12-25,point,67.48177736575697
2022-12-12,01,,14 day ahead inc hosp,2022-12-26,point,79.24566143494111
2022-12-12,01,,15 day ahead inc hosp,2022-12-27,point,91.60042072250702
2022-12-12,01,,16 day ahead inc hosp,2022-12-28,point,91.77737741551378
2022-12-12,01,,17 day ahead inc hosp,2022-12-29,point,90.3247131897034
2022-12-12,01,,18 day ahead inc hosp,2022-12-30,point,91.30614868513656
2022-12-12,01,,19 day ahead inc hosp,2022-12-31,point,84.48993262284517
2022-12-12,01,,20 day ahead inc hosp,2023-01-01,point,75.3936482945664
2022-12-12,01,,21 day ahead inc hosp,2023-01-02,point,84.98530414860055
2022-12-12,01,,22 day ahead inc hosp,2023-01-03,point,98.23489985799515
2022-12-12,01,,23 day ahead inc hosp,2023-01-04,point,98.42467325509978
2022-12-12,01,,24 day ahead inc hosp,2023-01-05,point,96.86679476912563
2022-12-12,01,,25 day ahead inc hosp,2023-01-06,point,97.91931414458817
2022-12-12,01,,26 day ahead inc hosp,2023-01-07,point,90.60940992135212
2022-12-12,01,,27 day ahead inc hosp,2023-01-08,point,80.8542955559357
2022-12-12,01,,28 day ahead inc hosp,2023-01-09,point,92.07196343025775
2022-12-12,01,,29 day ahead inc hosp,2023-01-10,point,106.42640157509285
2022-12-12,01,,30 day ahead inc hosp,2023-01-11,point,106.63199958351672
2022-12-12,01,,31 day ahead inc hosp,2023-01-12,point,104.94421447259222
2022-12-12,01,,32 day ahead inc hosp,2023-01-13,point,106.0845001539587
2022-12-12,01,,33 day ahead inc hosp,2023-01-14,point,98.16504583108377
2022-12-12,01,,34 day ahead inc hosp,2023-01-15,point,87.59648292354734
2022-12-12,02,,1 day ahead inc hosp,2022-12-13,point,8.69111399082726
2022-12-12,02,,2 day ahead inc hosp,2022-12-14,point,9.155853755378914
2022-12-12,02,,3 day ahead inc hosp,2022-12-15,point,9.123243170368236
2022-12-12,02,,4 day ahead inc hosp,2022-12-16,point,8.797711217420508
2022-12-12,02,,5 day ahead inc hosp,2022-12-17,point,8.010752091797874
2022-12-12,02,,6 day ahead inc hosp,2022-12-18,point,7.471958236449268
2022-12-12,02,,7 day ahead inc hosp,2022-12-19,point,8.239456989925266
2022-12-12,02,,8 day ahead inc hosp,2022-12-20,point,8.69111399082726
2022-12-12,02,,9 day ahead inc hosp,2022-12-21,point,9.155853755378914
2022-12-12,02,,10 day ahead inc hosp,2022-12-22,point,9.123243170368236
2022-12-12,02,,11 day ahead inc hosp,2022-12-23,point,8.797711217420508
2022-12-12,02,,12 day ahead inc hosp,2022-12-24,point,8.010752091797874
