forecast_date,location,quantile,target,target_end_date,type,value
2022-10-24,01,,1 day ahead inc hosp,2022-10-25,point,49.826316970000065
2022-10-24,01,,2 day ahead inc hosp,2022-10-26,point,49.78080352055789
2022-10-24,01,,3 day ahead inc hosp,2022-10-27,point,49.56764901278305
2022-10-24,01,,4 day ahead inc hosp,2022-10-28,point,50.250254823245314
2022-10-24,01,,5 day ahead inc hosp,2022-10-29,point,46.25862548665475
2022-10-24,01,,6 day ahead inc hosp,2022-10-30,point,41.50065931339447
2022-10-24,01,,7 day ahead inc hosp,2022-10-31,point,43.513043476937675
2022-10-24,01,,8 day ahead inc hosp,2022-11-01,point,49.826316970000065
2022-10-24,01,,9 day ahead inc hosp,2022-11-02,point,49.78080352055789
2022-10-24,01,,10 day ahead inc hosp,2022-11-03,point,49.56764901278305
2022-10-24,01,,11 day ahead inc hosp,2022-11-04,point,50.250254823245314
2022-10-24,01,,12 day ahead inc hosp,2022-11-05,point,46.25862548665475
2022-10-24,01,,13 day ahead inc hosp,2022-11-06,point,41.50065931339447
2022-10-24,01,,14 day ahead inc hosp,2022-11-07,point,54.610243957282854
2022-10-24,01,,15 day ahead inc hosp,2022-11-08,point,62.533601600788444
2022-10-24,01,,16 day ahead inc hosp,2022-11-09,point,62.476480784160366
2022-10-24,01,,17 day ahead inc hosp,2022-11-10,point,62.20896514425006
2022-10-24,01,,18 day ahead inc hosp,2022-11-11,point,63.06565699702198
2022-10-24,01,,19 day ahead inc hosp,2022-11-12,point,58.056036100846526
2022-10-24,01,,20 day ahead inc hosp,2022-11-13,point,52.08463826929845
2022-10-24,01,,21 day ahead inc hosp,2022-11-14,point,66.968213512939
2022-10-24,01,,22 day ahead inc hosp,2022-11-15,point,76.68457930732573
2022-10-24,01,,23 day ahead inc hosp,2022-11-16,point,76.61453239365558
2022-10-24,01,,24 day ahead inc hosp,2022-11-17,point,76.28647957437906
2022-10-24,01,,25 day ahead inc hosp,2022-11-18,point,77.33703563774519
2022-10-24,01,,26 day ahead inc hosp,2022-11-19,point,71.19376768134525
2022-10-24,01,,27 day ahead inc hosp,2022-11-20,point,63.8710784572023
2022-10-24,01,,28 day ahead inc hosp,2022-11-21,point,78.97612438719699
2022-10-24,01,,29 day ahead inc hosp,2022-11-22,point,90.43470859178728
2022-10-24,01,,30 day ahead inc hosp,2022-11-23,point,90.35210173284989
2022-10-24,01,,31 day ahead inc hosp,2022-11-24,point,89.96522654383583
2022-10-24,01,,32 day ahead inc hosp,2022-11-25,point,91.20415531293156
2022-10-24,01,,33 day ahead inc hosp,2022-11-26,point,83.95935261000771
2022-10-24,01,,34 day ahead inc hosp,2022-11-27,point,75.32364942071831
2022-10-24,02,,1 day ahead inc hosp,2022-10-25,point,4.519085905837785
2022-10-24,02,,2 day ahead inc hosp,2022-10-26,point,4.636751155537472
2022-10-24,02,,3 day ahead inc hosp,2022-10-27,point,4.657123997330408
2022-10-24,02,,4 day ahead inc hosp,2022-10-28,point,4.446302252572174
2022-10-24,02,,5 day ahead inc hosp,2022-10-29,point,4.102664106259692
2022-10-24,02,,6 day ahead inc hosp,2022-10-30,point,3.8371049930360943
2022-10-24,02,,7 day ahead inc hosp,2022-10-31,point,4.209129117318441
2022-10-24,02,,8 day ahead inc hosp,2022-11-01,point,4.519085905837785
2022-10-24,02,,9 day ahead inc hosp,2022-11-02,point,4.636751155537472
2022-10-24,02,,10 day ahead inc hosp,2022-11-03,point,4.657123997330408
2022-10-24,02,,11 day ahead inc hosp,2022-11-04,point,4.446302252572174
2022-10-24,02,,12 day ahead inc hosp,2022-11-05,point,4.102664106259692
2022-10-24,02,,13 day ahead inc hosp,2022-11-06,point,3.8371049930360943
2022-10-24,02,,14 day ahead inc hosp,2022-11-07,point,4.050923225167479
2022-10-24,02,,15 day ahead inc hosp,2022-11-08,point,4.349229862577371
2022-10-24,02,,16 day ahead inc hosp,2022-11-09,point,4.462472502448506
2022-10-24,02,,17 day ahead inc hosp,2022-11-10,point,4.482079603034253
2022-10-24,02,,18 day ahead inc hosp,2022-11-11,point,4.2791818827677055
2022-10-24,02,,19 day ahead inc hosp,2022-11-12,point,3.9484598476029618
2022-10-24,02,,20 day ahead inc hosp,2022-11-13,point,3.692882137956056
2022-10-24,02,,21 day ahead inc hosp,2022-11-14,point,4.253512570924618
2022-10-24,02,,22 day ahead inc hosp,2022-11-15,point,4.566737720275795
2022-10-24,02,,23 day ahead inc hosp,2022-11-16,point,4.685643699353354
2022-10-24,02,,24 day ahead inc hosp,2022-11-17,point,4.7062313639881035
2022-10-24,02,,25 day ahead inc hosp,2022-11-18,point,4.493186594735526
2022-10-24,02,,26 day ahead inc hosp,2022-11-19,point,4.145924932180356
2022-10-24,02,,27 day ahead inc hosp,2022-11-20,point,3.8775656124881657
2022-10-24,02,,28 day ahead inc hosp,2022-11-21,point,4.494927047054885
2022-10-24,02,,29 day ahead inc hosp,2022-11-22,point,4.825929758851352
2022-10-24,02,,30 day ahead inc hosp,2022-11-23,point,4.9515844248480425
2022-10-24,02,,31 day ahead inc hosp,2022-11-24,point,4.9733405732217415
2022-10-24,02,,32 day ahead inc hosp,2022-11-25,point,4.748204129029029
2022-10-24,02,,33 day ahead inc hosp,2022-11-26,point,4.381233110747736
2022-10-24,02,,34 day ahead inc hosp,2022-11-27,point,4.097642655964747
2022-10-24,04,,1 day ahead inc hosp,2022-10-25,point,59.252842239192965
2022-10-24,04,,2 day ahead inc hosp,2022-10-26,point,59.16603887516075
2022-10-24,04,,3 day ahead inc hosp,2022-10-27,point,58.15290731454335
2022-10-24,04,,4 day ahead inc hosp,2022-10-28,point,58.75741742186124
2022-10-24,04,,5 day ahead inc hosp,2022-10-29,point,56.94042915455628
2022-10-24,04,,6 day ahead inc hosp,2022-10-30,point,52.91097080268016
2022-10-24,04,,7 day ahead inc hosp,2022-10-31,point,51.544980613135465
2022-10-24,04,,8 day ahead inc hosp,2022-11-01,point,59.252842239192965
2022-10-24,04,,9 day ahead inc hosp,2022-11-02,point,59.16603887516075
2022-10-24,04,,10 day ahead inc hosp,2022-11-03,point,58.15290731454335
2022-10-24,04,,11 day ahead inc hosp,2022-11-04,point,58.75741742186124
2022-10-24,04,,12 day ahead inc hosp,2022-11-05,point,56.94042915455628
2022-10-24,04,,13 day ahead inc hosp,2022-11-06,point,52.91097080268016
2022-10-24,04,,14 day ahead inc hosp,2022-11-07,point,56.47049384395208
2022-10-24,04,,15 day ahead inc hosp,2022-11-08,point,64.9149000174873
2022-10-24,04,,16 day ahead inc hosp,2022-11-09,point,64.8198019346884
2022-10-24,04,,17 day ahead inc hosp,2022-11-10,point,63.709857981341
2022-10-24,04,,18 day ahead inc hosp,2022-11-11,point,64.3721336071699
2022-10-24,04,,19 day ahead inc hosp,2022-11-12,point,62.38151835146774
2022-10-24,04,,20 day ahead inc hosp,2022-11-13,point,57.96701474030342
2022-10-24,04,,21 day ahead inc hosp,2022-11-14,point,63.2521181919255
2022-10-24,04,,22 day ahead inc hosp,2022-11-15,point,72.71062547583655
2022-10-24,04,,23 day ahead inc hosp,2022-11-16,point,72.6041069249338
2022-10-24,04,,24 day ahead inc hosp,2022-11-17,point,71.36086817590589
2022-10-24,04,,25 day ahead inc hosp,2022-11-18,point,72.10267745202658
2022-10-24,04,,26 day ahead inc hosp,2022-11-19,point,69.87300629355828
2022-10-24,04,,27 day ahead inc hosp,2022-11-20,point,64.92835847546678
2022-10-24,04,,28 day ahead inc hosp,2022-11-21,point,68.15111612872798
2022-10-24,04,,29 day ahead inc hosp,2022-11-22,point,78.34220295295594
2022-10-24,04,,30 day ahead inc hosp,2022-11-23,point,78.22743433587327
2022-10-24,04,,31 day ahead inc hosp,2022-11-24,point,76.88790435991821
2022-10-24,04,,32 day ahead inc hosp,2022-11-25,point,77.68716818803017
2022-10-24,04,,33 day ahead inc hosp,2022-11-26,point,75.28480471952824
2022-10-24,04,,34 day ahead inc hosp,2022-11-27,point,69.95718443898822
2022-10-24,05,,1 day ahead inc hosp,2022-10-25,point,17.869804320745953
2022-10-24,05,,2 day ahead inc hosp,2022-10-26,point,18.846463787393187
2022-10-24,05,,3 day ahead inc hosp,2022-10-27,point,18.436654000164992
2022-10-24,05,,4 day ahead inc hosp,2022-10-28,point,17.471369574844722
2022-10-24,05,,5 day ahead inc hosp,2022-10-29,point,16.6488652892873
2022-10-24,05,,6 day ahead inc hosp,2022-10-30,point,14.892815062791286
2022-10-24,05,,7 day ahead inc hosp,2022-10-31,point,13.970032801590323
2022-10-24,05,,8 day ahead inc hosp,2022-11-01,point,17.869804320745953
2022-10-24,05,,9 day ahead inc hosp,2022-11-02,point,18.846463787393187
2022-10-24,05,,10 day ahead inc hosp,2022-11-03,point,18.436654000164992
2022-10-24,05,,11 day ahead inc hosp,2022-11-04,point,17.471369574844722
2022-10-24,05,,12 day ahead inc hosp,2022-11-05,point,16.6488652892873
2022-10-24,05,,13 day ahead inc hosp,2022-11-06,point,14.892815062791286
2022-10-24,05,,14 day ahead inc hosp,2022-11-07,point,16.84683544987307
2022-10-24,05,,15 day ahead inc hosp,2022-11-08,point,21.549674019288418
2022-10-24,05,,16 day ahead inc hosp,2022-11-09,point,22.727453739554612
2022-10-24,05,,17 day ahead inc hosp,2022-11-10,point,22.233253178307905
2022-10-24,05,,18 day ahead inc hosp,2022-11-11,point,21.069190924005635
2022-10-24,05,,19 day ahead inc hosp,2022-11-12,point,20.077311051395466
2022-10-24,05,,20 day ahead inc hosp,2022-11-13,point,17.95964320997687
2022-10-24,05,,21 day ahead inc hosp,2022-11-14,point,18.66508551178214
2022-10-24,05,,22 day ahead inc hosp,2022-11-15,point,23.875493383778423
2022-10-24,05,,23 day ahead inc hosp,2022-11-16,point,25.180388849649262
2022-10-24,05,,24 day ahead inc hosp,2022-11-17,point,24.63285006926009
2022-10-24,05,,25 day ahead inc hosp,2022-11-18,point,23.343152571932574
2022-10-24,05,,26 day ahead inc hosp,2022-11-19,point,22.244220805502586
2022-10-24,05,,27 day ahead inc hosp,2022-11-20,point,19.89799670524125
2022-10-24,05,,28 day ahead inc hosp,2022-11-21,point,21.8497041964152
2022-10-24,05,,29 day ahead inc hosp,2022-11-22,point,27.949106777449607
2022-10-24,05,,30 day ahead inc hosp,2022-11-23,point,29.476642234949843
2022-10-24,05,,31 day ahead inc hosp,2022-11-24,point,28.83568292190424
2022-10-24,05,,32 day ahead inc hosp,2022-11-25,point,27.325938495516528
2022-10-24,05,,33 day ahead inc hosp,2022-11-26,point,26.03950806296467
2022-10-24,05,,34 day ahead inc hosp,2022-11-27,point,23.29297349515621
2022-10-24,06,,1 day ahead inc hosp,2022-10-25,point,299.69770170445474
2022-10-24,06,,2 day ahead inc hosp,2022-10-26,point,300.0438542287372
2022-10-24,06,,3 day ahead inc hosp,2022-10-27,point,292.0851734216391
2022-10-24,06,,4 day ahead inc hosp,2022-10-28,point,294.47761623235783
2022-10-24,06,,5 day ahead inc hosp,2022-10-29,point,285.9116993236544
2022-10-24,06,,6 day ahead inc hosp,2022-10-30,point,258.8777249549042
2022-10-24,06,,7 day ahead inc hosp,2022-10-31,point,256.4647600401273
2022-10-24,06,,8 day ahead inc hosp,2022-11-01,point,299.69770170445474
2022-10-24,06,,9 day ahead inc hosp,2022-11-02,point,300.0438542287372
2022-10-24,06,,10 day ahead inc hosp,2022-11-03,point,292.0851734216391
2022-10-24,06,,11 day ahead inc hosp,2022-11-04,point,294.47761623235783
2022-10-24,06,,12 day ahead inc hosp,2022-11-05,point,285.9116993236544
2022-10-24,06,,13 day ahead inc hosp,2022-11-06,point,258.8777249549042
2022-10-24,06,,14 day ahead inc hosp,2022-11-07,point,250.31207751488458
2022-10-24,06,,15 day ahead inc hosp,2022-11-08,point,292.50784524291237
2022-10-24,06,,16 day ahead inc hosp,2022-11-09,point,292.84569344270636
2022-10-24,06,,17 day ahead inc hosp,2022-11-10,point,285.0779442720568
2022-10-24,06,,18 day ahead inc hosp,2022-11-11,point,287.41299151282726
2022-10-24,06,,19 day ahead inc hosp,2022-11-12,point,279.05257405468615
2022-10-24,06,,20 day ahead inc hosp,2022-11-13,point,252.6671545270005
2022-10-24,06,,21 day ahead inc hosp,2022-11-14,point,260.6208146665819
2022-10-24,06,,22 day ahead inc hosp,2022-11-15,point,304.5543534312328
2022-10-24,06,,23 day ahead inc hosp,2022-11-16,point,304.90611541546514
2022-10-24,06,,24 day ahead inc hosp,2022-11-17,point,296.81846284560464
2022-10-24,06,,25 day ahead inc hosp,2022-11-18,point,299.2496755949709
2022-10-24,06,,26 day ahead inc hosp,2022-11-19,point,290.54494656021683
2022-10-24,06,,27 day ahead inc hosp,2022-11-20,point,263.0728820841586
2022-10-24,06,,28 day ahead inc hosp,2022-11-21,point,263.8807254155407
2022-10-24,06,,29 day ahead inc hosp,2022-11-22,point,308.3637959412748
2022-10-24,06,,30 day ahead inc hosp,2022-11-23,point,308.7199578529455
2022-10-24,06,,31 day ahead inc hosp,2022-11-24,point,300.5311428890527
2022-10-24,06,,32 day ahead inc hosp,2022-11-25,point,302.99276585943227
2022-10-24,06,,33 day ahead inc hosp,2022-11-26,point,294.1791558829028
2022-10-24,06,,34 day ahead inc hosp,2022-11-27,point,266.3634639095698
2022-10-24,08,,1 day ahead inc hosp,2022-10-25,point,53.12604275382611
2022-10-24,08,,2 day ahead inc hosp,2022-10-26,point,52.14708942900866
2022-10-24,08,,3 day ahead inc hosp,2022-10-27,point,50.953637822347794
2022-10-24,08,,4 day ahead inc hosp,2022-10-28,point,49.56987510223014
2022-10-24,08,,5 day ahead inc hosp,2022-10-29,point,48.98402476978252
2022-10-24,08,,6 day ahead inc hosp,2022-10-30,point,42.7150046679884
2022-10-24,08,,7 day ahead inc hosp,2022-10-31,point,43.8952598064429
2022-10-24,08,,8 day ahead inc hosp,2022-11-01,point,53.12604275382611
2022-10-24,08,,9 day ahead inc hosp,2022-11-02,point,52.14708942900866
2022-10-24,08,,10 day ahead inc hosp,2022-11-03,point,50.953637822347794
2022-10-24,08,,11 day ahead inc hosp,2022-11-04,point,49.56987510223014
2022-10-24,08,,12 day ahead inc hosp,2022-11-05,point,48.98402476978252
2022-10-24,08,,13 day ahead inc hosp,2022-11-06,point,42.7150046679884
