forecast_date,location,quantile,target,target_end_date,type,value
2023-02-06,01,,1 day ahead inc hosp,2023-02-07,point,74.5995024923591
2023-02-06,01,,2 day ahead inc hosp,2023-02-08,point,74.76757419439748
2023-02-06,01,,3 day ahead inc hosp,2023-02-09,point,72.75767507527809
2023-02-06,01,,4 day ahead inc hosp,2023-02-10,point,73.82237566325367
2023-02-06,01,,5 day ahead inc hosp,2023-02-11,point,67.96077403486248
2023-02-06,01,,6 day ahead inc hosp,2023-02-12,point,60.80175495370329
2023-02-06,01,,7 day ahead inc hosp,2023-02-13,point,63.72737873485363
2023-02-06,01,,8 day ahead inc hosp,2023-02-14,point,74.5995024923591
2023-02-06,01,,9 day ahead inc hosp,2023-02-15,point,74.76757419439748
2023-02-06,01,,10 day ahead inc hosp,2023-02-16,point,72.75767507527809
2023-02-06,01,,11 day ahead inc hosp,2023-02-17,point,73.82237566325367
2023-02-06,01,,12 day ahead inc hosp,2023-02-18,point,67.96077403486248
2023-02-06,01,,13 day ahead inc hosp,2023-02-19,point,60.80175495370329
2023-02-06,01,,14 day ahead inc hosp,2023-02-20,point,72.34900888232097
2023-02-06,01,,15 day ahead inc hosp,2023-02-21,point,84.69201425798781
2023-02-06,01,,16 day ahead inc hosp,2023-02-22,point,84.88282425684616
2023-02-06,01,,17 day ahead inc hosp,2023-02-23,point,82.6010073657615
2023-02-06,01,,18 day ahead inc hosp,2023-02-24,point,83.80975051236024
2023-02-06,01,,19 day ahead inc hosp,2023-02-25,point,77.15513711547871
2023-02-06,01,,20 day ahead inc hosp,2023-02-26,point,69.02757961391436
2023-02-06,01,,21 day ahead inc hosp,2023-02-27,point,83.72222884733426
2023-02-06,01,,22 day ahead inc hosp,2023-02-28,point,98.00554712203659
2023-02-06,01,,23 day ahead inc hosp,2023-03-01,point,98.22635233606186
2023-02-06,01,,24 day ahead inc hosp,2023-03-02,point,95.58583522471022
2023-02-06,01,,25 day ahead inc hosp,2023-03-03,point,96.98459205497707
2023-02-06,01,,26 day ahead inc hosp,2023-03-04,point,89.28387750046998
2023-02-06,01,,27 day ahead inc hosp,2023-03-05,point,79.87867292852302
2023-02-06,01,,28 day ahead inc hosp,2023-03-06,point,94.73850199274752
2023-02-06,01,,29 day ahead inc hosp,2023-03-07,point,110.90123673429899
2023-02-06,01,,30 day ahead inc hosp,2023-03-08,point,111.1510957681177
2023-02-06,01,,31 day ahead inc hosp,2023-03-09,point,108.16313618964266
2023-02-06,01,,32 day ahead inc hosp,2023-03-10,point,109.74594315233409
2023-02-06,01,,33 day ahead inc hosp,2023-03-11,point,101.03195916968028
2023-02-06,01,,34 day ahead inc hosp,2023-03-12,point,90.38920629091517
2023-02-06,02,,1 day ahead inc hosp,2023-02-07,point,8.559680780013819
2023-02-06,02,,2 day ahead inc hosp,2023-02-08,point,9.194597813934687
2023-02-06,02,,3 day ahead inc hosp,2023-02-09,point,9.22430694662869
2023-02-06,02,,4 day ahead inc hosp,2023-02-10,point,8.785957993653804
2023-02-06,02,,5 day ahead inc hosp,2023-02-11,point,7.9649570854934835
2023-02-06,02,,6 day ahead inc hosp,2023-02-12,point,7.469288035778468
2023-02-06,02,,7 day ahead inc hosp,2023-02-13,point,8.280376503147227
2023-02-06,02,,8 day ahead inc hosp,2023-02-14,point,8.559680780013819
2023-02-06,02,,9 day ahead inc hosp,2023-02-15,point,9.194597813934687
2023-02-06,02,,10 day ahead inc hosp,2023-02-16,point,9.22430694662869
2023-02-06,02,,11 day ahead inc hosp,2023-02-17,point,8.785957993653804
2023-02-06,02,,12 day ahead inc hosp,2023-02-18,point,7.9649570854934835
2023-02-06,02,,13 day ahead inc hosp,2023-02-19,point,7.469288035778468
2023-02-06,02,,14 day ahead inc hosp,2023-02-20,point,8.335089618919383
2023-02-06,02,,15 day ahead inc hosp,2023-02-21,point,8.6162394166062
2023-02-06,02,,16 day ahead inc hosp,2023-02-22,point,9.255351705316436
2023-02-06,02,,17 day ahead inc hosp,2023-02-23,point,9.285257142999226
2023-02-06,02,,18 day ahead inc hosp,2023-02-24,point,8.844011771364682
2023-02-06,02,,19 day ahead inc hosp,2023-02-25,point,8.017586047349653
2023-02-06,02,,20 day ahead inc hosp,2023-02-26,point,7.518641832780548
2023-02-06,02,,21 day ahead inc hosp,2023-02-27,point,8.397593484388919
2023-02-06,02,,22 day ahead inc hosp,2023-02-28,point,8.680851591636259
2023-02-06,02,,23 day ahead inc hosp,2023-03-01,point,9.32475650890118
2023-02-06,02,,24 day ahead inc hosp,2023-03-02,point,9.354886203975218
2023-02-06,02,,25 day ahead inc hosp,2023-03-03,point,8.91033198473271
2023-02-06,02,,26 day ahead inc hosp,2023-03-04,point,8.077708990545906
2023-02-06,02,,27 day ahead inc hosp,2023-03-05,point,7.575023251471361
2023-02-06,02,,28 day ahead inc hosp,2023-03-06,point,8.652602420631366
2023-02-06,02,,29 day ahead inc hosp,2023-03-07,point,8.944462200339451
2023-02-06,02,,30 day ahead inc hosp,2023-03-08,point,9.60792051802775
2023-02-06,02,,31 day ahead inc hosp,2023-03-09,point,9.638965158735248
2023-02-06,02,,32 day ahead inc hosp,2023-03-10,point,9.180911203078749
2023-02-06,02,,33 day ahead inc hosp,2023-03-11,point,8.32300402427009
2023-02-06,02,,34 day ahead inc hosp,2023-03-12,point,7.8050532743535745
2023-02-06,04,,1 day ahead inc hosp,2023-02-07,point,60.18442624046099
2023-02-06,04,,2 day ahead inc hosp,2023-02-08,point,60.935780149881886
2023-02-06,04,,3 day ahead inc hosp,2023-02-09,point,59.137412915274076
2023-02-06,04,,4 day ahead inc hosp,2023-02-10,point,59.308579646028974
2023-02-06,04,,5 day ahead inc hosp,2023-02-11,point,57.7909362539869
2023-02-06,04,,6 day ahead inc hosp,2023-02-12,point,53.49406010611332
2023-02-06,04,,7 day ahead inc hosp,2023-02-13,point,52.331236914152186
2023-02-06,04,,8 day ahead inc hosp,2023-02-14,point,60.18442624046099
2023-02-06,04,,9 day ahead inc hosp,2023-02-15,point,60.935780149881886
2023-02-06,04,,10 day ahead inc hosp,2023-02-16,point,59.137412915274076
2023-02-06,04,,11 day ahead inc hosp,2023-02-17,point,59.308579646028974
2023-02-06,04,,12 day ahead inc hosp,2023-02-18,point,57.7909362539869
2023-02-06,04,,13 day ahead inc hosp,2023-02-19,point,53.49406010611332
2023-02-06,04,,14 day ahead inc hosp,2023-02-20,point,58.45087282986558
2023-02-06,04,,15 day ahead inc hosp,2023-02-21,point,67.2224172780496
2023-02-06,04,,16 day ahead inc hosp,2023-02-22,point,68.06163481616797
2023-02-06,04,,17 day ahead inc hosp,2023-02-23,point,66.05296579303942
2023-02-06,04,,18 day ahead inc hosp,2023-02-24,point,66.24414883020843
2023-02-06,04,,19 day ahead inc hosp,2023-02-25,point,64.54903160882766
2023-02-06,04,,20 day ahead inc hosp,2023-02-26,point,59.74967703410096
2023-02-06,04,,21 day ahead inc hosp,2023-02-27,point,63.30044733272848
2023-02-06,04,,22 day ahead inc hosp,2023-02-28,point,72.79975265508216
2023-02-06,04,,23 day ahead inc hosp,2023-03-01,point,73.70859871674816
2023-02-06,04,,24 day ahead inc hosp,2023-03-02,point,71.53327366937839
2023-02-06,04,,25 day ahead inc hosp,2023-03-03,point,71.74031885432291
2023-02-06,04,,26 day ahead inc hosp,2023-03-04,point,69.90456049521096
2023-02-06,04,,27 day ahead inc hosp,2023-03-05,point,64.70701122382782
2023-02-06,04,,28 day ahead inc hosp,2023-03-06,point,70.68850358921385
2023-02-06,04,,29 day ahead inc hosp,2023-03-07,point,81.29651201046006
2023-02-06,04,,30 day ahead inc hosp,2023-03-08,point,82.31143324402458
2023-02-06,04,,31 day ahead inc hosp,2023-03-09,point,79.88221703943073
2023-02-06,04,,32 day ahead inc hosp,2023-03-10,point,80.11342732175542
2023-02-06,04,,33 day ahead inc hosp,2023-03-11,point,78.06341003396416
2023-02-06,04,,34 day ahead inc hosp,2023-03-12,point,72.2592333526515
2023-02-06,05,,1 day ahead inc hosp,2023-02-07,point,29.34693980119923
2023-02-06,05,,2 day ahead inc hosp,2023-02-08,point,30.31203395323748
2023-02-06,05,,3 day ahead inc hosp,2023-02-09,point,29.933181857214443
2023-02-06,05,,4 day ahead inc hosp,2023-02-10,point,27.811085618183323
2023-02-06,05,,5 day ahead inc hosp,2023-02-11,point,26.7052440254202
2023-02-06,05,,6 day ahead inc hosp,2023-02-12,point,23.85891408216523
2023-02-06,05,,7 day ahead inc hosp,2023-02-13,point,23.074725291134314
2023-02-06,05,,8 day ahead inc hosp,2023-02-14,point,29.34693980119923
2023-02-06,05,,9 day ahead inc hosp,2023-02-15,point,30.31203395323748
2023-02-06,05,,10 day ahead inc hosp,2023-02-16,point,29.933181857214443
2023-02-06,05,,11 day ahead inc hosp,2023-02-17,point,27.811085618183323
2023-02-06,05,,12 day ahead inc hosp,2023-02-18,point,26.7052440254202
2023-02-06,05,,13 day ahead inc hosp,2023-02-19,point,23.85891408216523
2023-02-06,05,,14 day ahead inc hosp,2023-02-20,point,23.09501532402507
2023-02-06,05,,15 day ahead inc hosp,2023-02-21,point,29.37274510836092
2023-02-06,05,,16 day ahead inc hosp,2023-02-22,point,30.3386878855438
2023-02-06,05,,17 day ahead inc hosp,2023-02-23,point,29.959502657862984
2023-02-06,05,,18 day ahead inc hosp,2023-02-24,point,27.8355404203446
2023-02-06,05,,19 day ahead inc hosp,2023-02-25,point,26.72872644060802
2023-02-06,05,,20 day ahead inc hosp,2023-02-26,point,23.879893666769465
2023-02-06,05,,21 day ahead inc hosp,2023-02-27,point,25.798667665837957
2023-02-06,05,,22 day ahead inc hosp,2023-02-28,point,32.81130923068394
2023-02-06,05,,23 day ahead inc hosp,2023-03-01,point,33.890331536715244
2023-02-06,05,,24 day ahead inc hosp,2023-03-02,point,33.46675642600483
2023-02-06,05,,25 day ahead inc hosp,2023-03-03,point,31.094149388003675
2023-02-06,05,,26 day ahead inc hosp,2023-03-04,point,29.8577645824295
2023-02-06,05,,27 day ahead inc hosp,2023-03-05,point,26.67542895993036
2023-02-06,05,,28 day ahead inc hosp,2023-03-06,point,26.394210487573535
2023-02-06,05,,29 day ahead inc hosp,2023-03-07,point,33.568733603802066
2023-02-06,05,,30 day ahead inc hosp,2023-03-08,point,34.67266432747621
2023-02-06,05,,31 day ahead inc hosp,2023-03-09,point,34.23931130420392
2023-02-06,05,,32 day ahead inc hosp,2023-03-10,point,31.811934418837673
2023-02-06,05,,33 day ahead inc hosp,2023-03-11,point,30.54700860078177
2023-02-06,05,,34 day ahead inc hosp,2023-03-12,point,27.291211156111
2023-02-06,06,,1 day ahead inc hosp,2023-02-07,point,476.7648486605801
2023-02-06,06,,2 day ahead inc hosp,2023-02-08,point,478.60648335974935
2023-02-06,06,,3 day ahead inc hosp,2023-02-09,point,466.83350170003285
2023-02-06,06,,4 day ahead inc hosp,2023-02-10,point,469.3063860211912
2023-02-06,06,,5 day ahead inc hosp,2023-02-11,point,455.29588935767487
2023-02-06,06,,6 day ahead inc hosp,2023-02-12,point,412.02144758678025
2023-02-06,06,,7 day ahead inc hosp,2023-02-13,point,407.520796308292
2023-02-06,06,,8 day ahead inc hosp,2023-02-14,point,476.7648486605801
2023-02-06,06,,9 day ahead inc hosp,2023-02-15,point,478.60648335974935
2023-02-06,06,,10 day ahead inc hosp,2023-02-16,point,466.83350170003285
2023-02-06,06,,11 day ahead inc hosp,2023-02-17,point,469.3063860211912
2023-02-06,06,,12 day ahead inc hosp,2023-02-18,point,455.29588935767487
2023-02-06,06,,13 day ahead inc hosp,2023-02-19,point,412.02144758678025
2023-02-06,06,,14 day ahead inc hosp,2023-02-20,point,434.5844034056414
2023-02-06,06,,15 day ahead inc hosp,2023-02-21,point,508.42697893433416
2023-02-06,06,,16 day ahead inc hosp,2023-02-22,point,510.39091727632797
2023-02-06,06,,17 day ahead inc hosp,2023-02-23,point,497.8360875418892
2023-02-06,06,,18 day ahead inc hosp,2023-02-24,point,500.4731970271895
2023-02-06,06,,19 day ahead inc hosp,2023-02-25,point,485.5322580883954
2023-02-06,06,,20 day ahead inc hosp,2023-02-26,point,439.3839446033352
2023-02-06,06,,21 day ahead inc hosp,2023-02-27,point,474.4564749464572
