forecast_date,location,quantile,target,target_end_date,type,value
2023-04-03,01,,1 day ahead inc hosp,2023-04-04,point,29.86312009042395
2023-04-03,01,,2 day ahead inc hosp,2023-04-05,point,29.66368481578143
2023-04-03,01,,3 day ahead inc hosp,2023-04-06,point,29.024387789228676
2023-04-03,01,,4 day ahead inc hosp,2023-04-07,point,29.47546408439368
2023-04-03,01,,5 day ahead inc hosp,2023-04-08,point,27.113996002979412
2023-04-03,01,,6 day ahead inc hosp,2023-04-09,point,24.13840809283825
2023-04-03,01,,7 day ahead inc hosp,2023-04-10,point,25.539133530547762
2023-04-03,01,,8 day ahead inc hosp,2023-04-11,point,29.86312009042395
2023-04-03,01,,9 day ahead inc hosp,2023-04-12,point,29.66368481578143
2023-04-03,01,,10 day ahead inc hosp,2023-04-13,point,29.024387789228676
2023-04-03,01,,11 day ahead inc hosp,2023-04-14,point,29.47546408439368
2023-04-03,01,,12 day ahead inc hosp,2023-04-15,point,27.113996002979412
2023-04-03,01,,13 day ahead inc hosp,2023-04-16,point,24.13840809283825
2023-04-03,01,,14 day ahead inc hosp,2023-04-17,point,23.573235087883692
2023-04-03,01,,15 day ahead inc hosp,2023-04-18,point,27.56437878000975
2023-04-03,01,,16 day ahead inc hosp,2023-04-19,point,27.380295220231126
2023-04-03,01,,17 day ahead inc hosp,2023-04-20,point,26.79020867403381
2023-04-03,01,,18 day ahead inc hosp,2023-04-21,point,27.20656295386
2023-04-03,01,,19 day ahead inc hosp,2023-04-22,point,25.02687106379931
2023-04-03,01,,20 day ahead inc hosp,2023-04-23,point,22.280331787260362
2023-04-03,01,,21 day ahead inc hosp,2023-04-24,point,23.590062182809625
2023-04-03,01,,22 day ahead inc hosp,2023-04-25,point,27.58405484129606
2023-04-03,01,,23 day ahead inc hosp,2023-04-26,point,27.399839878613964
2023-04-03,01,,24 day ahead inc hosp,2023-04-27,point,26.8093321156303
2023-04-03,01,,25 day ahead inc hosp,2023-04-28,point,27.225983598320823
