location,target,type,quantile,forecast_date,target_end_date,value
01,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,47
02,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,2
04,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,141
05,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,33
06,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,410
08,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,40
09,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,53
10,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,10
11,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,11
12,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,196
13,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,114
15,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,0
16,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,1
17,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,141
18,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,63
19,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,40
20,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,7
21,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,46
22,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,53
23,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,4
24,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,120
25,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,57
26,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,108
27,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,58
28,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,43
29,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,24
30,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,0
31,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,25
32,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,23
33,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,5
34,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,82
35,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,19
36,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,207
37,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,144
38,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,2
39,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,69
40,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,12
41,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,16
42,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,71
44,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,15
45,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,62
46,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,3
47,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,36
48,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,225
49,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,24
50,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,1
51,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,149
53,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,44
54,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,1
55,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,54
56,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,0
US,1 day ahead inc hosp,point,,2020-06-11,2020-06-12,3118
01,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,37
02,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,0
04,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,120
05,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,21
06,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,352
08,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,26
09,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,39
10,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,4
11,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,5
12,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,172
13,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,92
15,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,0
16,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,0
17,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,117
18,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,47
19,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,26
20,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,3
21,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,30
22,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,39
23,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,0
24,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,95
25,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,43
26,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,92
27,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,41
28,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,32
29,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,12
30,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,0
31,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,17
32,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,15
33,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,2
34,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,66
35,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,9
36,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,179
37,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,116
38,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,0
39,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,53
40,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,7
41,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,9
42,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,54
44,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,8
45,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,50
46,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,0
47,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,25
48,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,193
49,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,14
50,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,0
51,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,127
53,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,28
54,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,0
55,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,40
56,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,0
US,1 day ahead inc hosp,quantile,0.01,2020-06-11,2020-06-12,2946
01,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,38
02,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,0
04,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,120
05,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,24
06,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,361
08,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,26
09,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,41
10,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,4
11,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,5
12,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,177
13,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,96
15,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,0
16,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,0
17,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,120
18,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,50
19,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,27
20,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,3
21,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,30
22,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,40
23,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,0
24,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,98
25,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,45
26,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,94
27,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,41
28,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,34
29,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,14
30,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,0
31,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,17
32,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,15
33,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,2
34,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,69
35,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,9
36,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,182
37,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,122
38,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,0
39,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,54
40,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,7
41,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,9
42,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,57
44,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,9
45,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,50
46,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,0
47,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,28
48,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,198
49,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,16
50,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,0
51,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,128
53,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,32
54,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,0
55,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,41
56,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,0
US,1 day ahead inc hosp,quantile,0.025,2020-06-11,2020-06-12,2992
01,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,39
02,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,0
04,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,123
05,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,25
06,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,375
08,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,28
09,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,43
10,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,5
11,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,5
12,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,179
13,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,99
15,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,0
16,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,0
17,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,122
18,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,51
19,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,30
20,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,3
21,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,36
22,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,42
23,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,0
24,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,104
25,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,46
26,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,95
27,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,44
28,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,35
29,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,16
30,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,0
31,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,18
32,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,17
33,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,2
34,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,70
35,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,10
36,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,187
37,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,125
38,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,0
39,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,58
40,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,8
41,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,11
42,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,59
44,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,10
45,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,52
46,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,1
47,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,30
48,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,201
49,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,17
50,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,0
51,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,131
53,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,35
54,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,0
55,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,42
56,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,0
US,1 day ahead inc hosp,quantile,0.05,2020-06-11,2020-06-12,3033
01,1 day ahead inc hosp,quantile,0.1,2020-06-11,2020-06-12,41
02,1 day ahead inc hosp,quantile,0.1,2020-06-11,2020-06-12,0
04,1 day ahead inc hosp,quantile,0.1,2020-06-11,2020-06-12,125
05,1 day ahead inc hosp,quantile,0.1,2020-06-11,2020-06-12,26
06,1 day ahead inc hosp,quantile,0.1,2020-06-11,2020-06-12,388
