,forecast_date,target,target_end_date,location,type,quantile,value
0,2023-01-21,1 wk ahead inc case,2023-01-28,US,point,,302678.05339362664
1,2023-01-21,2 wk ahead inc case,2023-02-04,US,point,,308013.1197176389
2,2023-01-21,3 wk ahead inc case,2023-02-11,US,point,,309908.81473472936
3,2023-01-21,4 wk ahead inc case,2023-02-18,US,point,,310532.1877850981
