location,target,type,quantile,forecast_date,target_end_date,value
01,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,95
02,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,2
04,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,279
05,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,49
06,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,513
08,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,35
09,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,37
10,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,9
11,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,7
12,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,467
13,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,139
15,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,1
16,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,3
17,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,92
18,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,58
19,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,36
20,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,10
21,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,41
22,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,73
23,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,4
24,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,77
25,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,25
26,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,36
27,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,48
28,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,29
29,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,29
30,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,0
31,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,20
32,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,40
33,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,3
34,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,51
35,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,15
36,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,147
37,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,186
38,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,1
39,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,80
40,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,40
41,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,31
42,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,62
44,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,7
45,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,126
46,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,2
47,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,52
48,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,411
49,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,33
50,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,0
51,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,111
53,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,51
54,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,3
55,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,48
56,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,1
US,1 day ahead inc hosp,point,,2020-06-21,2020-06-22,3713
01,1 day ahead inc hosp,quantile,0.01,2020-06-21,2020-06-22,79
02,1 day ahead inc hosp,quantile,0.01,2020-06-21,2020-06-22,0
04,1 day ahead inc hosp,quantile,0.01,2020-06-21,2020-06-22,244
05,1 day ahead inc hosp,quantile,0.01,2020-06-21,2020-06-22,36
