"target","location","location_name","type","quantile","value"
"3 wk ahead cum death",12,"Florida","quantile",0.025,0.121170947607904
"4 wk ahead cum death",12,"Florida","quantile",0.025,0.0945417888845153
"5 wk ahead cum death",12,"Florida","quantile",0.025,0.0758256024047268
"6 wk ahead cum death",12,"Florida","quantile",0.025,0.063768613608984
"1 wk ahead cum death",12,"Florida","quantile",0.5,0.305444421440245
"2 wk ahead cum death",12,"Florida","quantile",0.5,0.286336329989914
"3 wk ahead cum death",12,"Florida","quantile",0.5,0.264519933378805
"4 wk ahead cum death",12,"Florida","quantile",0.5,0.244169125724974
"5 wk ahead cum death",12,"Florida","quantile",0.5,0.22339579508263
"6 wk ahead cum death",12,"Florida","quantile",0.5,0.205143636790854
"1 wk ahead cum death",12,"Florida","quantile",0.975,0.474830142174587
"2 wk ahead cum death",12,"Florida","quantile",0.975,0.555375026352001
"3 wk ahead cum death",12,"Florida","quantile",0.975,0.614309119013291
"4 wk ahead cum death",12,"Florida","quantile",0.975,0.661289085390511
"5 wk ahead cum death",12,"Florida","quantile",0.975,0.700778602512644
"6 wk ahead cum death",12,"Florida","quantile",0.975,0.731087749600162
"1 wk ahead cum death",13,"Georgia","quantile",0.025,0.183732827028839
"2 wk ahead cum death",13,"Georgia","quantile",0.025,0.139153032987318
"3 wk ahead cum death",13,"Georgia","quantile",0.025,0.115894972111811
"4 wk ahead cum death",13,"Georgia","quantile",0.025,0.097548421883949
"5 wk ahead cum death",13,"Georgia","quantile",0.025,0.0842626299961185
"6 wk ahead cum death",13,"Georgia","quantile",0.025,0.0729921737386443
"1 wk ahead cum death",13,"Georgia","quantile",0.5,0.270234998730339
"2 wk ahead cum death",13,"Georgia","quantile",0.5,0.258744950645094
"3 wk ahead cum death",13,"Georgia","quantile",0.5,0.252710568739579
"4 wk ahead cum death",13,"Georgia","quantile",0.5,0.23918368674302
"5 wk ahead cum death",13,"Georgia","quantile",0.5,0.227668953707642
"6 wk ahead cum death",13,"Georgia","quantile",0.5,0.211625479163682
"1 wk ahead cum death",13,"Georgia","quantile",0.975,0.546032174240823
"2 wk ahead cum death",13,"Georgia","quantile",0.975,0.602102016367587
"3 wk ahead cum death",13,"Georgia","quantile",0.975,0.63139445914861
"4 wk ahead cum death",13,"Georgia","quantile",0.975,0.663267891373031
"5 wk ahead cum death",13,"Georgia","quantile",0.975,0.68806841629624
"6 wk ahead cum death",13,"Georgia","quantile",0.975,0.715382347097673
"1 wk ahead cum death",15,"Hawaii","quantile",0.025,0.117969141053144
"2 wk ahead cum death",15,"Hawaii","quantile",0.025,0.055486561764961
"3 wk ahead cum death",15,"Hawaii","quantile",0.025,0.0396604613379408
"4 wk ahead cum death",15,"Hawaii","quantile",0.025,0.0346240561868045
"5 wk ahead cum death",15,"Hawaii","quantile",0.025,0.0323299122499827
"6 wk ahead cum death",15,"Hawaii","quantile",0.025,0.0301868970867935
"1 wk ahead cum death",15,"Hawaii","quantile",0.5,0.225275333619835
"2 wk ahead cum death",15,"Hawaii","quantile",0.5,0.193347213617297
"3 wk ahead cum death",15,"Hawaii","quantile",0.5,0.182435855360906
"4 wk ahead cum death",15,"Hawaii","quantile",0.5,0.174326998141179
"5 wk ahead cum death",15,"Hawaii","quantile",0.5,0.166957047630428
"6 wk ahead cum death",15,"Hawaii","quantile",0.5,0.158725776812688
"1 wk ahead cum death",15,"Hawaii","quantile",0.975,0.656755525327022
"2 wk ahead cum death",15,"Hawaii","quantile",0.975,0.751166224617742
"3 wk ahead cum death",15,"Hawaii","quantile",0.975,0.777903683301153
"4 wk ahead cum death",15,"Hawaii","quantile",0.975,0.791048945672017
"5 wk ahead cum death",15,"Hawaii","quantile",0.975,0.800713040119589
"6 wk ahead cum death",15,"Hawaii","quantile",0.975,0.811087326100518
"1 wk ahead cum death",16,"Idaho","quantile",0.025,0.196851591704031
"2 wk ahead cum death",16,"Idaho","quantile",0.025,0.136107061997526
"3 wk ahead cum death",16,"Idaho","quantile",0.025,0.116632144558863
"4 wk ahead cum death",16,"Idaho","quantile",0.025,0.102543990392089
"5 wk ahead cum death",16,"Idaho","quantile",0.025,0.092058306745986
"6 wk ahead cum death",16,"Idaho","quantile",0.025,0.0830448327393038
"1 wk ahead cum death",16,"Idaho","quantile",0.5,0.248753562016984
"2 wk ahead cum death",16,"Idaho","quantile",0.5,0.221550201680865
"3 wk ahead cum death",16,"Idaho","quantile",0.5,0.209600837288895
"4 wk ahead cum death",16,"Idaho","quantile",0.5,0.197962948303843
"5 wk ahead cum death",16,"Idaho","quantile",0.5,0.182717497151799
"6 wk ahead cum death",16,"Idaho","quantile",0.5,0.168738916541256
"1 wk ahead cum death",16,"Idaho","quantile",0.975,0.554394846278985
"2 wk ahead cum death",16,"Idaho","quantile",0.975,0.642342736321609
"3 wk ahead cum death",16,"Idaho","quantile",0.975,0.673767018152242
"4 wk ahead cum death",16,"Idaho","quantile",0.975,0.699493061304068
"5 wk ahead cum death",16,"Idaho","quantile",0.975,0.725224196102215
"6 wk ahead cum death",16,"Idaho","quantile",0.975,0.74821625071944
"1 wk ahead cum death",17,"Illinois","quantile",0.025,0.206267657614736
"2 wk ahead cum death",17,"Illinois","quantile",0.025,0.151462662846844
"3 wk ahead cum death",17,"Illinois","quantile",0.025,0.111846568293164
"4 wk ahead cum death",17,"Illinois","quantile",0.025,0.0784873310608464
"5 wk ahead cum death",17,"Illinois","quantile",0.025,0.0564201792270717
"6 wk ahead cum death",17,"Illinois","quantile",0.025,0.0418722707319296
"1 wk ahead cum death",17,"Illinois","quantile",0.5,0.291640248796418
"2 wk ahead cum death",17,"Illinois","quantile",0.5,0.266373446566064
"3 wk ahead cum death",17,"Illinois","quantile",0.5,0.23211410235408
"4 wk ahead cum death",17,"Illinois","quantile",0.5,0.188044082874366
"5 wk ahead cum death",17,"Illinois","quantile",0.5,0.149333843296924
"6 wk ahead cum death",17,"Illinois","quantile",0.5,0.118751377328721
"1 wk ahead cum death",17,"Illinois","quantile",0.975,0.502092093588847
"2 wk ahead cum death",17,"Illinois","quantile",0.975,0.582163890587091
"3 wk ahead cum death",17,"Illinois","quantile",0.975,0.656039329352757
"4 wk ahead cum death",17,"Illinois","quantile",0.975,0.733468586064788
"5 wk ahead cum death",17,"Illinois","quantile",0.975,0.794245977476005
"6 wk ahead cum death",17,"Illinois","quantile",0.975,0.839376351939349
"1 wk ahead cum death",18,"Indiana","quantile",0.025,0.185371401126013
"2 wk ahead cum death",18,"Indiana","quantile",0.025,0.136229475810037
"3 wk ahead cum death",18,"Indiana","quantile",0.025,0.109920567936622
"4 wk ahead cum death",18,"Indiana","quantile",0.025,0.0883562138435353
"5 wk ahead cum death",18,"Indiana","quantile",0.025,0.0719990742142362
"6 wk ahead cum death",18,"Indiana","quantile",0.025,0.0581912350361955
"1 wk ahead cum death",18,"Indiana","quantile",0.5,0.273407019447576
"2 wk ahead cum death",18,"Indiana","quantile",0.5,0.251479770936865
"3 wk ahead cum death",18,"Indiana","quantile",0.5,0.230292974845087
"4 wk ahead cum death",18,"Indiana","quantile",0.5,0.202939255759024
"5 wk ahead cum death",18,"Indiana","quantile",0.5,0.179114569652059
"6 wk ahead cum death",18,"Indiana","quantile",0.5,0.156188890024621
"1 wk ahead cum death",18,"Indiana","quantile",0.975,0.541221579426411
"2 wk ahead cum death",18,"Indiana","quantile",0.975,0.612290753253097
"3 wk ahead cum death",18,"Indiana","quantile",0.975,0.659786457218291
"4 wk ahead cum death",18,"Indiana","quantile",0.975,0.708704530397441
"5 wk ahead cum death",18,"Indiana","quantile",0.975,0.748886356133704
"6 wk ahead cum death",18,"Indiana","quantile",0.975,0.785619874939184
"1 wk ahead cum death",19,"Iowa","quantile",0.025,0.15182596009918
"2 wk ahead cum death",19,"Iowa","quantile",0.025,0.0952791013321991
"3 wk ahead cum death",19,"Iowa","quantile",0.025,0.0734130820008902
"4 wk ahead cum death",19,"Iowa","quantile",0.025,0.0633876134274658
"5 wk ahead cum death",19,"Iowa","quantile",0.025,0.0540239284823996
"6 wk ahead cum death",19,"Iowa","quantile",0.025,0.0457901521971497
"1 wk ahead cum death",19,"Iowa","quantile",0.5,0.240951715225287
"2 wk ahead cum death",19,"Iowa","quantile",0.5,0.217841544942439
"3 wk ahead cum death",19,"Iowa","quantile",0.5,0.21009857035411
"4 wk ahead cum death",19,"Iowa","quantile",0.5,0.206467561011474
"5 wk ahead cum death",19,"Iowa","quantile",0.5,0.190321922209437
"6 wk ahead cum death",19,"Iowa","quantile",0.5,0.172389759004127
"1 wk ahead cum death",19,"Iowa","quantile",0.975,0.607222324675532
"2 wk ahead cum death",19,"Iowa","quantile",0.975,0.686879353725362
"3 wk ahead cum death",19,"Iowa","quantile",0.975,0.716488347645
"4 wk ahead cum death",19,"Iowa","quantile",0.975,0.73014482556106
"5 wk ahead cum death",19,"Iowa","quantile",0.975,0.755654149308164
"6 wk ahead cum death",19,"Iowa","quantile",0.975,0.781820088798724
"1 wk ahead cum death",2,"Alaska","quantile",0.025,0.163840859655571
"2 wk ahead cum death",2,"Alaska","quantile",0.025,0.102965054762191
"3 wk ahead cum death",2,"Alaska","quantile",0.025,0.0755017962735393
"4 wk ahead cum death",2,"Alaska","quantile",0.025,0.0614734379085366
"5 wk ahead cum death",2,"Alaska","quantile",0.025,0.0504412552821665
"6 wk ahead cum death",2,"Alaska","quantile",0.025,0.0422511842500135
"1 wk ahead cum death",2,"Alaska","quantile",0.5,0.2280246789902
"2 wk ahead cum death",2,"Alaska","quantile",0.5,0.197294811936713
"3 wk ahead cum death",2,"Alaska","quantile",0.5,0.17692007863264
"4 wk ahead cum death",2,"Alaska","quantile",0.5,0.156242558510739
"5 wk ahead cum death",2,"Alaska","quantile",0.5,0.135302916050697
"6 wk ahead cum death",2,"Alaska","quantile",0.5,0.118759107363283
"1 wk ahead cum death",2,"Alaska","quantile",0.975,0.60813446135423
"2 wk ahead cum death",2,"Alaska","quantile",0.975,0.699740133301095
"3 wk ahead cum death",2,"Alaska","quantile",0.975,0.74757812509382
"4 wk ahead cum death",2,"Alaska","quantile",0.975,0.782284003580724
"5 wk ahead cum death",2,"Alaska","quantile",0.975,0.814255828667136
"6 wk ahead cum death",2,"Alaska","quantile",0.975,0.838989708386703
"1 wk ahead cum death",20,"Kansas","quantile",0.025,0.141567639505549
"2 wk ahead cum death",20,"Kansas","quantile",0.025,0.0859839697074043
"3 wk ahead cum death",20,"Kansas","quantile",0.025,0.0635507203679104
"4 wk ahead cum death",20,"Kansas","quantile",0.025,0.0478188431173597
"5 wk ahead cum death",20,"Kansas","quantile",0.025,0.0384758081164182
"6 wk ahead cum death",20,"Kansas","quantile",0.025,0.0317632100594955
"1 wk ahead cum death",20,"Kansas","quantile",0.5,0.22272590238194
"2 wk ahead cum death",20,"Kansas","quantile",0.5,0.194813172309717
"3 wk ahead cum death",20,"Kansas","quantile",0.5,0.177703145871911
"4 wk ahead cum death",20,"Kansas","quantile",0.5,0.160376297655623
"5 wk ahead cum death",20,"Kansas","quantile",0.5,0.146668118586477
"6 wk ahead cum death",20,"Kansas","quantile",0.5,0.134283163570113
"1 wk ahead cum death",20,"Kansas","quantile",0.975,0.635706458112511
"2 wk ahead cum death",20,"Kansas","quantile",0.975,0.719202857982879
"3 wk ahead cum death",20,"Kansas","quantile",0.975,0.758746133760179
"4 wk ahead cum death",20,"Kansas","quantile",0.975,0.791804859227017
"5 wk ahead cum death",20,"Kansas","quantile",0.975,0.814856073297105
"6 wk ahead cum death",20,"Kansas","quantile",0.975,0.833953626370391
"1 wk ahead cum death",21,"Kentucky","quantile",0.025,0.155193518838682
"2 wk ahead cum death",21,"Kentucky","quantile",0.025,0.100334099523891
"3 wk ahead cum death",21,"Kentucky","quantile",0.025,0.0714580445720608
"4 wk ahead cum death",21,"Kentucky","quantile",0.025,0.0489420334633172
"5 wk ahead cum death",21,"Kentucky","quantile",0.025,0.033513498090601
"6 wk ahead cum death",21,"Kentucky","quantile",0.025,0.0239877503242843
"1 wk ahead cum death",21,"Kentucky","quantile",0.5,0.267561409075931
"2 wk ahead cum death",21,"Kentucky","quantile",0.5,0.245757807862706
"3 wk ahead cum death",21,"Kentucky","quantile",0.5,0.219875727157916
"4 wk ahead cum death",21,"Kentucky","quantile",0.5,0.182131609480325
"5 wk ahead cum death",21,"Kentucky","quantile",0.5,0.145644307057753
"6 wk ahead cum death",21,"Kentucky","quantile",0.5,0.116529927512304
"1 wk ahead cum death",21,"Kentucky","quantile",0.975,0.577245072085386
"2 wk ahead cum death",21,"Kentucky","quantile",0.975,0.653908092613403
"3 wk ahead cum death",21,"Kentucky","quantile",0.975,0.708666228270023
"4 wk ahead cum death",21,"Kentucky","quantile",0.975,0.768926357056358
"5 wk ahead cum death",21,"Kentucky","quantile",0.975,0.820842194851646
"6 wk ahead cum death",21,"Kentucky","quantile",0.975,0.859482322163411
"1 wk ahead cum death",22,"Louisiana","quantile",0.025,0.237803806667782
"2 wk ahead cum death",22,"Louisiana","quantile",0.025,0.18898588893692
"3 wk ahead cum death",22,"Louisiana","quantile",0.025,0.157932777478391
"4 wk ahead cum death",22,"Louisiana","quantile",0.025,0.135077788874259
"5 wk ahead cum death",22,"Louisiana","quantile",0.025,0.117994692062047
"6 wk ahead cum death",22,"Louisiana","quantile",0.025,0.104105085221818
"1 wk ahead cum death",22,"Louisiana","quantile",0.5,0.277384730420869
"2 wk ahead cum death",22,"Louisiana","quantile",0.5,0.241311044849863
"3 wk ahead cum death",22,"Louisiana","quantile",0.5,0.214056152104551
"4 wk ahead cum death",22,"Louisiana","quantile",0.5,0.192325360396484
"5 wk ahead cum death",22,"Louisiana","quantile",0.5,0.175302956647169
"6 wk ahead cum death",22,"Louisiana","quantile",0.5,0.159735638120545
"1 wk ahead cum death",22,"Louisiana","quantile",0.975,0.484811462911349
"2 wk ahead cum death",22,"Louisiana","quantile",0.975,0.569703066213217
"3 wk ahead cum death",22,"Louisiana","quantile",0.975,0.628011070417058
"4 wk ahead cum death",22,"Louisiana","quantile",0.975,0.672596850729257
"5 wk ahead cum death",22,"Louisiana","quantile",0.975,0.706702351290784
"6 wk ahead cum death",22,"Louisiana","quantile",0.975,0.736159276657638
"1 wk ahead cum death",23,"Maine","quantile",0.025,0.171931788075075
"2 wk ahead cum death",23,"Maine","quantile",0.025,0.11334382139296
"3 wk ahead cum death",23,"Maine","quantile",0.025,0.0843009322195142
"4 wk ahead cum death",23,"Maine","quantile",0.025,0.0714479988826028
"5 wk ahead cum death",23,"Maine","quantile",0.025,0.0617108508035675
"6 wk ahead cum death",23,"Maine","quantile",0.025,0.054548520975683
"1 wk ahead cum death",23,"Maine","quantile",0.5,0.244839275059237
"2 wk ahead cum death",23,"Maine","quantile",0.5,0.215076264503271
"3 wk ahead cum death",23,"Maine","quantile",0.5,0.190740509227101
"4 wk ahead cum death",23,"Maine","quantile",0.5,0.176580108179375
"5 wk ahead cum death",23,"Maine","quantile",0.5,0.159630224439303
"6 wk ahead cum death",23,"Maine","quantile",0.5,0.145884532000228
"1 wk ahead cum death",23,"Maine","quantile",0.975,0.583228936865689
"2 wk ahead cum death",23,"Maine","quantile",0.975,0.671579914103769
"3 wk ahead cum death",23,"Maine","quantile",0.975,0.724958558553385
"4 wk ahead cum death",23,"Maine","quantile",0.975,0.751971892938023
"5 wk ahead cum death",23,"Maine","quantile",0.975,0.77865892475713
"6 wk ahead cum death",23,"Maine","quantile",0.975,0.799566947024089
"1 wk ahead cum death",24,"Maryland","quantile",0.025,0.180002501585748
"2 wk ahead cum death",24,"Maryland","quantile",0.025,0.120032184846653
"3 wk ahead cum death",24,"Maryland","quantile",0.025,0.0896814853910478
"4 wk ahead cum death",24,"Maryland","quantile",0.025,0.0623549207166267
"5 wk ahead cum death",24,"Maryland","quantile",0.025,0.0422075594028105
"6 wk ahead cum death",24,"Maryland","quantile",0.025,0.0282615495172102
"1 wk ahead cum death",24,"Maryland","quantile",0.5,0.267684513783222
"2 wk ahead cum death",24,"Maryland","quantile",0.5,0.242461264822431
"3 wk ahead cum death",24,"Maryland","quantile",0.5,0.215934903540145
"4 wk ahead cum death",24,"Maryland","quantile",0.5,0.171759423018167
"5 wk ahead cum death",24,"Maryland","quantile",0.5,0.12792160356568
"6 wk ahead cum death",24,"Maryland","quantile",0.5,0.092236718910892
"1 wk ahead cum death",24,"Maryland","quantile",0.975,0.55231298463103
"2 wk ahead cum death",24,"Maryland","quantile",0.975,0.637506550330915
"3 wk ahead cum death",24,"Maryland","quantile",0.975,0.694383611068808
"4 wk ahead cum death",24,"Maryland","quantile",0.975,0.765885656265206
"5 wk ahead cum death",24,"Maryland","quantile",0.975,0.82987083703151
"6 wk ahead cum death",24,"Maryland","quantile",0.975,0.879501731571898
"1 wk ahead cum death",25,"Massachusetts","quantile",0.025,0.191116861125876
"2 wk ahead cum death",25,"Massachusetts","quantile",0.025,0.128965696795111
"3 wk ahead cum death",25,"Massachusetts","quantile",0.025,0.0921209035463661
"4 wk ahead cum death",25,"Massachusetts","quantile",0.025,0.0667613092248438
"5 wk ahead cum death",25,"Massachusetts","quantile",0.025,0.0492083665286233
"6 wk ahead cum death",25,"Massachusetts","quantile",0.025,0.0392756639937444
"1 wk ahead cum death",25,"Massachusetts","quantile",0.5,0.291736232932038
"2 wk ahead cum death",25,"Massachusetts","quantile",0.5,0.269166706272517
"3 wk ahead cum death",25,"Massachusetts","quantile",0.5,0.237504110094074
"4 wk ahead cum death",25,"Massachusetts","quantile",0.5,0.201829275086414
"5 wk ahead cum death",25,"Massachusetts","quantile",0.5,0.164842571774414
"6 wk ahead cum death",25,"Massachusetts","quantile",0.5,0.140630505638677
"1 wk ahead cum death",25,"Massachusetts","quantile",0.975,0.517146905942086
"2 wk ahead cum death",25,"Massachusetts","quantile",0.975,0.601867596932372
"3 wk ahead cum death",25,"Massachusetts","quantile",0.975,0.67037498635956
"4 wk ahead cum death",25,"Massachusetts","quantile",0.975,0.731409415688742
"5 wk ahead cum death",25,"Massachusetts","quantile",0.975,0.785949061696963
"6 wk ahead cum death",25,"Massachusetts","quantile",0.975,0.820093830367579
"1 wk ahead cum death",26,"Michigan","quantile",0.025,0.224580335606981
"2 wk ahead cum death",26,"Michigan","quantile",0.025,0.178746128766639
"3 wk ahead cum death",26,"Michigan","quantile",0.025,0.149665483833557
"4 wk ahead cum death",26,"Michigan","quantile",0.025,0.126204032496747
"5 wk ahead cum death",26,"Michigan","quantile",0.025,0.108897979094084
"6 wk ahead cum death",26,"Michigan","quantile",0.025,0.0956591754840764
"1 wk ahead cum death",26,"Michigan","quantile",0.5,0.281239378492142
"2 wk ahead cum death",26,"Michigan","quantile",0.5,0.256787566213139
"3 wk ahead cum death",26,"Michigan","quantile",0.5,0.235240805847957
"4 wk ahead cum death",26,"Michigan","quantile",0.5,0.214165265515052
"5 wk ahead cum death",26,"Michigan","quantile",0.5,0.19708944648938
"6 wk ahead cum death",26,"Michigan","quantile",0.5,0.182240864856672
"1 wk ahead cum death",26,"Michigan","quantile",0.975,0.494180285900877
"2 wk ahead cum death",26,"Michigan","quantile",0.975,0.564466305020222
"3 wk ahead cum death",26,"Michigan","quantile",0.975,0.615093710318486
"4 wk ahead cum death",26,"Michigan","quantile",0.975,0.659630701988201
"5 wk ahead cum death",26,"Michigan","quantile",0.975,0.694012574416536
"6 wk ahead cum death",26,"Michigan","quantile",0.975,0.722099959659252
"1 wk ahead cum death",27,"Minnesota","quantile",0.025,0.159385145283973
"2 wk ahead cum death",27,"Minnesota","quantile",0.025,0.0967653095238349
"3 wk ahead cum death",27,"Minnesota","quantile",0.025,0.0699032524231417
"4 wk ahead cum death",27,"Minnesota","quantile",0.025,0.0524197404952472
"5 wk ahead cum death",27,"Minnesota","quantile",0.025,0.0404678241906071
"6 wk ahead cum death",27,"Minnesota","quantile",0.025,0.0310670268830252
"1 wk ahead cum death",27,"Minnesota","quantile",0.5,0.260925273275447
"2 wk ahead cum death",27,"Minnesota","quantile",0.5,0.232012386846137
"3 wk ahead cum death",27,"Minnesota","quantile",0.5,0.207151558546659
"4 wk ahead cum death",27,"Minnesota","quantile",0.5,0.185140552604626
"5 wk ahead cum death",27,"Minnesota","quantile",0.5,0.164610625865014
"6 wk ahead cum death",27,"Minnesota","quantile",0.5,0.14048425949896
"1 wk ahead cum death",27,"Minnesota","quantile",0.975,0.57968958144058
"2 wk ahead cum death",27,"Minnesota","quantile",0.975,0.671222303630028
"3 wk ahead cum death",27,"Minnesota","quantile",0.975,0.722945189030199
"4 wk ahead cum death",27,"Minnesota","quantile",0.975,0.762439706900126
"5 wk ahead cum death",27,"Minnesota","quantile",0.975,0.794921549944379
"6 wk ahead cum death",27,"Minnesota","quantile",0.975,0.828448713618015
"1 wk ahead cum death",28,"Mississippi","quantile",0.025,0.155002234049643
"2 wk ahead cum death",28,"Mississippi","quantile",0.025,0.0967408903010072
"3 wk ahead cum death",28,"Mississippi","quantile",0.025,0.0770867839394534
"4 wk ahead cum death",28,"Mississippi","quantile",0.025,0.0614661048520249
"5 wk ahead cum death",28,"Mississippi","quantile",0.025,0.0493884828066126
"6 wk ahead cum death",28,"Mississippi","quantile",0.025,0.0399219232555823
"1 wk ahead cum death",28,"Mississippi","quantile",0.5,0.22451369178749
"2 wk ahead cum death",28,"Mississippi","quantile",0.5,0.192920564478548
"3 wk ahead cum death",28,"Mississippi","quantile",0.5,0.179641859221525
"4 wk ahead cum death",28,"Mississippi","quantile",0.5,0.159257874237972
"5 wk ahead cum death",28,"Mississippi","quantile",0.5,0.139903096588639
"6 wk ahead cum death",28,"Mississippi","quantile",0.5,0.120801304692576
"1 wk ahead cum death",28,"Mississippi","quantile",0.975,0.620484074162867
"2 wk ahead cum death",28,"Mississippi","quantile",0.975,0.710338545220445
"3 wk ahead cum death",28,"Mississippi","quantile",0.975,0.743271356839022
"4 wk ahead cum death",28,"Mississippi","quantile",0.975,0.779276020910003
"5 wk ahead cum death",28,"Mississippi","quantile",0.975,0.810708420604749
"6 wk ahead cum death",28,"Mississippi","quantile",0.975,0.839276772051841
"1 wk ahead cum death",29,"Missouri","quantile",0.025,0.125045864030755
"2 wk ahead cum death",29,"Missouri","quantile",0.025,0.0794167970600918
"3 wk ahead cum death",29,"Missouri","quantile",0.025,0.0662005149494239
"4 wk ahead cum death",29,"Missouri","quantile",0.025,0.0577147032272799
"5 wk ahead cum death",29,"Missouri","quantile",0.025,0.0491279027336449
"6 wk ahead cum death",29,"Missouri","quantile",0.025,0.0432244126675025
"1 wk ahead cum death",29,"Missouri","quantile",0.5,0.225188478338224
"2 wk ahead cum death",29,"Missouri","quantile",0.5,0.205904405120177
"3 wk ahead cum death",29,"Missouri","quantile",0.5,0.196536823927908
"4 wk ahead cum death",29,"Missouri","quantile",0.5,0.187956134714514
"5 wk ahead cum death",29,"Missouri","quantile",0.5,0.174022744578102
"6 wk ahead cum death",29,"Missouri","quantile",0.5,0.162904345934748
"1 wk ahead cum death",29,"Missouri","quantile",0.975,0.649765657631021
"2 wk ahead cum death",29,"Missouri","quantile",0.975,0.714678797819731
"3 wk ahead cum death",29,"Missouri","quantile",0.975,0.737262661122668
"4 wk ahead cum death",29,"Missouri","quantile",0.975,0.754329162058206
"5 wk ahead cum death",29,"Missouri","quantile",0.975,0.776849352688253
"6 wk ahead cum death",29,"Missouri","quantile",0.975,0.793871241397749
"1 wk ahead cum death",30,"Montana","quantile",0.025,0.169497604763243
"2 wk ahead cum death",30,"Montana","quantile",0.025,0.0988178440336425
"3 wk ahead cum death",30,"Montana","quantile",0.025,0.0740905239539303
"4 wk ahead cum death",30,"Montana","quantile",0.025,0.062824504066138
