forecast_date,target,location,target_end_date,type,quantile,value
2020-07-06,1 wk ahead cum death,18,2020-07-11,quantile,0.5,2766.5
2020-07-06,1 wk ahead cum death,18,2020-07-11,quantile,0.55,2769
2020-07-06,1 wk ahead cum death,18,2020-07-11,quantile,0.6,2772.4
2020-07-06,1 wk ahead cum death,18,2020-07-11,quantile,0.65,2775
2020-07-06,1 wk ahead cum death,18,2020-07-11,quantile,0.7,2780
2020-07-06,1 wk ahead cum death,18,2020-07-11,quantile,0.75,2787
2020-07-06,1 wk ahead cum death,18,2020-07-11,quantile,0.8,2805
2020-07-06,1 wk ahead cum death,18,2020-07-11,quantile,0.85,2829
2020-07-06,1 wk ahead cum death,18,2020-07-11,quantile,0.9,2850.1
2020-07-06,1 wk ahead cum death,18,2020-07-11,quantile,0.95,2892.05
2020-07-06,1 wk ahead cum death,18,2020-07-11,quantile,0.975,2929
2020-07-06,1 wk ahead cum death,18,2020-07-11,quantile,0.99,2979.07
2020-07-06,1 wk ahead cum death,18,2020-07-11,point,NA,2766.5
2020-07-06,1 wk ahead cum death,21,2020-07-11,quantile,0.01,589
2020-07-06,1 wk ahead cum death,21,2020-07-11,quantile,0.025,592.425
2020-07-06,1 wk ahead cum death,21,2020-07-11,quantile,0.05,597
2020-07-06,1 wk ahead cum death,21,2020-07-11,quantile,0.1,600
2020-07-06,1 wk ahead cum death,21,2020-07-11,quantile,0.15,605
2020-07-06,1 wk ahead cum death,21,2020-07-11,quantile,0.2,609
2020-07-06,1 wk ahead cum death,21,2020-07-11,quantile,0.25,612
2020-07-06,1 wk ahead cum death,21,2020-07-11,quantile,0.3,616
2020-07-06,1 wk ahead cum death,21,2020-07-11,quantile,0.35,620.95
2020-07-06,1 wk ahead cum death,21,2020-07-11,quantile,0.4,626
2020-07-06,1 wk ahead cum death,21,2020-07-11,quantile,0.45,631
2020-07-06,1 wk ahead cum death,21,2020-07-11,quantile,0.5,638
2020-07-06,1 wk ahead cum death,21,2020-07-11,quantile,0.55,646
2020-07-06,1 wk ahead cum death,21,2020-07-11,quantile,0.6,652.2
2020-07-06,1 wk ahead cum death,21,2020-07-11,quantile,0.65,659.0500000000001
2020-07-06,1 wk ahead cum death,21,2020-07-11,quantile,0.7,670
2020-07-06,1 wk ahead cum death,21,2020-07-11,quantile,0.75,688
2020-07-06,1 wk ahead cum death,21,2020-07-11,quantile,0.8,706
2020-07-06,1 wk ahead cum death,21,2020-07-11,quantile,0.85,723.45
2020-07-06,1 wk ahead cum death,21,2020-07-11,quantile,0.9,741
2020-07-06,1 wk ahead cum death,21,2020-07-11,quantile,0.95,777.5999999999999
2020-07-06,1 wk ahead cum death,21,2020-07-11,quantile,0.975,801
2020-07-06,1 wk ahead cum death,21,2020-07-11,quantile,0.99,886.049999999999
2020-07-06,1 wk ahead cum death,21,2020-07-11,point,NA,638
2020-07-06,1 wk ahead cum death,26,2020-07-11,quantile,0.01,6228.97
2020-07-06,1 wk ahead cum death,26,2020-07-11,quantile,0.025,6232
2020-07-06,1 wk ahead cum death,26,2020-07-11,quantile,0.05,6237
2020-07-06,1 wk ahead cum death,26,2020-07-11,quantile,0.1,6245
2020-07-06,1 wk ahead cum death,26,2020-07-11,quantile,0.15,6251
2020-07-06,1 wk ahead cum death,26,2020-07-11,quantile,0.2,6258
2020-07-06,1 wk ahead cum death,26,2020-07-11,quantile,0.25,6263
2020-07-06,1 wk ahead cum death,26,2020-07-11,quantile,0.3,6269
2020-07-06,1 wk ahead cum death,26,2020-07-11,quantile,0.35,6276
2020-07-06,1 wk ahead cum death,26,2020-07-11,quantile,0.4,6283
2020-07-06,1 wk ahead cum death,26,2020-07-11,quantile,0.45,6292.65
2020-07-06,1 wk ahead cum death,26,2020-07-11,quantile,0.5,6298
2020-07-06,1 wk ahead cum death,26,2020-07-11,quantile,0.55,6307.35
2020-07-06,1 wk ahead cum death,26,2020-07-11,quantile,0.6,6323
2020-07-06,1 wk ahead cum death,26,2020-07-11,quantile,0.65,6340
2020-07-06,1 wk ahead cum death,26,2020-07-11,quantile,0.7,6355
2020-07-06,1 wk ahead cum death,26,2020-07-11,quantile,0.75,6373
2020-07-06,1 wk ahead cum death,26,2020-07-11,quantile,0.8,6409.8
2020-07-06,1 wk ahead cum death,26,2020-07-11,quantile,0.85,6475
2020-07-06,1 wk ahead cum death,26,2020-07-11,quantile,0.9,6551
2020-07-06,1 wk ahead cum death,26,2020-07-11,quantile,0.95,6825.499999999999
2020-07-06,1 wk ahead cum death,26,2020-07-11,quantile,0.975,6911.9
2020-07-06,1 wk ahead cum death,26,2020-07-11,quantile,0.99,6968.15
2020-07-06,1 wk ahead cum death,26,2020-07-11,point,NA,6298
2020-07-06,1 wk ahead cum death,27,2020-07-11,quantile,0.01,1534.97
2020-07-06,1 wk ahead cum death,27,2020-07-11,quantile,0.025,1539
2020-07-06,1 wk ahead cum death,27,2020-07-11,quantile,0.05,1548.6999999999998
2020-07-06,1 wk ahead cum death,27,2020-07-11,quantile,0.1,1558
2020-07-06,1 wk ahead cum death,27,2020-07-11,quantile,0.15,1563
2020-07-06,1 wk ahead cum death,27,2020-07-11,quantile,0.2,1568
2020-07-06,1 wk ahead cum death,27,2020-07-11,quantile,0.25,1571
2020-07-06,1 wk ahead cum death,27,2020-07-11,quantile,0.3,1575
2020-07-06,1 wk ahead cum death,27,2020-07-11,quantile,0.35,1578.95
2020-07-06,1 wk ahead cum death,27,2020-07-11,quantile,0.4,1582
2020-07-06,1 wk ahead cum death,27,2020-07-11,quantile,0.45,1584
2020-07-06,1 wk ahead cum death,27,2020-07-11,quantile,0.5,1588.5
2020-07-06,1 wk ahead cum death,27,2020-07-11,quantile,0.55,1593
2020-07-06,1 wk ahead cum death,27,2020-07-11,quantile,0.6,1595
2020-07-06,1 wk ahead cum death,27,2020-07-11,quantile,0.65,1599
2020-07-06,1 wk ahead cum death,27,2020-07-11,quantile,0.7,1604
2020-07-06,1 wk ahead cum death,27,2020-07-11,quantile,0.75,1610
2020-07-06,1 wk ahead cum death,27,2020-07-11,quantile,0.8,1617
2020-07-06,1 wk ahead cum death,27,2020-07-11,quantile,0.85,1629
2020-07-06,1 wk ahead cum death,27,2020-07-11,quantile,0.9,1649
2020-07-06,1 wk ahead cum death,27,2020-07-11,quantile,0.95,1688.3
2020-07-06,1 wk ahead cum death,27,2020-07-11,quantile,0.975,1724.3
2020-07-06,1 wk ahead cum death,27,2020-07-11,quantile,0.99,1780.1499999999999
2020-07-06,1 wk ahead cum death,27,2020-07-11,point,NA,1588.5
2020-07-06,1 wk ahead cum death,39,2020-07-11,quantile,0.01,2964.96
2020-07-06,1 wk ahead cum death,39,2020-07-11,quantile,0.025,2980.475
2020-07-06,1 wk ahead cum death,39,2020-07-11,quantile,0.05,2993.95
2020-07-06,1 wk ahead cum death,39,2020-07-11,quantile,0.1,3017
2020-07-06,1 wk ahead cum death,39,2020-07-11,quantile,0.15,3035
2020-07-06,1 wk ahead cum death,39,2020-07-11,quantile,0.2,3045.8
2020-07-06,1 wk ahead cum death,39,2020-07-11,quantile,0.25,3054
2020-07-06,1 wk ahead cum death,39,2020-07-11,quantile,0.3,3063
2020-07-06,1 wk ahead cum death,39,2020-07-11,quantile,0.35,3069.65
2020-07-06,1 wk ahead cum death,39,2020-07-11,quantile,0.4,3076
2020-07-06,1 wk ahead cum death,39,2020-07-11,quantile,0.45,3082
2020-07-06,1 wk ahead cum death,39,2020-07-11,quantile,0.5,3087
2020-07-06,1 wk ahead cum death,39,2020-07-11,quantile,0.55,3091
2020-07-06,1 wk ahead cum death,39,2020-07-11,quantile,0.6,3097
2020-07-06,1 wk ahead cum death,39,2020-07-11,quantile,0.65,3106
2020-07-06,1 wk ahead cum death,39,2020-07-11,quantile,0.7,3118
2020-07-06,1 wk ahead cum death,39,2020-07-11,quantile,0.75,3137.75
2020-07-06,1 wk ahead cum death,39,2020-07-11,quantile,0.8,3170
2020-07-06,1 wk ahead cum death,39,2020-07-11,quantile,0.85,3205
2020-07-06,1 wk ahead cum death,39,2020-07-11,quantile,0.9,3248.1
2020-07-06,1 wk ahead cum death,39,2020-07-11,quantile,0.95,3301
2020-07-06,1 wk ahead cum death,39,2020-07-11,quantile,0.975,3333.575
2020-07-06,1 wk ahead cum death,39,2020-07-11,quantile,0.99,3359.1000000000004
2020-07-06,1 wk ahead cum death,39,2020-07-11,point,NA,3087
2020-07-06,1 wk ahead cum death,55,2020-07-11,quantile,0.01,802
2020-07-06,1 wk ahead cum death,55,2020-07-11,quantile,0.025,806
2020-07-06,1 wk ahead cum death,55,2020-07-11,quantile,0.05,810
2020-07-06,1 wk ahead cum death,55,2020-07-11,quantile,0.1,818
2020-07-06,1 wk ahead cum death,55,2020-07-11,quantile,0.15,822
2020-07-06,1 wk ahead cum death,55,2020-07-11,quantile,0.2,826
2020-07-06,1 wk ahead cum death,55,2020-07-11,quantile,0.25,830
2020-07-06,1 wk ahead cum death,55,2020-07-11,quantile,0.3,834
2020-07-06,1 wk ahead cum death,55,2020-07-11,quantile,0.35,839.65
2020-07-06,1 wk ahead cum death,55,2020-07-11,quantile,0.4,844
2020-07-06,1 wk ahead cum death,55,2020-07-11,quantile,0.45,847
2020-07-06,1 wk ahead cum death,55,2020-07-11,quantile,0.5,851.5
2020-07-06,1 wk ahead cum death,55,2020-07-11,quantile,0.55,855
2020-07-06,1 wk ahead cum death,55,2020-07-11,quantile,0.6,859
2020-07-06,1 wk ahead cum death,55,2020-07-11,quantile,0.65,865
2020-07-06,1 wk ahead cum death,55,2020-07-11,quantile,0.7,872
2020-07-06,1 wk ahead cum death,55,2020-07-11,quantile,0.75,881.2500000000001
2020-07-06,1 wk ahead cum death,55,2020-07-11,quantile,0.8,892.2
2020-07-06,1 wk ahead cum death,55,2020-07-11,quantile,0.85,904.1500000000001
2020-07-06,1 wk ahead cum death,55,2020-07-11,quantile,0.9,917.1
2020-07-06,1 wk ahead cum death,55,2020-07-11,quantile,0.95,954.05
2020-07-06,1 wk ahead cum death,55,2020-07-11,quantile,0.975,987.1999999999998
2020-07-06,1 wk ahead cum death,55,2020-07-11,quantile,0.99,1018.1199999999999
2020-07-06,1 wk ahead cum death,55,2020-07-11,point,NA,851.5
2020-07-06,1 wk ahead inc death,17,2020-07-11,quantile,0.01,33.94
2020-07-06,1 wk ahead inc death,17,2020-07-11,quantile,0.025,81.975
2020-07-06,1 wk ahead inc death,17,2020-07-11,quantile,0.05,112
2020-07-06,1 wk ahead inc death,17,2020-07-11,quantile,0.1,194.40000000000003
2020-07-06,1 wk ahead inc death,17,2020-07-11,quantile,0.15,251.20000000000005
2020-07-06,1 wk ahead inc death,17,2020-07-11,quantile,0.2,290.4
2020-07-06,1 wk ahead inc death,17,2020-07-11,quantile,0.25,323
2020-07-06,1 wk ahead inc death,17,2020-07-11,quantile,0.3,342
2020-07-06,1 wk ahead inc death,17,2020-07-11,quantile,0.35,355.95000000000005
2020-07-06,1 wk ahead inc death,17,2020-07-11,quantile,0.4,371.8
2020-07-06,1 wk ahead inc death,17,2020-07-11,quantile,0.45,385.3
2020-07-06,1 wk ahead inc death,17,2020-07-11,quantile,0.5,395
2020-07-06,1 wk ahead inc death,17,2020-07-11,quantile,0.55,409
2020-07-06,1 wk ahead inc death,17,2020-07-11,quantile,0.6,416
2020-07-06,1 wk ahead inc death,17,2020-07-11,quantile,0.65,430.05000000000007
2020-07-06,1 wk ahead inc death,17,2020-07-11,quantile,0.7,444
2020-07-06,1 wk ahead inc death,17,2020-07-11,quantile,0.75,468
2020-07-06,1 wk ahead inc death,17,2020-07-11,quantile,0.8,505
2020-07-06,1 wk ahead inc death,17,2020-07-11,quantile,0.85,550.45
2020-07-06,1 wk ahead inc death,17,2020-07-11,quantile,0.9,600
2020-07-06,1 wk ahead inc death,17,2020-07-11,quantile,0.95,653.15
2020-07-06,1 wk ahead inc death,17,2020-07-11,quantile,0.975,701.3
2020-07-06,1 wk ahead inc death,17,2020-07-11,quantile,0.99,750.3899999999996
2020-07-06,1 wk ahead inc death,17,2020-07-11,point,NA,395
2020-07-06,1 wk ahead inc death,18,2020-07-11,quantile,0.01,22.97
2020-07-06,1 wk ahead inc death,18,2020-07-11,quantile,0.025,31.475
2020-07-06,1 wk ahead inc death,18,2020-07-11,quantile,0.05,42
2020-07-06,1 wk ahead inc death,18,2020-07-11,quantile,0.1,50
2020-07-06,1 wk ahead inc death,18,2020-07-11,quantile,0.15,55
2020-07-06,1 wk ahead inc death,18,2020-07-11,quantile,0.2,58
2020-07-06,1 wk ahead inc death,18,2020-07-11,quantile,0.25,60
2020-07-06,1 wk ahead inc death,18,2020-07-11,quantile,0.3,64.69999999999999
2020-07-06,1 wk ahead inc death,18,2020-07-11,quantile,0.35,68
2020-07-06,1 wk ahead inc death,18,2020-07-11,quantile,0.4,69
2020-07-06,1 wk ahead inc death,18,2020-07-11,quantile,0.45,72
2020-07-06,1 wk ahead inc death,18,2020-07-11,quantile,0.5,74
2020-07-06,1 wk ahead inc death,18,2020-07-11,quantile,0.55,77
2020-07-06,1 wk ahead inc death,18,2020-07-11,quantile,0.6,79
2020-07-06,1 wk ahead inc death,18,2020-07-11,quantile,0.65,82.35000000000008
2020-07-06,1 wk ahead inc death,18,2020-07-11,quantile,0.7,87
2020-07-06,1 wk ahead inc death,18,2020-07-11,quantile,0.75,92.25000000000006
2020-07-06,1 wk ahead inc death,18,2020-07-11,quantile,0.8,111.20000000000005
2020-07-06,1 wk ahead inc death,18,2020-07-11,quantile,0.85,130.15000000000003
2020-07-06,1 wk ahead inc death,18,2020-07-11,quantile,0.9,148.10000000000008
2020-07-06,1 wk ahead inc death,18,2020-07-11,quantile,0.95,181.34999999999968
2020-07-06,1 wk ahead inc death,18,2020-07-11,quantile,0.975,219.04999999999995
2020-07-06,1 wk ahead inc death,18,2020-07-11,quantile,0.99,263.04999999999995
2020-07-06,1 wk ahead inc death,18,2020-07-11,point,NA,74
2020-07-06,1 wk ahead inc death,21,2020-07-11,quantile,0.01,3
2020-07-06,1 wk ahead inc death,21,2020-07-11,quantile,0.025,7
2020-07-06,1 wk ahead inc death,21,2020-07-11,quantile,0.05,10
2020-07-06,1 wk ahead inc death,21,2020-07-11,quantile,0.1,13
2020-07-06,1 wk ahead inc death,21,2020-07-11,quantile,0.15,18
2020-07-06,1 wk ahead inc death,21,2020-07-11,quantile,0.2,21
2020-07-06,1 wk ahead inc death,21,2020-07-11,quantile,0.25,23
2020-07-06,1 wk ahead inc death,21,2020-07-11,quantile,0.3,27.099999999999994
2020-07-06,1 wk ahead inc death,21,2020-07-11,quantile,0.35,31
2020-07-06,1 wk ahead inc death,21,2020-07-11,quantile,0.4,35.80000000000001
2020-07-06,1 wk ahead inc death,21,2020-07-11,quantile,0.45,41.650000000000006
2020-07-06,1 wk ahead inc death,21,2020-07-11,quantile,0.5,48
2020-07-06,1 wk ahead inc death,21,2020-07-11,quantile,0.55,54
2020-07-06,1 wk ahead inc death,21,2020-07-11,quantile,0.6,60
2020-07-06,1 wk ahead inc death,21,2020-07-11,quantile,0.65,66
2020-07-06,1 wk ahead inc death,21,2020-07-11,quantile,0.7,75
2020-07-06,1 wk ahead inc death,21,2020-07-11,quantile,0.75,94.75000000000006
2020-07-06,1 wk ahead inc death,21,2020-07-11,quantile,0.8,109.20000000000005
2020-07-06,1 wk ahead inc death,21,2020-07-11,quantile,0.85,121.45000000000005
2020-07-06,1 wk ahead inc death,21,2020-07-11,quantile,0.9,141
2020-07-06,1 wk ahead inc death,21,2020-07-11,quantile,0.95,169.14999999999998
2020-07-06,1 wk ahead inc death,21,2020-07-11,quantile,0.975,193.29999999999995
2020-07-06,1 wk ahead inc death,21,2020-07-11,quantile,0.99,265.16999999999894
2020-07-06,1 wk ahead inc death,21,2020-07-11,point,NA,48
2020-07-06,1 wk ahead inc death,26,2020-07-11,quantile,0.01,11.969999999999999
2020-07-06,1 wk ahead inc death,26,2020-07-11,quantile,0.025,15
2020-07-06,1 wk ahead inc death,26,2020-07-11,quantile,0.05,19
2020-07-06,1 wk ahead inc death,26,2020-07-11,quantile,0.1,26
2020-07-06,1 wk ahead inc death,26,2020-07-11,quantile,0.15,31.55000000000001
2020-07-06,1 wk ahead inc death,26,2020-07-11,quantile,0.2,39
2020-07-06,1 wk ahead inc death,26,2020-07-11,quantile,0.25,42
2020-07-06,1 wk ahead inc death,26,2020-07-11,quantile,0.3,48
2020-07-06,1 wk ahead inc death,26,2020-07-11,quantile,0.35,53
2020-07-06,1 wk ahead inc death,26,2020-07-11,quantile,0.4,59.80000000000001
2020-07-06,1 wk ahead inc death,26,2020-07-11,quantile,0.45,68
2020-07-06,1 wk ahead inc death,26,2020-07-11,quantile,0.5,73.5
2020-07-06,1 wk ahead inc death,26,2020-07-11,quantile,0.55,82
2020-07-06,1 wk ahead inc death,26,2020-07-11,quantile,0.6,97
2020-07-06,1 wk ahead inc death,26,2020-07-11,quantile,0.65,109
2020-07-06,1 wk ahead inc death,26,2020-07-11,quantile,0.7,124.90000000000003
2020-07-06,1 wk ahead inc death,26,2020-07-11,quantile,0.75,141
2020-07-06,1 wk ahead inc death,26,2020-07-11,quantile,0.8,171.60000000000002
2020-07-06,1 wk ahead inc death,26,2020-07-11,quantile,0.85,230.9000000000001
2020-07-06,1 wk ahead inc death,26,2020-07-11,quantile,0.9,296.9000000000002
2020-07-06,1 wk ahead inc death,26,2020-07-11,quantile,0.95,557.5999999999999
2020-07-06,1 wk ahead inc death,26,2020-07-11,quantile,0.975,632.575
2020-07-06,1 wk ahead inc death,26,2020-07-11,quantile,0.99,670.03
2020-07-06,1 wk ahead inc death,26,2020-07-11,point,NA,73.5
2020-07-06,1 wk ahead inc death,27,2020-07-11,quantile,0.01,27.939999999999998
2020-07-06,1 wk ahead inc death,27,2020-07-11,quantile,0.025,32
2020-07-06,1 wk ahead inc death,27,2020-07-11,quantile,0.05,39
2020-07-06,1 wk ahead inc death,27,2020-07-11,quantile,0.1,48.7
2020-07-06,1 wk ahead inc death,27,2020-07-11,quantile,0.15,53
2020-07-06,1 wk ahead inc death,27,2020-07-11,quantile,0.2,57
2020-07-06,1 wk ahead inc death,27,2020-07-11,quantile,0.25,59
2020-07-06,1 wk ahead inc death,27,2020-07-11,quantile,0.3,63
2020-07-06,1 wk ahead inc death,27,2020-07-11,quantile,0.35,65
2020-07-06,1 wk ahead inc death,27,2020-07-11,quantile,0.4,69
2020-07-06,1 wk ahead inc death,27,2020-07-11,quantile,0.45,72
2020-07-06,1 wk ahead inc death,27,2020-07-11,quantile,0.5,74.5
2020-07-06,1 wk ahead inc death,27,2020-07-11,quantile,0.55,78
2020-07-06,1 wk ahead inc death,27,2020-07-11,quantile,0.6,80
2020-07-06,1 wk ahead inc death,27,2020-07-11,quantile,0.65,84.05000000000007
2020-07-06,1 wk ahead inc death,27,2020-07-11,quantile,0.7,90
2020-07-06,1 wk ahead inc death,27,2020-07-11,quantile,0.75,95
2020-07-06,1 wk ahead inc death,27,2020-07-11,quantile,0.8,100
2020-07-06,1 wk ahead inc death,27,2020-07-11,quantile,0.85,112.45000000000005
2020-07-06,1 wk ahead inc death,27,2020-07-11,quantile,0.9,131
2020-07-06,1 wk ahead inc death,27,2020-07-11,quantile,0.95,164.44999999999993
2020-07-06,1 wk ahead inc death,27,2020-07-11,quantile,0.975,199
2020-07-06,1 wk ahead inc death,27,2020-07-11,quantile,0.99,243.14999999999986
2020-07-06,1 wk ahead inc death,27,2020-07-11,point,NA,74.5
2020-07-06,1 wk ahead inc death,39,2020-07-11,quantile,0.01,54
2020-07-06,1 wk ahead inc death,39,2020-07-11,quantile,0.025,63.900000000000006
2020-07-06,1 wk ahead inc death,39,2020-07-11,quantile,0.05,80.95
2020-07-06,1 wk ahead inc death,39,2020-07-11,quantile,0.1,99
2020-07-06,1 wk ahead inc death,39,2020-07-11,quantile,0.15,115.85000000000001
2020-07-06,1 wk ahead inc death,39,2020-07-11,quantile,0.2,125
2020-07-06,1 wk ahead inc death,39,2020-07-11,quantile,0.25,134.75
2020-07-06,1 wk ahead inc death,39,2020-07-11,quantile,0.3,140
2020-07-06,1 wk ahead inc death,39,2020-07-11,quantile,0.35,146
2020-07-06,1 wk ahead inc death,39,2020-07-11,quantile,0.4,151
2020-07-06,1 wk ahead inc death,39,2020-07-11,quantile,0.45,157
2020-07-06,1 wk ahead inc death,39,2020-07-11,quantile,0.5,161
2020-07-06,1 wk ahead inc death,39,2020-07-11,quantile,0.55,165
2020-07-06,1 wk ahead inc death,39,2020-07-11,quantile,0.6,170
2020-07-06,1 wk ahead inc death,39,2020-07-11,quantile,0.65,179
2020-07-06,1 wk ahead inc death,39,2020-07-11,quantile,0.7,188.3
2020-07-06,1 wk ahead inc death,39,2020-07-11,quantile,0.75,208
2020-07-06,1 wk ahead inc death,39,2020-07-11,quantile,0.8,233.4000000000001
2020-07-06,1 wk ahead inc death,39,2020-07-11,quantile,0.85,266
2020-07-06,1 wk ahead inc death,39,2020-07-11,quantile,0.9,296.30000000000024
2020-07-06,1 wk ahead inc death,39,2020-07-11,quantile,0.95,354
2020-07-06,1 wk ahead inc death,39,2020-07-11,quantile,0.975,376.525
2020-07-06,1 wk ahead inc death,39,2020-07-11,quantile,0.99,402.05999999999995
2020-07-06,1 wk ahead inc death,39,2020-07-11,point,NA,161
2020-07-06,1 wk ahead inc death,55,2020-07-11,quantile,0.01,4.99
2020-07-06,1 wk ahead inc death,55,2020-07-11,quantile,0.025,8.475000000000001
2020-07-06,1 wk ahead inc death,55,2020-07-11,quantile,0.05,12.950000000000003
2020-07-06,1 wk ahead inc death,55,2020-07-11,quantile,0.1,20
2020-07-06,1 wk ahead inc death,55,2020-07-11,quantile,0.15,22.85000000000001
2020-07-06,1 wk ahead inc death,55,2020-07-11,quantile,0.2,26.80000000000001
2020-07-06,1 wk ahead inc death,55,2020-07-11,quantile,0.25,30
2020-07-06,1 wk ahead inc death,55,2020-07-11,quantile,0.3,34
2020-07-06,1 wk ahead inc death,55,2020-07-11,quantile,0.35,38
2020-07-06,1 wk ahead inc death,55,2020-07-11,quantile,0.4,42.60000000000002
2020-07-06,1 wk ahead inc death,55,2020-07-11,quantile,0.45,46
2020-07-06,1 wk ahead inc death,55,2020-07-11,quantile,0.5,49
2020-07-06,1 wk ahead inc death,55,2020-07-11,quantile,0.55,52
2020-07-06,1 wk ahead inc death,55,2020-07-11,quantile,0.6,56
2020-07-06,1 wk ahead inc death,55,2020-07-11,quantile,0.65,60
2020-07-06,1 wk ahead inc death,55,2020-07-11,quantile,0.7,68
2020-07-06,1 wk ahead inc death,55,2020-07-11,quantile,0.75,75
2020-07-06,1 wk ahead inc death,55,2020-07-11,quantile,0.8,87
2020-07-06,1 wk ahead inc death,55,2020-07-11,quantile,0.85,97.15000000000003
2020-07-06,1 wk ahead inc death,55,2020-07-11,quantile,0.9,106.10000000000008
2020-07-06,1 wk ahead inc death,55,2020-07-11,quantile,0.95,138.0999999999999
2020-07-06,1 wk ahead inc death,55,2020-07-11,quantile,0.975,170.14999999999986
2020-07-06,1 wk ahead inc death,55,2020-07-11,quantile,0.99,198.06999999999994
2020-07-06,1 wk ahead inc death,55,2020-07-11,point,NA,49
2020-07-06,2 wk ahead cum death,17,2020-07-18,quantile,0.01,7073.79
2020-07-06,2 wk ahead cum death,17,2020-07-18,quantile,0.025,7174.55
2020-07-06,2 wk ahead cum death,17,2020-07-18,quantile,0.05,7239.7
2020-07-06,2 wk ahead cum death,17,2020-07-18,quantile,0.1,7425
2020-07-06,2 wk ahead cum death,17,2020-07-18,quantile,0.15,7547
2020-07-06,2 wk ahead cum death,17,2020-07-18,quantile,0.2,7631
2020-07-06,2 wk ahead cum death,17,2020-07-18,quantile,0.25,7692.5
2020-07-06,2 wk ahead cum death,17,2020-07-18,quantile,0.3,7738.1
2020-07-06,2 wk ahead cum death,17,2020-07-18,quantile,0.35,7772.75
2020-07-06,2 wk ahead cum death,17,2020-07-18,quantile,0.4,7803
2020-07-06,2 wk ahead cum death,17,2020-07-18,quantile,0.45,7845.65
2020-07-06,2 wk ahead cum death,17,2020-07-18,quantile,0.5,7867
2020-07-06,2 wk ahead cum death,17,2020-07-18,quantile,0.55,7892.700000000001
2020-07-06,2 wk ahead cum death,17,2020-07-18,quantile,0.6,7914.4000000000005
2020-07-06,2 wk ahead cum death,17,2020-07-18,quantile,0.65,7933
2020-07-06,2 wk ahead cum death,17,2020-07-18,quantile,0.7,7970.9
2020-07-06,2 wk ahead cum death,17,2020-07-18,quantile,0.75,8024.750000000001
2020-07-06,2 wk ahead cum death,17,2020-07-18,quantile,0.8,8138.6
2020-07-06,2 wk ahead cum death,17,2020-07-18,quantile,0.85,8246.25
2020-07-06,2 wk ahead cum death,17,2020-07-18,quantile,0.9,8370.2
2020-07-06,2 wk ahead cum death,17,2020-07-18,quantile,0.95,8497.65
2020-07-06,2 wk ahead cum death,17,2020-07-18,quantile,0.975,8592.175
