forecast_date,target,location,target_end_date,type,quantile,value
2020-11-09,1 wk ahead cum death,21,2020-11-14,quantile,0.4,1692
2020-11-09,1 wk ahead cum death,21,2020-11-14,quantile,0.45,1707
2020-11-09,1 wk ahead cum death,21,2020-11-14,quantile,0.5,1722
2020-11-09,1 wk ahead cum death,21,2020-11-14,quantile,0.55,1736
2020-11-09,1 wk ahead cum death,21,2020-11-14,quantile,0.6,1754
2020-11-09,1 wk ahead cum death,21,2020-11-14,quantile,0.65,1765
2020-11-09,1 wk ahead cum death,21,2020-11-14,quantile,0.7,1781.3000000000002
2020-11-09,1 wk ahead cum death,21,2020-11-14,quantile,0.75,1799.25
2020-11-09,1 wk ahead cum death,21,2020-11-14,quantile,0.8,1819
2020-11-09,1 wk ahead cum death,21,2020-11-14,quantile,0.85,1836.15
2020-11-09,1 wk ahead cum death,21,2020-11-14,quantile,0.9,1857
2020-11-09,1 wk ahead cum death,21,2020-11-14,quantile,0.95,1882.05
2020-11-09,1 wk ahead cum death,21,2020-11-14,quantile,0.975,1904.525
2020-11-09,1 wk ahead cum death,21,2020-11-14,quantile,0.99,1915.08
2020-11-09,1 wk ahead cum death,21,2020-11-14,point,NA,1722
2020-11-09,1 wk ahead cum death,26,2020-11-14,quantile,0.01,7939.91
2020-11-09,1 wk ahead cum death,26,2020-11-14,quantile,0.025,7978.55
2020-11-09,1 wk ahead cum death,26,2020-11-14,quantile,0.05,8012.1
2020-11-09,1 wk ahead cum death,26,2020-11-14,quantile,0.1,8088.200000000001
2020-11-09,1 wk ahead cum death,26,2020-11-14,quantile,0.15,8142.299999999999
2020-11-09,1 wk ahead cum death,26,2020-11-14,quantile,0.2,8198.2
2020-11-09,1 wk ahead cum death,26,2020-11-14,quantile,0.25,8256
2020-11-09,1 wk ahead cum death,26,2020-11-14,quantile,0.3,8319.5
2020-11-09,1 wk ahead cum death,26,2020-11-14,quantile,0.35,8399.95
2020-11-09,1 wk ahead cum death,26,2020-11-14,quantile,0.4,8458.8
2020-11-09,1 wk ahead cum death,26,2020-11-14,quantile,0.45,8534.95
2020-11-09,1 wk ahead cum death,26,2020-11-14,quantile,0.5,8602.5
2020-11-09,1 wk ahead cum death,26,2020-11-14,quantile,0.55,8668.1
2020-11-09,1 wk ahead cum death,26,2020-11-14,quantile,0.6,8734
2020-11-09,1 wk ahead cum death,26,2020-11-14,quantile,0.65,8781.6
2020-11-09,1 wk ahead cum death,26,2020-11-14,quantile,0.7,8858.400000000001
2020-11-09,1 wk ahead cum death,26,2020-11-14,quantile,0.75,8920.75
2020-11-09,1 wk ahead cum death,26,2020-11-14,quantile,0.8,9019.6
2020-11-09,1 wk ahead cum death,26,2020-11-14,quantile,0.85,9145
2020-11-09,1 wk ahead cum death,26,2020-11-14,quantile,0.9,9254.7
2020-11-09,1 wk ahead cum death,26,2020-11-14,quantile,0.95,9536.1
2020-11-09,1 wk ahead cum death,26,2020-11-14,quantile,0.975,9700.625
2020-11-09,1 wk ahead cum death,26,2020-11-14,quantile,0.99,9841.36
2020-11-09,1 wk ahead cum death,26,2020-11-14,point,NA,8602.5
2020-11-09,1 wk ahead cum death,27,2020-11-14,quantile,0.01,2693.97
2020-11-09,1 wk ahead cum death,27,2020-11-14,quantile,0.025,2718.375
2020-11-09,1 wk ahead cum death,27,2020-11-14,quantile,0.05,2747.85
2020-11-09,1 wk ahead cum death,27,2020-11-14,quantile,0.1,2787.7
2020-11-09,1 wk ahead cum death,27,2020-11-14,quantile,0.15,2805.7000000000003
2020-11-09,1 wk ahead cum death,27,2020-11-14,quantile,0.2,2826
2020-11-09,1 wk ahead cum death,27,2020-11-14,quantile,0.25,2839.5
2020-11-09,1 wk ahead cum death,27,2020-11-14,quantile,0.3,2863.7
2020-11-09,1 wk ahead cum death,27,2020-11-14,quantile,0.35,2875
2020-11-09,1 wk ahead cum death,27,2020-11-14,quantile,0.4,2888.6
2020-11-09,1 wk ahead cum death,27,2020-11-14,quantile,0.45,2902
2020-11-09,1 wk ahead cum death,27,2020-11-14,quantile,0.5,2914
2020-11-09,1 wk ahead cum death,27,2020-11-14,quantile,0.55,2928.45
2020-11-09,1 wk ahead cum death,27,2020-11-14,quantile,0.6,2952
2020-11-09,1 wk ahead cum death,27,2020-11-14,quantile,0.65,2965.35
2020-11-09,1 wk ahead cum death,27,2020-11-14,quantile,0.7,2980.6000000000004
2020-11-09,1 wk ahead cum death,27,2020-11-14,quantile,0.75,2997.25
2020-11-09,1 wk ahead cum death,27,2020-11-14,quantile,0.8,3007.6
2020-11-09,1 wk ahead cum death,27,2020-11-14,quantile,0.85,3030
2020-11-09,1 wk ahead cum death,27,2020-11-14,quantile,0.9,3051
2020-11-09,1 wk ahead cum death,27,2020-11-14,quantile,0.95,3074.05
2020-11-09,1 wk ahead cum death,27,2020-11-14,quantile,0.975,3089.625
2020-11-09,1 wk ahead cum death,27,2020-11-14,quantile,0.99,3107.04
2020-11-09,1 wk ahead cum death,27,2020-11-14,point,NA,2914
2020-11-09,1 wk ahead cum death,39,2020-11-14,quantile,0.01,5507.919999999999
2020-11-09,1 wk ahead cum death,39,2020-11-14,quantile,0.025,5527.4
2020-11-09,1 wk ahead cum death,39,2020-11-14,quantile,0.05,5548.8
2020-11-09,1 wk ahead cum death,39,2020-11-14,quantile,0.1,5597.6
2020-11-09,1 wk ahead cum death,39,2020-11-14,quantile,0.15,5637.8
2020-11-09,1 wk ahead cum death,39,2020-11-14,quantile,0.2,5671.4
2020-11-09,1 wk ahead cum death,39,2020-11-14,quantile,0.25,5723
2020-11-09,1 wk ahead cum death,39,2020-11-14,quantile,0.3,5755
2020-11-09,1 wk ahead cum death,39,2020-11-14,quantile,0.35,5771
2020-11-09,1 wk ahead cum death,39,2020-11-14,quantile,0.4,5787.4
2020-11-09,1 wk ahead cum death,39,2020-11-14,quantile,0.45,5803
2020-11-09,1 wk ahead cum death,39,2020-11-14,quantile,0.5,5822
2020-11-09,1 wk ahead cum death,39,2020-11-14,quantile,0.55,5838.799999999999
2020-11-09,1 wk ahead cum death,39,2020-11-14,quantile,0.6,5864
2020-11-09,1 wk ahead cum death,39,2020-11-14,quantile,0.65,5899
2020-11-09,1 wk ahead cum death,39,2020-11-14,quantile,0.7,5957.8
2020-11-09,1 wk ahead cum death,39,2020-11-14,quantile,0.75,6021
2020-11-09,1 wk ahead cum death,39,2020-11-14,quantile,0.8,6106.8
2020-11-09,1 wk ahead cum death,39,2020-11-14,quantile,0.85,6178.6
2020-11-09,1 wk ahead cum death,39,2020-11-14,quantile,0.9,6234.4
2020-11-09,1 wk ahead cum death,39,2020-11-14,quantile,0.95,6361.8
2020-11-09,1 wk ahead cum death,39,2020-11-14,quantile,0.975,6536.799999999999
2020-11-09,1 wk ahead cum death,39,2020-11-14,quantile,0.99,6922.560000000001
2020-11-09,1 wk ahead cum death,39,2020-11-14,point,NA,5822
2020-11-09,1 wk ahead cum death,55,2020-11-14,quantile,0.01,2278.99
2020-11-09,1 wk ahead cum death,55,2020-11-14,quantile,0.025,2293.425
2020-11-09,1 wk ahead cum death,55,2020-11-14,quantile,0.05,2301.95
2020-11-09,1 wk ahead cum death,55,2020-11-14,quantile,0.1,2323.9
2020-11-09,1 wk ahead cum death,55,2020-11-14,quantile,0.15,2350
2020-11-09,1 wk ahead cum death,55,2020-11-14,quantile,0.2,2371
2020-11-09,1 wk ahead cum death,55,2020-11-14,quantile,0.25,2386
2020-11-09,1 wk ahead cum death,55,2020-11-14,quantile,0.3,2399.7
2020-11-09,1 wk ahead cum death,55,2020-11-14,quantile,0.35,2413.3
2020-11-09,1 wk ahead cum death,55,2020-11-14,quantile,0.4,2422
2020-11-09,1 wk ahead cum death,55,2020-11-14,quantile,0.45,2435
2020-11-09,1 wk ahead cum death,55,2020-11-14,quantile,0.5,2442.5
2020-11-09,1 wk ahead cum death,55,2020-11-14,quantile,0.55,2453.45
2020-11-09,1 wk ahead cum death,55,2020-11-14,quantile,0.6,2467.4
2020-11-09,1 wk ahead cum death,55,2020-11-14,quantile,0.65,2482.35
2020-11-09,1 wk ahead cum death,55,2020-11-14,quantile,0.7,2495.6
2020-11-09,1 wk ahead cum death,55,2020-11-14,quantile,0.75,2517
2020-11-09,1 wk ahead cum death,55,2020-11-14,quantile,0.8,2535
2020-11-09,1 wk ahead cum death,55,2020-11-14,quantile,0.85,2561.15
2020-11-09,1 wk ahead cum death,55,2020-11-14,quantile,0.9,2601.2000000000003
2020-11-09,1 wk ahead cum death,55,2020-11-14,quantile,0.95,2643.05
2020-11-09,1 wk ahead cum death,55,2020-11-14,quantile,0.975,2704.575
2020-11-09,1 wk ahead cum death,55,2020-11-14,quantile,0.99,2765.0599999999995
2020-11-09,1 wk ahead cum death,55,2020-11-14,point,NA,2442.5
2020-11-09,1 wk ahead inc death,17,2020-11-14,quantile,0.01,47.2
2020-11-09,1 wk ahead inc death,17,2020-11-14,quantile,0.025,108
2020-11-09,1 wk ahead inc death,17,2020-11-14,quantile,0.05,153.5
2020-11-09,1 wk ahead inc death,17,2020-11-14,quantile,0.1,204
2020-11-09,1 wk ahead inc death,17,2020-11-14,quantile,0.15,250.00000000000003
2020-11-09,1 wk ahead inc death,17,2020-11-14,quantile,0.2,301
2020-11-09,1 wk ahead inc death,17,2020-11-14,quantile,0.25,356.5
2020-11-09,1 wk ahead inc death,17,2020-11-14,quantile,0.3,406
2020-11-09,1 wk ahead inc death,17,2020-11-14,quantile,0.35,442.5000000000001
2020-11-09,1 wk ahead inc death,17,2020-11-14,quantile,0.4,475
2020-11-09,1 wk ahead inc death,17,2020-11-14,quantile,0.45,531
2020-11-09,1 wk ahead inc death,17,2020-11-14,quantile,0.5,593
2020-11-09,1 wk ahead inc death,17,2020-11-14,quantile,0.55,653.5
2020-11-09,1 wk ahead inc death,17,2020-11-14,quantile,0.6,700.0000000000005
2020-11-09,1 wk ahead inc death,17,2020-11-14,quantile,0.65,773
2020-11-09,1 wk ahead inc death,17,2020-11-14,quantile,0.7,848.0000000000002
2020-11-09,1 wk ahead inc death,17,2020-11-14,quantile,0.75,951.0000000000003
2020-11-09,1 wk ahead inc death,17,2020-11-14,quantile,0.8,1071
2020-11-09,1 wk ahead inc death,17,2020-11-14,quantile,0.85,1184.0000000000005
2020-11-09,1 wk ahead inc death,17,2020-11-14,quantile,0.9,1318.0000000000002
2020-11-09,1 wk ahead inc death,17,2020-11-14,quantile,0.95,1482
2020-11-09,1 wk ahead inc death,17,2020-11-14,quantile,0.975,1599.25
2020-11-09,1 wk ahead inc death,17,2020-11-14,quantile,0.99,1684.3000000000006
2020-11-09,1 wk ahead inc death,17,2020-11-14,point,NA,593
2020-11-09,1 wk ahead inc death,18,2020-11-14,quantile,0.01,4
2020-11-09,1 wk ahead inc death,18,2020-11-14,quantile,0.025,6.475000000000001
2020-11-09,1 wk ahead inc death,18,2020-11-14,quantile,0.05,15.950000000000003
2020-11-09,1 wk ahead inc death,18,2020-11-14,quantile,0.1,34.900000000000006
2020-11-09,1 wk ahead inc death,18,2020-11-14,quantile,0.15,50.85000000000001
2020-11-09,1 wk ahead inc death,18,2020-11-14,quantile,0.2,68.60000000000002
2020-11-09,1 wk ahead inc death,18,2020-11-14,quantile,0.25,85
2020-11-09,1 wk ahead inc death,18,2020-11-14,quantile,0.3,107.69999999999999
2020-11-09,1 wk ahead inc death,18,2020-11-14,quantile,0.35,125.65
2020-11-09,1 wk ahead inc death,18,2020-11-14,quantile,0.4,147
2020-11-09,1 wk ahead inc death,18,2020-11-14,quantile,0.45,168
2020-11-09,1 wk ahead inc death,18,2020-11-14,quantile,0.5,200
2020-11-09,1 wk ahead inc death,18,2020-11-14,quantile,0.55,224
2020-11-09,1 wk ahead inc death,18,2020-11-14,quantile,0.6,249.2000000000001
2020-11-09,1 wk ahead inc death,18,2020-11-14,quantile,0.65,278.05000000000024
2020-11-09,1 wk ahead inc death,18,2020-11-14,quantile,0.7,304.6
2020-11-09,1 wk ahead inc death,18,2020-11-14,quantile,0.75,331.25000000000006
2020-11-09,1 wk ahead inc death,18,2020-11-14,quantile,0.8,364
2020-11-09,1 wk ahead inc death,18,2020-11-14,quantile,0.85,409.15000000000003
2020-11-09,1 wk ahead inc death,18,2020-11-14,quantile,0.9,475.30000000000024
2020-11-09,1 wk ahead inc death,18,2020-11-14,quantile,0.95,553.05
2020-11-09,1 wk ahead inc death,18,2020-11-14,quantile,0.975,641.5749999999999
2020-11-09,1 wk ahead inc death,18,2020-11-14,quantile,0.99,671.02
2020-11-09,1 wk ahead inc death,18,2020-11-14,point,NA,200
2020-11-09,1 wk ahead inc death,21,2020-11-14,quantile,0.01,25.96
2020-11-09,1 wk ahead inc death,21,2020-11-14,quantile,0.025,32.475
2020-11-09,1 wk ahead inc death,21,2020-11-14,quantile,0.05,42
2020-11-09,1 wk ahead inc death,21,2020-11-14,quantile,0.1,61
2020-11-09,1 wk ahead inc death,21,2020-11-14,quantile,0.15,71
2020-11-09,1 wk ahead inc death,21,2020-11-14,quantile,0.2,81
2020-11-09,1 wk ahead inc death,21,2020-11-14,quantile,0.25,92.5
2020-11-09,1 wk ahead inc death,21,2020-11-14,quantile,0.3,107
2020-11-09,1 wk ahead inc death,21,2020-11-14,quantile,0.35,121
2020-11-09,1 wk ahead inc death,21,2020-11-14,quantile,0.4,132
2020-11-09,1 wk ahead inc death,21,2020-11-14,quantile,0.45,146.55
2020-11-09,1 wk ahead inc death,21,2020-11-14,quantile,0.5,159.5
2020-11-09,1 wk ahead inc death,21,2020-11-14,quantile,0.55,170.45000000000005
2020-11-09,1 wk ahead inc death,21,2020-11-14,quantile,0.6,185.40000000000003
2020-11-09,1 wk ahead inc death,21,2020-11-14,quantile,0.65,195.35000000000008
2020-11-09,1 wk ahead inc death,21,2020-11-14,quantile,0.7,211.60000000000002
2020-11-09,1 wk ahead inc death,21,2020-11-14,quantile,0.75,226.25000000000006
2020-11-09,1 wk ahead inc death,21,2020-11-14,quantile,0.8,243.20000000000005
2020-11-09,1 wk ahead inc death,21,2020-11-14,quantile,0.85,258
2020-11-09,1 wk ahead inc death,21,2020-11-14,quantile,0.9,276
2020-11-09,1 wk ahead inc death,21,2020-11-14,quantile,0.95,302.04999999999995
2020-11-09,1 wk ahead inc death,21,2020-11-14,quantile,0.975,319
2020-11-09,1 wk ahead inc death,21,2020-11-14,quantile,0.99,334.06999999999994
2020-11-09,1 wk ahead inc death,21,2020-11-14,point,NA,159.5
2020-11-09,1 wk ahead inc death,26,2020-11-14,quantile,0.01,55.91
2020-11-09,1 wk ahead inc death,26,2020-11-14,quantile,0.025,85.55000000000001
2020-11-09,1 wk ahead inc death,26,2020-11-14,quantile,0.05,115.2
2020-11-09,1 wk ahead inc death,26,2020-11-14,quantile,0.1,184
2020-11-09,1 wk ahead inc death,26,2020-11-14,quantile,0.15,234
2020-11-09,1 wk ahead inc death,26,2020-11-14,quantile,0.2,283.2
2020-11-09,1 wk ahead inc death,26,2020-11-14,quantile,0.25,331
2020-11-09,1 wk ahead inc death,26,2020-11-14,quantile,0.3,389
2020-11-09,1 wk ahead inc death,26,2020-11-14,quantile,0.35,458.85
2020-11-09,1 wk ahead inc death,26,2020-11-14,quantile,0.4,508.6
2020-11-09,1 wk ahead inc death,26,2020-11-14,quantile,0.45,579.95
2020-11-09,1 wk ahead inc death,26,2020-11-14,quantile,0.5,636.5
2020-11-09,1 wk ahead inc death,26,2020-11-14,quantile,0.55,698
2020-11-09,1 wk ahead inc death,26,2020-11-14,quantile,0.6,744.2
2020-11-09,1 wk ahead inc death,26,2020-11-14,quantile,0.65,793.1500000000001
2020-11-09,1 wk ahead inc death,26,2020-11-14,quantile,0.7,864
2020-11-09,1 wk ahead inc death,26,2020-11-14,quantile,0.75,922.7500000000002
2020-11-09,1 wk ahead inc death,26,2020-11-14,quantile,0.8,999.6
2020-11-09,1 wk ahead inc death,26,2020-11-14,quantile,0.85,1123.8000000000002
2020-11-09,1 wk ahead inc death,26,2020-11-14,quantile,0.9,1212.7000000000003
2020-11-09,1 wk ahead inc death,26,2020-11-14,quantile,0.95,1450.1999999999998
2020-11-09,1 wk ahead inc death,26,2020-11-14,quantile,0.975,1611.0249999999992
2020-11-09,1 wk ahead inc death,26,2020-11-14,quantile,0.99,1734.7099999999996
2020-11-09,1 wk ahead inc death,26,2020-11-14,point,NA,636.5
2020-11-09,1 wk ahead inc death,27,2020-11-14,quantile,0.01,41.96000000000001
2020-11-09,1 wk ahead inc death,27,2020-11-14,quantile,0.025,63.475
2020-11-09,1 wk ahead inc death,27,2020-11-14,quantile,0.05,88.9
2020-11-09,1 wk ahead inc death,27,2020-11-14,quantile,0.1,126.9
2020-11-09,1 wk ahead inc death,27,2020-11-14,quantile,0.15,140
2020-11-09,1 wk ahead inc death,27,2020-11-14,quantile,0.2,157.8
2020-11-09,1 wk ahead inc death,27,2020-11-14,quantile,0.25,171.75
2020-11-09,1 wk ahead inc death,27,2020-11-14,quantile,0.3,191
2020-11-09,1 wk ahead inc death,27,2020-11-14,quantile,0.35,203
2020-11-09,1 wk ahead inc death,27,2020-11-14,quantile,0.4,214
2020-11-09,1 wk ahead inc death,27,2020-11-14,quantile,0.45,226
2020-11-09,1 wk ahead inc death,27,2020-11-14,quantile,0.5,236
2020-11-09,1 wk ahead inc death,27,2020-11-14,quantile,0.55,250.9000000000001
2020-11-09,1 wk ahead inc death,27,2020-11-14,quantile,0.6,269.80000000000007
2020-11-09,1 wk ahead inc death,27,2020-11-14,quantile,0.65,280.3500000000001
2020-11-09,1 wk ahead inc death,27,2020-11-14,quantile,0.7,293.6
2020-11-09,1 wk ahead inc death,27,2020-11-14,quantile,0.75,309.75000000000017
2020-11-09,1 wk ahead inc death,27,2020-11-14,quantile,0.8,320
2020-11-09,1 wk ahead inc death,27,2020-11-14,quantile,0.85,342
2020-11-09,1 wk ahead inc death,27,2020-11-14,quantile,0.9,355
2020-11-09,1 wk ahead inc death,27,2020-11-14,quantile,0.95,376.0999999999999
2020-11-09,1 wk ahead inc death,27,2020-11-14,quantile,0.975,395
2020-11-09,1 wk ahead inc death,27,2020-11-14,quantile,0.99,402.02
2020-11-09,1 wk ahead inc death,27,2020-11-14,point,NA,236
2020-11-09,1 wk ahead inc death,39,2020-11-14,quantile,0.01,11
2020-11-09,1 wk ahead inc death,39,2020-11-14,quantile,0.025,28.400000000000002
2020-11-09,1 wk ahead inc death,39,2020-11-14,quantile,0.05,51
2020-11-09,1 wk ahead inc death,39,2020-11-14,quantile,0.1,92.6
2020-11-09,1 wk ahead inc death,39,2020-11-14,quantile,0.15,127.4
2020-11-09,1 wk ahead inc death,39,2020-11-14,quantile,0.2,155.60000000000002
2020-11-09,1 wk ahead inc death,39,2020-11-14,quantile,0.25,203
2020-11-09,1 wk ahead inc death,39,2020-11-14,quantile,0.3,230
2020-11-09,1 wk ahead inc death,39,2020-11-14,quantile,0.35,245
2020-11-09,1 wk ahead inc death,39,2020-11-14,quantile,0.4,260
2020-11-09,1 wk ahead inc death,39,2020-11-14,quantile,0.45,273
2020-11-09,1 wk ahead inc death,39,2020-11-14,quantile,0.5,289
2020-11-09,1 wk ahead inc death,39,2020-11-14,quantile,0.55,306
2020-11-09,1 wk ahead inc death,39,2020-11-14,quantile,0.6,328.20000000000005
2020-11-09,1 wk ahead inc death,39,2020-11-14,quantile,0.65,358.60000000000036
2020-11-09,1 wk ahead inc death,39,2020-11-14,quantile,0.7,410
2020-11-09,1 wk ahead inc death,39,2020-11-14,quantile,0.75,459.0000000000001
2020-11-09,1 wk ahead inc death,39,2020-11-14,quantile,0.8,544.4000000000001
2020-11-09,1 wk ahead inc death,39,2020-11-14,quantile,0.85,607.6
2020-11-09,1 wk ahead inc death,39,2020-11-14,quantile,0.9,654.8000000000002
2020-11-09,1 wk ahead inc death,39,2020-11-14,quantile,0.95,777.9999999999999
2020-11-09,1 wk ahead inc death,39,2020-11-14,quantile,0.975,918.2
2020-11-09,1 wk ahead inc death,39,2020-11-14,quantile,0.99,1235.2800000000016
2020-11-09,1 wk ahead inc death,39,2020-11-14,point,NA,289
2020-11-09,1 wk ahead inc death,55,2020-11-14,quantile,0.01,21.96
2020-11-09,1 wk ahead inc death,55,2020-11-14,quantile,0.025,34
2020-11-09,1 wk ahead inc death,55,2020-11-14,quantile,0.05,41.900000000000006
2020-11-09,1 wk ahead inc death,55,2020-11-14,quantile,0.1,60.80000000000001
2020-11-09,1 wk ahead inc death,55,2020-11-14,quantile,0.15,83.85000000000001
2020-11-09,1 wk ahead inc death,55,2020-11-14,quantile,0.2,100.80000000000001
2020-11-09,1 wk ahead inc death,55,2020-11-14,quantile,0.25,114.75
2020-11-09,1 wk ahead inc death,55,2020-11-14,quantile,0.3,126.69999999999999
2020-11-09,1 wk ahead inc death,55,2020-11-14,quantile,0.35,139.65
2020-11-09,1 wk ahead inc death,55,2020-11-14,quantile,0.4,147
2020-11-09,1 wk ahead inc death,55,2020-11-14,quantile,0.45,155.55
2020-11-09,1 wk ahead inc death,55,2020-11-14,quantile,0.5,166
2020-11-09,1 wk ahead inc death,55,2020-11-14,quantile,0.55,175
2020-11-09,1 wk ahead inc death,55,2020-11-14,quantile,0.6,187
2020-11-09,1 wk ahead inc death,55,2020-11-14,quantile,0.65,199.35000000000008
2020-11-09,1 wk ahead inc death,55,2020-11-14,quantile,0.7,213
2020-11-09,1 wk ahead inc death,55,2020-11-14,quantile,0.75,231
2020-11-09,1 wk ahead inc death,55,2020-11-14,quantile,0.8,244.20000000000005
2020-11-09,1 wk ahead inc death,55,2020-11-14,quantile,0.85,269.15000000000003
2020-11-09,1 wk ahead inc death,55,2020-11-14,quantile,0.9,304.1000000000001
2020-11-09,1 wk ahead inc death,55,2020-11-14,quantile,0.95,348
2020-11-09,1 wk ahead inc death,55,2020-11-14,quantile,0.975,394.57499999999993
2020-11-09,1 wk ahead inc death,55,2020-11-14,quantile,0.99,442.14999999999986
2020-11-09,1 wk ahead inc death,55,2020-11-14,point,NA,166
2020-11-09,2 wk ahead cum death,17,2020-11-21,quantile,0.01,10491.599999999999
2020-11-09,2 wk ahead cum death,17,2020-11-21,quantile,0.025,10633.5
2020-11-09,2 wk ahead cum death,17,2020-11-21,quantile,0.05,10734.5
2020-11-09,2 wk ahead cum death,17,2020-11-21,quantile,0.1,10841
2020-11-09,2 wk ahead cum death,17,2020-11-21,quantile,0.15,10955.5
2020-11-09,2 wk ahead cum death,17,2020-11-21,quantile,0.2,11071
2020-11-09,2 wk ahead cum death,17,2020-11-21,quantile,0.25,11196
2020-11-09,2 wk ahead cum death,17,2020-11-21,quantile,0.3,11299
2020-11-09,2 wk ahead cum death,17,2020-11-21,quantile,0.35,11383.5
2020-11-09,2 wk ahead cum death,17,2020-11-21,quantile,0.4,11461
2020-11-09,2 wk ahead cum death,17,2020-11-21,quantile,0.45,11597
2020-11-09,2 wk ahead cum death,17,2020-11-21,quantile,0.5,11712
2020-11-09,2 wk ahead cum death,17,2020-11-21,quantile,0.55,11823
2020-11-09,2 wk ahead cum death,17,2020-11-21,quantile,0.6,11944
2020-11-09,2 wk ahead cum death,17,2020-11-21,quantile,0.65,12111
2020-11-09,2 wk ahead cum death,17,2020-11-21,quantile,0.7,12277
2020-11-09,2 wk ahead cum death,17,2020-11-21,quantile,0.75,12498.000000000002
