,Unnamed: 0,location,target,type,quantile,forecast_date,target_end_date,value
336,336,17,1 wk ahead cum death,quantile,0.01,2020-05-18,2020-05-23,1173.08
337,337,17,1 wk ahead cum death,quantile,0.025,2020-05-18,2020-05-23,1573.175
338,338,17,1 wk ahead cum death,quantile,0.05,2020-05-18,2020-05-23,1940.2000000000005
339,339,17,1 wk ahead cum death,quantile,0.1,2020-05-18,2020-05-23,2542.4
340,340,17,1 wk ahead cum death,quantile,0.15,2020-05-18,2020-05-23,2860.2
341,341,17,1 wk ahead cum death,quantile,0.2,2020-05-18,2020-05-23,3204.0
342,342,17,1 wk ahead cum death,quantile,0.25,2020-05-18,2020-05-23,3490.5
343,343,17,1 wk ahead cum death,quantile,0.3,2020-05-18,2020-05-23,3749.5
344,344,17,1 wk ahead cum death,quantile,0.35,2020-05-18,2020-05-23,3952.7
345,345,17,1 wk ahead cum death,quantile,0.4,2020-05-18,2020-05-23,4140.4
346,346,17,1 wk ahead cum death,quantile,0.45,2020-05-18,2020-05-23,4457.6
347,347,17,1 wk ahead cum death,quantile,0.5,2020-05-18,2020-05-23,4734.5
348,348,17,1 wk ahead cum death,quantile,0.55,2020-05-18,2020-05-23,5007.45
349,349,17,1 wk ahead cum death,quantile,0.6,2020-05-18,2020-05-23,5234.800000000001
350,350,17,1 wk ahead cum death,quantile,0.65,2020-05-18,2020-05-23,5438.4000000000015
351,351,17,1 wk ahead cum death,quantile,0.7,2020-05-18,2020-05-23,5612.6
352,352,17,1 wk ahead cum death,quantile,0.75,2020-05-18,2020-05-23,5885.0
353,353,17,1 wk ahead cum death,quantile,0.8,2020-05-18,2020-05-23,6234.0
354,354,17,1 wk ahead cum death,quantile,0.85,2020-05-18,2020-05-23,6490.0
355,355,17,1 wk ahead cum death,quantile,0.9,2020-05-18,2020-05-23,6940.400000000005
356,356,17,1 wk ahead cum death,quantile,0.95,2020-05-18,2020-05-23,7727.949999999999
357,357,17,1 wk ahead cum death,quantile,0.975,2020-05-18,2020-05-23,8878.95
358,358,17,1 wk ahead cum death,quantile,0.99,2020-05-18,2020-05-23,9666.529999999997
359,359,17,1 wk ahead cum death,point,,2020-05-18,2020-05-23,4734.5
360,360,18,1 wk ahead cum death,quantile,0.01,2020-05-18,2020-05-23,629.3
361,361,18,1 wk ahead cum death,quantile,0.025,2020-05-18,2020-05-23,719.7
362,362,18,1 wk ahead cum death,quantile,0.05,2020-05-18,2020-05-23,950.15
363,363,18,1 wk ahead cum death,quantile,0.1,2020-05-18,2020-05-23,1217.9
364,364,18,1 wk ahead cum death,quantile,0.15,2020-05-18,2020-05-23,1338.45
365,365,18,1 wk ahead cum death,quantile,0.2,2020-05-18,2020-05-23,1514.8
366,366,18,1 wk ahead cum death,quantile,0.25,2020-05-18,2020-05-23,1664.25
367,367,18,1 wk ahead cum death,quantile,0.3,2020-05-18,2020-05-23,1785.8
368,368,18,1 wk ahead cum death,quantile,0.35,2020-05-18,2020-05-23,1953.05
369,369,18,1 wk ahead cum death,quantile,0.4,2020-05-18,2020-05-23,2048.2000000000007
370,370,18,1 wk ahead cum death,quantile,0.45,2020-05-18,2020-05-23,2127.55
371,371,18,1 wk ahead cum death,quantile,0.5,2020-05-18,2020-05-23,2253.5
372,372,18,1 wk ahead cum death,quantile,0.55,2020-05-18,2020-05-23,2338.3
373,373,18,1 wk ahead cum death,quantile,0.6,2020-05-18,2020-05-23,2460.2000000000007
374,374,18,1 wk ahead cum death,quantile,0.65,2020-05-18,2020-05-23,2582.9000000000005
375,375,18,1 wk ahead cum death,quantile,0.7,2020-05-18,2020-05-23,2732.8
376,376,18,1 wk ahead cum death,quantile,0.75,2020-05-18,2020-05-23,2898.0000000000014
377,377,18,1 wk ahead cum death,quantile,0.8,2020-05-18,2020-05-23,3096.4000000000005
378,378,18,1 wk ahead cum death,quantile,0.85,2020-05-18,2020-05-23,3266.05
379,379,18,1 wk ahead cum death,quantile,0.9,2020-05-18,2020-05-23,3620.200000000001
380,380,18,1 wk ahead cum death,quantile,0.95,2020-05-18,2020-05-23,4046.549999999999
381,381,18,1 wk ahead cum death,quantile,0.975,2020-05-18,2020-05-23,4411.450000000002
382,382,18,1 wk ahead cum death,quantile,0.99,2020-05-18,2020-05-23,5003.65
383,383,18,1 wk ahead cum death,point,,2020-05-18,2020-05-23,2253.5
384,384,21,1 wk ahead cum death,quantile,0.01,2020-05-18,2020-05-23,32.980000000000004
385,385,21,1 wk ahead cum death,quantile,0.025,2020-05-18,2020-05-23,49.475
386,386,21,1 wk ahead cum death,quantile,0.05,2020-05-18,2020-05-23,59.0
387,387,21,1 wk ahead cum death,quantile,0.1,2020-05-18,2020-05-23,92.70000000000002
388,388,21,1 wk ahead cum death,quantile,0.15,2020-05-18,2020-05-23,112.70000000000002
389,389,21,1 wk ahead cum death,quantile,0.2,2020-05-18,2020-05-23,138.8
390,390,21,1 wk ahead cum death,quantile,0.25,2020-05-18,2020-05-23,158.75
391,391,21,1 wk ahead cum death,quantile,0.3,2020-05-18,2020-05-23,192.7
392,392,21,1 wk ahead cum death,quantile,0.35,2020-05-18,2020-05-23,224.65
393,393,21,1 wk ahead cum death,quantile,0.4,2020-05-18,2020-05-23,256.6
394,394,21,1 wk ahead cum death,quantile,0.45,2020-05-18,2020-05-23,288.55
395,395,21,1 wk ahead cum death,quantile,0.5,2020-05-18,2020-05-23,318.0
396,396,21,1 wk ahead cum death,quantile,0.55,2020-05-18,2020-05-23,363.0
397,397,21,1 wk ahead cum death,quantile,0.6,2020-05-18,2020-05-23,412.00000000000017
398,398,21,1 wk ahead cum death,quantile,0.65,2020-05-18,2020-05-23,470.0
399,399,21,1 wk ahead cum death,quantile,0.7,2020-05-18,2020-05-23,524.0
400,400,21,1 wk ahead cum death,quantile,0.75,2020-05-18,2020-05-23,624.5000000000001
401,401,21,1 wk ahead cum death,quantile,0.8,2020-05-18,2020-05-23,719.4000000000003
402,402,21,1 wk ahead cum death,quantile,0.85,2020-05-18,2020-05-23,792.1500000000003
403,403,21,1 wk ahead cum death,quantile,0.9,2020-05-18,2020-05-23,940.0000000000008
404,404,21,1 wk ahead cum death,quantile,0.95,2020-05-18,2020-05-23,1144.1
405,405,21,1 wk ahead cum death,quantile,0.975,2020-05-18,2020-05-23,1334.1
406,406,21,1 wk ahead cum death,quantile,0.99,2020-05-18,2020-05-23,1631.5599999999995
407,407,21,1 wk ahead cum death,point,,2020-05-18,2020-05-23,318.0
408,408,26,1 wk ahead cum death,quantile,0.01,2020-05-18,2020-05-23,1602.9
409,409,26,1 wk ahead cum death,quantile,0.025,2020-05-18,2020-05-23,2253.175
410,410,26,1 wk ahead cum death,quantile,0.05,2020-05-18,2020-05-23,2625.55
