location,forecast_date,value,target_end_date,target,type,quantile
18149,2020-08-08,33,2020-08-22,2 wk ahead inc case,point,NA
18151,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
18153,2020-08-08,212,2020-08-22,2 wk ahead inc case,point,NA
18155,2020-08-08,7,2020-08-22,2 wk ahead inc case,point,NA
18157,2020-08-08,349,2020-08-22,2 wk ahead inc case,point,NA
18159,2020-08-08,71,2020-08-22,2 wk ahead inc case,point,NA
18161,2020-08-08,11,2020-08-22,2 wk ahead inc case,point,NA
18163,2020-08-08,369,2020-08-22,2 wk ahead inc case,point,NA
18165,2020-08-08,42,2020-08-22,2 wk ahead inc case,point,NA
18167,2020-08-08,380,2020-08-22,2 wk ahead inc case,point,NA
18169,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
18171,2020-08-08,16,2020-08-22,2 wk ahead inc case,point,NA
18173,2020-08-08,196,2020-08-22,2 wk ahead inc case,point,NA
18175,2020-08-08,137,2020-08-22,2 wk ahead inc case,point,NA
18177,2020-08-08,66,2020-08-22,2 wk ahead inc case,point,NA
18179,2020-08-08,90,2020-08-22,2 wk ahead inc case,point,NA
18181,2020-08-08,35,2020-08-22,2 wk ahead inc case,point,NA
18183,2020-08-08,6,2020-08-22,2 wk ahead inc case,point,NA
19001,2020-08-08,31,2020-08-22,2 wk ahead inc case,point,NA
19003,2020-08-08,3,2020-08-22,2 wk ahead inc case,point,NA
19005,2020-08-08,14,2020-08-22,2 wk ahead inc case,point,NA
19007,2020-08-08,34,2020-08-22,2 wk ahead inc case,point,NA
19009,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
19011,2020-08-08,75,2020-08-22,2 wk ahead inc case,point,NA
19013,2020-08-08,195,2020-08-22,2 wk ahead inc case,point,NA
19015,2020-08-08,11,2020-08-22,2 wk ahead inc case,point,NA
19017,2020-08-08,57,2020-08-22,2 wk ahead inc case,point,NA
19019,2020-08-08,15,2020-08-22,2 wk ahead inc case,point,NA
19021,2020-08-08,6,2020-08-22,2 wk ahead inc case,point,NA
19023,2020-08-08,35,2020-08-22,2 wk ahead inc case,point,NA
19025,2020-08-08,9,2020-08-22,2 wk ahead inc case,point,NA
19027,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
19029,2020-08-08,92,2020-08-22,2 wk ahead inc case,point,NA
19031,2020-08-08,53,2020-08-22,2 wk ahead inc case,point,NA
19033,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
19035,2020-08-08,14,2020-08-22,2 wk ahead inc case,point,NA
19037,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
19039,2020-08-08,40,2020-08-22,2 wk ahead inc case,point,NA
19041,2020-08-08,64,2020-08-22,2 wk ahead inc case,point,NA
19043,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
19045,2020-08-08,113,2020-08-22,2 wk ahead inc case,point,NA
19047,2020-08-08,28,2020-08-22,2 wk ahead inc case,point,NA
19049,2020-08-08,242,2020-08-22,2 wk ahead inc case,point,NA
19051,2020-08-08,16,2020-08-22,2 wk ahead inc case,point,NA
19053,2020-08-08,1,2020-08-22,2 wk ahead inc case,point,NA
19055,2020-08-08,34,2020-08-22,2 wk ahead inc case,point,NA
19057,2020-08-08,70,2020-08-22,2 wk ahead inc case,point,NA
19059,2020-08-08,64,2020-08-22,2 wk ahead inc case,point,NA
19061,2020-08-08,263,2020-08-22,2 wk ahead inc case,point,NA
19063,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
19065,2020-08-08,15,2020-08-22,2 wk ahead inc case,point,NA
19067,2020-08-08,66,2020-08-22,2 wk ahead inc case,point,NA
19069,2020-08-08,28,2020-08-22,2 wk ahead inc case,point,NA
19071,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
19073,2020-08-08,18,2020-08-22,2 wk ahead inc case,point,NA
19075,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
19077,2020-08-08,19,2020-08-22,2 wk ahead inc case,point,NA
19079,2020-08-08,50,2020-08-22,2 wk ahead inc case,point,NA
19081,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
19083,2020-08-08,28,2020-08-22,2 wk ahead inc case,point,NA
19085,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
19087,2020-08-08,23,2020-08-22,2 wk ahead inc case,point,NA
19089,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
19091,2020-08-08,77,2020-08-22,2 wk ahead inc case,point,NA
19093,2020-08-08,1,2020-08-22,2 wk ahead inc case,point,NA
19095,2020-08-08,27,2020-08-22,2 wk ahead inc case,point,NA
19097,2020-08-08,32,2020-08-22,2 wk ahead inc case,point,NA
19099,2020-08-08,12,2020-08-22,2 wk ahead inc case,point,NA
19101,2020-08-08,26,2020-08-22,2 wk ahead inc case,point,NA
19103,2020-08-08,462,2020-08-22,2 wk ahead inc case,point,NA
19105,2020-08-08,19,2020-08-22,2 wk ahead inc case,point,NA
19107,2020-08-08,7,2020-08-22,2 wk ahead inc case,point,NA
19109,2020-08-08,30,2020-08-22,2 wk ahead inc case,point,NA
19111,2020-08-08,43,2020-08-22,2 wk ahead inc case,point,NA
19113,2020-08-08,661,2020-08-22,2 wk ahead inc case,point,NA
19115,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
19117,2020-08-08,52,2020-08-22,2 wk ahead inc case,point,NA
19119,2020-08-08,8,2020-08-22,2 wk ahead inc case,point,NA
19121,2020-08-08,15,2020-08-22,2 wk ahead inc case,point,NA
19123,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
19125,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
19127,2020-08-08,43,2020-08-22,2 wk ahead inc case,point,NA
19129,2020-08-08,20,2020-08-22,2 wk ahead inc case,point,NA
19131,2020-08-08,17,2020-08-22,2 wk ahead inc case,point,NA
19133,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
19135,2020-08-08,30,2020-08-22,2 wk ahead inc case,point,NA
19137,2020-08-08,63,2020-08-22,2 wk ahead inc case,point,NA
19139,2020-08-08,69,2020-08-22,2 wk ahead inc case,point,NA
19141,2020-08-08,35,2020-08-22,2 wk ahead inc case,point,NA
19143,2020-08-08,7,2020-08-22,2 wk ahead inc case,point,NA
19145,2020-08-08,121,2020-08-22,2 wk ahead inc case,point,NA
19147,2020-08-08,35,2020-08-22,2 wk ahead inc case,point,NA
19149,2020-08-08,17,2020-08-22,2 wk ahead inc case,point,NA
19151,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
19153,2020-08-08,1115,2020-08-22,2 wk ahead inc case,point,NA
19155,2020-08-08,50,2020-08-22,2 wk ahead inc case,point,NA
19157,2020-08-08,40,2020-08-22,2 wk ahead inc case,point,NA
19159,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
19161,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
19163,2020-08-08,35,2020-08-22,2 wk ahead inc case,point,NA
19165,2020-08-08,48,2020-08-22,2 wk ahead inc case,point,NA
19167,2020-08-08,59,2020-08-22,2 wk ahead inc case,point,NA
19169,2020-08-08,25,2020-08-22,2 wk ahead inc case,point,NA
19171,2020-08-08,33,2020-08-22,2 wk ahead inc case,point,NA
19173,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
19175,2020-08-08,13,2020-08-22,2 wk ahead inc case,point,NA
19177,2020-08-08,12,2020-08-22,2 wk ahead inc case,point,NA
19179,2020-08-08,96,2020-08-22,2 wk ahead inc case,point,NA
19181,2020-08-08,48,2020-08-22,2 wk ahead inc case,point,NA
19183,2020-08-08,21,2020-08-22,2 wk ahead inc case,point,NA
19185,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
19187,2020-08-08,223,2020-08-22,2 wk ahead inc case,point,NA
19189,2020-08-08,10,2020-08-22,2 wk ahead inc case,point,NA
19191,2020-08-08,51,2020-08-22,2 wk ahead inc case,point,NA
19193,2020-08-08,254,2020-08-22,2 wk ahead inc case,point,NA
19195,2020-08-08,27,2020-08-22,2 wk ahead inc case,point,NA
19197,2020-08-08,107,2020-08-22,2 wk ahead inc case,point,NA
20001,2020-08-08,3,2020-08-22,2 wk ahead inc case,point,NA
20003,2020-08-08,1,2020-08-22,2 wk ahead inc case,point,NA
20005,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20007,2020-08-08,1,2020-08-22,2 wk ahead inc case,point,NA
20009,2020-08-08,48,2020-08-22,2 wk ahead inc case,point,NA
20011,2020-08-08,7,2020-08-22,2 wk ahead inc case,point,NA
20013,2020-08-08,20,2020-08-22,2 wk ahead inc case,point,NA
20015,2020-08-08,127,2020-08-22,2 wk ahead inc case,point,NA
20017,2020-08-08,32,2020-08-22,2 wk ahead inc case,point,NA
20019,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20021,2020-08-08,129,2020-08-22,2 wk ahead inc case,point,NA
20023,2020-08-08,14,2020-08-22,2 wk ahead inc case,point,NA
20025,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20027,2020-08-08,5,2020-08-22,2 wk ahead inc case,point,NA
20029,2020-08-08,38,2020-08-22,2 wk ahead inc case,point,NA
20031,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20033,2020-08-08,19,2020-08-22,2 wk ahead inc case,point,NA
20035,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20037,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20039,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20041,2020-08-08,33,2020-08-22,2 wk ahead inc case,point,NA
20043,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20045,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20047,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20049,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20051,2020-08-08,39,2020-08-22,2 wk ahead inc case,point,NA
20053,2020-08-08,7,2020-08-22,2 wk ahead inc case,point,NA
20055,2020-08-08,112,2020-08-22,2 wk ahead inc case,point,NA
20057,2020-08-08,132,2020-08-22,2 wk ahead inc case,point,NA
20059,2020-08-08,47,2020-08-22,2 wk ahead inc case,point,NA
20061,2020-08-08,10,2020-08-22,2 wk ahead inc case,point,NA
20063,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20065,2020-08-08,7,2020-08-22,2 wk ahead inc case,point,NA
20067,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20069,2020-08-08,24,2020-08-22,2 wk ahead inc case,point,NA
20071,2020-08-08,8,2020-08-22,2 wk ahead inc case,point,NA
20073,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20075,2020-08-08,2,2020-08-22,2 wk ahead inc case,point,NA
20077,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20079,2020-08-08,187,2020-08-22,2 wk ahead inc case,point,NA
20081,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20083,2020-08-08,1,2020-08-22,2 wk ahead inc case,point,NA
20085,2020-08-08,16,2020-08-22,2 wk ahead inc case,point,NA
20087,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20089,2020-08-08,3,2020-08-22,2 wk ahead inc case,point,NA
20091,2020-08-08,1347,2020-08-22,2 wk ahead inc case,point,NA
20093,2020-08-08,36,2020-08-22,2 wk ahead inc case,point,NA
20095,2020-08-08,43,2020-08-22,2 wk ahead inc case,point,NA
20097,2020-08-08,1,2020-08-22,2 wk ahead inc case,point,NA
20099,2020-08-08,106,2020-08-22,2 wk ahead inc case,point,NA
20101,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20103,2020-08-08,27,2020-08-22,2 wk ahead inc case,point,NA
20105,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20107,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20109,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20111,2020-08-08,575,2020-08-22,2 wk ahead inc case,point,NA
20113,2020-08-08,63,2020-08-22,2 wk ahead inc case,point,NA
20115,2020-08-08,26,2020-08-22,2 wk ahead inc case,point,NA
20117,2020-08-08,1,2020-08-22,2 wk ahead inc case,point,NA
20119,2020-08-08,9,2020-08-22,2 wk ahead inc case,point,NA
20121,2020-08-08,46,2020-08-22,2 wk ahead inc case,point,NA
20123,2020-08-08,3,2020-08-22,2 wk ahead inc case,point,NA
20125,2020-08-08,48,2020-08-22,2 wk ahead inc case,point,NA
20127,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20129,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20131,2020-08-08,12,2020-08-22,2 wk ahead inc case,point,NA
20133,2020-08-08,6,2020-08-22,2 wk ahead inc case,point,NA
20135,2020-08-08,1,2020-08-22,2 wk ahead inc case,point,NA
20137,2020-08-08,1,2020-08-22,2 wk ahead inc case,point,NA
20139,2020-08-08,21,2020-08-22,2 wk ahead inc case,point,NA
20141,2020-08-08,1,2020-08-22,2 wk ahead inc case,point,NA
20143,2020-08-08,5,2020-08-22,2 wk ahead inc case,point,NA
20145,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20147,2020-08-08,11,2020-08-22,2 wk ahead inc case,point,NA
20149,2020-08-08,30,2020-08-22,2 wk ahead inc case,point,NA
20151,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20153,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20155,2020-08-08,75,2020-08-22,2 wk ahead inc case,point,NA
20157,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20159,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20161,2020-08-08,171,2020-08-22,2 wk ahead inc case,point,NA
20163,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20165,2020-08-08,1,2020-08-22,2 wk ahead inc case,point,NA
20167,2020-08-08,4,2020-08-22,2 wk ahead inc case,point,NA
20169,2020-08-08,161,2020-08-22,2 wk ahead inc case,point,NA
20171,2020-08-08,14,2020-08-22,2 wk ahead inc case,point,NA
20173,2020-08-08,568,2020-08-22,2 wk ahead inc case,point,NA
20175,2020-08-08,83,2020-08-22,2 wk ahead inc case,point,NA
20177,2020-08-08,220,2020-08-22,2 wk ahead inc case,point,NA
20179,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20181,2020-08-08,6,2020-08-22,2 wk ahead inc case,point,NA
20183,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20185,2020-08-08,1,2020-08-22,2 wk ahead inc case,point,NA
20187,2020-08-08,30,2020-08-22,2 wk ahead inc case,point,NA
20189,2020-08-08,28,2020-08-22,2 wk ahead inc case,point,NA
20191,2020-08-08,16,2020-08-22,2 wk ahead inc case,point,NA
20193,2020-08-08,19,2020-08-22,2 wk ahead inc case,point,NA
20195,2020-08-08,11,2020-08-22,2 wk ahead inc case,point,NA
20197,2020-08-08,2,2020-08-22,2 wk ahead inc case,point,NA
20199,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20201,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20203,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20205,2020-08-08,15,2020-08-22,2 wk ahead inc case,point,NA
20207,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
20209,2020-08-08,735,2020-08-22,2 wk ahead inc case,point,NA
21001,2020-08-08,1,2020-08-22,2 wk ahead inc case,point,NA
21003,2020-08-08,28,2020-08-22,2 wk ahead inc case,point,NA
21005,2020-08-08,83,2020-08-22,2 wk ahead inc case,point,NA
21007,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
21009,2020-08-08,114,2020-08-22,2 wk ahead inc case,point,NA
21011,2020-08-08,9,2020-08-22,2 wk ahead inc case,point,NA
21013,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
21015,2020-08-08,103,2020-08-22,2 wk ahead inc case,point,NA
21017,2020-08-08,18,2020-08-22,2 wk ahead inc case,point,NA
21019,2020-08-08,51,2020-08-22,2 wk ahead inc case,point,NA
21021,2020-08-08,6,2020-08-22,2 wk ahead inc case,point,NA
21023,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
21025,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
21027,2020-08-08,119,2020-08-22,2 wk ahead inc case,point,NA
21029,2020-08-08,118,2020-08-22,2 wk ahead inc case,point,NA
21031,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
21033,2020-08-08,8,2020-08-22,2 wk ahead inc case,point,NA
21035,2020-08-08,130,2020-08-22,2 wk ahead inc case,point,NA
21037,2020-08-08,12,2020-08-22,2 wk ahead inc case,point,NA
21039,2020-08-08,91,2020-08-22,2 wk ahead inc case,point,NA
21041,2020-08-08,24,2020-08-22,2 wk ahead inc case,point,NA
21043,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
21045,2020-08-08,53,2020-08-22,2 wk ahead inc case,point,NA
21047,2020-08-08,108,2020-08-22,2 wk ahead inc case,point,NA
21049,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
21051,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
21053,2020-08-08,6,2020-08-22,2 wk ahead inc case,point,NA
21055,2020-08-08,27,2020-08-22,2 wk ahead inc case,point,NA
21057,2020-08-08,23,2020-08-22,2 wk ahead inc case,point,NA
21059,2020-08-08,333,2020-08-22,2 wk ahead inc case,point,NA
21061,2020-08-08,18,2020-08-22,2 wk ahead inc case,point,NA
21063,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
21065,2020-08-08,11,2020-08-22,2 wk ahead inc case,point,NA
21067,2020-08-08,304,2020-08-22,2 wk ahead inc case,point,NA
21069,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
21071,2020-08-08,27,2020-08-22,2 wk ahead inc case,point,NA
21073,2020-08-08,227,2020-08-22,2 wk ahead inc case,point,NA
21075,2020-08-08,46,2020-08-22,2 wk ahead inc case,point,NA
21077,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
21079,2020-08-08,23,2020-08-22,2 wk ahead inc case,point,NA
21081,2020-08-08,30,2020-08-22,2 wk ahead inc case,point,NA
21083,2020-08-08,138,2020-08-22,2 wk ahead inc case,point,NA
21085,2020-08-08,77,2020-08-22,2 wk ahead inc case,point,NA
21087,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
21089,2020-08-08,107,2020-08-22,2 wk ahead inc case,point,NA
21091,2020-08-08,26,2020-08-22,2 wk ahead inc case,point,NA
21093,2020-08-08,177,2020-08-22,2 wk ahead inc case,point,NA
21095,2020-08-08,6,2020-08-22,2 wk ahead inc case,point,NA
21097,2020-08-08,18,2020-08-22,2 wk ahead inc case,point,NA
21099,2020-08-08,29,2020-08-22,2 wk ahead inc case,point,NA
21101,2020-08-08,9,2020-08-22,2 wk ahead inc case,point,NA
21103,2020-08-08,142,2020-08-22,2 wk ahead inc case,point,NA
21105,2020-08-08,31,2020-08-22,2 wk ahead inc case,point,NA
21107,2020-08-08,57,2020-08-22,2 wk ahead inc case,point,NA
21109,2020-08-08,57,2020-08-22,2 wk ahead inc case,point,NA
21111,2020-08-08,1796,2020-08-22,2 wk ahead inc case,point,NA
21113,2020-08-08,140,2020-08-22,2 wk ahead inc case,point,NA
21115,2020-08-08,66,2020-08-22,2 wk ahead inc case,point,NA
21117,2020-08-08,167,2020-08-22,2 wk ahead inc case,point,NA
21119,2020-08-08,23,2020-08-22,2 wk ahead inc case,point,NA
21121,2020-08-08,39,2020-08-22,2 wk ahead inc case,point,NA
21123,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
21125,2020-08-08,121,2020-08-22,2 wk ahead inc case,point,NA
21127,2020-08-08,14,2020-08-22,2 wk ahead inc case,point,NA
21129,2020-08-08,15,2020-08-22,2 wk ahead inc case,point,NA
21131,2020-08-08,11,2020-08-22,2 wk ahead inc case,point,NA
21133,2020-08-08,39,2020-08-22,2 wk ahead inc case,point,NA
21135,2020-08-08,29,2020-08-22,2 wk ahead inc case,point,NA
21137,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
21139,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
21141,2020-08-08,58,2020-08-22,2 wk ahead inc case,point,NA
21143,2020-08-08,21,2020-08-22,2 wk ahead inc case,point,NA
21145,2020-08-08,75,2020-08-22,2 wk ahead inc case,point,NA
21147,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
21149,2020-08-08,3,2020-08-22,2 wk ahead inc case,point,NA
21151,2020-08-08,255,2020-08-22,2 wk ahead inc case,point,NA
21153,2020-08-08,36,2020-08-22,2 wk ahead inc case,point,NA
21155,2020-08-08,41,2020-08-22,2 wk ahead inc case,point,NA
21157,2020-08-08,97,2020-08-22,2 wk ahead inc case,point,NA
21159,2020-08-08,3,2020-08-22,2 wk ahead inc case,point,NA
21161,2020-08-08,10,2020-08-22,2 wk ahead inc case,point,NA
21163,2020-08-08,96,2020-08-22,2 wk ahead inc case,point,NA
21165,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
21167,2020-08-08,46,2020-08-22,2 wk ahead inc case,point,NA
21169,2020-08-08,40,2020-08-22,2 wk ahead inc case,point,NA
21171,2020-08-08,8,2020-08-22,2 wk ahead inc case,point,NA
21173,2020-08-08,68,2020-08-22,2 wk ahead inc case,point,NA
21175,2020-08-08,30,2020-08-22,2 wk ahead inc case,point,NA
21177,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
21179,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
21181,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
21183,2020-08-08,32,2020-08-22,2 wk ahead inc case,point,NA
21185,2020-08-08,304,2020-08-22,2 wk ahead inc case,point,NA
21187,2020-08-08,23,2020-08-22,2 wk ahead inc case,point,NA
21189,2020-08-08,27,2020-08-22,2 wk ahead inc case,point,NA
21191,2020-08-08,44,2020-08-22,2 wk ahead inc case,point,NA
21193,2020-08-08,102,2020-08-22,2 wk ahead inc case,point,NA
21195,2020-08-08,3,2020-08-22,2 wk ahead inc case,point,NA
21197,2020-08-08,28,2020-08-22,2 wk ahead inc case,point,NA
21199,2020-08-08,124,2020-08-22,2 wk ahead inc case,point,NA
21201,2020-08-08,1,2020-08-22,2 wk ahead inc case,point,NA
21203,2020-08-08,32,2020-08-22,2 wk ahead inc case,point,NA
21205,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
21207,2020-08-08,3,2020-08-22,2 wk ahead inc case,point,NA
21209,2020-08-08,72,2020-08-22,2 wk ahead inc case,point,NA
21211,2020-08-08,44,2020-08-22,2 wk ahead inc case,point,NA
21213,2020-08-08,9,2020-08-22,2 wk ahead inc case,point,NA
21215,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
21217,2020-08-08,35,2020-08-22,2 wk ahead inc case,point,NA
21219,2020-08-08,2,2020-08-22,2 wk ahead inc case,point,NA
21221,2020-08-08,10,2020-08-22,2 wk ahead inc case,point,NA
21223,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
21225,2020-08-08,31,2020-08-22,2 wk ahead inc case,point,NA
21227,2020-08-08,445,2020-08-22,2 wk ahead inc case,point,NA
21229,2020-08-08,57,2020-08-22,2 wk ahead inc case,point,NA
21231,2020-08-08,8,2020-08-22,2 wk ahead inc case,point,NA
21233,2020-08-08,34,2020-08-22,2 wk ahead inc case,point,NA
21235,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
21237,2020-08-08,19,2020-08-22,2 wk ahead inc case,point,NA
21239,2020-08-08,65,2020-08-22,2 wk ahead inc case,point,NA
22001,2020-08-08,276,2020-08-22,2 wk ahead inc case,point,NA
22003,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
22005,2020-08-08,449,2020-08-22,2 wk ahead inc case,point,NA
22007,2020-08-08,78,2020-08-22,2 wk ahead inc case,point,NA
22009,2020-08-08,148,2020-08-22,2 wk ahead inc case,point,NA
22011,2020-08-08,11,2020-08-22,2 wk ahead inc case,point,NA
22013,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
22015,2020-08-08,357,2020-08-22,2 wk ahead inc case,point,NA
22017,2020-08-08,490,2020-08-22,2 wk ahead inc case,point,NA
22019,2020-08-08,846,2020-08-22,2 wk ahead inc case,point,NA
22021,2020-08-08,74,2020-08-22,2 wk ahead inc case,point,NA
22023,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
22025,2020-08-08,60,2020-08-22,2 wk ahead inc case,point,NA
22027,2020-08-08,87,2020-08-22,2 wk ahead inc case,point,NA
22029,2020-08-08,44,2020-08-22,2 wk ahead inc case,point,NA
22031,2020-08-08,97,2020-08-22,2 wk ahead inc case,point,NA
22033,2020-08-08,1763,2020-08-22,2 wk ahead inc case,point,NA
22035,2020-08-08,58,2020-08-22,2 wk ahead inc case,point,NA
22037,2020-08-08,102,2020-08-22,2 wk ahead inc case,point,NA
22039,2020-08-08,185,2020-08-22,2 wk ahead inc case,point,NA
22041,2020-08-08,212,2020-08-22,2 wk ahead inc case,point,NA
22043,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
22045,2020-08-08,442,2020-08-22,2 wk ahead inc case,point,NA
22047,2020-08-08,241,2020-08-22,2 wk ahead inc case,point,NA
22049,2020-08-08,9,2020-08-22,2 wk ahead inc case,point,NA
22051,2020-08-08,1437,2020-08-22,2 wk ahead inc case,point,NA
22053,2020-08-08,84,2020-08-22,2 wk ahead inc case,point,NA
22055,2020-08-08,1465,2020-08-22,2 wk ahead inc case,point,NA
22057,2020-08-08,334,2020-08-22,2 wk ahead inc case,point,NA
22061,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
22063,2020-08-08,318,2020-08-22,2 wk ahead inc case,point,NA
22065,2020-08-08,81,2020-08-22,2 wk ahead inc case,point,NA
22067,2020-08-08,132,2020-08-22,2 wk ahead inc case,point,NA
22069,2020-08-08,59,2020-08-22,2 wk ahead inc case,point,NA
22071,2020-08-08,391,2020-08-22,2 wk ahead inc case,point,NA
22073,2020-08-08,646,2020-08-22,2 wk ahead inc case,point,NA
22075,2020-08-08,185,2020-08-22,2 wk ahead inc case,point,NA
22077,2020-08-08,159,2020-08-22,2 wk ahead inc case,point,NA
22079,2020-08-08,427,2020-08-22,2 wk ahead inc case,point,NA
22081,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
22083,2020-08-08,89,2020-08-22,2 wk ahead inc case,point,NA
22085,2020-08-08,155,2020-08-22,2 wk ahead inc case,point,NA
22105,2020-08-08,513,2020-08-22,2 wk ahead inc case,point,NA
22107,2020-08-08,25,2020-08-22,2 wk ahead inc case,point,NA
22109,2020-08-08,265,2020-08-22,2 wk ahead inc case,point,NA
22111,2020-08-08,136,2020-08-22,2 wk ahead inc case,point,NA
22113,2020-08-08,427,2020-08-22,2 wk ahead inc case,point,NA
22115,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
22117,2020-08-08,129,2020-08-22,2 wk ahead inc case,point,NA
22119,2020-08-08,32,2020-08-22,2 wk ahead inc case,point,NA
22121,2020-08-08,92,2020-08-22,2 wk ahead inc case,point,NA
22123,2020-08-08,71,2020-08-22,2 wk ahead inc case,point,NA
22125,2020-08-08,113,2020-08-22,2 wk ahead inc case,point,NA
22127,2020-08-08,47,2020-08-22,2 wk ahead inc case,point,NA
23001,2020-08-08,54,2020-08-22,2 wk ahead inc case,point,NA
23003,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
23005,2020-08-08,333,2020-08-22,2 wk ahead inc case,point,NA
