location,forecast_date,value,target_end_date,target,type,quantile
17007,2020-09-21,26,2020-10-03,2 wk ahead inc case,point,NA
17009,2020-09-21,16,2020-09-26,1 wk ahead inc case,point,NA
17009,2020-09-21,21,2020-10-03,2 wk ahead inc case,point,NA
17011,2020-09-21,95,2020-09-26,1 wk ahead inc case,point,NA
17011,2020-09-21,142,2020-10-03,2 wk ahead inc case,point,NA
17013,2020-09-21,2,2020-09-26,1 wk ahead inc case,point,NA
17013,2020-09-21,2,2020-10-03,2 wk ahead inc case,point,NA
17015,2020-09-21,64,2020-09-26,1 wk ahead inc case,point,NA
17015,2020-09-21,96,2020-10-03,2 wk ahead inc case,point,NA
17017,2020-09-21,28,2020-09-26,1 wk ahead inc case,point,NA
17017,2020-09-21,31,2020-10-03,2 wk ahead inc case,point,NA
17019,2020-09-21,559,2020-09-26,1 wk ahead inc case,point,NA
17019,2020-09-21,779,2020-10-03,2 wk ahead inc case,point,NA
17021,2020-09-21,227,2020-09-26,1 wk ahead inc case,point,NA
17021,2020-09-21,443,2020-10-03,2 wk ahead inc case,point,NA
17023,2020-09-21,25,2020-09-26,1 wk ahead inc case,point,NA
17023,2020-09-21,31,2020-10-03,2 wk ahead inc case,point,NA
17025,2020-09-21,14,2020-09-26,1 wk ahead inc case,point,NA
17025,2020-09-21,14,2020-10-03,2 wk ahead inc case,point,NA
17027,2020-09-21,129,2020-09-26,1 wk ahead inc case,point,NA
17027,2020-09-21,163,2020-10-03,2 wk ahead inc case,point,NA
17029,2020-09-21,112,2020-09-26,1 wk ahead inc case,point,NA
17029,2020-09-21,115,2020-10-03,2 wk ahead inc case,point,NA
17031,2020-09-21,5621,2020-09-26,1 wk ahead inc case,point,NA
17031,2020-09-21,7289,2020-10-03,2 wk ahead inc case,point,NA
17033,2020-09-21,193,2020-09-26,1 wk ahead inc case,point,NA
17033,2020-09-21,312,2020-10-03,2 wk ahead inc case,point,NA
17035,2020-09-21,30,2020-09-26,1 wk ahead inc case,point,NA
17035,2020-09-21,47,2020-10-03,2 wk ahead inc case,point,NA
17037,2020-09-21,200,2020-09-26,1 wk ahead inc case,point,NA
17037,2020-09-21,237,2020-10-03,2 wk ahead inc case,point,NA
17039,2020-09-21,51,2020-09-26,1 wk ahead inc case,point,NA
17039,2020-09-21,69,2020-10-03,2 wk ahead inc case,point,NA
17041,2020-09-21,43,2020-09-26,1 wk ahead inc case,point,NA
17041,2020-09-21,52,2020-10-03,2 wk ahead inc case,point,NA
17043,2020-09-21,874,2020-09-26,1 wk ahead inc case,point,NA
17043,2020-09-21,1082,2020-10-03,2 wk ahead inc case,point,NA
17045,2020-09-21,11,2020-09-26,1 wk ahead inc case,point,NA
17045,2020-09-21,13,2020-10-03,2 wk ahead inc case,point,NA
17047,2020-09-21,15,2020-09-26,1 wk ahead inc case,point,NA
17047,2020-09-21,21,2020-10-03,2 wk ahead inc case,point,NA
17049,2020-09-21,53,2020-09-26,1 wk ahead inc case,point,NA
17049,2020-09-21,32,2020-10-03,2 wk ahead inc case,point,NA
17051,2020-09-21,5,2020-09-26,1 wk ahead inc case,point,NA
17051,2020-09-21,11,2020-10-03,2 wk ahead inc case,point,NA
17053,2020-09-21,33,2020-09-26,1 wk ahead inc case,point,NA
17053,2020-09-21,55,2020-10-03,2 wk ahead inc case,point,NA
17055,2020-09-21,93,2020-09-26,1 wk ahead inc case,point,NA
17055,2020-09-21,109,2020-10-03,2 wk ahead inc case,point,NA
17057,2020-09-21,68,2020-09-26,1 wk ahead inc case,point,NA
17057,2020-09-21,92,2020-10-03,2 wk ahead inc case,point,NA
17059,2020-09-21,2,2020-09-26,1 wk ahead inc case,point,NA
17059,2020-09-21,2,2020-10-03,2 wk ahead inc case,point,NA
17061,2020-09-21,26,2020-09-26,1 wk ahead inc case,point,NA
17061,2020-09-21,29,2020-10-03,2 wk ahead inc case,point,NA
17063,2020-09-21,82,2020-09-26,1 wk ahead inc case,point,NA
17063,2020-09-21,108,2020-10-03,2 wk ahead inc case,point,NA
17065,2020-09-21,34,2020-09-26,1 wk ahead inc case,point,NA
17065,2020-09-21,54,2020-10-03,2 wk ahead inc case,point,NA
17067,2020-09-21,8,2020-09-26,1 wk ahead inc case,point,NA
17067,2020-09-21,5,2020-10-03,2 wk ahead inc case,point,NA
17069,2020-09-21,21,2020-09-26,1 wk ahead inc case,point,NA
17069,2020-09-21,31,2020-10-03,2 wk ahead inc case,point,NA
17071,2020-09-21,3,2020-09-26,1 wk ahead inc case,point,NA
17071,2020-09-21,3,2020-10-03,2 wk ahead inc case,point,NA
17073,2020-09-21,43,2020-09-26,1 wk ahead inc case,point,NA
17073,2020-09-21,51,2020-10-03,2 wk ahead inc case,point,NA
17075,2020-09-21,24,2020-09-26,1 wk ahead inc case,point,NA
17075,2020-09-21,31,2020-10-03,2 wk ahead inc case,point,NA
17077,2020-09-21,213,2020-09-26,1 wk ahead inc case,point,NA
17077,2020-09-21,298,2020-10-03,2 wk ahead inc case,point,NA
17079,2020-09-21,4,2020-09-26,1 wk ahead inc case,point,NA
17079,2020-09-21,4,2020-10-03,2 wk ahead inc case,point,NA
17081,2020-09-21,75,2020-09-26,1 wk ahead inc case,point,NA
17081,2020-09-21,100,2020-10-03,2 wk ahead inc case,point,NA
17083,2020-09-21,14,2020-09-26,1 wk ahead inc case,point,NA
17083,2020-09-21,5,2020-10-03,2 wk ahead inc case,point,NA
17085,2020-09-21,32,2020-09-26,1 wk ahead inc case,point,NA
17085,2020-09-21,39,2020-10-03,2 wk ahead inc case,point,NA
17087,2020-09-21,29,2020-09-26,1 wk ahead inc case,point,NA
17087,2020-09-21,36,2020-10-03,2 wk ahead inc case,point,NA
17089,2020-09-21,742,2020-09-26,1 wk ahead inc case,point,NA
17089,2020-09-21,1013,2020-10-03,2 wk ahead inc case,point,NA
17091,2020-09-21,238,2020-09-26,1 wk ahead inc case,point,NA
17091,2020-09-21,313,2020-10-03,2 wk ahead inc case,point,NA
17093,2020-09-21,90,2020-09-26,1 wk ahead inc case,point,NA
17093,2020-09-21,91,2020-10-03,2 wk ahead inc case,point,NA
17095,2020-09-21,110,2020-09-26,1 wk ahead inc case,point,NA
17095,2020-09-21,135,2020-10-03,2 wk ahead inc case,point,NA
17097,2020-09-21,802,2020-09-26,1 wk ahead inc case,point,NA
17097,2020-09-21,971,2020-10-03,2 wk ahead inc case,point,NA
17099,2020-09-21,114,2020-09-26,1 wk ahead inc case,point,NA
17099,2020-09-21,130,2020-10-03,2 wk ahead inc case,point,NA
17101,2020-09-21,44,2020-09-26,1 wk ahead inc case,point,NA
17101,2020-09-21,68,2020-10-03,2 wk ahead inc case,point,NA
17103,2020-09-21,29,2020-09-26,1 wk ahead inc case,point,NA
17103,2020-09-21,33,2020-10-03,2 wk ahead inc case,point,NA
17105,2020-09-21,80,2020-09-26,1 wk ahead inc case,point,NA
17105,2020-09-21,108,2020-10-03,2 wk ahead inc case,point,NA
17107,2020-09-21,12,2020-09-26,1 wk ahead inc case,point,NA
17107,2020-09-21,15,2020-10-03,2 wk ahead inc case,point,NA
17109,2020-09-21,80,2020-09-26,1 wk ahead inc case,point,NA
17109,2020-09-21,124,2020-10-03,2 wk ahead inc case,point,NA
17111,2020-09-21,269,2020-09-26,1 wk ahead inc case,point,NA
17111,2020-09-21,347,2020-10-03,2 wk ahead inc case,point,NA
17113,2020-09-21,443,2020-09-26,1 wk ahead inc case,point,NA
17113,2020-09-21,599,2020-10-03,2 wk ahead inc case,point,NA
17115,2020-09-21,265,2020-09-26,1 wk ahead inc case,point,NA
17115,2020-09-21,327,2020-10-03,2 wk ahead inc case,point,NA
17117,2020-09-21,89,2020-09-26,1 wk ahead inc case,point,NA
17117,2020-09-21,116,2020-10-03,2 wk ahead inc case,point,NA
17119,2020-09-21,593,2020-09-26,1 wk ahead inc case,point,NA
17119,2020-09-21,695,2020-10-03,2 wk ahead inc case,point,NA
17121,2020-09-21,134,2020-09-26,1 wk ahead inc case,point,NA
17121,2020-09-21,181,2020-10-03,2 wk ahead inc case,point,NA
17123,2020-09-21,34,2020-09-26,1 wk ahead inc case,point,NA
17123,2020-09-21,49,2020-10-03,2 wk ahead inc case,point,NA
17125,2020-09-21,27,2020-09-26,1 wk ahead inc case,point,NA
17125,2020-09-21,37,2020-10-03,2 wk ahead inc case,point,NA
17127,2020-09-21,24,2020-09-26,1 wk ahead inc case,point,NA
17127,2020-09-21,30,2020-10-03,2 wk ahead inc case,point,NA
17129,2020-09-21,29,2020-09-26,1 wk ahead inc case,point,NA
17129,2020-09-21,36,2020-10-03,2 wk ahead inc case,point,NA
17131,2020-09-21,34,2020-09-26,1 wk ahead inc case,point,NA
17131,2020-09-21,46,2020-10-03,2 wk ahead inc case,point,NA
17133,2020-09-21,38,2020-09-26,1 wk ahead inc case,point,NA
17133,2020-09-21,45,2020-10-03,2 wk ahead inc case,point,NA
17135,2020-09-21,69,2020-09-26,1 wk ahead inc case,point,NA
17135,2020-09-21,105,2020-10-03,2 wk ahead inc case,point,NA
17137,2020-09-21,66,2020-09-26,1 wk ahead inc case,point,NA
17137,2020-09-21,87,2020-10-03,2 wk ahead inc case,point,NA
17139,2020-09-21,17,2020-09-26,1 wk ahead inc case,point,NA
17139,2020-09-21,18,2020-10-03,2 wk ahead inc case,point,NA
17141,2020-09-21,104,2020-09-26,1 wk ahead inc case,point,NA
17141,2020-09-21,136,2020-10-03,2 wk ahead inc case,point,NA
17143,2020-09-21,493,2020-09-26,1 wk ahead inc case,point,NA
17143,2020-09-21,743,2020-10-03,2 wk ahead inc case,point,NA
17145,2020-09-21,45,2020-09-26,1 wk ahead inc case,point,NA
17145,2020-09-21,56,2020-10-03,2 wk ahead inc case,point,NA
17147,2020-09-21,57,2020-09-26,1 wk ahead inc case,point,NA
17147,2020-09-21,74,2020-10-03,2 wk ahead inc case,point,NA
17149,2020-09-21,2,2020-09-26,1 wk ahead inc case,point,NA
17149,2020-09-21,8,2020-10-03,2 wk ahead inc case,point,NA
17151,2020-09-21,4,2020-09-26,1 wk ahead inc case,point,NA
17151,2020-09-21,6,2020-10-03,2 wk ahead inc case,point,NA
17153,2020-09-21,11,2020-09-26,1 wk ahead inc case,point,NA
17153,2020-09-21,15,2020-10-03,2 wk ahead inc case,point,NA
17155,2020-09-21,23,2020-09-26,1 wk ahead inc case,point,NA
17155,2020-09-21,36,2020-10-03,2 wk ahead inc case,point,NA
17157,2020-09-21,36,2020-09-26,1 wk ahead inc case,point,NA
17157,2020-09-21,16,2020-10-03,2 wk ahead inc case,point,NA
17159,2020-09-21,85,2020-09-26,1 wk ahead inc case,point,NA
17159,2020-09-21,120,2020-10-03,2 wk ahead inc case,point,NA
17161,2020-09-21,309,2020-09-26,1 wk ahead inc case,point,NA
17161,2020-09-21,370,2020-10-03,2 wk ahead inc case,point,NA
17165,2020-09-21,109,2020-09-26,1 wk ahead inc case,point,NA
17165,2020-09-21,162,2020-10-03,2 wk ahead inc case,point,NA
17167,2020-09-21,174,2020-09-26,1 wk ahead inc case,point,NA
17167,2020-09-21,227,2020-10-03,2 wk ahead inc case,point,NA
17169,2020-09-21,31,2020-09-26,1 wk ahead inc case,point,NA
17169,2020-09-21,53,2020-10-03,2 wk ahead inc case,point,NA
17171,2020-09-21,2,2020-09-26,1 wk ahead inc case,point,NA
17171,2020-09-21,2,2020-10-03,2 wk ahead inc case,point,NA
17173,2020-09-21,78,2020-09-26,1 wk ahead inc case,point,NA
17173,2020-09-21,95,2020-10-03,2 wk ahead inc case,point,NA
17175,2020-09-21,12,2020-09-26,1 wk ahead inc case,point,NA
17175,2020-09-21,17,2020-10-03,2 wk ahead inc case,point,NA
17177,2020-09-21,30,2020-09-26,1 wk ahead inc case,point,NA
17177,2020-09-21,27,2020-10-03,2 wk ahead inc case,point,NA
17179,2020-09-21,342,2020-09-26,1 wk ahead inc case,point,NA
17179,2020-09-21,499,2020-10-03,2 wk ahead inc case,point,NA
17181,2020-09-21,57,2020-09-26,1 wk ahead inc case,point,NA
17181,2020-09-21,74,2020-10-03,2 wk ahead inc case,point,NA
17183,2020-09-21,328,2020-09-26,1 wk ahead inc case,point,NA
17183,2020-09-21,454,2020-10-03,2 wk ahead inc case,point,NA
17185,2020-09-21,6,2020-09-26,1 wk ahead inc case,point,NA
17185,2020-09-21,6,2020-10-03,2 wk ahead inc case,point,NA
17187,2020-09-21,46,2020-09-26,1 wk ahead inc case,point,NA
17187,2020-09-21,71,2020-10-03,2 wk ahead inc case,point,NA
17189,2020-09-21,60,2020-09-26,1 wk ahead inc case,point,NA
17189,2020-09-21,91,2020-10-03,2 wk ahead inc case,point,NA
17191,2020-09-21,77,2020-09-26,1 wk ahead inc case,point,NA
17191,2020-09-21,92,2020-10-03,2 wk ahead inc case,point,NA
17193,2020-09-21,27,2020-09-26,1 wk ahead inc case,point,NA
17193,2020-09-21,39,2020-10-03,2 wk ahead inc case,point,NA
17195,2020-09-21,34,2020-09-26,1 wk ahead inc case,point,NA
17195,2020-09-21,26,2020-10-03,2 wk ahead inc case,point,NA
17197,2020-09-21,727,2020-09-26,1 wk ahead inc case,point,NA
17197,2020-09-21,930,2020-10-03,2 wk ahead inc case,point,NA
17199,2020-09-21,270,2020-09-26,1 wk ahead inc case,point,NA
17199,2020-09-21,346,2020-10-03,2 wk ahead inc case,point,NA
17201,2020-09-21,542,2020-09-26,1 wk ahead inc case,point,NA
17201,2020-09-21,675,2020-10-03,2 wk ahead inc case,point,NA
17203,2020-09-21,67,2020-09-26,1 wk ahead inc case,point,NA
17203,2020-09-21,85,2020-10-03,2 wk ahead inc case,point,NA
18001,2020-09-21,40,2020-09-26,1 wk ahead inc case,point,NA
18001,2020-09-21,50,2020-10-03,2 wk ahead inc case,point,NA
18003,2020-09-21,452,2020-09-26,1 wk ahead inc case,point,NA
18003,2020-09-21,497,2020-10-03,2 wk ahead inc case,point,NA
18005,2020-09-21,40,2020-09-26,1 wk ahead inc case,point,NA
18005,2020-09-21,43,2020-10-03,2 wk ahead inc case,point,NA
18007,2020-09-21,3,2020-09-26,1 wk ahead inc case,point,NA
18007,2020-09-21,3,2020-10-03,2 wk ahead inc case,point,NA
18009,2020-09-21,0,2020-09-26,1 wk ahead inc case,point,NA
18009,2020-09-21,6,2020-10-03,2 wk ahead inc case,point,NA
18011,2020-09-21,34,2020-09-26,1 wk ahead inc case,point,NA
18011,2020-09-21,34,2020-10-03,2 wk ahead inc case,point,NA
18013,2020-09-21,34,2020-09-26,1 wk ahead inc case,point,NA
18013,2020-09-21,52,2020-10-03,2 wk ahead inc case,point,NA
18015,2020-09-21,12,2020-09-26,1 wk ahead inc case,point,NA
18015,2020-09-21,17,2020-10-03,2 wk ahead inc case,point,NA
18017,2020-09-21,43,2020-09-26,1 wk ahead inc case,point,NA
18017,2020-09-21,57,2020-10-03,2 wk ahead inc case,point,NA
18019,2020-09-21,136,2020-09-26,1 wk ahead inc case,point,NA
18019,2020-09-21,136,2020-10-03,2 wk ahead inc case,point,NA
18021,2020-09-21,3,2020-09-26,1 wk ahead inc case,point,NA
18021,2020-09-21,13,2020-10-03,2 wk ahead inc case,point,NA
18023,2020-09-21,3,2020-09-26,1 wk ahead inc case,point,NA
18023,2020-09-21,16,2020-10-03,2 wk ahead inc case,point,NA
18025,2020-09-21,5,2020-09-26,1 wk ahead inc case,point,NA
18025,2020-09-21,5,2020-10-03,2 wk ahead inc case,point,NA
18027,2020-09-21,61,2020-09-26,1 wk ahead inc case,point,NA
18027,2020-09-21,63,2020-10-03,2 wk ahead inc case,point,NA
18029,2020-09-21,11,2020-09-26,1 wk ahead inc case,point,NA
18029,2020-09-21,25,2020-10-03,2 wk ahead inc case,point,NA
18031,2020-09-21,3,2020-09-26,1 wk ahead inc case,point,NA
18031,2020-09-21,14,2020-10-03,2 wk ahead inc case,point,NA
18033,2020-09-21,23,2020-09-26,1 wk ahead inc case,point,NA
18033,2020-09-21,10,2020-10-03,2 wk ahead inc case,point,NA
18035,2020-09-21,47,2020-09-26,1 wk ahead inc case,point,NA
18035,2020-09-21,59,2020-10-03,2 wk ahead inc case,point,NA
18037,2020-09-21,17,2020-09-26,1 wk ahead inc case,point,NA
18037,2020-09-21,4,2020-10-03,2 wk ahead inc case,point,NA
18039,2020-09-21,466,2020-09-26,1 wk ahead inc case,point,NA
18039,2020-09-21,494,2020-10-03,2 wk ahead inc case,point,NA
18041,2020-09-21,12,2020-09-26,1 wk ahead inc case,point,NA
18041,2020-09-21,12,2020-10-03,2 wk ahead inc case,point,NA
18043,2020-09-21,66,2020-09-26,1 wk ahead inc case,point,NA
18043,2020-09-21,29,2020-10-03,2 wk ahead inc case,point,NA
18045,2020-09-21,8,2020-09-26,1 wk ahead inc case,point,NA
18045,2020-09-21,8,2020-10-03,2 wk ahead inc case,point,NA
18047,2020-09-21,2,2020-09-26,1 wk ahead inc case,point,NA
18047,2020-09-21,10,2020-10-03,2 wk ahead inc case,point,NA
18049,2020-09-21,13,2020-09-26,1 wk ahead inc case,point,NA
18049,2020-09-21,12,2020-10-03,2 wk ahead inc case,point,NA
18051,2020-09-21,80,2020-09-26,1 wk ahead inc case,point,NA
18051,2020-09-21,113,2020-10-03,2 wk ahead inc case,point,NA
18053,2020-09-21,48,2020-09-26,1 wk ahead inc case,point,NA
18053,2020-09-21,18,2020-10-03,2 wk ahead inc case,point,NA
18055,2020-09-21,30,2020-09-26,1 wk ahead inc case,point,NA
18055,2020-09-21,30,2020-10-03,2 wk ahead inc case,point,NA
18057,2020-09-21,165,2020-09-26,1 wk ahead inc case,point,NA
18057,2020-09-21,165,2020-10-03,2 wk ahead inc case,point,NA
18059,2020-09-21,39,2020-09-26,1 wk ahead inc case,point,NA
18059,2020-09-21,38,2020-10-03,2 wk ahead inc case,point,NA
18061,2020-09-21,44,2020-09-26,1 wk ahead inc case,point,NA
18061,2020-09-21,48,2020-10-03,2 wk ahead inc case,point,NA
18063,2020-09-21,68,2020-09-26,1 wk ahead inc case,point,NA
18063,2020-09-21,31,2020-10-03,2 wk ahead inc case,point,NA
18065,2020-09-21,39,2020-09-26,1 wk ahead inc case,point,NA
18065,2020-09-21,24,2020-10-03,2 wk ahead inc case,point,NA
18067,2020-09-21,28,2020-09-26,1 wk ahead inc case,point,NA
18067,2020-09-21,0,2020-10-03,2 wk ahead inc case,point,NA
18069,2020-09-21,37,2020-09-26,1 wk ahead inc case,point,NA
18069,2020-09-21,41,2020-10-03,2 wk ahead inc case,point,NA
18071,2020-09-21,23,2020-09-26,1 wk ahead inc case,point,NA
18071,2020-09-21,32,2020-10-03,2 wk ahead inc case,point,NA
18073,2020-09-21,17,2020-09-26,1 wk ahead inc case,point,NA
18073,2020-09-21,17,2020-10-03,2 wk ahead inc case,point,NA
18075,2020-09-21,21,2020-09-26,1 wk ahead inc case,point,NA
18075,2020-09-21,20,2020-10-03,2 wk ahead inc case,point,NA
18077,2020-09-21,24,2020-09-26,1 wk ahead inc case,point,NA
18077,2020-09-21,33,2020-10-03,2 wk ahead inc case,point,NA
18079,2020-09-21,6,2020-09-26,1 wk ahead inc case,point,NA
18079,2020-09-21,14,2020-10-03,2 wk ahead inc case,point,NA
18081,2020-09-21,0,2020-09-26,1 wk ahead inc case,point,NA
18081,2020-09-21,78,2020-10-03,2 wk ahead inc case,point,NA
18083,2020-09-21,19,2020-09-26,1 wk ahead inc case,point,NA
18083,2020-09-21,19,2020-10-03,2 wk ahead inc case,point,NA
18085,2020-09-21,37,2020-09-26,1 wk ahead inc case,point,NA
18085,2020-09-21,30,2020-10-03,2 wk ahead inc case,point,NA
18087,2020-09-21,7,2020-09-26,1 wk ahead inc case,point,NA
18087,2020-09-21,5,2020-10-03,2 wk ahead inc case,point,NA
18089,2020-09-21,417,2020-09-26,1 wk ahead inc case,point,NA
18089,2020-09-21,407,2020-10-03,2 wk ahead inc case,point,NA
18091,2020-09-21,55,2020-09-26,1 wk ahead inc case,point,NA
18091,2020-09-21,56,2020-10-03,2 wk ahead inc case,point,NA
18093,2020-09-21,0,2020-09-26,1 wk ahead inc case,point,NA
18093,2020-09-21,23,2020-10-03,2 wk ahead inc case,point,NA
18095,2020-09-21,107,2020-09-26,1 wk ahead inc case,point,NA
18095,2020-09-21,107,2020-10-03,2 wk ahead inc case,point,NA
18097,2020-09-21,1233,2020-09-26,1 wk ahead inc case,point,NA
18097,2020-09-21,1139,2020-10-03,2 wk ahead inc case,point,NA
18099,2020-09-21,23,2020-09-26,1 wk ahead inc case,point,NA
18099,2020-09-21,23,2020-10-03,2 wk ahead inc case,point,NA
18101,2020-09-21,5,2020-09-26,1 wk ahead inc case,point,NA
18101,2020-09-21,5,2020-10-03,2 wk ahead inc case,point,NA
18103,2020-09-21,18,2020-09-26,1 wk ahead inc case,point,NA
18103,2020-09-21,18,2020-10-03,2 wk ahead inc case,point,NA
18105,2020-09-21,74,2020-09-26,1 wk ahead inc case,point,NA
18105,2020-09-21,74,2020-10-03,2 wk ahead inc case,point,NA
18107,2020-09-21,20,2020-09-26,1 wk ahead inc case,point,NA
18107,2020-09-21,20,2020-10-03,2 wk ahead inc case,point,NA
18109,2020-09-21,52,2020-09-26,1 wk ahead inc case,point,NA
18109,2020-09-21,56,2020-10-03,2 wk ahead inc case,point,NA
18111,2020-09-21,23,2020-09-26,1 wk ahead inc case,point,NA
18111,2020-09-21,30,2020-10-03,2 wk ahead inc case,point,NA
18113,2020-09-21,26,2020-09-26,1 wk ahead inc case,point,NA
18113,2020-09-21,28,2020-10-03,2 wk ahead inc case,point,NA
18115,2020-09-21,2,2020-09-26,1 wk ahead inc case,point,NA
18115,2020-09-21,1,2020-10-03,2 wk ahead inc case,point,NA
18117,2020-09-21,22,2020-09-26,1 wk ahead inc case,point,NA
18117,2020-09-21,28,2020-10-03,2 wk ahead inc case,point,NA
18119,2020-09-21,15,2020-09-26,1 wk ahead inc case,point,NA
18119,2020-09-21,19,2020-10-03,2 wk ahead inc case,point,NA
18121,2020-09-21,5,2020-09-26,1 wk ahead inc case,point,NA
18121,2020-09-21,4,2020-10-03,2 wk ahead inc case,point,NA
18123,2020-09-21,3,2020-09-26,1 wk ahead inc case,point,NA
18123,2020-09-21,3,2020-10-03,2 wk ahead inc case,point,NA
18125,2020-09-21,6,2020-09-26,1 wk ahead inc case,point,NA
18125,2020-09-21,7,2020-10-03,2 wk ahead inc case,point,NA
18127,2020-09-21,222,2020-09-26,1 wk ahead inc case,point,NA
18127,2020-09-21,286,2020-10-03,2 wk ahead inc case,point,NA
18129,2020-09-21,13,2020-09-26,1 wk ahead inc case,point,NA
18129,2020-09-21,13,2020-10-03,2 wk ahead inc case,point,NA
18131,2020-09-21,7,2020-09-26,1 wk ahead inc case,point,NA
18131,2020-09-21,7,2020-10-03,2 wk ahead inc case,point,NA
18133,2020-09-21,39,2020-09-26,1 wk ahead inc case,point,NA
18133,2020-09-21,51,2020-10-03,2 wk ahead inc case,point,NA
18135,2020-09-21,2,2020-09-26,1 wk ahead inc case,point,NA
18135,2020-09-21,11,2020-10-03,2 wk ahead inc case,point,NA
18137,2020-09-21,6,2020-09-26,1 wk ahead inc case,point,NA
18137,2020-09-21,9,2020-10-03,2 wk ahead inc case,point,NA
18139,2020-09-21,0,2020-09-26,1 wk ahead inc case,point,NA
18139,2020-09-21,9,2020-10-03,2 wk ahead inc case,point,NA
18143,2020-09-21,9,2020-09-26,1 wk ahead inc case,point,NA
18143,2020-09-21,2,2020-10-03,2 wk ahead inc case,point,NA
18145,2020-09-21,40,2020-09-26,1 wk ahead inc case,point,NA
18145,2020-09-21,52,2020-10-03,2 wk ahead inc case,point,NA
18147,2020-09-21,69,2020-09-26,1 wk ahead inc case,point,NA
18147,2020-09-21,98,2020-10-03,2 wk ahead inc case,point,NA
18149,2020-09-21,52,2020-09-26,1 wk ahead inc case,point,NA
18149,2020-09-21,72,2020-10-03,2 wk ahead inc case,point,NA
18151,2020-09-21,76,2020-09-26,1 wk ahead inc case,point,NA
18151,2020-09-21,119,2020-10-03,2 wk ahead inc case,point,NA
18153,2020-09-21,11,2020-09-26,1 wk ahead inc case,point,NA
18153,2020-09-21,11,2020-10-03,2 wk ahead inc case,point,NA
18155,2020-09-21,17,2020-10-03,2 wk ahead inc case,point,NA
18157,2020-09-21,103,2020-09-26,1 wk ahead inc case,point,NA
18157,2020-09-21,103,2020-10-03,2 wk ahead inc case,point,NA
18159,2020-09-21,8,2020-09-26,1 wk ahead inc case,point,NA
18159,2020-09-21,8,2020-10-03,2 wk ahead inc case,point,NA
18161,2020-09-21,5,2020-09-26,1 wk ahead inc case,point,NA
18161,2020-09-21,5,2020-10-03,2 wk ahead inc case,point,NA
18163,2020-09-21,185,2020-09-26,1 wk ahead inc case,point,NA
18163,2020-09-21,120,2020-10-03,2 wk ahead inc case,point,NA
18165,2020-09-21,14,2020-09-26,1 wk ahead inc case,point,NA
18165,2020-09-21,18,2020-10-03,2 wk ahead inc case,point,NA
18167,2020-09-21,194,2020-09-26,1 wk ahead inc case,point,NA
18167,2020-09-21,223,2020-10-03,2 wk ahead inc case,point,NA
18169,2020-09-21,35,2020-09-26,1 wk ahead inc case,point,NA
18169,2020-09-21,36,2020-10-03,2 wk ahead inc case,point,NA
18171,2020-09-21,1,2020-09-26,1 wk ahead inc case,point,NA
18171,2020-09-21,1,2020-10-03,2 wk ahead inc case,point,NA
18173,2020-09-21,300,2020-09-26,1 wk ahead inc case,point,NA
18173,2020-09-21,419,2020-10-03,2 wk ahead inc case,point,NA
18175,2020-09-21,17,2020-09-26,1 wk ahead inc case,point,NA
18175,2020-09-21,26,2020-10-03,2 wk ahead inc case,point,NA
18177,2020-09-21,72,2020-09-26,1 wk ahead inc case,point,NA
18177,2020-09-21,85,2020-10-03,2 wk ahead inc case,point,NA
18179,2020-09-21,22,2020-09-26,1 wk ahead inc case,point,NA
18179,2020-09-21,23,2020-10-03,2 wk ahead inc case,point,NA
18181,2020-09-21,27,2020-09-26,1 wk ahead inc case,point,NA
18181,2020-09-21,38,2020-10-03,2 wk ahead inc case,point,NA
18183,2020-09-21,0,2020-09-26,1 wk ahead inc case,point,NA
18183,2020-09-21,17,2020-10-03,2 wk ahead inc case,point,NA
19001,2020-09-21,14,2020-09-26,1 wk ahead inc case,point,NA
19001,2020-09-21,21,2020-10-03,2 wk ahead inc case,point,NA
19003,2020-09-21,2,2020-09-26,1 wk ahead inc case,point,NA
19003,2020-09-21,2,2020-10-03,2 wk ahead inc case,point,NA
19005,2020-09-21,27,2020-09-26,1 wk ahead inc case,point,NA
19005,2020-09-21,25,2020-10-03,2 wk ahead inc case,point,NA
19007,2020-09-21,6,2020-09-26,1 wk ahead inc case,point,NA
19007,2020-09-21,0,2020-10-03,2 wk ahead inc case,point,NA
19009,2020-09-21,27,2020-09-26,1 wk ahead inc case,point,NA
19009,2020-09-21,39,2020-10-03,2 wk ahead inc case,point,NA
19011,2020-09-21,81,2020-09-26,1 wk ahead inc case,point,NA
19011,2020-09-21,117,2020-10-03,2 wk ahead inc case,point,NA
19013,2020-09-21,261,2020-09-26,1 wk ahead inc case,point,NA
19013,2020-09-21,281,2020-10-03,2 wk ahead inc case,point,NA
19015,2020-09-21,89,2020-09-26,1 wk ahead inc case,point,NA
19015,2020-09-21,114,2020-10-03,2 wk ahead inc case,point,NA
19017,2020-09-21,75,2020-09-26,1 wk ahead inc case,point,NA
19017,2020-09-21,103,2020-10-03,2 wk ahead inc case,point,NA
19019,2020-09-21,56,2020-09-26,1 wk ahead inc case,point,NA
19019,2020-09-21,77,2020-10-03,2 wk ahead inc case,point,NA
19021,2020-09-21,31,2020-09-26,1 wk ahead inc case,point,NA
19021,2020-09-21,17,2020-10-03,2 wk ahead inc case,point,NA
19023,2020-09-21,41,2020-09-26,1 wk ahead inc case,point,NA
