location,forecast_date,value,target_end_date,target,type,quantile
34037,2020-09-21,27,2020-09-26,1 wk ahead inc case,point,NA
34037,2020-09-21,24,2020-10-03,2 wk ahead inc case,point,NA
34039,2020-09-21,129,2020-09-26,1 wk ahead inc case,point,NA
34039,2020-09-21,121,2020-10-03,2 wk ahead inc case,point,NA
34041,2020-09-21,24,2020-09-26,1 wk ahead inc case,point,NA
34041,2020-09-21,19,2020-10-03,2 wk ahead inc case,point,NA
35001,2020-09-21,235,2020-09-26,1 wk ahead inc case,point,NA
35001,2020-09-21,226,2020-10-03,2 wk ahead inc case,point,NA
35003,2020-09-21,1,2020-09-26,1 wk ahead inc case,point,NA
35003,2020-09-21,1,2020-10-03,2 wk ahead inc case,point,NA
35005,2020-09-21,36,2020-09-26,1 wk ahead inc case,point,NA
35005,2020-09-21,36,2020-10-03,2 wk ahead inc case,point,NA
35006,2020-09-21,14,2020-09-26,1 wk ahead inc case,point,NA
35006,2020-09-21,14,2020-10-03,2 wk ahead inc case,point,NA
35007,2020-09-21,15,2020-09-26,1 wk ahead inc case,point,NA
35007,2020-09-21,22,2020-10-03,2 wk ahead inc case,point,NA
35009,2020-09-21,18,2020-09-26,1 wk ahead inc case,point,NA
35009,2020-09-21,13,2020-10-03,2 wk ahead inc case,point,NA
35011,2020-09-21,0,2020-09-26,1 wk ahead inc case,point,NA
35011,2020-09-21,0,2020-10-03,2 wk ahead inc case,point,NA
35013,2020-09-21,236,2020-09-26,1 wk ahead inc case,point,NA
35013,2020-09-21,319,2020-10-03,2 wk ahead inc case,point,NA
35015,2020-09-21,157,2020-09-26,1 wk ahead inc case,point,NA
35015,2020-09-21,193,2020-10-03,2 wk ahead inc case,point,NA
35017,2020-09-21,68,2020-09-26,1 wk ahead inc case,point,NA
35017,2020-09-21,81,2020-10-03,2 wk ahead inc case,point,NA
35019,2020-09-21,11,2020-09-26,1 wk ahead inc case,point,NA
35019,2020-09-21,18,2020-10-03,2 wk ahead inc case,point,NA
35021,2020-09-21,0,2020-09-26,1 wk ahead inc case,point,NA
35021,2020-09-21,0,2020-10-03,2 wk ahead inc case,point,NA
35023,2020-09-21,3,2020-09-26,1 wk ahead inc case,point,NA
35023,2020-09-21,4,2020-10-03,2 wk ahead inc case,point,NA
35025,2020-09-21,113,2020-09-26,1 wk ahead inc case,point,NA
35025,2020-09-21,153,2020-10-03,2 wk ahead inc case,point,NA
35027,2020-09-21,16,2020-09-26,1 wk ahead inc case,point,NA
35027,2020-09-21,29,2020-10-03,2 wk ahead inc case,point,NA
35028,2020-09-21,9,2020-09-26,1 wk ahead inc case,point,NA
35028,2020-09-21,14,2020-10-03,2 wk ahead inc case,point,NA
35029,2020-09-21,62,2020-09-26,1 wk ahead inc case,point,NA
35029,2020-09-21,74,2020-10-03,2 wk ahead inc case,point,NA
35031,2020-09-21,11,2020-09-26,1 wk ahead inc case,point,NA
35031,2020-09-21,20,2020-10-03,2 wk ahead inc case,point,NA
35033,2020-09-21,2,2020-09-26,1 wk ahead inc case,point,NA
35033,2020-09-21,2,2020-10-03,2 wk ahead inc case,point,NA
35035,2020-09-21,26,2020-09-26,1 wk ahead inc case,point,NA
35035,2020-09-21,33,2020-10-03,2 wk ahead inc case,point,NA
35037,2020-09-21,5,2020-09-26,1 wk ahead inc case,point,NA
35037,2020-09-21,5,2020-10-03,2 wk ahead inc case,point,NA
35041,2020-09-21,44,2020-09-26,1 wk ahead inc case,point,NA
35041,2020-09-21,44,2020-10-03,2 wk ahead inc case,point,NA
35043,2020-09-21,14,2020-09-26,1 wk ahead inc case,point,NA
35043,2020-09-21,41,2020-10-03,2 wk ahead inc case,point,NA
35045,2020-09-21,45,2020-09-26,1 wk ahead inc case,point,NA
35045,2020-09-21,43,2020-10-03,2 wk ahead inc case,point,NA
35047,2020-09-21,18,2020-09-26,1 wk ahead inc case,point,NA
35047,2020-09-21,27,2020-10-03,2 wk ahead inc case,point,NA
35049,2020-09-21,90,2020-09-26,1 wk ahead inc case,point,NA
35049,2020-09-21,106,2020-10-03,2 wk ahead inc case,point,NA
35051,2020-09-21,15,2020-09-26,1 wk ahead inc case,point,NA
35051,2020-09-21,21,2020-10-03,2 wk ahead inc case,point,NA
35053,2020-09-21,6,2020-09-26,1 wk ahead inc case,point,NA
35053,2020-09-21,8,2020-10-03,2 wk ahead inc case,point,NA
35055,2020-09-21,17,2020-09-26,1 wk ahead inc case,point,NA
35055,2020-09-21,19,2020-10-03,2 wk ahead inc case,point,NA
35057,2020-09-21,3,2020-09-26,1 wk ahead inc case,point,NA
35057,2020-09-21,3,2020-10-03,2 wk ahead inc case,point,NA
35059,2020-09-21,1,2020-09-26,1 wk ahead inc case,point,NA
35059,2020-09-21,1,2020-10-03,2 wk ahead inc case,point,NA
35061,2020-09-21,48,2020-09-26,1 wk ahead inc case,point,NA
35061,2020-09-21,64,2020-10-03,2 wk ahead inc case,point,NA
36001,2020-09-21,87,2020-09-26,1 wk ahead inc case,point,NA
36001,2020-09-21,92,2020-10-03,2 wk ahead inc case,point,NA
36003,2020-09-21,20,2020-09-26,1 wk ahead inc case,point,NA
36003,2020-09-21,39,2020-10-03,2 wk ahead inc case,point,NA
36007,2020-09-21,42,2020-09-26,1 wk ahead inc case,point,NA
36007,2020-09-21,42,2020-10-03,2 wk ahead inc case,point,NA
36009,2020-09-21,18,2020-09-26,1 wk ahead inc case,point,NA
36009,2020-09-21,18,2020-10-03,2 wk ahead inc case,point,NA
36011,2020-09-21,18,2020-09-26,1 wk ahead inc case,point,NA
36011,2020-09-21,17,2020-10-03,2 wk ahead inc case,point,NA
36013,2020-09-21,64,2020-09-26,1 wk ahead inc case,point,NA
36013,2020-09-21,66,2020-10-03,2 wk ahead inc case,point,NA
36015,2020-09-21,26,2020-09-26,1 wk ahead inc case,point,NA
36015,2020-09-21,43,2020-10-03,2 wk ahead inc case,point,NA
36017,2020-09-21,7,2020-09-26,1 wk ahead inc case,point,NA
36017,2020-09-21,8,2020-10-03,2 wk ahead inc case,point,NA
36019,2020-09-21,12,2020-09-26,1 wk ahead inc case,point,NA
36019,2020-09-21,12,2020-10-03,2 wk ahead inc case,point,NA
36021,2020-09-21,12,2020-09-26,1 wk ahead inc case,point,NA
36021,2020-09-21,14,2020-10-03,2 wk ahead inc case,point,NA
36023,2020-09-21,57,2020-09-26,1 wk ahead inc case,point,NA
36023,2020-09-21,80,2020-10-03,2 wk ahead inc case,point,NA
36025,2020-09-21,23,2020-09-26,1 wk ahead inc case,point,NA
36025,2020-09-21,23,2020-10-03,2 wk ahead inc case,point,NA
36027,2020-09-21,84,2020-09-26,1 wk ahead inc case,point,NA
36027,2020-09-21,104,2020-10-03,2 wk ahead inc case,point,NA
36029,2020-09-21,373,2020-09-26,1 wk ahead inc case,point,NA
36029,2020-09-21,348,2020-10-03,2 wk ahead inc case,point,NA
36031,2020-09-21,23,2020-09-26,1 wk ahead inc case,point,NA
36031,2020-09-21,35,2020-10-03,2 wk ahead inc case,point,NA
36033,2020-09-21,6,2020-09-26,1 wk ahead inc case,point,NA
36033,2020-09-21,6,2020-10-03,2 wk ahead inc case,point,NA
36035,2020-09-21,24,2020-09-26,1 wk ahead inc case,point,NA
36035,2020-09-21,27,2020-10-03,2 wk ahead inc case,point,NA
36037,2020-09-21,5,2020-09-26,1 wk ahead inc case,point,NA
36037,2020-09-21,4,2020-10-03,2 wk ahead inc case,point,NA
36039,2020-09-21,8,2020-09-26,1 wk ahead inc case,point,NA
36039,2020-09-21,8,2020-10-03,2 wk ahead inc case,point,NA
36041,2020-09-21,1,2020-09-26,1 wk ahead inc case,point,NA
36041,2020-09-21,1,2020-10-03,2 wk ahead inc case,point,NA
36043,2020-09-21,32,2020-09-26,1 wk ahead inc case,point,NA
36043,2020-09-21,32,2020-10-03,2 wk ahead inc case,point,NA
36045,2020-09-21,15,2020-09-26,1 wk ahead inc case,point,NA
36045,2020-09-21,15,2020-10-03,2 wk ahead inc case,point,NA
36049,2020-09-21,3,2020-09-26,1 wk ahead inc case,point,NA
36049,2020-09-21,3,2020-10-03,2 wk ahead inc case,point,NA
36051,2020-09-21,15,2020-09-26,1 wk ahead inc case,point,NA
36051,2020-09-21,16,2020-10-03,2 wk ahead inc case,point,NA
36053,2020-09-21,34,2020-09-26,1 wk ahead inc case,point,NA
36053,2020-09-21,59,2020-10-03,2 wk ahead inc case,point,NA
36055,2020-09-21,231,2020-09-26,1 wk ahead inc case,point,NA
36055,2020-09-21,231,2020-10-03,2 wk ahead inc case,point,NA
36057,2020-09-21,11,2020-09-26,1 wk ahead inc case,point,NA
36057,2020-09-21,9,2020-10-03,2 wk ahead inc case,point,NA
36059,2020-09-21,0,2020-09-26,1 wk ahead inc case,point,NA
36059,2020-09-21,666,2020-10-03,2 wk ahead inc case,point,NA
36063,2020-09-21,62,2020-09-26,1 wk ahead inc case,point,NA
36063,2020-09-21,57,2020-10-03,2 wk ahead inc case,point,NA
36065,2020-09-21,121,2020-09-26,1 wk ahead inc case,point,NA
36065,2020-09-21,121,2020-10-03,2 wk ahead inc case,point,NA
36067,2020-09-21,100,2020-09-26,1 wk ahead inc case,point,NA
36067,2020-09-21,100,2020-10-03,2 wk ahead inc case,point,NA
36069,2020-09-21,26,2020-09-26,1 wk ahead inc case,point,NA
36069,2020-09-21,26,2020-10-03,2 wk ahead inc case,point,NA
36071,2020-09-21,148,2020-09-26,1 wk ahead inc case,point,NA
36071,2020-09-21,140,2020-10-03,2 wk ahead inc case,point,NA
36073,2020-09-21,4,2020-09-26,1 wk ahead inc case,point,NA
36073,2020-09-21,4,2020-10-03,2 wk ahead inc case,point,NA
36075,2020-09-21,62,2020-09-26,1 wk ahead inc case,point,NA
36075,2020-09-21,62,2020-10-03,2 wk ahead inc case,point,NA
36077,2020-09-21,32,2020-09-26,1 wk ahead inc case,point,NA
36077,2020-09-21,30,2020-10-03,2 wk ahead inc case,point,NA
36079,2020-09-21,51,2020-09-26,1 wk ahead inc case,point,NA
36079,2020-09-21,51,2020-10-03,2 wk ahead inc case,point,NA
36083,2020-09-21,28,2020-09-26,1 wk ahead inc case,point,NA
36083,2020-09-21,41,2020-10-03,2 wk ahead inc case,point,NA
36087,2020-09-21,285,2020-09-26,1 wk ahead inc case,point,NA
36087,2020-09-21,283,2020-10-03,2 wk ahead inc case,point,NA
36091,2020-09-21,123,2020-09-26,1 wk ahead inc case,point,NA
36091,2020-09-21,123,2020-10-03,2 wk ahead inc case,point,NA
36093,2020-09-21,34,2020-09-26,1 wk ahead inc case,point,NA
36093,2020-09-21,34,2020-10-03,2 wk ahead inc case,point,NA
36095,2020-09-21,7,2020-09-26,1 wk ahead inc case,point,NA
36095,2020-09-21,8,2020-10-03,2 wk ahead inc case,point,NA
36097,2020-09-21,30,2020-09-26,1 wk ahead inc case,point,NA
36097,2020-09-21,40,2020-10-03,2 wk ahead inc case,point,NA
36099,2020-09-21,14,2020-09-26,1 wk ahead inc case,point,NA
36099,2020-09-21,23,2020-10-03,2 wk ahead inc case,point,NA
36101,2020-09-21,20,2020-09-26,1 wk ahead inc case,point,NA
36101,2020-09-21,20,2020-10-03,2 wk ahead inc case,point,NA
36103,2020-09-21,353,2020-09-26,1 wk ahead inc case,point,NA
36103,2020-09-21,358,2020-10-03,2 wk ahead inc case,point,NA
36105,2020-09-21,67,2020-09-26,1 wk ahead inc case,point,NA
36105,2020-09-21,72,2020-10-03,2 wk ahead inc case,point,NA
36107,2020-09-21,12,2020-09-26,1 wk ahead inc case,point,NA
36107,2020-09-21,9,2020-10-03,2 wk ahead inc case,point,NA
36109,2020-09-21,56,2020-09-26,1 wk ahead inc case,point,NA
36109,2020-09-21,56,2020-10-03,2 wk ahead inc case,point,NA
36111,2020-09-21,28,2020-09-26,1 wk ahead inc case,point,NA
36111,2020-09-21,25,2020-10-03,2 wk ahead inc case,point,NA
36113,2020-09-21,33,2020-09-26,1 wk ahead inc case,point,NA
36113,2020-09-21,34,2020-10-03,2 wk ahead inc case,point,NA
36115,2020-09-21,30,2020-09-26,1 wk ahead inc case,point,NA
36115,2020-09-21,31,2020-10-03,2 wk ahead inc case,point,NA
36117,2020-09-21,23,2020-09-26,1 wk ahead inc case,point,NA
36117,2020-09-21,19,2020-10-03,2 wk ahead inc case,point,NA
36119,2020-09-21,224,2020-09-26,1 wk ahead inc case,point,NA
36119,2020-09-21,217,2020-10-03,2 wk ahead inc case,point,NA
36121,2020-09-21,5,2020-09-26,1 wk ahead inc case,point,NA
36121,2020-09-21,5,2020-10-03,2 wk ahead inc case,point,NA
36123,2020-09-21,3,2020-09-26,1 wk ahead inc case,point,NA
36123,2020-09-21,3,2020-10-03,2 wk ahead inc case,point,NA
37001,2020-09-21,101,2020-09-26,1 wk ahead inc case,point,NA
37001,2020-09-21,82,2020-10-03,2 wk ahead inc case,point,NA
37003,2020-09-21,21,2020-09-26,1 wk ahead inc case,point,NA
37003,2020-09-21,20,2020-10-03,2 wk ahead inc case,point,NA
37005,2020-09-21,6,2020-09-26,1 wk ahead inc case,point,NA
37005,2020-09-21,6,2020-10-03,2 wk ahead inc case,point,NA
37007,2020-09-21,87,2020-09-26,1 wk ahead inc case,point,NA
37007,2020-09-21,207,2020-10-03,2 wk ahead inc case,point,NA
37009,2020-09-21,14,2020-09-26,1 wk ahead inc case,point,NA
37009,2020-09-21,14,2020-10-03,2 wk ahead inc case,point,NA
37011,2020-09-21,99,2020-09-26,1 wk ahead inc case,point,NA
37011,2020-09-21,125,2020-10-03,2 wk ahead inc case,point,NA
37013,2020-09-21,24,2020-09-26,1 wk ahead inc case,point,NA
37013,2020-09-21,24,2020-10-03,2 wk ahead inc case,point,NA
37015,2020-09-21,43,2020-09-26,1 wk ahead inc case,point,NA
37015,2020-09-21,52,2020-10-03,2 wk ahead inc case,point,NA
37017,2020-09-21,0,2020-09-26,1 wk ahead inc case,point,NA
37017,2020-09-21,0,2020-10-03,2 wk ahead inc case,point,NA
37019,2020-09-21,69,2020-09-26,1 wk ahead inc case,point,NA
37019,2020-09-21,59,2020-10-03,2 wk ahead inc case,point,NA
37021,2020-09-21,40,2020-09-26,1 wk ahead inc case,point,NA
37021,2020-09-21,78,2020-10-03,2 wk ahead inc case,point,NA
37023,2020-09-21,47,2020-09-26,1 wk ahead inc case,point,NA
37023,2020-09-21,47,2020-10-03,2 wk ahead inc case,point,NA
37025,2020-09-21,208,2020-09-26,1 wk ahead inc case,point,NA
37025,2020-09-21,234,2020-10-03,2 wk ahead inc case,point,NA
37027,2020-09-21,38,2020-09-26,1 wk ahead inc case,point,NA
37027,2020-09-21,35,2020-10-03,2 wk ahead inc case,point,NA
37029,2020-09-21,4,2020-09-26,1 wk ahead inc case,point,NA
37029,2020-09-21,4,2020-10-03,2 wk ahead inc case,point,NA
37031,2020-09-21,66,2020-09-26,1 wk ahead inc case,point,NA
37031,2020-09-21,126,2020-10-03,2 wk ahead inc case,point,NA
37033,2020-09-21,102,2020-09-26,1 wk ahead inc case,point,NA
37033,2020-09-21,82,2020-10-03,2 wk ahead inc case,point,NA
37035,2020-09-21,118,2020-09-26,1 wk ahead inc case,point,NA
37035,2020-09-21,119,2020-10-03,2 wk ahead inc case,point,NA
37037,2020-09-21,25,2020-09-26,1 wk ahead inc case,point,NA
37037,2020-09-21,23,2020-10-03,2 wk ahead inc case,point,NA
37039,2020-09-21,64,2020-09-26,1 wk ahead inc case,point,NA
37039,2020-09-21,119,2020-10-03,2 wk ahead inc case,point,NA
37041,2020-09-21,21,2020-09-26,1 wk ahead inc case,point,NA
37041,2020-09-21,15,2020-10-03,2 wk ahead inc case,point,NA
37043,2020-09-21,28,2020-09-26,1 wk ahead inc case,point,NA
37043,2020-09-21,41,2020-10-03,2 wk ahead inc case,point,NA
37045,2020-09-21,267,2020-09-26,1 wk ahead inc case,point,NA
37045,2020-09-21,560,2020-10-03,2 wk ahead inc case,point,NA
37047,2020-09-21,49,2020-09-26,1 wk ahead inc case,point,NA
37047,2020-09-21,40,2020-10-03,2 wk ahead inc case,point,NA
37049,2020-09-21,237,2020-09-26,1 wk ahead inc case,point,NA
37049,2020-09-21,397,2020-10-03,2 wk ahead inc case,point,NA
37051,2020-09-21,502,2020-09-26,1 wk ahead inc case,point,NA
37051,2020-09-21,440,2020-10-03,2 wk ahead inc case,point,NA
37053,2020-09-21,38,2020-09-26,1 wk ahead inc case,point,NA
37053,2020-09-21,70,2020-10-03,2 wk ahead inc case,point,NA
37055,2020-09-21,15,2020-09-26,1 wk ahead inc case,point,NA
37055,2020-09-21,25,2020-10-03,2 wk ahead inc case,point,NA
37057,2020-09-21,191,2020-09-26,1 wk ahead inc case,point,NA
37057,2020-09-21,356,2020-10-03,2 wk ahead inc case,point,NA
37059,2020-09-21,12,2020-09-26,1 wk ahead inc case,point,NA
37059,2020-09-21,0,2020-10-03,2 wk ahead inc case,point,NA
37061,2020-09-21,29,2020-09-26,1 wk ahead inc case,point,NA
37061,2020-09-21,29,2020-10-03,2 wk ahead inc case,point,NA
37063,2020-09-21,195,2020-09-26,1 wk ahead inc case,point,NA
37063,2020-09-21,142,2020-10-03,2 wk ahead inc case,point,NA
37065,2020-09-21,0,2020-09-26,1 wk ahead inc case,point,NA
37065,2020-09-21,0,2020-10-03,2 wk ahead inc case,point,NA
37067,2020-09-21,352,2020-09-26,1 wk ahead inc case,point,NA
37067,2020-09-21,569,2020-10-03,2 wk ahead inc case,point,NA
37069,2020-09-21,47,2020-09-26,1 wk ahead inc case,point,NA
37069,2020-09-21,50,2020-10-03,2 wk ahead inc case,point,NA
37071,2020-09-21,330,2020-09-26,1 wk ahead inc case,point,NA
37071,2020-09-21,452,2020-10-03,2 wk ahead inc case,point,NA
37073,2020-09-21,42,2020-09-26,1 wk ahead inc case,point,NA
37073,2020-09-21,90,2020-10-03,2 wk ahead inc case,point,NA
37075,2020-09-21,4,2020-09-26,1 wk ahead inc case,point,NA
37075,2020-09-21,4,2020-10-03,2 wk ahead inc case,point,NA
37077,2020-09-21,21,2020-09-26,1 wk ahead inc case,point,NA
37077,2020-09-21,6,2020-10-03,2 wk ahead inc case,point,NA
37079,2020-09-21,31,2020-09-26,1 wk ahead inc case,point,NA
37079,2020-09-21,39,2020-10-03,2 wk ahead inc case,point,NA
37081,2020-09-21,480,2020-09-26,1 wk ahead inc case,point,NA
37081,2020-09-21,521,2020-10-03,2 wk ahead inc case,point,NA
37083,2020-09-21,59,2020-09-26,1 wk ahead inc case,point,NA
37083,2020-09-21,83,2020-10-03,2 wk ahead inc case,point,NA
37085,2020-09-21,299,2020-09-26,1 wk ahead inc case,point,NA
37085,2020-09-21,511,2020-10-03,2 wk ahead inc case,point,NA
37087,2020-09-21,28,2020-09-26,1 wk ahead inc case,point,NA
37087,2020-09-21,32,2020-10-03,2 wk ahead inc case,point,NA
37089,2020-09-21,54,2020-09-26,1 wk ahead inc case,point,NA
37089,2020-09-21,43,2020-10-03,2 wk ahead inc case,point,NA
37091,2020-09-21,19,2020-09-26,1 wk ahead inc case,point,NA
37091,2020-09-21,0,2020-10-03,2 wk ahead inc case,point,NA
37093,2020-09-21,205,2020-09-26,1 wk ahead inc case,point,NA
37093,2020-09-21,216,2020-10-03,2 wk ahead inc case,point,NA
37095,2020-09-21,1,2020-09-26,1 wk ahead inc case,point,NA
37095,2020-09-21,1,2020-10-03,2 wk ahead inc case,point,NA
37097,2020-09-21,302,2020-09-26,1 wk ahead inc case,point,NA
37097,2020-09-21,641,2020-10-03,2 wk ahead inc case,point,NA
37099,2020-09-21,10,2020-09-26,1 wk ahead inc case,point,NA
37099,2020-09-21,5,2020-10-03,2 wk ahead inc case,point,NA
37101,2020-09-21,81,2020-09-26,1 wk ahead inc case,point,NA
37101,2020-09-21,143,2020-10-03,2 wk ahead inc case,point,NA
37103,2020-09-21,2,2020-09-26,1 wk ahead inc case,point,NA
37103,2020-09-21,1,2020-10-03,2 wk ahead inc case,point,NA
37105,2020-09-21,49,2020-09-26,1 wk ahead inc case,point,NA
37105,2020-09-21,74,2020-10-03,2 wk ahead inc case,point,NA
37107,2020-09-21,22,2020-09-26,1 wk ahead inc case,point,NA
37107,2020-09-21,0,2020-10-03,2 wk ahead inc case,point,NA
37109,2020-09-21,170,2020-09-26,1 wk ahead inc case,point,NA
37109,2020-09-21,213,2020-10-03,2 wk ahead inc case,point,NA
37111,2020-09-21,0,2020-09-26,1 wk ahead inc case,point,NA
37111,2020-09-21,9,2020-10-03,2 wk ahead inc case,point,NA
37113,2020-09-21,18,2020-09-26,1 wk ahead inc case,point,NA
37113,2020-09-21,20,2020-10-03,2 wk ahead inc case,point,NA
37115,2020-09-21,7,2020-09-26,1 wk ahead inc case,point,NA
37115,2020-09-21,8,2020-10-03,2 wk ahead inc case,point,NA
37117,2020-09-21,8,2020-09-26,1 wk ahead inc case,point,NA
37117,2020-09-21,0,2020-10-03,2 wk ahead inc case,point,NA
37119,2020-09-21,816,2020-09-26,1 wk ahead inc case,point,NA
37119,2020-09-21,888,2020-10-03,2 wk ahead inc case,point,NA
37121,2020-09-21,14,2020-09-26,1 wk ahead inc case,point,NA
37121,2020-09-21,21,2020-10-03,2 wk ahead inc case,point,NA
37123,2020-09-21,41,2020-09-26,1 wk ahead inc case,point,NA
37123,2020-09-21,43,2020-10-03,2 wk ahead inc case,point,NA
37125,2020-09-21,77,2020-09-26,1 wk ahead inc case,point,NA
37125,2020-09-21,91,2020-10-03,2 wk ahead inc case,point,NA
37127,2020-09-21,263,2020-09-26,1 wk ahead inc case,point,NA
37127,2020-09-21,541,2020-10-03,2 wk ahead inc case,point,NA
37129,2020-09-21,355,2020-09-26,1 wk ahead inc case,point,NA
37129,2020-09-21,528,2020-10-03,2 wk ahead inc case,point,NA
37131,2020-09-21,9,2020-09-26,1 wk ahead inc case,point,NA
37131,2020-09-21,0,2020-10-03,2 wk ahead inc case,point,NA
37133,2020-09-21,201,2020-09-26,1 wk ahead inc case,point,NA
37133,2020-09-21,297,2020-10-03,2 wk ahead inc case,point,NA
37135,2020-09-21,39,2020-09-26,1 wk ahead inc case,point,NA
37135,2020-09-21,41,2020-10-03,2 wk ahead inc case,point,NA
37137,2020-09-21,8,2020-09-26,1 wk ahead inc case,point,NA
37137,2020-09-21,6,2020-10-03,2 wk ahead inc case,point,NA
37139,2020-09-21,46,2020-09-26,1 wk ahead inc case,point,NA
37139,2020-09-21,78,2020-10-03,2 wk ahead inc case,point,NA
37141,2020-09-21,54,2020-09-26,1 wk ahead inc case,point,NA
37141,2020-09-21,65,2020-10-03,2 wk ahead inc case,point,NA
37143,2020-09-21,23,2020-09-26,1 wk ahead inc case,point,NA
37143,2020-09-21,33,2020-10-03,2 wk ahead inc case,point,NA
37145,2020-09-21,0,2020-09-26,1 wk ahead inc case,point,NA
37145,2020-09-21,0,2020-10-03,2 wk ahead inc case,point,NA
37147,2020-09-21,158,2020-09-26,1 wk ahead inc case,point,NA
37147,2020-09-21,235,2020-10-03,2 wk ahead inc case,point,NA
37149,2020-09-21,42,2020-09-26,1 wk ahead inc case,point,NA
37149,2020-09-21,52,2020-10-03,2 wk ahead inc case,point,NA
37151,2020-09-21,46,2020-09-26,1 wk ahead inc case,point,NA
37151,2020-09-21,17,2020-10-03,2 wk ahead inc case,point,NA
37153,2020-09-21,26,2020-09-26,1 wk ahead inc case,point,NA
37153,2020-09-21,0,2020-10-03,2 wk ahead inc case,point,NA
37155,2020-09-21,314,2020-09-26,1 wk ahead inc case,point,NA
37155,2020-09-21,288,2020-10-03,2 wk ahead inc case,point,NA
37157,2020-09-21,99,2020-09-26,1 wk ahead inc case,point,NA
37157,2020-09-21,125,2020-10-03,2 wk ahead inc case,point,NA
37159,2020-09-21,234,2020-09-26,1 wk ahead inc case,point,NA
37159,2020-09-21,597,2020-10-03,2 wk ahead inc case,point,NA
37161,2020-09-21,140,2020-09-26,1 wk ahead inc case,point,NA
37161,2020-09-21,289,2020-10-03,2 wk ahead inc case,point,NA
37163,2020-09-21,114,2020-09-26,1 wk ahead inc case,point,NA
37163,2020-09-21,161,2020-10-03,2 wk ahead inc case,point,NA
37165,2020-09-21,80,2020-09-26,1 wk ahead inc case,point,NA
37165,2020-09-21,4,2020-10-03,2 wk ahead inc case,point,NA
37167,2020-09-21,143,2020-09-26,1 wk ahead inc case,point,NA
37167,2020-09-21,181,2020-10-03,2 wk ahead inc case,point,NA
37169,2020-09-21,24,2020-09-26,1 wk ahead inc case,point,NA
37169,2020-09-21,26,2020-10-03,2 wk ahead inc case,point,NA
37171,2020-09-21,84,2020-09-26,1 wk ahead inc case,point,NA
37171,2020-09-21,142,2020-10-03,2 wk ahead inc case,point,NA
37173,2020-09-21,9,2020-09-26,1 wk ahead inc case,point,NA
37173,2020-09-21,10,2020-10-03,2 wk ahead inc case,point,NA
37175,2020-09-21,6,2020-09-26,1 wk ahead inc case,point,NA
37175,2020-09-21,16,2020-10-03,2 wk ahead inc case,point,NA
37177,2020-09-21,3,2020-09-26,1 wk ahead inc case,point,NA
37177,2020-09-21,4,2020-10-03,2 wk ahead inc case,point,NA
37179,2020-09-21,839,2020-09-26,1 wk ahead inc case,point,NA
37179,2020-09-21,830,2020-10-03,2 wk ahead inc case,point,NA
37181,2020-09-21,42,2020-09-26,1 wk ahead inc case,point,NA
37181,2020-09-21,64,2020-10-03,2 wk ahead inc case,point,NA
37183,2020-09-21,382,2020-09-26,1 wk ahead inc case,point,NA
37183,2020-09-21,650,2020-10-03,2 wk ahead inc case,point,NA
37185,2020-09-21,40,2020-09-26,1 wk ahead inc case,point,NA
37185,2020-09-21,82,2020-10-03,2 wk ahead inc case,point,NA
37187,2020-09-21,6,2020-09-26,1 wk ahead inc case,point,NA
37187,2020-09-21,6,2020-10-03,2 wk ahead inc case,point,NA
37189,2020-09-21,49,2020-09-26,1 wk ahead inc case,point,NA
37189,2020-09-21,47,2020-10-03,2 wk ahead inc case,point,NA
37191,2020-09-21,162,2020-09-26,1 wk ahead inc case,point,NA
37191,2020-09-21,311,2020-10-03,2 wk ahead inc case,point,NA
37193,2020-09-21,123,2020-09-26,1 wk ahead inc case,point,NA
37193,2020-09-21,251,2020-10-03,2 wk ahead inc case,point,NA
37195,2020-09-21,29,2020-09-26,1 wk ahead inc case,point,NA
37195,2020-09-21,0,2020-10-03,2 wk ahead inc case,point,NA
37197,2020-09-21,12,2020-09-26,1 wk ahead inc case,point,NA
37197,2020-09-21,0,2020-10-03,2 wk ahead inc case,point,NA
37199,2020-09-21,2,2020-09-26,1 wk ahead inc case,point,NA
37199,2020-09-21,9,2020-10-03,2 wk ahead inc case,point,NA
38001,2020-09-21,1,2020-09-26,1 wk ahead inc case,point,NA
38001,2020-09-21,1,2020-10-03,2 wk ahead inc case,point,NA
38003,2020-09-21,20,2020-09-26,1 wk ahead inc case,point,NA
38003,2020-09-21,46,2020-10-03,2 wk ahead inc case,point,NA
38005,2020-09-21,47,2020-09-26,1 wk ahead inc case,point,NA
38005,2020-09-21,71,2020-10-03,2 wk ahead inc case,point,NA
38007,2020-09-21,9,2020-09-26,1 wk ahead inc case,point,NA
38007,2020-09-21,9,2020-10-03,2 wk ahead inc case,point,NA
38009,2020-09-21,8,2020-09-26,1 wk ahead inc case,point,NA
38009,2020-09-21,24,2020-10-03,2 wk ahead inc case,point,NA
38011,2020-09-21,2,2020-09-26,1 wk ahead inc case,point,NA
38011,2020-09-21,1,2020-10-03,2 wk ahead inc case,point,NA
38013,2020-09-21,3,2020-09-26,1 wk ahead inc case,point,NA
38013,2020-09-21,10,2020-10-03,2 wk ahead inc case,point,NA
38015,2020-09-21,247,2020-09-26,1 wk ahead inc case,point,NA
38015,2020-09-21,408,2020-10-03,2 wk ahead inc case,point,NA
38017,2020-09-21,217,2020-09-26,1 wk ahead inc case,point,NA
