    ,forecast_date,target,target_end_date,location,type,quantile,value
7242,2020-05-04,39 day ahead cum death,2020-06-12,1,point,,1007
7293,2020-05-04,40 day ahead cum death,2020-06-13,1,point,,1030
7344,2020-05-04,41 day ahead cum death,2020-06-14,1,point,,1053
7395,2020-05-04,42 day ahead cum death,2020-06-15,1,point,,1076
7446,2020-05-04,43 day ahead cum death,2020-06-16,1,point,,1100
7497,2020-05-04,44 day ahead cum death,2020-06-17,1,point,,1123
7548,2020-05-04,45 day ahead cum death,2020-06-18,1,point,,1147
7599,2020-05-04,46 day ahead cum death,2020-06-19,1,point,,1170
7650,2020-05-04,47 day ahead cum death,2020-06-20,1,point,,1193
7701,2020-05-04,48 day ahead cum death,2020-06-21,1,point,,1217
7752,2020-05-04,49 day ahead cum death,2020-06-22,1,point,,1240
7803,2020-05-04,50 day ahead cum death,2020-06-23,1,point,,1263
7854,2020-05-04,51 day ahead cum death,2020-06-24,1,point,,1286
7905,2020-05-04,52 day ahead cum death,2020-06-25,1,point,,1308
7956,2020-05-04,53 day ahead cum death,2020-06-26,1,point,,1331
8007,2020-05-04,54 day ahead cum death,2020-06-27,1,point,,1353
8058,2020-05-04,55 day ahead cum death,2020-06-28,1,point,,1376
8109,2020-05-04,56 day ahead cum death,2020-06-29,1,point,,1398
8160,2020-05-04,57 day ahead cum death,2020-06-30,1,point,,1419
8211,2020-05-04,58 day ahead cum death,2020-07-01,1,point,,1441
8262,2020-05-04,59 day ahead cum death,2020-07-02,1,point,,1462
8313,2020-05-04,60 day ahead cum death,2020-07-03,1,point,,1483
8364,2020-05-04,61 day ahead cum death,2020-07-04,1,point,,1503
8415,2020-05-04,62 day ahead cum death,2020-07-05,1,point,,1523
8466,2020-05-04,63 day ahead cum death,2020-07-06,1,point,,1543
8517,2020-05-04,64 day ahead cum death,2020-07-07,1,point,,1563
8568,2020-05-04,65 day ahead cum death,2020-07-08,1,point,,1582
8619,2020-05-04,66 day ahead cum death,2020-07-09,1,point,,1601
8670,2020-05-04,67 day ahead cum death,2020-07-10,1,point,,1620
8721,2020-05-04,68 day ahead cum death,2020-07-11,1,point,,1638
8772,2020-05-04,69 day ahead cum death,2020-07-12,1,point,,1656
8823,2020-05-04,70 day ahead cum death,2020-07-13,1,point,,1673
8874,2020-05-04,71 day ahead cum death,2020-07-14,1,point,,1690
8925,2020-05-04,72 day ahead cum death,2020-07-15,1,point,,1707
8976,2020-05-04,73 day ahead cum death,2020-07-16,1,point,,1723
9027,2020-05-04,74 day ahead cum death,2020-07-17,1,point,,1739
9078,2020-05-04,75 day ahead cum death,2020-07-18,1,point,,1755
9129,2020-05-04,76 day ahead cum death,2020-07-19,1,point,,1770
9180,2020-05-04,77 day ahead cum death,2020-07-20,1,point,,1785
9231,2020-05-04,78 day ahead cum death,2020-07-21,1,point,,1800
9282,2020-05-04,79 day ahead cum death,2020-07-22,1,point,,1814
9333,2020-05-04,80 day ahead cum death,2020-07-23,1,point,,1828
9384,2020-05-04,81 day ahead cum death,2020-07-24,1,point,,1841
9435,2020-05-04,82 day ahead cum death,2020-07-25,1,point,,1854
9486,2020-05-04,83 day ahead cum death,2020-07-26,1,point,,1867
9537,2020-05-04,84 day ahead cum death,2020-07-27,1,point,,1879
9588,2020-05-04,85 day ahead cum death,2020-07-28,1,point,,1892
9639,2020-05-04,86 day ahead cum death,2020-07-29,1,point,,1903
9690,2020-05-04,87 day ahead cum death,2020-07-30,1,point,,1915
9741,2020-05-04,88 day ahead cum death,2020-07-31,1,point,,1926
9792,2020-05-04,89 day ahead cum death,2020-08-01,1,point,,1937
9843,2020-05-04,90 day ahead cum death,2020-08-02,1,point,,1947
9894,2020-05-04,91 day ahead cum death,2020-08-03,1,point,,1958
9945,2020-05-04,92 day ahead cum death,2020-08-04,1,point,,1968
9996,2020-05-04,93 day ahead cum death,2020-08-05,1,point,,1977
10047,2020-05-04,94 day ahead cum death,2020-08-06,1,point,,1987
10098,2020-05-04,95 day ahead cum death,2020-08-07,1,point,,1996
10149,2020-05-04,96 day ahead cum death,2020-08-08,1,point,,2005
10200,2020-05-04,97 day ahead cum death,2020-08-09,1,point,,2013
10251,2020-05-04,98 day ahead cum death,2020-08-10,1,point,,2022
10302,2020-05-04,99 day ahead cum death,2020-08-11,1,point,,2030
10353,2020-05-04,100 day ahead cum death,2020-08-12,1,point,,2038
10404,2020-05-04,101 day ahead cum death,2020-08-13,1,point,,2045
10455,2020-05-04,102 day ahead cum death,2020-08-14,1,point,,2053
10506,2020-05-04,103 day ahead cum death,2020-08-15,1,point,,2060
10557,2020-05-04,104 day ahead cum death,2020-08-16,1,point,,2067
10608,2020-05-04,105 day ahead cum death,2020-08-17,1,point,,2073
10659,2020-05-04,106 day ahead cum death,2020-08-18,1,point,,2080
10710,2020-05-04,107 day ahead cum death,2020-08-19,1,point,,2086
10761,2020-05-04,108 day ahead cum death,2020-08-20,1,point,,2092
10812,2020-05-04,109 day ahead cum death,2020-08-21,1,point,,2098
10863,2020-05-04,110 day ahead cum death,2020-08-22,1,point,,2104
10914,2020-05-04,111 day ahead cum death,2020-08-23,1,point,,2110
10965,2020-05-04,112 day ahead cum death,2020-08-24,1,point,,2115
11016,2020-05-04,113 day ahead cum death,2020-08-25,1,point,,2120
11067,2020-05-04,114 day ahead cum death,2020-08-26,1,point,,2125
11118,2020-05-04,115 day ahead cum death,2020-08-27,1,point,,2130
11169,2020-05-04,116 day ahead cum death,2020-08-28,1,point,,2135
11220,2020-05-04,117 day ahead cum death,2020-08-29,1,point,,2139
11271,2020-05-04,118 day ahead cum death,2020-08-30,1,point,,2144
11322,2020-05-04,119 day ahead cum death,2020-08-31,1,point,,2148
11373,2020-05-04,120 day ahead cum death,2020-09-01,1,point,,2152
11424,2020-05-04,121 day ahead cum death,2020-09-02,1,point,,2156
11475,2020-05-04,122 day ahead cum death,2020-09-03,1,point,,2160
11526,2020-05-04,123 day ahead cum death,2020-09-04,1,point,,2164
11577,2020-05-04,124 day ahead cum death,2020-09-05,1,point,,2167
11628,2020-05-04,125 day ahead cum death,2020-09-06,1,point,,2171
11679,2020-05-04,126 day ahead cum death,2020-09-07,1,point,,2174
11730,2020-05-04,127 day ahead cum death,2020-09-08,1,point,,2177
11781,2020-05-04,128 day ahead cum death,2020-09-09,1,point,,2180
11832,2020-05-04,129 day ahead cum death,2020-09-10,1,point,,2183
5254,2020-05-04,0 day ahead cum death,2020-05-04,2,point,,9
5305,2020-05-04,1 day ahead cum death,2020-05-05,2,point,,10
5356,2020-05-04,2 day ahead cum death,2020-05-06,2,point,,11
5407,2020-05-04,3 day ahead cum death,2020-05-07,2,point,,12
5458,2020-05-04,4 day ahead cum death,2020-05-08,2,point,,12
5509,2020-05-04,5 day ahead cum death,2020-05-09,2,point,,13
5560,2020-05-04,6 day ahead cum death,2020-05-10,2,point,,14
5611,2020-05-04,7 day ahead cum death,2020-05-11,2,point,,14
5662,2020-05-04,8 day ahead cum death,2020-05-12,2,point,,15
5713,2020-05-04,9 day ahead cum death,2020-05-13,2,point,,16
5764,2020-05-04,10 day ahead cum death,2020-05-14,2,point,,16
5815,2020-05-04,11 day ahead cum death,2020-05-15,2,point,,17
5866,2020-05-04,12 day ahead cum death,2020-05-16,2,point,,18
5917,2020-05-04,13 day ahead cum death,2020-05-17,2,point,,18
5968,2020-05-04,14 day ahead cum death,2020-05-18,2,point,,19
6019,2020-05-04,15 day ahead cum death,2020-05-19,2,point,,19
6070,2020-05-04,16 day ahead cum death,2020-05-20,2,point,,20
6121,2020-05-04,17 day ahead cum death,2020-05-21,2,point,,21
6172,2020-05-04,18 day ahead cum death,2020-05-22,2,point,,21
6223,2020-05-04,19 day ahead cum death,2020-05-23,2,point,,22
6274,2020-05-04,20 day ahead cum death,2020-05-24,2,point,,22
6325,2020-05-04,21 day ahead cum death,2020-05-25,2,point,,23
6376,2020-05-04,22 day ahead cum death,2020-05-26,2,point,,23
6427,2020-05-04,23 day ahead cum death,2020-05-27,2,point,,24
6478,2020-05-04,24 day ahead cum death,2020-05-28,2,point,,25
6529,2020-05-04,25 day ahead cum death,2020-05-29,2,point,,25
6580,2020-05-04,26 day ahead cum death,2020-05-30,2,point,,26
6631,2020-05-04,27 day ahead cum death,2020-05-31,2,point,,26
6682,2020-05-04,28 day ahead cum death,2020-06-01,2,point,,27
6733,2020-05-04,29 day ahead cum death,2020-06-02,2,point,,27
6784,2020-05-04,30 day ahead cum death,2020-06-03,2,point,,28
6835,2020-05-04,31 day ahead cum death,2020-06-04,2,point,,28
6886,2020-05-04,32 day ahead cum death,2020-06-05,2,point,,29
6937,2020-05-04,33 day ahead cum death,2020-06-06,2,point,,29
6988,2020-05-04,34 day ahead cum death,2020-06-07,2,point,,30
7039,2020-05-04,35 day ahead cum death,2020-06-08,2,point,,31
7090,2020-05-04,36 day ahead cum death,2020-06-09,2,point,,31
7141,2020-05-04,37 day ahead cum death,2020-06-10,2,point,,32
7192,2020-05-04,38 day ahead cum death,2020-06-11,2,point,,32
7243,2020-05-04,39 day ahead cum death,2020-06-12,2,point,,33
7294,2020-05-04,40 day ahead cum death,2020-06-13,2,point,,34
7345,2020-05-04,41 day ahead cum death,2020-06-14,2,point,,34
7396,2020-05-04,42 day ahead cum death,2020-06-15,2,point,,35
7447,2020-05-04,43 day ahead cum death,2020-06-16,2,point,,35
7498,2020-05-04,44 day ahead cum death,2020-06-17,2,point,,36
7549,2020-05-04,45 day ahead cum death,2020-06-18,2,point,,37
7600,2020-05-04,46 day ahead cum death,2020-06-19,2,point,,37
7651,2020-05-04,47 day ahead cum death,2020-06-20,2,point,,38
7702,2020-05-04,48 day ahead cum death,2020-06-21,2,point,,39
7753,2020-05-04,49 day ahead cum death,2020-06-22,2,point,,39
7804,2020-05-04,50 day ahead cum death,2020-06-23,2,point,,40
7855,2020-05-04,51 day ahead cum death,2020-06-24,2,point,,41
7906,2020-05-04,52 day ahead cum death,2020-06-25,2,point,,41
7957,2020-05-04,53 day ahead cum death,2020-06-26,2,point,,42
8008,2020-05-04,54 day ahead cum death,2020-06-27,2,point,,43
8059,2020-05-04,55 day ahead cum death,2020-06-28,2,point,,43
8110,2020-05-04,56 day ahead cum death,2020-06-29,2,point,,44
8161,2020-05-04,57 day ahead cum death,2020-06-30,2,point,,45
8212,2020-05-04,58 day ahead cum death,2020-07-01,2,point,,46
8263,2020-05-04,59 day ahead cum death,2020-07-02,2,point,,46
8314,2020-05-04,60 day ahead cum death,2020-07-03,2,point,,47
8365,2020-05-04,61 day ahead cum death,2020-07-04,2,point,,48
8416,2020-05-04,62 day ahead cum death,2020-07-05,2,point,,49
8467,2020-05-04,63 day ahead cum death,2020-07-06,2,point,,49
8518,2020-05-04,64 day ahead cum death,2020-07-07,2,point,,50
8569,2020-05-04,65 day ahead cum death,2020-07-08,2,point,,51
8620,2020-05-04,66 day ahead cum death,2020-07-09,2,point,,52
8671,2020-05-04,67 day ahead cum death,2020-07-10,2,point,,53
8722,2020-05-04,68 day ahead cum death,2020-07-11,2,point,,53
8773,2020-05-04,69 day ahead cum death,2020-07-12,2,point,,54
8824,2020-05-04,70 day ahead cum death,2020-07-13,2,point,,55
8875,2020-05-04,71 day ahead cum death,2020-07-14,2,point,,56
8926,2020-05-04,72 day ahead cum death,2020-07-15,2,point,,57
8977,2020-05-04,73 day ahead cum death,2020-07-16,2,point,,58
9028,2020-05-04,74 day ahead cum death,2020-07-17,2,point,,58
9079,2020-05-04,75 day ahead cum death,2020-07-18,2,point,,59
9130,2020-05-04,76 day ahead cum death,2020-07-19,2,point,,60
9181,2020-05-04,77 day ahead cum death,2020-07-20,2,point,,61
9232,2020-05-04,78 day ahead cum death,2020-07-21,2,point,,62
9283,2020-05-04,79 day ahead cum death,2020-07-22,2,point,,63
9334,2020-05-04,80 day ahead cum death,2020-07-23,2,point,,63
9385,2020-05-04,81 day ahead cum death,2020-07-24,2,point,,64
9436,2020-05-04,82 day ahead cum death,2020-07-25,2,point,,65
9487,2020-05-04,83 day ahead cum death,2020-07-26,2,point,,66
9538,2020-05-04,84 day ahead cum death,2020-07-27,2,point,,67
9589,2020-05-04,85 day ahead cum death,2020-07-28,2,point,,68
9640,2020-05-04,86 day ahead cum death,2020-07-29,2,point,,68
9691,2020-05-04,87 day ahead cum death,2020-07-30,2,point,,69
9742,2020-05-04,88 day ahead cum death,2020-07-31,2,point,,70
9793,2020-05-04,89 day ahead cum death,2020-08-01,2,point,,71
9844,2020-05-04,90 day ahead cum death,2020-08-02,2,point,,72
9895,2020-05-04,91 day ahead cum death,2020-08-03,2,point,,73
9946,2020-05-04,92 day ahead cum death,2020-08-04,2,point,,73
9997,2020-05-04,93 day ahead cum death,2020-08-05,2,point,,74
10048,2020-05-04,94 day ahead cum death,2020-08-06,2,point,,75
10099,2020-05-04,95 day ahead cum death,2020-08-07,2,point,,76
10150,2020-05-04,96 day ahead cum death,2020-08-08,2,point,,76
10201,2020-05-04,97 day ahead cum death,2020-08-09,2,point,,77
10252,2020-05-04,98 day ahead cum death,2020-08-10,2,point,,78
10303,2020-05-04,99 day ahead cum death,2020-08-11,2,point,,79
10354,2020-05-04,100 day ahead cum death,2020-08-12,2,point,,80
10405,2020-05-04,101 day ahead cum death,2020-08-13,2,point,,80
10456,2020-05-04,102 day ahead cum death,2020-08-14,2,point,,81
10507,2020-05-04,103 day ahead cum death,2020-08-15,2,point,,82
10558,2020-05-04,104 day ahead cum death,2020-08-16,2,point,,82
10609,2020-05-04,105 day ahead cum death,2020-08-17,2,point,,83
10660,2020-05-04,106 day ahead cum death,2020-08-18,2,point,,84
10711,2020-05-04,107 day ahead cum death,2020-08-19,2,point,,85
10762,2020-05-04,108 day ahead cum death,2020-08-20,2,point,,85
10813,2020-05-04,109 day ahead cum death,2020-08-21,2,point,,86
10864,2020-05-04,110 day ahead cum death,2020-08-22,2,point,,86
10915,2020-05-04,111 day ahead cum death,2020-08-23,2,point,,87
10966,2020-05-04,112 day ahead cum death,2020-08-24,2,point,,88
11017,2020-05-04,113 day ahead cum death,2020-08-25,2,point,,88
11068,2020-05-04,114 day ahead cum death,2020-08-26,2,point,,89
11119,2020-05-04,115 day ahead cum death,2020-08-27,2,point,,90
11170,2020-05-04,116 day ahead cum death,2020-08-28,2,point,,90
11221,2020-05-04,117 day ahead cum death,2020-08-29,2,point,,91
11272,2020-05-04,118 day ahead cum death,2020-08-30,2,point,,91
11323,2020-05-04,119 day ahead cum death,2020-08-31,2,point,,92
11374,2020-05-04,120 day ahead cum death,2020-09-01,2,point,,92
11425,2020-05-04,121 day ahead cum death,2020-09-02,2,point,,93
11476,2020-05-04,122 day ahead cum death,2020-09-03,2,point,,94
11527,2020-05-04,123 day ahead cum death,2020-09-04,2,point,,94
11578,2020-05-04,124 day ahead cum death,2020-09-05,2,point,,95
11629,2020-05-04,125 day ahead cum death,2020-09-06,2,point,,95
11680,2020-05-04,126 day ahead cum death,2020-09-07,2,point,,96
11731,2020-05-04,127 day ahead cum death,2020-09-08,2,point,,96
11782,2020-05-04,128 day ahead cum death,2020-09-09,2,point,,97
11833,2020-05-04,129 day ahead cum death,2020-09-10,2,point,,97
5255,2020-05-04,0 day ahead cum death,2020-05-04,4,point,,383
5306,2020-05-04,1 day ahead cum death,2020-05-05,4,point,,403
5357,2020-05-04,2 day ahead cum death,2020-05-06,4,point,,424
5408,2020-05-04,3 day ahead cum death,2020-05-07,4,point,,443
5459,2020-05-04,4 day ahead cum death,2020-05-08,4,point,,463
5510,2020-05-04,5 day ahead cum death,2020-05-09,4,point,,483
5561,2020-05-04,6 day ahead cum death,2020-05-10,4,point,,502
5612,2020-05-04,7 day ahead cum death,2020-05-11,4,point,,522
5663,2020-05-04,8 day ahead cum death,2020-05-12,4,point,,541
5714,2020-05-04,9 day ahead cum death,2020-05-13,4,point,,560
5765,2020-05-04,10 day ahead cum death,2020-05-14,4,point,,580
5816,2020-05-04,11 day ahead cum death,2020-05-15,4,point,,600
5867,2020-05-04,12 day ahead cum death,2020-05-16,4,point,,619
5918,2020-05-04,13 day ahead cum death,2020-05-17,4,point,,639
5969,2020-05-04,14 day ahead cum death,2020-05-18,4,point,,660
6020,2020-05-04,15 day ahead cum death,2020-05-19,4,point,,680
6071,2020-05-04,16 day ahead cum death,2020-05-20,4,point,,701
6122,2020-05-04,17 day ahead cum death,2020-05-21,4,point,,723
6173,2020-05-04,18 day ahead cum death,2020-05-22,4,point,,745
6224,2020-05-04,19 day ahead cum death,2020-05-23,4,point,,767
6275,2020-05-04,20 day ahead cum death,2020-05-24,4,point,,790
6326,2020-05-04,21 day ahead cum death,2020-05-25,4,point,,813
6377,2020-05-04,22 day ahead cum death,2020-05-26,4,point,,837
6428,2020-05-04,23 day ahead cum death,2020-05-27,4,point,,861
6479,2020-05-04,24 day ahead cum death,2020-05-28,4,point,,886
6530,2020-05-04,25 day ahead cum death,2020-05-29,4,point,,911
6581,2020-05-04,26 day ahead cum death,2020-05-30,4,point,,937
6632,2020-05-04,27 day ahead cum death,2020-05-31,4,point,,964
6683,2020-05-04,28 day ahead cum death,2020-06-01,4,point,,991
6734,2020-05-04,29 day ahead cum death,2020-06-02,4,point,,1019
6785,2020-05-04,30 day ahead cum death,2020-06-03,4,point,,1047
6836,2020-05-04,31 day ahead cum death,2020-06-04,4,point,,1076
6887,2020-05-04,32 day ahead cum death,2020-06-05,4,point,,1105
6938,2020-05-04,33 day ahead cum death,2020-06-06,4,point,,1136
6989,2020-05-04,34 day ahead cum death,2020-06-07,4,point,,1166
7040,2020-05-04,35 day ahead cum death,2020-06-08,4,point,,1197
7091,2020-05-04,36 day ahead cum death,2020-06-09,4,point,,1229
7142,2020-05-04,37 day ahead cum death,2020-06-10,4,point,,1261
7193,2020-05-04,38 day ahead cum death,2020-06-11,4,point,,1294
7244,2020-05-04,39 day ahead cum death,2020-06-12,4,point,,1327
7295,2020-05-04,40 day ahead cum death,2020-06-13,4,point,,1360
7346,2020-05-04,41 day ahead cum death,2020-06-14,4,point,,1394
7397,2020-05-04,42 day ahead cum death,2020-06-15,4,point,,1427
7448,2020-05-04,43 day ahead cum death,2020-06-16,4,point,,1462
7499,2020-05-04,44 day ahead cum death,2020-06-17,4,point,,1496
7550,2020-05-04,45 day ahead cum death,2020-06-18,4,point,,1531
7601,2020-05-04,46 day ahead cum death,2020-06-19,4,point,,1565
7652,2020-05-04,47 day ahead cum death,2020-06-20,4,point,,1600
7703,2020-05-04,48 day ahead cum death,2020-06-21,4,point,,1635
7754,2020-05-04,49 day ahead cum death,2020-06-22,4,point,,1670
7805,2020-05-04,50 day ahead cum death,2020-06-23,4,point,,1705
7856,2020-05-04,51 day ahead cum death,2020-06-24,4,point,,1739
7907,2020-05-04,52 day ahead cum death,2020-06-25,4,point,,1774
7958,2020-05-04,53 day ahead cum death,2020-06-26,4,point,,1808
8009,2020-05-04,54 day ahead cum death,2020-06-27,4,point,,1843
8060,2020-05-04,55 day ahead cum death,2020-06-28,4,point,,1877
8111,2020-05-04,56 day ahead cum death,2020-06-29,4,point,,1910
8162,2020-05-04,57 day ahead cum death,2020-06-30,4,point,,1943
8213,2020-05-04,58 day ahead cum death,2020-07-01,4,point,,1976
8264,2020-05-04,59 day ahead cum death,2020-07-02,4,point,,2009
8315,2020-05-04,60 day ahead cum death,2020-07-03,4,point,,2041
8366,2020-05-04,61 day ahead cum death,2020-07-04,4,point,,2073
8417,2020-05-04,62 day ahead cum death,2020-07-05,4,point,,2104
8468,2020-05-04,63 day ahead cum death,2020-07-06,4,point,,2135
8519,2020-05-04,64 day ahead cum death,2020-07-07,4,point,,2165
8570,2020-05-04,65 day ahead cum death,2020-07-08,4,point,,2194
8621,2020-05-04,66 day ahead cum death,2020-07-09,4,point,,2223
8672,2020-05-04,67 day ahead cum death,2020-07-10,4,point,,2252
8723,2020-05-04,68 day ahead cum death,2020-07-11,4,point,,2280
8774,2020-05-04,69 day ahead cum death,2020-07-12,4,point,,2307
8825,2020-05-04,70 day ahead cum death,2020-07-13,4,point,,2334
8876,2020-05-04,71 day ahead cum death,2020-07-14,4,point,,2360
8927,2020-05-04,72 day ahead cum death,2020-07-15,4,point,,2385
8978,2020-05-04,73 day ahead cum death,2020-07-16,4,point,,2410
9029,2020-05-04,74 day ahead cum death,2020-07-17,4,point,,2434
9080,2020-05-04,75 day ahead cum death,2020-07-18,4,point,,2458
9131,2020-05-04,76 day ahead cum death,2020-07-19,4,point,,2481
9182,2020-05-04,77 day ahead cum death,2020-07-20,4,point,,2503
9233,2020-05-04,78 day ahead cum death,2020-07-21,4,point,,2525
9284,2020-05-04,79 day ahead cum death,2020-07-22,4,point,,2546
9335,2020-05-04,80 day ahead cum death,2020-07-23,4,point,,2566
9386,2020-05-04,81 day ahead cum death,2020-07-24,4,point,,2586
9437,2020-05-04,82 day ahead cum death,2020-07-25,4,point,,2605
9488,2020-05-04,83 day ahead cum death,2020-07-26,4,point,,2624
9539,2020-05-04,84 day ahead cum death,2020-07-27,4,point,,2642
9590,2020-05-04,85 day ahead cum death,2020-07-28,4,point,,2660
9641,2020-05-04,86 day ahead cum death,2020-07-29,4,point,,2677
9692,2020-05-04,87 day ahead cum death,2020-07-30,4,point,,2693
9743,2020-05-04,88 day ahead cum death,2020-07-31,4,point,,2709
9794,2020-05-04,89 day ahead cum death,2020-08-01,4,point,,2725
9845,2020-05-04,90 day ahead cum death,2020-08-02,4,point,,2740
9896,2020-05-04,91 day ahead cum death,2020-08-03,4,point,,2754
9947,2020-05-04,92 day ahead cum death,2020-08-04,4,point,,2768
9998,2020-05-04,93 day ahead cum death,2020-08-05,4,point,,2781
10049,2020-05-04,94 day ahead cum death,2020-08-06,4,point,,2794
10100,2020-05-04,95 day ahead cum death,2020-08-07,4,point,,2807
10151,2020-05-04,96 day ahead cum death,2020-08-08,4,point,,2819
10202,2020-05-04,97 day ahead cum death,2020-08-09,4,point,,2830
10253,2020-05-04,98 day ahead cum death,2020-08-10,4,point,,2842
10304,2020-05-04,99 day ahead cum death,2020-08-11,4,point,,2852
10355,2020-05-04,100 day ahead cum death,2020-08-12,4,point,,2863
10406,2020-05-04,101 day ahead cum death,2020-08-13,4,point,,2873
10457,2020-05-04,102 day ahead cum death,2020-08-14,4,point,,2882
10508,2020-05-04,103 day ahead cum death,2020-08-15,4,point,,2892
10559,2020-05-04,104 day ahead cum death,2020-08-16,4,point,,2901
10610,2020-05-04,105 day ahead cum death,2020-08-17,4,point,,2909
10661,2020-05-04,106 day ahead cum death,2020-08-18,4,point,,2918
10712,2020-05-04,107 day ahead cum death,2020-08-19,4,point,,2926
10763,2020-05-04,108 day ahead cum death,2020-08-20,4,point,,2933
10814,2020-05-04,109 day ahead cum death,2020-08-21,4,point,,2941
10865,2020-05-04,110 day ahead cum death,2020-08-22,4,point,,2948
10916,2020-05-04,111 day ahead cum death,2020-08-23,4,point,,2955
10967,2020-05-04,112 day ahead cum death,2020-08-24,4,point,,2961
11018,2020-05-04,113 day ahead cum death,2020-08-25,4,point,,2967
11069,2020-05-04,114 day ahead cum death,2020-08-26,4,point,,2973
11120,2020-05-04,115 day ahead cum death,2020-08-27,4,point,,2979
11171,2020-05-04,116 day ahead cum death,2020-08-28,4,point,,2985
11222,2020-05-04,117 day ahead cum death,2020-08-29,4,point,,2990
11273,2020-05-04,118 day ahead cum death,2020-08-30,4,point,,2995
11324,2020-05-04,119 day ahead cum death,2020-08-31,4,point,,3000
11375,2020-05-04,120 day ahead cum death,2020-09-01,4,point,,3005
11426,2020-05-04,121 day ahead cum death,2020-09-02,4,point,,3010
11477,2020-05-04,122 day ahead cum death,2020-09-03,4,point,,3014
11528,2020-05-04,123 day ahead cum death,2020-09-04,4,point,,3018
11579,2020-05-04,124 day ahead cum death,2020-09-05,4,point,,3022
11630,2020-05-04,125 day ahead cum death,2020-09-06,4,point,,3026
11681,2020-05-04,126 day ahead cum death,2020-09-07,4,point,,3030
11732,2020-05-04,127 day ahead cum death,2020-09-08,4,point,,3033
11783,2020-05-04,128 day ahead cum death,2020-09-09,4,point,,3037
11834,2020-05-04,129 day ahead cum death,2020-09-10,4,point,,3040
5256,2020-05-04,0 day ahead cum death,2020-05-04,5,point,,80
5307,2020-05-04,1 day ahead cum death,2020-05-05,5,point,,85
5358,2020-05-04,2 day ahead cum death,2020-05-06,5,point,,89
5409,2020-05-04,3 day ahead cum death,2020-05-07,5,point,,93
5460,2020-05-04,4 day ahead cum death,2020-05-08,5,point,,97
5511,2020-05-04,5 day ahead cum death,2020-05-09,5,point,,101
5562,2020-05-04,6 day ahead cum death,2020-05-10,5,point,,105
5613,2020-05-04,7 day ahead cum death,2020-05-11,5,point,,108
5664,2020-05-04,8 day ahead cum death,2020-05-12,5,point,,112
5715,2020-05-04,9 day ahead cum death,2020-05-13,5,point,,115
5766,2020-05-04,10 day ahead cum death,2020-05-14,5,point,,118
5817,2020-05-04,11 day ahead cum death,2020-05-15,5,point,,121
5868,2020-05-04,12 day ahead cum death,2020-05-16,5,point,,124
5919,2020-05-04,13 day ahead cum death,2020-05-17,5,point,,127
