forecast_date,target,target_end_date,location,location_name,type,quantile,value
2020-05-18,1 wk ahead inc death,2020-05-23,US,US,point,NA,8258.17
2020-05-18,1 wk ahead inc death,2020-05-23,US,US,quantile,0.0100,2042.1617
2020-05-18,1 wk ahead inc death,2020-05-23,US,US,quantile,0.0250,3844.2571
2020-05-18,1 wk ahead inc death,2020-05-23,US,US,quantile,0.0500,4857.2887
2020-05-18,1 wk ahead inc death,2020-05-23,US,US,quantile,0.1000,5470.9366
2020-05-18,1 wk ahead inc death,2020-05-23,US,US,quantile,0.1500,6009.4041
2020-05-18,1 wk ahead inc death,2020-05-23,US,US,quantile,0.2000,6327.6127
2020-05-18,1 wk ahead inc death,2020-05-23,US,US,quantile,0.2500,6803.8678
2020-05-18,1 wk ahead inc death,2020-05-23,US,US,quantile,0.3000,7297.0779
2020-05-18,1 wk ahead inc death,2020-05-23,US,US,quantile,0.3500,7707.8470
2020-05-18,1 wk ahead inc death,2020-05-23,US,US,quantile,0.4000,8003.8819
2020-05-18,1 wk ahead inc death,2020-05-23,US,US,quantile,0.4500,8205.6363
2020-05-18,1 wk ahead inc death,2020-05-23,US,US,quantile,0.5000,8458.0415
2020-05-18,1 wk ahead inc death,2020-05-23,US,US,quantile,0.5500,8892.1410
2020-05-18,1 wk ahead inc death,2020-05-23,US,US,quantile,0.6000,9063.6129
2020-05-18,1 wk ahead inc death,2020-05-23,US,US,quantile,0.6500,9198.9020
2020-05-18,1 wk ahead inc death,2020-05-23,US,US,quantile,0.7000,9581.6355
2020-05-18,1 wk ahead inc death,2020-05-23,US,US,quantile,0.7500,9661.9287
2020-05-18,1 wk ahead inc death,2020-05-23,US,US,quantile,0.8000,9918.7563
2020-05-18,1 wk ahead inc death,2020-05-23,US,US,quantile,0.8500,10542.7265
2020-05-18,1 wk ahead inc death,2020-05-23,US,US,quantile,0.9000,11181.7777
2020-05-18,1 wk ahead inc death,2020-05-23,US,US,quantile,0.9500,11276.8278
2020-05-18,1 wk ahead inc death,2020-05-23,US,US,quantile,0.9750,11382.5552
2020-05-18,1 wk ahead inc death,2020-05-23,US,US,quantile,0.9900,12248.2991
2020-05-18,1 wk ahead cum death,2020-05-23,US,US,point,NA,96995.1748
2020-05-18,1 wk ahead cum death,2020-05-23,US,US,quantile,0.0100,90779.1617
2020-05-18,1 wk ahead cum death,2020-05-23,US,US,quantile,0.0250,92581.2571
2020-05-18,1 wk ahead cum death,2020-05-23,US,US,quantile,0.0500,93594.2887
2020-05-18,1 wk ahead cum death,2020-05-23,US,US,quantile,0.1000,94207.9366
2020-05-18,1 wk ahead cum death,2020-05-23,US,US,quantile,0.1500,94746.4041
2020-05-18,1 wk ahead cum death,2020-05-23,US,US,quantile,0.2000,95064.6127
2020-05-18,1 wk ahead cum death,2020-05-23,US,US,quantile,0.2500,95540.8678
2020-05-18,1 wk ahead cum death,2020-05-23,US,US,quantile,0.3000,96034.0779
2020-05-18,1 wk ahead cum death,2020-05-23,US,US,quantile,0.3500,96444.8470
2020-05-18,1 wk ahead cum death,2020-05-23,US,US,quantile,0.4000,96740.8819
2020-05-18,1 wk ahead cum death,2020-05-23,US,US,quantile,0.4500,96942.6363
2020-05-18,1 wk ahead cum death,2020-05-23,US,US,quantile,0.5000,97195.0415
2020-05-18,1 wk ahead cum death,2020-05-23,US,US,quantile,0.5500,97629.1410
2020-05-18,1 wk ahead cum death,2020-05-23,US,US,quantile,0.6000,97800.6129
2020-05-18,1 wk ahead cum death,2020-05-23,US,US,quantile,0.6500,97935.9020
2020-05-18,1 wk ahead cum death,2020-05-23,US,US,quantile,0.7000,98318.6355
2020-05-18,1 wk ahead cum death,2020-05-23,US,US,quantile,0.7500,98398.9287
2020-05-18,1 wk ahead cum death,2020-05-23,US,US,quantile,0.8000,98655.7563
2020-05-18,1 wk ahead cum death,2020-05-23,US,US,quantile,0.8500,99279.7265
2020-05-18,1 wk ahead cum death,2020-05-23,US,US,quantile,0.9000,99918.7777
2020-05-18,1 wk ahead cum death,2020-05-23,US,US,quantile,0.9500,100013.8278
2020-05-18,1 wk ahead cum death,2020-05-23,US,US,quantile,0.9750,100119.5552
2020-05-18,1 wk ahead cum death,2020-05-23,US,US,quantile,0.9900,100985.2991
2020-05-18,2 wk ahead inc death,2020-05-30,US,US,point,NA,6129.71
2020-05-18,2 wk ahead inc death,2020-05-30,US,US,quantile,0.0100,121.9825
2020-05-18,2 wk ahead inc death,2020-05-30,US,US,quantile,0.0250,184.6298
2020-05-18,2 wk ahead inc death,2020-05-30,US,US,quantile,0.0500,411.6957
2020-05-18,2 wk ahead inc death,2020-05-30,US,US,quantile,0.1000,929.7482
2020-05-18,2 wk ahead inc death,2020-05-30,US,US,quantile,0.1500,2168.9686
2020-05-18,2 wk ahead inc death,2020-05-30,US,US,quantile,0.2000,3208.0566
2020-05-18,2 wk ahead inc death,2020-05-30,US,US,quantile,0.2500,3805.4495
2020-05-18,2 wk ahead inc death,2020-05-30,US,US,quantile,0.3000,4274.1236
2020-05-18,2 wk ahead inc death,2020-05-30,US,US,quantile,0.3500,4748.2068
