,location,target,type,quantile,forecast_date,target_end_date,value
0,US,1 wk ahead inc death,point,,2020-06-22,2020-06-27,4042.5
1,US,1 wk ahead inc death,quantile,0.01,2020-06-22,2020-06-27,1282.8487
2,US,1 wk ahead inc death,quantile,0.025,2020-06-22,2020-06-27,1474.8953
3,US,1 wk ahead inc death,quantile,0.05,2020-06-22,2020-06-27,1826.6897
4,US,1 wk ahead inc death,quantile,0.1,2020-06-22,2020-06-27,2321.274
5,US,1 wk ahead inc death,quantile,0.15,2020-06-22,2020-06-27,2514.4325
6,US,1 wk ahead inc death,quantile,0.2,2020-06-22,2020-06-27,2817.6153
7,US,1 wk ahead inc death,quantile,0.25,2020-06-22,2020-06-27,3090.0323
8,US,1 wk ahead inc death,quantile,0.3,2020-06-22,2020-06-27,3219.1805
9,US,1 wk ahead inc death,quantile,0.35,2020-06-22,2020-06-27,3351.5243
10,US,1 wk ahead inc death,quantile,0.4,2020-06-22,2020-06-27,3429.0244
11,US,1 wk ahead inc death,quantile,0.45,2020-06-22,2020-06-27,3507.1612
12,US,1 wk ahead inc death,quantile,0.5,2020-06-22,2020-06-27,3666.0476
13,US,1 wk ahead inc death,quantile,0.55,2020-06-22,2020-06-27,3745.5316
14,US,1 wk ahead inc death,quantile,0.6,2020-06-22,2020-06-27,4010.4852
15,US,1 wk ahead inc death,quantile,0.65,2020-06-22,2020-06-27,4479.9016
16,US,1 wk ahead inc death,quantile,0.7,2020-06-22,2020-06-27,4709.6484
17,US,1 wk ahead inc death,quantile,0.75,2020-06-22,2020-06-27,4888.7289
18,US,1 wk ahead inc death,quantile,0.8,2020-06-22,2020-06-27,5329.5347
19,US,1 wk ahead inc death,quantile,0.85,2020-06-22,2020-06-27,5951.6078
20,US,1 wk ahead inc death,quantile,0.9,2020-06-22,2020-06-27,6169.4003
21,US,1 wk ahead inc death,quantile,0.95,2020-06-22,2020-06-27,6976.651
22,US,1 wk ahead inc death,quantile,0.975,2020-06-22,2020-06-27,7240.0185
23,US,1 wk ahead inc death,quantile,0.99,2020-06-22,2020-06-27,7336.9255
24,US,1 wk ahead cum death,point,,2020-06-22,2020-06-27,123761.4982
25,US,1 wk ahead cum death,quantile,0.01,2020-06-22,2020-06-27,121001.8487
26,US,1 wk ahead cum death,quantile,0.025,2020-06-22,2020-06-27,121193.8953
27,US,1 wk ahead cum death,quantile,0.05,2020-06-22,2020-06-27,121545.6897
28,US,1 wk ahead cum death,quantile,0.1,2020-06-22,2020-06-27,122040.274
29,US,1 wk ahead cum death,quantile,0.15,2020-06-22,2020-06-27,122233.4325
