,location,target,type,quantile,forecast_date,target_end_date,value
0,US,1 wk ahead inc death,point,,2020-06-29,2020-07-04,4889.63
1,US,1 wk ahead inc death,quantile,0.01,2020-06-29,2020-07-04,1473.1243
2,US,1 wk ahead inc death,quantile,0.025,2020-06-29,2020-07-04,2195.7014
3,US,1 wk ahead inc death,quantile,0.05,2020-06-29,2020-07-04,2799.6729
4,US,1 wk ahead inc death,quantile,0.1,2020-06-29,2020-07-04,3212.6795
5,US,1 wk ahead inc death,quantile,0.15,2020-06-29,2020-07-04,3404.9845
6,US,1 wk ahead inc death,quantile,0.2,2020-06-29,2020-07-04,3640.2788
7,US,1 wk ahead inc death,quantile,0.25,2020-06-29,2020-07-04,3783.309
8,US,1 wk ahead inc death,quantile,0.3,2020-06-29,2020-07-04,4097.4539
9,US,1 wk ahead inc death,quantile,0.35,2020-06-29,2020-07-04,4201.376
10,US,1 wk ahead inc death,quantile,0.4,2020-06-29,2020-07-04,4365.9012
11,US,1 wk ahead inc death,quantile,0.45,2020-06-29,2020-07-04,4611.1722
12,US,1 wk ahead inc death,quantile,0.5,2020-06-29,2020-07-04,4868.5364
13,US,1 wk ahead inc death,quantile,0.55,2020-06-29,2020-07-04,5018.8499
14,US,1 wk ahead inc death,quantile,0.6,2020-06-29,2020-07-04,5312.1465
15,US,1 wk ahead inc death,quantile,0.65,2020-06-29,2020-07-04,5603.4052
16,US,1 wk ahead inc death,quantile,0.7,2020-06-29,2020-07-04,5816.7646
17,US,1 wk ahead inc death,quantile,0.75,2020-06-29,2020-07-04,5978.6509
18,US,1 wk ahead inc death,quantile,0.8,2020-06-29,2020-07-04,6112.0459
19,US,1 wk ahead inc death,quantile,0.85,2020-06-29,2020-07-04,6475.8459
20,US,1 wk ahead inc death,quantile,0.9,2020-06-29,2020-07-04,6684.9361
21,US,1 wk ahead inc death,quantile,0.95,2020-06-29,2020-07-04,7283.3778
22,US,1 wk ahead inc death,quantile,0.975,2020-06-29,2020-07-04,7698.6058
23,US,1 wk ahead inc death,quantile,0.99,2020-06-29,2020-07-04,8201.2277
24,US,1 wk ahead cum death,point,,2020-06-29,2020-07-04,130428.6298
25,US,1 wk ahead cum death,quantile,0.01,2020-06-29,2020-07-04,127012.1243
26,US,1 wk ahead cum death,quantile,0.025,2020-06-29,2020-07-04,127734.7014
27,US,1 wk ahead cum death,quantile,0.05,2020-06-29,2020-07-04,128338.6729
28,US,1 wk ahead cum death,quantile,0.1,2020-06-29,2020-07-04,128751.6795
29,US,1 wk ahead cum death,quantile,0.15,2020-06-29,2020-07-04,128943.9845
30,US,1 wk ahead cum death,quantile,0.2,2020-06-29,2020-07-04,129179.2788
31,US,1 wk ahead cum death,quantile,0.25,2020-06-29,2020-07-04,129322.309
32,US,1 wk ahead cum death,quantile,0.3,2020-06-29,2020-07-04,129636.4539
33,US,1 wk ahead cum death,quantile,0.35,2020-06-29,2020-07-04,129740.376
34,US,1 wk ahead cum death,quantile,0.4,2020-06-29,2020-07-04,129904.9012
35,US,1 wk ahead cum death,quantile,0.45,2020-06-29,2020-07-04,130150.1722
36,US,1 wk ahead cum death,quantile,0.5,2020-06-29,2020-07-04,130407.5364
37,US,1 wk ahead cum death,quantile,0.55,2020-06-29,2020-07-04,130557.8499
38,US,1 wk ahead cum death,quantile,0.6,2020-06-29,2020-07-04,130851.1465
