"location","model_name","quantile","forecast_date","approx_weight","target"
"US national-level","CU-70contact","0.01,0.01,0.01,0.01,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.2,0.2,0.2,0.2,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,0.35,0.35,0.35,0.35,0.4,0.4,0.4,0.4,0.45,0.45,0.45,0.45,0.5,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.6,0.6,0.6,0.6,0.65,0.65,0.65,0.65,0.7,0.7,0.7,0.7,0.75,0.75,0.75,0.75,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.9,0.9,0.9,0.9,0.95,0.95,0.95,0.95,0.975,0.975,0.975,0.975,0.99,0.99,0.99,0.99","2020-04-26","0.333333333333333","1 wk ahead cum death,2 wk ahead cum death,3 wk ahead cum death,4 wk ahead cum death"
"US national-level","UT-Mobility","0.01,0.01,0.01,0.01,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.2,0.2,0.2,0.2,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,0.35,0.35,0.35,0.35,0.4,0.4,0.4,0.4,0.45,0.45,0.45,0.45,0.5,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.6,0.6,0.6,0.6,0.65,0.65,0.65,0.65,0.7,0.7,0.7,0.7,0.75,0.75,0.75,0.75,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.9,0.9,0.9,0.9,0.95,0.95,0.95,0.95,0.975,0.975,0.975,0.975,0.99,0.99,0.99,0.99","2020-04-27","0.333333333333333","1 wk ahead cum death,2 wk ahead cum death,3 wk ahead cum death,4 wk ahead cum death"
"US national-level","YYG-ParamSearch","0.01,0.01,0.01,0.01,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.2,0.2,0.2,0.2,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,0.35,0.35,0.35,0.35,0.4,0.4,0.4,0.4,0.45,0.45,0.45,0.45,0.5,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.6,0.6,0.6,0.6,0.65,0.65,0.65,0.65,0.7,0.7,0.7,0.7,0.75,0.75,0.75,0.75,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.9,0.9,0.9,0.9,0.95,0.95,0.95,0.95,0.975,0.975,0.975,0.975,0.99,0.99,0.99,0.99","2020-04-27","0.333333333333333","1 wk ahead cum death,2 wk ahead cum death,3 wk ahead cum death,4 wk ahead cum death"
"state-level","CU-70contact","0.01,0.01,0.01,0.01,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.2,0.2,0.2,0.2,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,0.35,0.35,0.35,0.35,0.4,0.4,0.4,0.4,0.45,0.45,0.45,0.45,0.5,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.6,0.6,0.6,0.6,0.65,0.65,0.65,0.65,0.7,0.7,0.7,0.7,0.75,0.75,0.75,0.75,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.9,0.9,0.9,0.9,0.95,0.95,0.95,0.95,0.975,0.975,0.975,0.975,0.99,0.99,0.99,0.99","2020-04-26","0.166666666666667","1 wk ahead cum death,2 wk ahead cum death,3 wk ahead cum death,4 wk ahead cum death"
"state-level","MIT_CovidAnalytics-DELPHI","0.01,0.01,0.01,0.01,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.2,0.2,0.2,0.2,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,0.35,0.35,0.35,0.35,0.4,0.4,0.4,0.4,0.45,0.45,0.45,0.45,0.5,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.6,0.6,0.6,0.6,0.65,0.65,0.65,0.65,0.7,0.7,0.7,0.7,0.75,0.75,0.75,0.75,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.9,0.9,0.9,0.9,0.95,0.95,0.95,0.95,0.975,0.975,0.975,0.975,0.99,0.99,0.99,0.99","2020-04-27","0.166666666666667","1 wk ahead cum death,2 wk ahead cum death,3 wk ahead cum death,4 wk ahead cum death"
"state-level","LANL-GrowthRate","0.01,0.01,0.01,0.01,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.2,0.2,0.2,0.2,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,0.35,0.35,0.35,0.35,0.4,0.4,0.4,0.4,0.45,0.45,0.45,0.45,0.5,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.6,0.6,0.6,0.6,0.65,0.65,0.65,0.65,0.7,0.7,0.7,0.7,0.75,0.75,0.75,0.75,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.9,0.9,0.9,0.9,0.95,0.95,0.95,0.95,0.975,0.975,0.975,0.975,0.99,0.99,0.99,0.99","2020-04-26","0.166666666666667","1 wk ahead cum death,2 wk ahead cum death,3 wk ahead cum death,4 wk ahead cum death"
"state-level","UMass-MechBayes","0.01,0.01,0.01,0.01,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.2,0.2,0.2,0.2,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,0.35,0.35,0.35,0.35,0.4,0.4,0.4,0.4,0.45,0.45,0.45,0.45,0.5,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.6,0.6,0.6,0.6,0.65,0.65,0.65,0.65,0.7,0.7,0.7,0.7,0.75,0.75,0.75,0.75,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.9,0.9,0.9,0.9,0.95,0.95,0.95,0.95,0.975,0.975,0.975,0.975,0.99,0.99,0.99,0.99","2020-04-26","0.166666666666667","1 wk ahead cum death,2 wk ahead cum death,3 wk ahead cum death,4 wk ahead cum death"
"state-level","UT-Mobility","0.01,0.01,0.01,0.01,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.2,0.2,0.2,0.2,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,0.35,0.35,0.35,0.35,0.4,0.4,0.4,0.4,0.45,0.45,0.45,0.45,0.5,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.6,0.6,0.6,0.6,0.65,0.65,0.65,0.65,0.7,0.7,0.7,0.7,0.75,0.75,0.75,0.75,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.9,0.9,0.9,0.9,0.95,0.95,0.95,0.95,0.975,0.975,0.975,0.975,0.99,0.99,0.99,0.99","2020-04-27","0.166666666666667","1 wk ahead cum death,2 wk ahead cum death,3 wk ahead cum death,4 wk ahead cum death"
"state-level","YYG-ParamSearch","0.01,0.01,0.01,0.01,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.2,0.2,0.2,0.2,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,0.35,0.35,0.35,0.35,0.4,0.4,0.4,0.4,0.45,0.45,0.45,0.45,0.5,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.6,0.6,0.6,0.6,0.65,0.65,0.65,0.65,0.7,0.7,0.7,0.7,0.75,0.75,0.75,0.75,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.9,0.9,0.9,0.9,0.95,0.95,0.95,0.95,0.975,0.975,0.975,0.975,0.99,0.99,0.99,0.99","2020-04-27","0.166666666666667","1 wk ahead cum death,2 wk ahead cum death,3 wk ahead cum death,4 wk ahead cum death"
"US national-level","UT-Mobility","0.01,0.01,0.01,0.01,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.2,0.2,0.2,0.2,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,0.35,0.35,0.35,0.35,0.4,0.4,0.4,0.4,0.45,0.45,0.45,0.45,0.5,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.6,0.6,0.6,0.6,0.65,0.65,0.65,0.65,0.7,0.7,0.7,0.7,0.75,0.75,0.75,0.75,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.9,0.9,0.9,0.9,0.95,0.95,0.95,0.95,0.975,0.975,0.975,0.975,0.99,0.99,0.99,0.99","2020-04-27","0.5","1 wk ahead inc death,2 wk ahead inc death,3 wk ahead inc death,4 wk ahead inc death"
"US national-level","YYG-ParamSearch","0.01,0.01,0.01,0.01,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.2,0.2,0.2,0.2,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,0.35,0.35,0.35,0.35,0.4,0.4,0.4,0.4,0.45,0.45,0.45,0.45,0.5,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.6,0.6,0.6,0.6,0.65,0.65,0.65,0.65,0.7,0.7,0.7,0.7,0.75,0.75,0.75,0.75,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.9,0.9,0.9,0.9,0.95,0.95,0.95,0.95,0.975,0.975,0.975,0.975,0.99,0.99,0.99,0.99","2020-04-27","0.5","1 wk ahead inc death,2 wk ahead inc death,3 wk ahead inc death,4 wk ahead inc death"
"state-level","UT-Mobility","0.01,0.01,0.01,0.01,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.2,0.2,0.2,0.2,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,0.35,0.35,0.35,0.35,0.4,0.4,0.4,0.4,0.45,0.45,0.45,0.45,0.5,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.6,0.6,0.6,0.6,0.65,0.65,0.65,0.65,0.7,0.7,0.7,0.7,0.75,0.75,0.75,0.75,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.9,0.9,0.9,0.9,0.95,0.95,0.95,0.95,0.975,0.975,0.975,0.975,0.99,0.99,0.99,0.99","2020-04-27","0.5","1 wk ahead inc death,2 wk ahead inc death,3 wk ahead inc death,4 wk ahead inc death"
"state-level","YYG-ParamSearch","0.01,0.01,0.01,0.01,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.2,0.2,0.2,0.2,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,0.35,0.35,0.35,0.35,0.4,0.4,0.4,0.4,0.45,0.45,0.45,0.45,0.5,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.6,0.6,0.6,0.6,0.65,0.65,0.65,0.65,0.7,0.7,0.7,0.7,0.75,0.75,0.75,0.75,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.9,0.9,0.9,0.9,0.95,0.95,0.95,0.95,0.975,0.975,0.975,0.975,0.99,0.99,0.99,0.99","2020-04-27","0.5","1 wk ahead inc death,2 wk ahead inc death,3 wk ahead inc death,4 wk ahead inc death"
