location,target,type,quantile,forecast_date,target_end_date,value
US,1 wk ahead cum death,quantile,0.01,2020-06-14,2020-06-20,118396.94288022164
US,2 wk ahead cum death,quantile,0.01,2020-06-14,2020-06-27,120736.27452136324
US,3 wk ahead cum death,quantile,0.01,2020-06-14,2020-07-04,122536.73458877175
US,4 wk ahead cum death,quantile,0.01,2020-06-14,2020-07-11,123917.17241253814
US,5 wk ahead cum death,quantile,0.01,2020-06-14,2020-07-18,124972.57999270225
US,6 wk ahead cum death,quantile,0.01,2020-06-14,2020-07-25,125777.91586984714
US,7 wk ahead cum death,quantile,0.01,2020-06-14,2020-08-01,126391.52301124766
US,8 wk ahead cum death,quantile,0.01,2020-06-14,2020-08-08,126858.51367077706
US,9 wk ahead cum death,quantile,0.01,2020-06-14,2020-08-15,127213.5910975086
US,10 wk ahead cum death,quantile,0.01,2020-06-14,2020-08-22,127483.38320883125
US,11 wk ahead cum death,quantile,0.01,2020-06-14,2020-08-29,127688.25135834332
US,12 wk ahead cum death,quantile,0.01,2020-06-14,2020-09-05,127843.72756707096
US,13 wk ahead cum death,quantile,0.01,2020-06-14,2020-09-12,127961.67088310268
US,14 wk ahead cum death,quantile,0.01,2020-06-14,2020-09-19,128051.10946013904
US,1 wk ahead cum death,quantile,0.99,2020-06-14,2020-06-20,120662.08109445775
US,2 wk ahead cum death,quantile,0.99,2020-06-14,2020-06-27,124957.06694460545
US,3 wk ahead cum death,quantile,0.99,2020-06-14,2020-07-04,128224.73085677074
US,4 wk ahead cum death,quantile,0.99,2020-06-14,2020-07-11,130690.74018890865
US,5 wk ahead cum death,quantile,0.99,2020-06-14,2020-07-18,132539.5535394432
US,6 wk ahead cum death,quantile,0.99,2020-06-14,2020-07-25,133918.58925342574
US,7 wk ahead cum death,quantile,0.99,2020-06-14,2020-08-01,134943.07498386313
US,8 wk ahead cum death,quantile,0.99,2020-06-14,2020-08-08,135731.52739625762
US,9 wk ahead cum death,quantile,0.99,2020-06-14,2020-08-15,136324.61976897894
US,10 wk ahead cum death,quantile,0.99,2020-06-14,2020-08-22,136764.40191308904
US,11 wk ahead cum death,quantile,0.99,2020-06-14,2020-08-29,137088.96831390777
US,12 wk ahead cum death,quantile,0.99,2020-06-14,2020-09-05,137327.92668889381
US,13 wk ahead cum death,quantile,0.99,2020-06-14,2020-09-12,137503.47162622784
US,14 wk ahead cum death,quantile,0.99,2020-06-14,2020-09-19,137632.19351909411
US,1 wk ahead inc death,quantile,0.01,2020-06-14,2020-06-20,2960.942880221657
US,2 wk ahead inc death,quantile,0.01,2020-06-14,2020-06-27,2339.331641141573
US,3 wk ahead inc death,quantile,0.01,2020-06-14,2020-07-04,1800.4600674085086
US,4 wk ahead inc death,quantile,0.01,2020-06-14,2020-07-11,1380.437823766435
US,5 wk ahead inc death,quantile,0.01,2020-06-14,2020-07-18,1055.4075801641156
US,6 wk ahead inc death,quantile,0.01,2020-06-14,2020-07-25,805.3358771448839
US,7 wk ahead inc death,quantile,0.01,2020-06-14,2020-08-01,613.6071414004691
US,8 wk ahead inc death,quantile,0.01,2020-06-14,2020-08-08,466.99065952941595
US,9 wk ahead inc death,quantile,0.01,2020-06-14,2020-08-15,355.07742673152825
US,10 wk ahead inc death,quantile,0.01,2020-06-14,2020-08-22,269.792111322633
US,11 wk ahead inc death,quantile,0.01,2020-06-14,2020-08-29,204.86814951211272
US,1 wk ahead inc death,quantile,0.99,2020-06-14,2020-06-20,5226.081094457783
US,2 wk ahead inc death,quantile,0.99,2020-06-14,2020-06-27,4294.98585014767
US,3 wk ahead inc death,quantile,0.99,2020-06-14,2020-07-04,3267.6639121653
US,4 wk ahead inc death,quantile,0.99,2020-06-14,2020-07-11,2466.009332137881
US,5 wk ahead inc death,quantile,0.99,2020-06-14,2020-07-18,1848.813350534576
US,6 wk ahead inc death,quantile,0.99,2020-06-14,2020-07-25,1379.0357139825353
US,7 wk ahead inc death,quantile,0.99,2020-06-14,2020-08-01,1024.4857304373872
US,8 wk ahead inc death,quantile,0.99,2020-06-14,2020-08-08,788.4524123944867
US,9 wk ahead inc death,quantile,0.99,2020-06-14,2020-08-15,593.092372721323
US,10 wk ahead inc death,quantile,0.99,2020-06-14,2020-08-22,439.7821441100969
US,11 wk ahead inc death,quantile,0.99,2020-06-14,2020-08-29,324.56640081873053
US,1 wk ahead cum death,quantile,0.025,2020-06-14,2020-06-20,118499.63667715168
US,2 wk ahead cum death,quantile,0.025,2020-06-14,2020-06-27,120927.32242631572
US,3 wk ahead cum death,quantile,0.025,2020-06-14,2020-07-04,122794.17275619328
US,4 wk ahead cum death,quantile,0.025,2020-06-14,2020-07-11,124224.11325936533
US,5 wk ahead cum death,quantile,0.025,2020-06-14,2020-07-18,125316.20190760675
US,6 wk ahead cum death,quantile,0.025,2020-06-14,2020-07-25,126148.5599447258
US,7 wk ahead cum death,quantile,0.025,2020-06-14,2020-08-01,126781.96670847163
US,8 wk ahead cum death,quantile,0.025,2020-06-14,2020-08-08,127263.38959785392
US,9 wk ahead cum death,quantile,0.025,2020-06-14,2020-08-15,127628.93646406394
US,10 wk ahead cum death,quantile,0.025,2020-06-14,2020-08-22,127906.29208272892
US,11 wk ahead cum death,quantile,0.025,2020-06-14,2020-08-29,128116.59022804527
US,12 wk ahead cum death,quantile,0.025,2020-06-14,2020-09-05,128275.94710632705
US,13 wk ahead cum death,quantile,0.025,2020-06-14,2020-09-12,128396.65283163625
US,14 wk ahead cum death,quantile,0.025,2020-06-14,2020-09-19,128488.0422723208
US,1 wk ahead cum death,quantile,0.975,2020-06-14,2020-06-20,120558.38772179074
US,2 wk ahead cum death,quantile,0.975,2020-06-14,2020-06-27,124762.95010830092
US,3 wk ahead cum death,quantile,0.975,2020-06-14,2020-07-04,127962.56115119378
US,4 wk ahead cum death,quantile,0.975,2020-06-14,2020-07-11,130378.46831516053
US,5 wk ahead cum death,quantile,0.975,2020-06-14,2020-07-18,132191.1073134465
US,6 wk ahead cum death,quantile,0.975,2020-06-14,2020-07-25,133544.42226726864
US,7 wk ahead cum death,quantile,0.975,2020-06-14,2020-08-01,134550.90685773554
US,8 wk ahead cum death,quantile,0.975,2020-06-14,2020-08-08,135321.4221325777
US,9 wk ahead cum death,quantile,0.975,2020-06-14,2020-08-15,135900.8375659542
US,10 wk ahead cum death,quantile,0.975,2020-06-14,2020-08-22,136330.77106724447
US,11 wk ahead cum death,quantile,0.975,2020-06-14,2020-08-29,136648.43724516695
US,12 wk ahead cum death,quantile,0.975,2020-06-14,2020-09-05,136882.63742918466
US,13 wk ahead cum death,quantile,0.975,2020-06-14,2020-09-12,137054.92841759566
US,14 wk ahead cum death,quantile,0.975,2020-06-14,2020-09-19,137181.48146292454
