forecast_date,target,target_end_date,quantile,type,value,location
2020-12-20,1 wk ahead cum death,2020-12-26,0.01,quantile,296538.7701351573,US
2020-12-20,1 wk ahead cum death,2020-12-26,0.025,quantile,300295.2654146966,US
2020-12-20,1 wk ahead cum death,2020-12-26,0.05,quantile,303626.2176624255,US
2020-12-20,1 wk ahead cum death,2020-12-26,0.1,quantile,307356.2008742084,US
2020-12-20,1 wk ahead cum death,2020-12-26,0.15,quantile,310333.6234427563,US
2020-12-20,1 wk ahead cum death,2020-12-26,0.2,quantile,312953.9697763583,US
2020-12-20,1 wk ahead cum death,2020-12-26,0.25,quantile,314405.6859953466,US
2020-12-20,1 wk ahead cum death,2020-12-26,0.3,quantile,315706.46503602434,US
2020-12-20,1 wk ahead cum death,2020-12-26,0.35,quantile,318088.4316386416,US
2020-12-20,1 wk ahead cum death,2020-12-26,0.4,quantile,319689.31487847405,US
2020-12-20,1 wk ahead cum death,2020-12-26,0.45,quantile,320539.9032764959,US
2020-12-20,1 wk ahead cum death,2020-12-26,0.5,quantile,322014.4604798463,US
2020-12-20,1 wk ahead cum death,2020-12-26,0.55,quantile,323294.02260558977,US
2020-12-20,1 wk ahead cum death,2020-12-26,0.6,quantile,325546.85817804217,US
2020-12-20,1 wk ahead cum death,2020-12-26,0.65,quantile,326162.7342205891,US
2020-12-20,1 wk ahead cum death,2020-12-26,0.7,quantile,328027.06898805447,US
2020-12-20,1 wk ahead cum death,2020-12-26,0.75,quantile,329648.7396515003,US
2020-12-20,1 wk ahead cum death,2020-12-26,0.8,quantile,332078.5783536357,US
2020-12-20,1 wk ahead cum death,2020-12-26,0.85,quantile,333930.7441466194,US
2020-12-20,1 wk ahead cum death,2020-12-26,0.9,quantile,336136.4219379964,US
2020-12-20,1 wk ahead cum death,2020-12-26,0.95,quantile,339958.00876477256,US
2020-12-20,1 wk ahead cum death,2020-12-26,0.975,quantile,343001.69864289014,US
2020-12-20,1 wk ahead cum death,2020-12-26,0.99,quantile,349008.6181830573,US
2020-12-20,2 wk ahead cum death,2021-01-02,0.01,quantile,300566.8164977944,US
2020-12-20,2 wk ahead cum death,2021-01-02,0.025,quantile,305281.7671174309,US
2020-12-20,2 wk ahead cum death,2021-01-02,0.05,quantile,308463.450470318,US
2020-12-20,2 wk ahead cum death,2021-01-02,0.1,quantile,312479.6778655477,US
2020-12-20,2 wk ahead cum death,2021-01-02,0.15,quantile,316331.384153728,US
2020-12-20,2 wk ahead cum death,2021-01-02,0.2,quantile,318766.72115324024,US
