forecast_date,target,target_end_date,quantile,type,value,location
2020-12-06,1 wk ahead cum death,2020-12-12,0.010,quantile,3795.7981089811383,01
2020-12-06,1 wk ahead cum death,2020-12-12,0.025,quantile,3836.3966463593183,01
2020-12-06,1 wk ahead cum death,2020-12-12,0.050,quantile,3840.857018033388,01
2020-12-06,1 wk ahead cum death,2020-12-12,0.100,quantile,3872.3121396341444,01
2020-12-06,1 wk ahead cum death,2020-12-12,0.150,quantile,3896.9641934915553,01
2020-12-06,1 wk ahead cum death,2020-12-12,0.200,quantile,3911.635602047735,01
2020-12-06,1 wk ahead cum death,2020-12-12,0.250,quantile,3925.4557258800373,01
2020-12-06,1 wk ahead cum death,2020-12-12,0.300,quantile,3939.8370663448823,01
2020-12-06,1 wk ahead cum death,2020-12-12,0.350,quantile,3952.5196589530574,01
2020-12-06,1 wk ahead cum death,2020-12-12,0.400,quantile,3960.230365699292,01
2020-12-06,1 wk ahead cum death,2020-12-12,0.450,quantile,3971.17498138508,01
2020-12-06,1 wk ahead cum death,2020-12-12,0.500,quantile,3984.294775818463,01
2020-12-06,1 wk ahead cum death,2020-12-12,0.550,quantile,3994.604667342861,01
2020-12-06,1 wk ahead cum death,2020-12-12,0.600,quantile,3998.6363933819057,01
2020-12-06,1 wk ahead cum death,2020-12-12,0.650,quantile,4018.268192404728,01
2020-12-06,1 wk ahead cum death,2020-12-12,0.700,quantile,4026.6300656976146,01
2020-12-06,1 wk ahead cum death,2020-12-12,0.750,quantile,4037.179140250054,01
2020-12-06,1 wk ahead cum death,2020-12-12,0.800,quantile,4056.2701446857454,01
2020-12-06,1 wk ahead cum death,2020-12-12,0.850,quantile,4076.089643807547,01
2020-12-06,1 wk ahead cum death,2020-12-12,0.900,quantile,4081.8354358438814,01
2020-12-06,1 wk ahead cum death,2020-12-12,0.950,quantile,4124.9577762819345,01
2020-12-06,1 wk ahead cum death,2020-12-12,0.975,quantile,4132.211112675798,01
2020-12-06,1 wk ahead cum death,2020-12-12,0.990,quantile,4172.509409763779,01
2020-12-06,2 wk ahead cum death,2020-12-19,0.010,quantile,3892.115948455618,01
2020-12-06,2 wk ahead cum death,2020-12-19,0.025,quantile,3900.231062718391,01
2020-12-06,2 wk ahead cum death,2020-12-19,0.050,quantile,3933.075521922888,01
2020-12-06,2 wk ahead cum death,2020-12-19,0.100,quantile,3970.724403269156,01
2020-12-06,2 wk ahead cum death,2020-12-19,0.150,quantile,3987.51960615568,01
2020-12-06,2 wk ahead cum death,2020-12-19,0.200,quantile,4002.782147503621,01
2020-12-06,2 wk ahead cum death,2020-12-19,0.250,quantile,4018.393599646015,01
2020-12-06,2 wk ahead cum death,2020-12-19,0.300,quantile,4031.311933676049,01
2020-12-06,2 wk ahead cum death,2020-12-19,0.350,quantile,4037.5314787574175,01
2020-12-06,2 wk ahead cum death,2020-12-19,0.400,quantile,4047.254721552586,01
2020-12-06,2 wk ahead cum death,2020-12-19,0.450,quantile,4062.5808612614424,01
2020-12-06,2 wk ahead cum death,2020-12-19,0.500,quantile,4071.403737446589,01
2020-12-06,2 wk ahead cum death,2020-12-19,0.550,quantile,4080.5845526564417,01
2020-12-06,2 wk ahead cum death,2020-12-19,0.600,quantile,4091.892967850353,01
2020-12-06,2 wk ahead cum death,2020-12-19,0.650,quantile,4102.706917591601,01
2020-12-06,2 wk ahead cum death,2020-12-19,0.700,quantile,4111.626835133508,01
2020-12-06,2 wk ahead cum death,2020-12-19,0.750,quantile,4125.6019505668355,01
2020-12-06,2 wk ahead cum death,2020-12-19,0.800,quantile,4140.124000568266,01
2020-12-06,2 wk ahead cum death,2020-12-19,0.850,quantile,4161.652542757527,01
2020-12-06,2 wk ahead cum death,2020-12-19,0.900,quantile,4183.945763794778,01
2020-12-06,2 wk ahead cum death,2020-12-19,0.950,quantile,4208.223215336101,01
2020-12-06,2 wk ahead cum death,2020-12-19,0.975,quantile,4235.16942850481,01
2020-12-06,2 wk ahead cum death,2020-12-19,0.990,quantile,4273.246421183334,01
2020-12-06,3 wk ahead cum death,2020-12-26,0.010,quantile,3968.1176414393954,01
2020-12-06,3 wk ahead cum death,2020-12-26,0.025,quantile,3994.365260334845,01
2020-12-06,3 wk ahead cum death,2020-12-26,0.050,quantile,4018.5152592937957,01
2020-12-06,3 wk ahead cum death,2020-12-26,0.100,quantile,4049.176384035257,01
2020-12-06,3 wk ahead cum death,2020-12-26,0.150,quantile,4065.568761711289,01
2020-12-06,3 wk ahead cum death,2020-12-26,0.200,quantile,4085.6033367708533,01
2020-12-06,3 wk ahead cum death,2020-12-26,0.250,quantile,4096.228212739543,01
