location,forecast_date,target_end_date,target,type,quantile,value
US,2022-06-05,2022-06-11,1 wk ahead inc case,point,,724666
US,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.025,424464
US,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.1,504157
US,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.25,587973
US,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.5,724666
US,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.75,900873
US,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.9,1064489
US,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.975,1286082
US,2022-06-05,2022-06-18,2 wk ahead inc case,point,,734966
US,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.025,300663
US,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.1,390034
US,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.25,503315
US,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.5,734966
US,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.75,1087072
US,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.9,1426973
US,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.975,1896929
US,2022-06-05,2022-06-25,3 wk ahead inc case,point,,736887
US,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.025,214687
US,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.1,302581
US,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.25,429499
US,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.5,736887
US,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.75,1285302
US,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.9,1864401
US,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.975,2710100
US,2022-06-05,2022-07-02,4 wk ahead inc case,point,,732814
US,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.025,153313
US,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.1,234344
US,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.25,365091
US,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.5,732814
US,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.75,1497175
US,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.9,2386420
US,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.975,3762371
US,2022-06-05,2022-06-11,1 wk ahead inc death,point,,2131
US,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.01,660
US,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.025,768
US,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.05,895
US,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.1,1042
US,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.15,1154
US,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.2,1278
US,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.25,1415
US,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.3,1568
US,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.35,1696
US,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.4,1835
US,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.45,1985
US,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.5,2131
US,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.55,2325
US,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.6,2516
US,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.65,2723
US,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.7,2948
US,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.75,3307
US,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.8,3709
US,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.85,4161
US,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.9,4669
US,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.95,5593
US,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.975,6700
US,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.99,8029
US,2022-06-05,2022-06-18,2 wk ahead inc death,point,,2125
US,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.01,453
US,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.025,550
US,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.05,666
US,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.1,808
US,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.15,923
US,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.2,1054
US,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.25,1205
US,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.3,1376
US,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.35,1538
US,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.4,1718
US,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.45,1920
US,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.5,2125
US,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.55,2397
US,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.6,2679
US,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.65,2994
US,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.7,3347
US,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.75,3880
US,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.8,4497
US,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.85,5214
US,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.9,6044
US,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.95,7564
US,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.975,9467
US,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.99,11849
US,2022-06-05,2022-06-25,3 wk ahead inc death,point,,2102
US,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.01,309
US,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.025,390
US,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.05,492
US,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.1,622
US,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.15,733
US,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.2,864
US,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.25,1018
US,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.3,1200
US,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.35,1384
US,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.4,1596
US,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.45,1840
US,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.5,2102
US,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.55,2448
US,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.6,2823
US,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.65,3257
US,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.7,3758
US,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.75,4494
US,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.8,5374
US,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.85,6428
US,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.9,7689
US,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.95,10010
US,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.975,13035
