location,forecast_date,target_end_date,target,type,quantile,value
US,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.99,16975
US,2022-06-05,2022-07-02,4 wk ahead inc death,point,,2071
US,2022-06-05,2022-07-02,4 wk ahead inc death,quantile,0.01,210
US,2022-06-05,2022-07-02,4 wk ahead inc death,quantile,0.025,276
US,2022-06-05,2022-07-02,4 wk ahead inc death,quantile,0.05,364
US,2022-06-05,2022-07-02,4 wk ahead inc death,quantile,0.1,478
US,2022-06-05,2022-07-02,4 wk ahead inc death,quantile,0.15,581
US,2022-06-05,2022-07-02,4 wk ahead inc death,quantile,0.2,707
US,2022-06-05,2022-07-02,4 wk ahead inc death,quantile,0.25,859
US,2022-06-05,2022-07-02,4 wk ahead inc death,quantile,0.3,1044
US,2022-06-05,2022-07-02,4 wk ahead inc death,quantile,0.35,1242
US,2022-06-05,2022-07-02,4 wk ahead inc death,quantile,0.4,1477
US,2022-06-05,2022-07-02,4 wk ahead inc death,quantile,0.45,1756
US,2022-06-05,2022-07-02,4 wk ahead inc death,quantile,0.5,2071
US,2022-06-05,2022-07-02,4 wk ahead inc death,quantile,0.55,2485
US,2022-06-05,2022-07-02,4 wk ahead inc death,quantile,0.6,2955
US,2022-06-05,2022-07-02,4 wk ahead inc death,quantile,0.65,3516
US,2022-06-05,2022-07-02,4 wk ahead inc death,quantile,0.7,4183
US,2022-06-05,2022-07-02,4 wk ahead inc death,quantile,0.75,5148
US,2022-06-05,2022-07-02,4 wk ahead inc death,quantile,0.8,6337
US,2022-06-05,2022-07-02,4 wk ahead inc death,quantile,0.85,7801
US,2022-06-05,2022-07-02,4 wk ahead inc death,quantile,0.9,9604
US,2022-06-05,2022-07-02,4 wk ahead inc death,quantile,0.95,12926
US,2022-06-05,2022-07-02,4 wk ahead inc death,quantile,0.975,17399
US,2022-06-05,2022-07-02,4 wk ahead inc death,quantile,0.99,23421
