location,forecast_date,target_end_date,target,type,quantile,value
US,2022-05-01,2022-05-07,1 wk ahead inc death,quantile,0.2,2138
US,2022-05-01,2022-05-07,1 wk ahead inc death,quantile,0.25,2372
US,2022-05-01,2022-05-07,1 wk ahead inc death,quantile,0.3,2632
US,2022-05-01,2022-05-07,1 wk ahead inc death,quantile,0.35,2853
US,2022-05-01,2022-05-07,1 wk ahead inc death,quantile,0.4,3093
US,2022-05-01,2022-05-07,1 wk ahead inc death,quantile,0.45,3353
US,2022-05-01,2022-05-07,1 wk ahead inc death,quantile,0.5,3605
US,2022-05-01,2022-05-07,1 wk ahead inc death,quantile,0.55,3942
US,2022-05-01,2022-05-07,1 wk ahead inc death,quantile,0.6,4275
US,2022-05-01,2022-05-07,1 wk ahead inc death,quantile,0.65,4636
US,2022-05-01,2022-05-07,1 wk ahead inc death,quantile,0.7,5028
US,2022-05-01,2022-05-07,1 wk ahead inc death,quantile,0.75,5653
US,2022-05-01,2022-05-07,1 wk ahead inc death,quantile,0.8,6356
US,2022-05-01,2022-05-07,1 wk ahead inc death,quantile,0.85,7147
US,2022-05-01,2022-05-07,1 wk ahead inc death,quantile,0.9,8037
US,2022-05-01,2022-05-07,1 wk ahead inc death,quantile,0.95,9661
US,2022-05-01,2022-05-07,1 wk ahead inc death,quantile,0.975,11614
US,2022-05-01,2022-05-07,1 wk ahead inc death,quantile,0.99,13966
US,2022-05-01,2022-05-14,2 wk ahead inc death,point,,3770
US,2022-05-01,2022-05-14,2 wk ahead inc death,quantile,0.01,783
US,2022-05-01,2022-05-14,2 wk ahead inc death,quantile,0.025,952
US,2022-05-01,2022-05-14,2 wk ahead inc death,quantile,0.05,1157
US,2022-05-01,2022-05-14,2 wk ahead inc death,quantile,0.1,1407
US,2022-05-01,2022-05-14,2 wk ahead inc death,quantile,0.15,1611
US,2022-05-01,2022-05-14,2 wk ahead inc death,quantile,0.2,1844
US,2022-05-01,2022-05-14,2 wk ahead inc death,quantile,0.25,2111
US,2022-05-01,2022-05-14,2 wk ahead inc death,quantile,0.3,2418
US,2022-05-01,2022-05-14,2 wk ahead inc death,quantile,0.35,2708
US,2022-05-01,2022-05-14,2 wk ahead inc death,quantile,0.4,3033
US,2022-05-01,2022-05-14,2 wk ahead inc death,quantile,0.45,3398
US,2022-05-01,2022-05-14,2 wk ahead inc death,quantile,0.5,3770
US,2022-05-01,2022-05-14,2 wk ahead inc death,quantile,0.55,4266
US,2022-05-01,2022-05-14,2 wk ahead inc death,quantile,0.6,4780
US,2022-05-01,2022-05-14,2 wk ahead inc death,quantile,0.65,5356
US,2022-05-01,2022-05-14,2 wk ahead inc death,quantile,0.7,6003
US,2022-05-01,2022-05-14,2 wk ahead inc death,quantile,0.75,6981
US,2022-05-01,2022-05-14,2 wk ahead inc death,quantile,0.8,8119
US,2022-05-01,2022-05-14,2 wk ahead inc death,quantile,0.85,9443
US,2022-05-01,2022-05-14,2 wk ahead inc death,quantile,0.9,10984
US,2022-05-01,2022-05-14,2 wk ahead inc death,quantile,0.95,13819
US,2022-05-01,2022-05-14,2 wk ahead inc death,quantile,0.975,17388
US,2022-05-01,2022-05-14,2 wk ahead inc death,quantile,0.99,21883
US,2022-05-01,2022-05-21,3 wk ahead inc death,point,,3873
US,2022-05-01,2022-05-21,3 wk ahead inc death,quantile,0.01,552
US,2022-05-01,2022-05-21,3 wk ahead inc death,quantile,0.025,699
US,2022-05-01,2022-05-21,3 wk ahead inc death,quantile,0.05,885
US,2022-05-01,2022-05-21,3 wk ahead inc death,quantile,0.1,1121
US,2022-05-01,2022-05-21,3 wk ahead inc death,quantile,0.15,1324
US,2022-05-01,2022-05-21,3 wk ahead inc death,quantile,0.2,1565
US,2022-05-01,2022-05-21,3 wk ahead inc death,quantile,0.25,1849
US,2022-05-01,2022-05-21,3 wk ahead inc death,quantile,0.3,2185
US,2022-05-01,2022-05-21,3 wk ahead inc death,quantile,0.35,2527
US,2022-05-01,2022-05-21,3 wk ahead inc death,quantile,0.4,2924
US,2022-05-01,2022-05-21,3 wk ahead inc death,quantile,0.45,3383
US,2022-05-01,2022-05-21,3 wk ahead inc death,quantile,0.5,3873
US,2022-05-01,2022-05-21,3 wk ahead inc death,quantile,0.55,4531
US,2022-05-01,2022-05-21,3 wk ahead inc death,quantile,0.6,5244
US,2022-05-01,2022-05-21,3 wk ahead inc death,quantile,0.65,6069
US,2022-05-01,2022-05-21,3 wk ahead inc death,quantile,0.7,7026
US,2022-05-01,2022-05-21,3 wk ahead inc death,quantile,0.75,8442
US,2022-05-01,2022-05-21,3 wk ahead inc death,quantile,0.8,10144
US,2022-05-01,2022-05-21,3 wk ahead inc death,quantile,0.85,12190
US,2022-05-01,2022-05-21,3 wk ahead inc death,quantile,0.9,14650
US,2022-05-01,2022-05-21,3 wk ahead inc death,quantile,0.95,19237
US,2022-05-01,2022-05-21,3 wk ahead inc death,quantile,0.975,25264
US,2022-05-01,2022-05-21,3 wk ahead inc death,quantile,0.99,33183
US,2022-05-01,2022-05-28,4 wk ahead inc death,point,,3906
US,2022-05-01,2022-05-28,4 wk ahead inc death,quantile,0.01,383
US,2022-05-01,2022-05-28,4 wk ahead inc death,quantile,0.025,505
US,2022-05-01,2022-05-28,4 wk ahead inc death,quantile,0.05,666
US,2022-05-01,2022-05-28,4 wk ahead inc death,quantile,0.1,879
US,2022-05-01,2022-05-28,4 wk ahead inc death,quantile,0.15,1072
US,2022-05-01,2022-05-28,4 wk ahead inc death,quantile,0.2,1306
US,2022-05-01,2022-05-28,4 wk ahead inc death,quantile,0.25,1592
US,2022-05-01,2022-05-28,4 wk ahead inc death,quantile,0.3,1941
US,2022-05-01,2022-05-28,4 wk ahead inc death,quantile,0.35,2318
US,2022-05-01,2022-05-28,4 wk ahead inc death,quantile,0.4,2768
US,2022-05-01,2022-05-28,4 wk ahead inc death,quantile,0.45,3306
US,2022-05-01,2022-05-28,4 wk ahead inc death,quantile,0.5,3906
US,2022-05-01,2022-05-28,4 wk ahead inc death,quantile,0.55,4717
US,2022-05-01,2022-05-28,4 wk ahead inc death,quantile,0.6,5635
US,2022-05-01,2022-05-28,4 wk ahead inc death,quantile,0.65,6732
US,2022-05-01,2022-05-28,4 wk ahead inc death,quantile,0.7,8043
US,2022-05-01,2022-05-28,4 wk ahead inc death,quantile,0.75,9969
US,2022-05-01,2022-05-28,4 wk ahead inc death,quantile,0.8,12356
US,2022-05-01,2022-05-28,4 wk ahead inc death,quantile,0.85,15316
US,2022-05-01,2022-05-28,4 wk ahead inc death,quantile,0.9,18987
US,2022-05-01,2022-05-28,4 wk ahead inc death,quantile,0.95,25909
US,2022-05-01,2022-05-28,4 wk ahead inc death,quantile,0.975,35358
US,2022-05-01,2022-05-28,4 wk ahead inc death,quantile,0.99,48257
