location,forecast_date,target_end_date,target,type,quantile,value
US,2022-05-29,2022-06-25,4 wk ahead inc death,quantile,0.01,230
US,2022-05-29,2022-06-25,4 wk ahead inc death,quantile,0.025,301
US,2022-05-29,2022-06-25,4 wk ahead inc death,quantile,0.05,394
US,2022-05-29,2022-06-25,4 wk ahead inc death,quantile,0.1,515
US,2022-05-29,2022-06-25,4 wk ahead inc death,quantile,0.15,624
US,2022-05-29,2022-06-25,4 wk ahead inc death,quantile,0.2,756
US,2022-05-29,2022-06-25,4 wk ahead inc death,quantile,0.25,916
US,2022-05-29,2022-06-25,4 wk ahead inc death,quantile,0.3,1110
US,2022-05-29,2022-06-25,4 wk ahead inc death,quantile,0.35,1316
US,2022-05-29,2022-06-25,4 wk ahead inc death,quantile,0.4,1561
US,2022-05-29,2022-06-25,4 wk ahead inc death,quantile,0.45,1852
US,2022-05-29,2022-06-25,4 wk ahead inc death,quantile,0.5,2174
US,2022-05-29,2022-06-25,4 wk ahead inc death,quantile,0.55,2606
US,2022-05-29,2022-06-25,4 wk ahead inc death,quantile,0.6,3091
US,2022-05-29,2022-06-25,4 wk ahead inc death,quantile,0.65,3667
US,2022-05-29,2022-06-25,4 wk ahead inc death,quantile,0.7,4351
US,2022-05-29,2022-06-25,4 wk ahead inc death,quantile,0.75,5352
US,2022-05-29,2022-06-25,4 wk ahead inc death,quantile,0.8,6582
US,2022-05-29,2022-06-25,4 wk ahead inc death,quantile,0.85,8097
US,2022-05-29,2022-06-25,4 wk ahead inc death,quantile,0.9,9960
US,2022-05-29,2022-06-25,4 wk ahead inc death,quantile,0.95,13441
US,2022-05-29,2022-06-25,4 wk ahead inc death,quantile,0.975,18142
US,2022-05-29,2022-06-25,4 wk ahead inc death,quantile,0.99,24488
