location,forecast_date,target_end_date,target,type,quantile,value
US,2022-05-29,2022-06-04,1 wk ahead inc case,point,,636237
US,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.025,374076
US,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.1,443895
US,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.25,517143
US,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.5,636237
US,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.75,789514
US,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.9,931889
US,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.975,1124765
US,2022-05-29,2022-06-11,2 wk ahead inc case,point,,597786
US,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.025,246512
US,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.1,319167
US,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.25,410942
US,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.5,597786
US,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.75,880726
US,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.9,1153386
US,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.975,1530068
US,2022-05-29,2022-06-18,3 wk ahead inc case,point,,554404
US,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.025,163476
US,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.1,229708
US,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.25,324953
US,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.5,554404
US,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.75,961962
US,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.9,1391323
US,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.975,2018099
US,2022-05-29,2022-06-25,4 wk ahead inc case,point,,509168
US,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.025,108159
US,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.1,164651
US,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.25,255393
US,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.5,509168
US,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.75,1035082
US,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.9,1646642
US,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.975,2596524
US,2022-05-29,2022-06-04,1 wk ahead inc death,point,,2838
US,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.01,901
US,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.025,1047
US,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.05,1216
US,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.1,1412
US,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.15,1560
US,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.2,1724
US,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.25,1906
US,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.3,2106
US,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.35,2273
US,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.4,2454
US,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.45,2649
US,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.5,2838
US,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.55,3089
US,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.6,3335
US,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.65,3602
US,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.7,3890
US,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.75,4353
US,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.8,4872
US,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.85,5452
US,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.9,6103
US,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.95,7288
US,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.975,8705
US,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.99,10398
US,2022-05-29,2022-06-11,2 wk ahead inc death,point,,2620
US,2022-05-29,2022-06-11,2 wk ahead inc death,quantile,0.01,577
US,2022-05-29,2022-06-11,2 wk ahead inc death,quantile,0.025,697
US,2022-05-29,2022-06-11,2 wk ahead inc death,quantile,0.05,842
US,2022-05-29,2022-06-11,2 wk ahead inc death,quantile,0.1,1018
US,2022-05-29,2022-06-11,2 wk ahead inc death,quantile,0.15,1159
US,2022-05-29,2022-06-11,2 wk ahead inc death,quantile,0.2,1321
US,2022-05-29,2022-06-11,2 wk ahead inc death,quantile,0.25,1505
US,2022-05-29,2022-06-11,2 wk ahead inc death,quantile,0.3,1715
US,2022-05-29,2022-06-11,2 wk ahead inc death,quantile,0.35,1911
US,2022-05-29,2022-06-11,2 wk ahead inc death,quantile,0.4,2129
US,2022-05-29,2022-06-11,2 wk ahead inc death,quantile,0.45,2373
US,2022-05-29,2022-06-11,2 wk ahead inc death,quantile,0.5,2620
US,2022-05-29,2022-06-11,2 wk ahead inc death,quantile,0.55,2948
US,2022-05-29,2022-06-11,2 wk ahead inc death,quantile,0.6,3286
US,2022-05-29,2022-06-11,2 wk ahead inc death,quantile,0.65,3663
US,2022-05-29,2022-06-11,2 wk ahead inc death,quantile,0.7,4083
US,2022-05-29,2022-06-11,2 wk ahead inc death,quantile,0.75,4721
US,2022-05-29,2022-06-11,2 wk ahead inc death,quantile,0.8,5459
US,2022-05-29,2022-06-11,2 wk ahead inc death,quantile,0.85,6313
US,2022-05-29,2022-06-11,2 wk ahead inc death,quantile,0.9,7302
US,2022-05-29,2022-06-11,2 wk ahead inc death,quantile,0.95,9111
US,2022-05-29,2022-06-11,2 wk ahead inc death,quantile,0.975,11370
US,2022-05-29,2022-06-11,2 wk ahead inc death,quantile,0.99,14191
US,2022-05-29,2022-06-18,3 wk ahead inc death,point,,2395
US,2022-05-29,2022-06-18,3 wk ahead inc death,quantile,0.01,365
US,2022-05-29,2022-06-18,3 wk ahead inc death,quantile,0.025,459
US,2022-05-29,2022-06-18,3 wk ahead inc death,quantile,0.05,577
US,2022-05-29,2022-06-18,3 wk ahead inc death,quantile,0.1,726
US,2022-05-29,2022-06-18,3 wk ahead inc death,quantile,0.15,853
US,2022-05-29,2022-06-18,3 wk ahead inc death,quantile,0.2,1002
US,2022-05-29,2022-06-18,3 wk ahead inc death,quantile,0.25,1177
US,2022-05-29,2022-06-18,3 wk ahead inc death,quantile,0.3,1383
US,2022-05-29,2022-06-18,3 wk ahead inc death,quantile,0.35,1591
US,2022-05-29,2022-06-18,3 wk ahead inc death,quantile,0.4,1829
US,2022-05-29,2022-06-18,3 wk ahead inc death,quantile,0.45,2104
US,2022-05-29,2022-06-18,3 wk ahead inc death,quantile,0.5,2395
US,2022-05-29,2022-06-18,3 wk ahead inc death,quantile,0.55,2783
US,2022-05-29,2022-06-18,3 wk ahead inc death,quantile,0.6,3201
US,2022-05-29,2022-06-18,3 wk ahead inc death,quantile,0.65,3682
US,2022-05-29,2022-06-18,3 wk ahead inc death,quantile,0.7,4236
US,2022-05-29,2022-06-18,3 wk ahead inc death,quantile,0.75,5055
US,2022-05-29,2022-06-18,3 wk ahead inc death,quantile,0.8,6033
US,2022-05-29,2022-06-18,3 wk ahead inc death,quantile,0.85,7201
US,2022-05-29,2022-06-18,3 wk ahead inc death,quantile,0.9,8595
US,2022-05-29,2022-06-18,3 wk ahead inc death,quantile,0.95,11176
US,2022-05-29,2022-06-18,3 wk ahead inc death,quantile,0.975,14534
US,2022-05-29,2022-06-18,3 wk ahead inc death,quantile,0.99,18903
US,2022-05-29,2022-06-25,4 wk ahead inc death,point,,2174
