location,forecast_date,target_end_date,target,type,quantile,value
US,2022-04-17,2022-04-23,1 wk ahead inc case,point,,205332
US,2022-04-17,2022-04-23,1 wk ahead inc case,quantile,0.025,120554
US,2022-04-17,2022-04-23,1 wk ahead inc case,quantile,0.1,143104
US,2022-04-17,2022-04-23,1 wk ahead inc case,quantile,0.25,166785
US,2022-04-17,2022-04-23,1 wk ahead inc case,quantile,0.5,205332
US,2022-04-17,2022-04-23,1 wk ahead inc case,quantile,0.75,254978
US,2022-04-17,2022-04-23,1 wk ahead inc case,quantile,0.9,301089
US,2022-04-17,2022-04-23,1 wk ahead inc case,quantile,0.975,363554
US,2022-04-17,2022-04-30,2 wk ahead inc case,point,,192608
US,2022-04-17,2022-04-30,2 wk ahead inc case,quantile,0.025,79260
US,2022-04-17,2022-04-30,2 wk ahead inc case,quantile,0.1,102660
US,2022-04-17,2022-04-30,2 wk ahead inc case,quantile,0.25,132254
US,2022-04-17,2022-04-30,2 wk ahead inc case,quantile,0.5,192608
US,2022-04-17,2022-04-30,2 wk ahead inc case,quantile,0.75,284238
US,2022-04-17,2022-04-30,2 wk ahead inc case,quantile,0.9,372688
US,2022-04-17,2022-04-30,2 wk ahead inc case,quantile,0.975,495095
US,2022-04-17,2022-05-07,3 wk ahead inc case,point,,177275
US,2022-04-17,2022-05-07,3 wk ahead inc case,quantile,0.025,51997
US,2022-04-17,2022-05-07,3 wk ahead inc case,quantile,0.1,73129
US,2022-04-17,2022-05-07,3 wk ahead inc case,quantile,0.25,103593
US,2022-04-17,2022-05-07,3 wk ahead inc case,quantile,0.5,177275
US,2022-04-17,2022-05-07,3 wk ahead inc case,quantile,0.75,309067
US,2022-04-17,2022-05-07,3 wk ahead inc case,quantile,0.9,448686
US,2022-04-17,2022-05-07,3 wk ahead inc case,quantile,0.975,653839
US,2022-04-17,2022-05-14,4 wk ahead inc case,point,,160335
US,2022-04-17,2022-05-14,4 wk ahead inc case,quantile,0.025,33723
US,2022-04-17,2022-05-14,4 wk ahead inc case,quantile,0.1,51414
US,2022-04-17,2022-05-14,4 wk ahead inc case,quantile,0.25,79951
US,2022-04-17,2022-05-14,4 wk ahead inc case,quantile,0.5,160335
US,2022-04-17,2022-05-14,4 wk ahead inc case,quantile,0.75,329337
US,2022-04-17,2022-05-14,4 wk ahead inc case,quantile,0.9,528404
US,2022-04-17,2022-05-14,4 wk ahead inc case,quantile,0.975,842815
US,2022-04-17,2022-04-23,1 wk ahead inc death,point,,2298
US,2022-04-17,2022-04-23,1 wk ahead inc death,quantile,0.01,730
US,2022-04-17,2022-04-23,1 wk ahead inc death,quantile,0.025,848
US,2022-04-17,2022-04-23,1 wk ahead inc death,quantile,0.05,984
US,2022-04-17,2022-04-23,1 wk ahead inc death,quantile,0.1,1143
US,2022-04-17,2022-04-23,1 wk ahead inc death,quantile,0.15,1263
US,2022-04-17,2022-04-23,1 wk ahead inc death,quantile,0.2,1396
US,2022-04-17,2022-04-23,1 wk ahead inc death,quantile,0.25,1543
US,2022-04-17,2022-04-23,1 wk ahead inc death,quantile,0.3,1705
US,2022-04-17,2022-04-23,1 wk ahead inc death,quantile,0.35,1841
US,2022-04-17,2022-04-23,1 wk ahead inc death,quantile,0.4,1987
US,2022-04-17,2022-04-23,1 wk ahead inc death,quantile,0.45,2146
US,2022-04-17,2022-04-23,1 wk ahead inc death,quantile,0.5,2298
US,2022-04-17,2022-04-23,1 wk ahead inc death,quantile,0.55,2502
US,2022-04-17,2022-04-23,1 wk ahead inc death,quantile,0.6,2701
US,2022-04-17,2022-04-23,1 wk ahead inc death,quantile,0.65,2918
