location,forecast_date,target_end_date,target,type,quantile,value
US,2022-04-24,2022-04-30,1 wk ahead inc case,point,,390384
US,2022-04-24,2022-04-30,1 wk ahead inc case,quantile,0.025,225094
US,2022-04-24,2022-04-30,1 wk ahead inc case,quantile,0.1,268406
US,2022-04-24,2022-04-30,1 wk ahead inc case,quantile,0.25,314423
US,2022-04-24,2022-04-30,1 wk ahead inc case,quantile,0.5,390384
US,2022-04-24,2022-04-30,1 wk ahead inc case,quantile,0.75,488915
US,2022-04-24,2022-04-30,1 wk ahead inc case,quantile,0.9,580274
US,2022-04-24,2022-04-30,1 wk ahead inc case,quantile,0.975,703877
US,2022-04-24,2022-05-07,2 wk ahead inc case,point,,497017
US,2022-04-24,2022-05-07,2 wk ahead inc case,quantile,0.025,197683
US,2022-04-24,2022-05-07,2 wk ahead inc case,quantile,0.1,258155
US,2022-04-24,2022-05-07,2 wk ahead inc case,quantile,0.25,335755
US,2022-04-24,2022-05-07,2 wk ahead inc case,quantile,0.5,497017
US,2022-04-24,2022-05-07,2 wk ahead inc case,quantile,0.75,745927
US,2022-04-24,2022-05-07,2 wk ahead inc case,quantile,0.9,988144
US,2022-04-24,2022-05-07,2 wk ahead inc case,quantile,0.975,1324830
US,2022-04-24,2022-05-14,3 wk ahead inc case,point,,614376
US,2022-04-24,2022-05-14,3 wk ahead inc case,quantile,0.025,171153
US,2022-04-24,2022-05-14,3 wk ahead inc case,quantile,0.1,243790
US,2022-04-24,2022-05-14,3 wk ahead inc case,quantile,0.25,350393
US,2022-04-24,2022-05-14,3 wk ahead inc case,quantile,0.5,614376
US,2022-04-24,2022-05-14,3 wk ahead inc case,quantile,0.75,1097110
US,2022-04-24,2022-05-14,3 wk ahead inc case,quantile,0.9,1615210
US,2022-04-24,2022-05-14,3 wk ahead inc case,quantile,0.975,2381130
US,2022-04-24,2022-05-21,4 wk ahead inc case,point,,741954
US,2022-04-24,2022-05-21,4 wk ahead inc case,quantile,0.025,146011
US,2022-04-24,2022-05-21,4 wk ahead inc case,quantile,0.1,226432
US,2022-04-24,2022-05-21,4 wk ahead inc case,quantile,0.25,358833
US,2022-04-24,2022-05-21,4 wk ahead inc case,quantile,0.5,741954
US,2022-04-24,2022-05-21,4 wk ahead inc case,quantile,0.75,1565187
US,2022-04-24,2022-05-21,4 wk ahead inc case,quantile,0.9,2545505
US,2022-04-24,2022-05-21,4 wk ahead inc case,quantile,0.975,4089362
US,2022-04-24,2022-04-30,1 wk ahead inc death,point,,4819
US,2022-04-24,2022-04-30,1 wk ahead inc death,quantile,0.01,1381
US,2022-04-24,2022-04-30,1 wk ahead inc death,quantile,0.025,1621
US,2022-04-24,2022-04-30,1 wk ahead inc death,quantile,0.05,1903
US,2022-04-24,2022-04-30,1 wk ahead inc death,quantile,0.1,2235
US,2022-04-24,2022-04-30,1 wk ahead inc death,quantile,0.15,2491
US,2022-04-24,2022-04-30,1 wk ahead inc death,quantile,0.2,2776
US,2022-04-24,2022-04-30,1 wk ahead inc death,quantile,0.25,3094
US,2022-04-24,2022-04-30,1 wk ahead inc death,quantile,0.3,3449
US,2022-04-24,2022-04-30,1 wk ahead inc death,quantile,0.35,3758
US,2022-04-24,2022-04-30,1 wk ahead inc death,quantile,0.4,4094
US,2022-04-24,2022-04-30,1 wk ahead inc death,quantile,0.45,4461
