location,forecast_date,target_end_date,target,type,quantile,value
US,2022-05-08,2022-05-14,1 wk ahead inc case,point,,537532
US,2022-05-08,2022-05-14,1 wk ahead inc case,quantile,0.025,310963
US,2022-05-08,2022-05-14,1 wk ahead inc case,quantile,0.1,370500
US,2022-05-08,2022-05-14,1 wk ahead inc case,quantile,0.25,433618
US,2022-05-08,2022-05-14,1 wk ahead inc case,quantile,0.5,537532
US,2022-05-08,2022-05-14,1 wk ahead inc case,quantile,0.75,672106
US,2022-05-08,2022-05-14,1 wk ahead inc case,quantile,0.9,796897
US,2022-05-08,2022-05-14,1 wk ahead inc case,quantile,0.975,965746
US,2022-05-08,2022-05-21,2 wk ahead inc case,point,,649265
US,2022-05-08,2022-05-21,2 wk ahead inc case,quantile,0.025,260148
US,2022-05-08,2022-05-21,2 wk ahead inc case,quantile,0.1,339149
US,2022-05-08,2022-05-21,2 wk ahead inc case,quantile,0.25,440194
US,2022-05-08,2022-05-21,2 wk ahead inc case,quantile,0.5,649265
US,2022-05-08,2022-05-21,2 wk ahead inc case,quantile,0.75,970518
US,2022-05-08,2022-05-21,2 wk ahead inc case,quantile,0.9,1282352
US,2022-05-08,2022-05-21,2 wk ahead inc case,quantile,0.975,1714990
US,2022-05-08,2022-05-28,3 wk ahead inc case,point,,765031
US,2022-05-08,2022-05-28,3 wk ahead inc case,quantile,0.025,215794
US,2022-05-08,2022-05-28,3 wk ahead inc case,quantile,0.1,306515
US,2022-05-08,2022-05-28,3 wk ahead inc case,quantile,0.25,439036
US,2022-05-08,2022-05-28,3 wk ahead inc case,quantile,0.5,765031
US,2022-05-08,2022-05-28,3 wk ahead inc case,quantile,0.75,1356188
US,2022-05-08,2022-05-28,3 wk ahead inc case,quantile,0.9,1986887
US,2022-05-08,2022-05-28,3 wk ahead inc case,quantile,0.975,2914216
US,2022-05-08,2022-06-04,4 wk ahead inc case,point,,885098
US,2022-05-08,2022-06-04,4 wk ahead inc case,quantile,0.025,177414
US,2022-05-08,2022-06-04,4 wk ahead inc case,quantile,0.1,274035
US,2022-05-08,2022-06-04,4 wk ahead inc case,quantile,0.25,432094
US,2022-05-08,2022-06-04,4 wk ahead inc case,quantile,0.5,885098
US,2022-05-08,2022-06-04,4 wk ahead inc case,quantile,0.75,1845134
US,2022-05-08,2022-06-04,4 wk ahead inc case,quantile,0.9,2975832
US,2022-05-08,2022-06-04,4 wk ahead inc case,quantile,0.975,4735984
US,2022-05-08,2022-05-14,1 wk ahead inc death,point,,7842
US,2022-05-08,2022-05-14,1 wk ahead inc death,quantile,0.01,2291
US,2022-05-08,2022-05-14,1 wk ahead inc death,quantile,0.025,2684
US,2022-05-08,2022-05-14,1 wk ahead inc death,quantile,0.05,3145
US,2022-05-08,2022-05-14,1 wk ahead inc death,quantile,0.1,3685
