forecast_date,target,target_end_date,type,quantile,location,value
2021-12-19,1 wk ahead inc case,2021-12-25,point,,US,918594.0
2021-12-19,2 wk ahead inc case,2022-01-01,point,,US,954336.0
2021-12-19,3 wk ahead inc case,2022-01-08,point,,US,991017.0
2021-12-19,4 wk ahead inc case,2022-01-15,point,,US,1031494.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,60,2.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,66,126.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,69,908.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,72,2182.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,78,656.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,01,5890.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,02,1188.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,04,20268.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,05,5156.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,06,48983.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,08,11674.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,09,20706.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,10,5272.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,11,2696.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,12,24556.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,13,14522.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,15,2655.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,16,2342.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,17,62717.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,18,31164.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,19,10187.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,20,11788.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,21,16300.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,22,4615.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,23,8064.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,25,38606.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,26,45452.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,27,21294.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,28,3379.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,29,20792.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,30,978.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,31,5666.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,32,4527.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,33,9156.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,34,39668.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,35,6154.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,36,91651.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,37,24481.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,38,2222.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,39,59096.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,40,7302.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,41,5014.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,42,56451.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,44,8262.0
2021-12-19,1 wk ahead inc case,2021-12-25,point,,45,8116.0
