forecast_date,target,target_end_date,type,quantile,value,location
2021-02-21,1 wk ahead cum death,2021-02-27,point,,511319.0,US
2021-02-21,1 wk ahead cum death,2021-02-27,quantile,0.01,503839.0558037437,US
2021-02-21,1 wk ahead cum death,2021-02-27,quantile,0.025,504824.711653378,US
2021-02-21,1 wk ahead cum death,2021-02-27,quantile,0.05,505791.8485724,US
2021-02-21,1 wk ahead cum death,2021-02-27,quantile,0.1,506589.35318589123,US
2021-02-21,1 wk ahead cum death,2021-02-27,quantile,0.15,507163.152214247,US
2021-02-21,1 wk ahead cum death,2021-02-27,quantile,0.2,507813.70381477964,US
2021-02-21,1 wk ahead cum death,2021-02-27,quantile,0.25,508330.24076065404,US
2021-02-21,1 wk ahead cum death,2021-02-27,quantile,0.3,509025.92352797143,US
2021-02-21,1 wk ahead cum death,2021-02-27,quantile,0.35,509549.59212268563,US
2021-02-21,1 wk ahead cum death,2021-02-27,quantile,0.4,509939.67854166677,US
2021-02-21,1 wk ahead cum death,2021-02-27,quantile,0.45,510322.7887141917,US
2021-02-21,1 wk ahead cum death,2021-02-27,quantile,0.5,510874.30578179786,US
2021-02-21,1 wk ahead cum death,2021-02-27,quantile,0.55,511399.7135930983,US
2021-02-21,1 wk ahead cum death,2021-02-27,quantile,0.6,511899.1832969987,US
2021-02-21,1 wk ahead cum death,2021-02-27,quantile,0.65,512407.89100987645,US
2021-02-21,1 wk ahead cum death,2021-02-27,quantile,0.7,513028.1181784984,US
2021-02-21,1 wk ahead cum death,2021-02-27,quantile,0.75,513666.4547974948,US
2021-02-21,1 wk ahead cum death,2021-02-27,quantile,0.8,514374.40735192114,US
2021-02-21,1 wk ahead cum death,2021-02-27,quantile,0.85,515322.4456276564,US
2021-02-21,1 wk ahead cum death,2021-02-27,quantile,0.9,516519.1658015268,US
2021-02-21,1 wk ahead cum death,2021-02-27,quantile,0.95,518409.3984031224,US
2021-02-21,1 wk ahead cum death,2021-02-27,quantile,0.975,520464.7747332822,US
2021-02-21,1 wk ahead cum death,2021-02-27,quantile,0.99,524030.60564410914,US
2021-02-21,1 wk ahead inc case,2021-02-27,point,,451336.0,US
2021-02-21,1 wk ahead inc case,2021-02-27,quantile,0.025,319600.5647032796,US
2021-02-21,1 wk ahead inc case,2021-02-27,quantile,0.1,361264.3178737102,US
2021-02-21,1 wk ahead inc case,2021-02-27,quantile,0.25,395974.89613816823,US
2021-02-21,1 wk ahead inc case,2021-02-27,quantile,0.5,440785.6362110374,US
2021-02-21,1 wk ahead inc case,2021-02-27,quantile,0.75,496353.54676458135,US
2021-02-21,1 wk ahead inc case,2021-02-27,quantile,0.9,552837.8534263752,US
2021-02-21,1 wk ahead inc case,2021-02-27,quantile,0.975,633099.8418613444,US
2021-02-21,1 wk ahead inc death,2021-02-27,point,,13674.0,US
2021-02-21,1 wk ahead inc death,2021-02-27,quantile,0.01,6194.055803743639,US
2021-02-21,1 wk ahead inc death,2021-02-27,quantile,0.025,7179.711653377801,US
2021-02-21,1 wk ahead inc death,2021-02-27,quantile,0.05,8146.848572399919,US
2021-02-21,1 wk ahead inc death,2021-02-27,quantile,0.1,8944.353185891176,US
2021-02-21,1 wk ahead inc death,2021-02-27,quantile,0.15,9518.152214247033,US
2021-02-21,1 wk ahead inc death,2021-02-27,quantile,0.2,10168.703814779723,US
2021-02-21,1 wk ahead inc death,2021-02-27,quantile,0.25,10685.240760654153,US
2021-02-21,1 wk ahead inc death,2021-02-27,quantile,0.3,11380.923527971296,US
2021-02-21,1 wk ahead inc death,2021-02-27,quantile,0.35,11904.592122685555,US
2021-02-21,1 wk ahead inc death,2021-02-27,quantile,0.4,12294.67854166668,US
2021-02-21,1 wk ahead inc death,2021-02-27,quantile,0.45,12677.788714191747,US
2021-02-21,1 wk ahead inc death,2021-02-27,quantile,0.5,13229.305781797888,US
2021-02-21,1 wk ahead inc death,2021-02-27,quantile,0.55,13754.713593098333,US
2021-02-21,1 wk ahead inc death,2021-02-27,quantile,0.6,14254.183296998674,US
2021-02-21,1 wk ahead inc death,2021-02-27,quantile,0.65,14762.891009876417,US
2021-02-21,1 wk ahead inc death,2021-02-27,quantile,0.7,15383.11817849829,US
2021-02-21,1 wk ahead inc death,2021-02-27,quantile,0.75,16021.45479749476,US
2021-02-21,1 wk ahead inc death,2021-02-27,quantile,0.8,16729.40735192098,US
2021-02-21,1 wk ahead inc death,2021-02-27,quantile,0.85,17677.44562765636,US
2021-02-21,1 wk ahead inc death,2021-02-27,quantile,0.9,18874.165801526873,US
2021-02-21,1 wk ahead inc death,2021-02-27,quantile,0.95,20764.39840312238,US
2021-02-21,1 wk ahead inc death,2021-02-27,quantile,0.975,22819.77473328231,US
2021-02-21,1 wk ahead inc death,2021-02-27,quantile,0.99,26385.605644109146,US
2021-02-21,2 wk ahead cum death,2021-03-06,point,,523085.0,US
2021-02-21,2 wk ahead cum death,2021-03-06,quantile,0.01,509342.51849766396,US
2021-02-21,2 wk ahead cum death,2021-03-06,quantile,0.025,511173.25340504793,US
2021-02-21,2 wk ahead cum death,2021-03-06,quantile,0.05,512841.0073480628,US
2021-02-21,2 wk ahead cum death,2021-03-06,quantile,0.1,514486.941588684,US
2021-02-21,2 wk ahead cum death,2021-03-06,quantile,0.15,515696.12937800353,US
2021-02-21,2 wk ahead cum death,2021-03-06,quantile,0.2,516891.54879201594,US
2021-02-21,2 wk ahead cum death,2021-03-06,quantile,0.25,517834.6594584372,US
2021-02-21,2 wk ahead cum death,2021-03-06,quantile,0.3,518891.2652489111,US
2021-02-21,2 wk ahead cum death,2021-03-06,quantile,0.35,519758.4169126419,US
2021-02-21,2 wk ahead cum death,2021-03-06,quantile,0.4,520352.0565356443,US
2021-02-21,2 wk ahead cum death,2021-03-06,quantile,0.45,521027.88949943776,US
2021-02-21,2 wk ahead cum death,2021-03-06,quantile,0.5,521876.931270983,US
2021-02-21,2 wk ahead cum death,2021-03-06,quantile,0.55,522736.9083853134,US
2021-02-21,2 wk ahead cum death,2021-03-06,quantile,0.6,523680.57016460865,US
2021-02-21,2 wk ahead cum death,2021-03-06,quantile,0.65,524601.6763558369,US
2021-02-21,2 wk ahead cum death,2021-03-06,quantile,0.7,525804.9040797777,US
2021-02-21,2 wk ahead cum death,2021-03-06,quantile,0.75,527154.4865232361,US
2021-02-21,2 wk ahead cum death,2021-03-06,quantile,0.8,528715.3701561178,US
2021-02-21,2 wk ahead cum death,2021-03-06,quantile,0.85,530841.6505892072,US
2021-02-21,2 wk ahead cum death,2021-03-06,quantile,0.9,533351.1649425303,US
2021-02-21,2 wk ahead cum death,2021-03-06,quantile,0.95,537210.7251798926,US
2021-02-21,2 wk ahead cum death,2021-03-06,quantile,0.975,541212.0380799818,US
