forecast_date,target,target_end_date,type,quantile,location,value
2021-07-11,1 wk ahead inc case,2021-07-17,point,,US,126189.0
2021-07-11,2 wk ahead inc case,2021-07-24,point,,US,148266.0
2021-07-11,3 wk ahead inc case,2021-07-31,point,,US,165668.0
2021-07-11,4 wk ahead inc case,2021-08-07,point,,US,191802.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,60,0.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,66,54.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,69,0.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,72,398.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,78,82.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,01,2596.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,02,355.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,04,3968.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,05,5164.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,06,11039.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,08,2846.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,09,426.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,10,196.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,11,71.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,12,18854.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,13,4130.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,15,396.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,16,572.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,17,3360.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,18,2400.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,19,702.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,20,1811.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,21,1214.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,22,6280.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,23,109.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,24,548.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,25,582.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,26,1226.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,27,643.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,28,1926.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,29,9639.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,30,342.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,31,548.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,32,3112.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,33,144.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,34,1486.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,35,470.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,36,3305.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,37,3171.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,38,84.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,39,1797.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,40,2339.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,41,1033.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,42,1130.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,44,94.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,45,2030.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,46,84.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,47,2584.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,48,12632.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,49,2704.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,50,34.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,51,1555.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,53,2414.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,54,330.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,55,696.0
2021-07-11,1 wk ahead inc case,2021-07-17,point,,56,482.0
2021-07-11,2 wk ahead inc case,2021-07-24,point,,60,0.0
2021-07-11,2 wk ahead inc case,2021-07-24,point,,66,50.0
2021-07-11,2 wk ahead inc case,2021-07-24,point,,69,0.0
2021-07-11,2 wk ahead inc case,2021-07-24,point,,72,333.0
2021-07-11,2 wk ahead inc case,2021-07-24,point,,78,85.0
2021-07-11,2 wk ahead inc case,2021-07-24,point,,01,3791.0
2021-07-11,2 wk ahead inc case,2021-07-24,point,,02,376.0
2021-07-11,2 wk ahead inc case,2021-07-24,point,,04,4651.0
2021-07-11,2 wk ahead inc case,2021-07-24,point,,05,7394.0
2021-07-11,2 wk ahead inc case,2021-07-24,point,,06,12990.0
2021-07-11,2 wk ahead inc case,2021-07-24,point,,08,3220.0
2021-07-11,2 wk ahead inc case,2021-07-24,point,,09,412.0
2021-07-11,2 wk ahead inc case,2021-07-24,point,,10,242.0
2021-07-11,2 wk ahead inc case,2021-07-24,point,,11,78.0
2021-07-11,2 wk ahead inc case,2021-07-24,point,,12,20580.0
2021-07-11,2 wk ahead inc case,2021-07-24,point,,13,5107.0
2021-07-11,2 wk ahead inc case,2021-07-24,point,,15,418.0
2021-07-11,2 wk ahead inc case,2021-07-24,point,,16,544.0
2021-07-11,2 wk ahead inc case,2021-07-24,point,,17,3665.0
2021-07-11,2 wk ahead inc case,2021-07-24,point,,18,2643.0
2021-07-11,2 wk ahead inc case,2021-07-24,point,,19,672.0
2021-07-11,2 wk ahead inc case,2021-07-24,point,,20,2452.0
2021-07-11,2 wk ahead inc case,2021-07-24,point,,21,1446.0
