forecast_date,target,target_end_date,type,quantile,location,value
2021-08-22,1 wk ahead inc case,2021-08-28,point,,US,1086587.0
2021-08-22,2 wk ahead inc case,2021-09-04,point,,US,1163811.0
2021-08-22,3 wk ahead inc case,2021-09-11,point,,US,1240676.0
2021-08-22,4 wk ahead inc case,2021-09-18,point,,US,1322884.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,60,0.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,66,529.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,69,0.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,72,5594.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,78,335.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,01,28450.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,02,3780.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,04,21108.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,05,15650.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,06,100904.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,08,10442.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,09,4790.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,10,2617.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,11,1448.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,12,155520.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,13,60029.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,15,6016.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,16,5754.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,17,26837.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,18,22246.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,19,6582.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,20,7259.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,21,23569.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,22,35638.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,23,1522.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,24,7538.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,25,10227.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,26,13452.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,27,9866.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,28,26506.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,29,17594.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,30,2872.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,31,4268.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,32,7614.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,33,2033.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,34,14980.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,35,6294.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,36,35356.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,37,40703.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,38,1672.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,39,23422.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,40,16430.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,41,16138.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,42,18231.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,44,2589.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,45,26644.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,46,2011.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,47,37930.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,48,125108.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,49,7908.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,50,964.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,51,18286.0
2021-08-22,1 wk ahead inc case,2021-08-28,point,,53,22600.0
