forecast_date,target,target_end_date,type,quantile,value,location
2021-01-31,1 wk ahead cum death,2021-02-06,point,,462184.0,US
2021-01-31,1 wk ahead cum death,2021-02-06,quantile,0.01,451890.3650272233,US
2021-01-31,1 wk ahead cum death,2021-02-06,quantile,0.025,453327.13157823967,US
2021-01-31,1 wk ahead cum death,2021-02-06,quantile,0.05,454593.12029591785,US
2021-01-31,1 wk ahead cum death,2021-02-06,quantile,0.1,456096.1467622189,US
2021-01-31,1 wk ahead cum death,2021-02-06,quantile,0.15,457531.7969386579,US
2021-01-31,1 wk ahead cum death,2021-02-06,quantile,0.2,458486.7686041002,US
2021-01-31,1 wk ahead cum death,2021-02-06,quantile,0.25,459254.4851701008,US
2021-01-31,1 wk ahead cum death,2021-02-06,quantile,0.3,459870.4157312995,US
2021-01-31,1 wk ahead cum death,2021-02-06,quantile,0.35,460398.1297544504,US
2021-01-31,1 wk ahead cum death,2021-02-06,quantile,0.4,460772.5952354546,US
2021-01-31,1 wk ahead cum death,2021-02-06,quantile,0.45,461228.53443986404,US
2021-01-31,1 wk ahead cum death,2021-02-06,quantile,0.5,461661.8952803236,US
2021-01-31,1 wk ahead cum death,2021-02-06,quantile,0.55,462119.5259194596,US
2021-01-31,1 wk ahead cum death,2021-02-06,quantile,0.6,462700.4288618041,US
2021-01-31,1 wk ahead cum death,2021-02-06,quantile,0.65,463187.5057117787,US
2021-01-31,1 wk ahead cum death,2021-02-06,quantile,0.7,464018.72579340433,US
2021-01-31,1 wk ahead cum death,2021-02-06,quantile,0.75,464812.9610540992,US
2021-01-31,1 wk ahead cum death,2021-02-06,quantile,0.8,466067.1395910027,US
2021-01-31,1 wk ahead cum death,2021-02-06,quantile,0.85,467623.5597436462,US
2021-01-31,1 wk ahead cum death,2021-02-06,quantile,0.9,468863.9113493609,US
2021-01-31,1 wk ahead cum death,2021-02-06,quantile,0.95,470428.7050793525,US
2021-01-31,1 wk ahead cum death,2021-02-06,quantile,0.975,472563.9258528009,US
2021-01-31,1 wk ahead cum death,2021-02-06,quantile,0.99,475413.53928658745,US
2021-01-31,1 wk ahead inc case,2021-02-06,point,,1045477.0,US
2021-01-31,1 wk ahead inc case,2021-02-06,quantile,0.025,733608.8425104256,US
2021-01-31,1 wk ahead inc case,2021-02-06,quantile,0.1,810864.9873605517,US
2021-01-31,1 wk ahead inc case,2021-02-06,quantile,0.25,896687.4494545065,US
2021-01-31,1 wk ahead inc case,2021-02-06,quantile,0.5,1027790.3173657503,US
2021-01-31,1 wk ahead inc case,2021-02-06,quantile,0.75,1152274.9871686462,US
2021-01-31,1 wk ahead inc case,2021-02-06,quantile,0.9,1304843.1081298098,US
2021-01-31,1 wk ahead inc case,2021-02-06,quantile,0.975,1540638.9226918772,US
2021-01-31,1 wk ahead inc death,2021-02-06,point,,22657.0,US
2021-01-31,1 wk ahead inc death,2021-02-06,quantile,0.01,12363.365027223337,US
2021-01-31,1 wk ahead inc death,2021-02-06,quantile,0.025,13800.131578239705,US
2021-01-31,1 wk ahead inc death,2021-02-06,quantile,0.05,15066.120295917824,US
2021-01-31,1 wk ahead inc death,2021-02-06,quantile,0.1,16569.14676221889,US
2021-01-31,1 wk ahead inc death,2021-02-06,quantile,0.15,18004.79693865788,US
2021-01-31,1 wk ahead inc death,2021-02-06,quantile,0.2,18959.768604100274,US
2021-01-31,1 wk ahead inc death,2021-02-06,quantile,0.25,19727.485170100827,US
2021-01-31,1 wk ahead inc death,2021-02-06,quantile,0.3,20343.415731299523,US
2021-01-31,1 wk ahead inc death,2021-02-06,quantile,0.35,20871.129754450292,US
2021-01-31,1 wk ahead inc death,2021-02-06,quantile,0.4,21245.595235454657,US
2021-01-31,1 wk ahead inc death,2021-02-06,quantile,0.45,21701.53443986401,US
2021-01-31,1 wk ahead inc death,2021-02-06,quantile,0.5,22134.89528032346,US
2021-01-31,1 wk ahead inc death,2021-02-06,quantile,0.55,22592.52591945942,US
2021-01-31,1 wk ahead inc death,2021-02-06,quantile,0.6,23173.428861804034,US
2021-01-31,1 wk ahead inc death,2021-02-06,quantile,0.65,23660.50571177861,US
2021-01-31,1 wk ahead inc death,2021-02-06,quantile,0.7,24491.72579340445,US
2021-01-31,1 wk ahead inc death,2021-02-06,quantile,0.75,25285.96105409913,US
