forecast_date,target,target_end_date,type,quantile,value,location
2021-04-25,1 wk ahead inc case,2021-05-01,point,,420426.0,US
2021-04-25,1 wk ahead inc case,2021-05-01,quantile,0.025,326735.8839788118,US
2021-04-25,1 wk ahead inc case,2021-05-01,quantile,0.1,351951.1324463147,US
2021-04-25,1 wk ahead inc case,2021-05-01,quantile,0.25,381249.70933186746,US
2021-04-25,1 wk ahead inc case,2021-05-01,quantile,0.5,413949.62819280714,US
2021-04-25,1 wk ahead inc case,2021-05-01,quantile,0.75,454945.12929434166,US
2021-04-25,1 wk ahead inc case,2021-05-01,quantile,0.9,499646.938270183,US
2021-04-25,1 wk ahead inc case,2021-05-01,quantile,0.975,544891.6949641464,US
2021-04-25,2 wk ahead inc case,2021-05-08,point,,395802.0,US
2021-04-25,2 wk ahead inc case,2021-05-08,quantile,0.025,305508.8148123945,US
2021-04-25,2 wk ahead inc case,2021-05-08,quantile,0.1,328616.58620902593,US
2021-04-25,2 wk ahead inc case,2021-05-08,quantile,0.25,360473.9876245753,US
2021-04-25,2 wk ahead inc case,2021-05-08,quantile,0.5,393742.39281936304,US
2021-04-25,2 wk ahead inc case,2021-05-08,quantile,0.75,428914.68544422643,US
2021-04-25,2 wk ahead inc case,2021-05-08,quantile,0.9,463574.3995128887,US
2021-04-25,2 wk ahead inc case,2021-05-08,quantile,0.975,498998.02720655757,US
2021-04-25,3 wk ahead inc case,2021-05-15,point,,373170.0,US
2021-04-25,3 wk ahead inc case,2021-05-15,quantile,0.025,284743.9435435125,US
2021-04-25,3 wk ahead inc case,2021-05-15,quantile,0.1,304292.39203656197,US
2021-04-25,3 wk ahead inc case,2021-05-15,quantile,0.25,338201.1845438225,US
2021-04-25,3 wk ahead inc case,2021-05-15,quantile,0.5,372983.23636049184,US
2021-04-25,3 wk ahead inc case,2021-05-15,quantile,0.75,405200.7746802248,US
2021-04-25,3 wk ahead inc case,2021-05-15,quantile,0.9,436682.38744159095,US
2021-04-25,3 wk ahead inc case,2021-05-15,quantile,0.975,468386.5514328106,US
2021-04-25,4 wk ahead inc case,2021-05-22,point,,348634.0,US
2021-04-25,4 wk ahead inc case,2021-05-22,quantile,0.025,271121.59222762234,US
2021-04-25,4 wk ahead inc case,2021-05-22,quantile,0.1,285923.7893072969,US
2021-04-25,4 wk ahead inc case,2021-05-22,quantile,0.25,316628.47224037856,US
2021-04-25,4 wk ahead inc case,2021-05-22,quantile,0.5,348367.8777106113,US
2021-04-25,4 wk ahead inc case,2021-05-22,quantile,0.75,377780.94609006384,US
2021-04-25,4 wk ahead inc case,2021-05-22,quantile,0.9,407769.85440332204,US
2021-04-25,4 wk ahead inc case,2021-05-22,quantile,0.975,440324.2514713683,US
2021-04-25,1 wk ahead inc case,2021-05-01,point,,1182.0,02
2021-04-25,1 wk ahead inc case,2021-05-01,point,,0.0,60
2021-04-25,1 wk ahead inc case,2021-05-01,point,,56.0,66
2021-04-25,1 wk ahead inc case,2021-05-01,point,,1.0,69
2021-04-25,1 wk ahead inc case,2021-05-01,point,,6645.0,72
2021-04-25,1 wk ahead inc case,2021-05-01,point,,51.0,78
2021-04-25,1 wk ahead inc case,2021-05-01,point,,2362.0,01
2021-04-25,1 wk ahead inc case,2021-05-01,point,,4304.0,04
2021-04-25,1 wk ahead inc case,2021-05-01,point,,1280.0,05
2021-04-25,1 wk ahead inc case,2021-05-01,point,,14701.0,06
2021-04-25,1 wk ahead inc case,2021-05-01,point,,10858.0,08
2021-04-25,1 wk ahead inc case,2021-05-01,point,,5761.0,09
2021-04-25,1 wk ahead inc case,2021-05-01,point,,2365.0,10
2021-04-25,1 wk ahead inc case,2021-05-01,point,,710.0,11
2021-04-25,1 wk ahead inc case,2021-05-01,point,,40725.0,12
2021-04-25,1 wk ahead inc case,2021-05-01,point,,9265.0,13
2021-04-25,1 wk ahead inc case,2021-05-01,point,,614.0,15
2021-04-25,1 wk ahead inc case,2021-05-01,point,,1430.0,16
2021-04-25,1 wk ahead inc case,2021-05-01,point,,18875.0,17
2021-04-25,1 wk ahead inc case,2021-05-01,point,,7958.0,18
2021-04-25,1 wk ahead inc case,2021-05-01,point,,2864.0,19
2021-04-25,1 wk ahead inc case,2021-05-01,point,,1490.0,20
2021-04-25,1 wk ahead inc case,2021-05-01,point,,3760.0,21
2021-04-25,1 wk ahead inc case,2021-05-01,point,,3408.0,22
2021-04-25,1 wk ahead inc case,2021-05-01,point,,3095.0,23
2021-04-25,1 wk ahead inc case,2021-05-01,point,,7695.0,24
2021-04-25,1 wk ahead inc case,2021-05-01,point,,10859.0,25
2021-04-25,1 wk ahead inc case,2021-05-01,point,,41511.0,26
2021-04-25,1 wk ahead inc case,2021-05-01,point,,12204.0,27
2021-04-25,1 wk ahead inc case,2021-05-01,point,,1584.0,28
2021-04-25,1 wk ahead inc case,2021-05-01,point,,4226.0,29
2021-04-25,1 wk ahead inc case,2021-05-01,point,,922.0,30
2021-04-25,1 wk ahead inc case,2021-05-01,point,,2291.0,31
2021-04-25,1 wk ahead inc case,2021-05-01,point,,2400.0,32
2021-04-25,1 wk ahead inc case,2021-05-01,point,,2306.0,33
2021-04-25,1 wk ahead inc case,2021-05-01,point,,21543.0,34
2021-04-25,1 wk ahead inc case,2021-05-01,point,,1418.0,35
2021-04-25,1 wk ahead inc case,2021-05-01,point,,35209.0,36
2021-04-25,1 wk ahead inc case,2021-05-01,point,,13048.0,37
2021-04-25,1 wk ahead inc case,2021-05-01,point,,984.0,38
2021-04-25,1 wk ahead inc case,2021-05-01,point,,11681.0,39
