target,forecast_date,target_end_date,type,quantile,value,location
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.75,62268.238396527995,36
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.8,61325.5599967423,36
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.8,62269.54845764006,36
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.85,61355.34275127448,36
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.85,62299.467843502745,36
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.9,61390.86723857295,36
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.9,62356.98939006686,36
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.95,61511.06788766075,36
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.95,62602.30957056303,36
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.975,61721.5950196787,36
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.975,63007.942494804745,36
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.99,62006.32722864334,36
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.99,63677.0746177588,36
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.01,19694.839179412127,37
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.01,19779.211527129926,37
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.025,19713.309969485657,37
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.025,19813.911761077874,37
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.05,19714.43051343372,37
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.05,19815.235566456595,37
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.1,19730.355321825926,37
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.1,19841.67804910909,37
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.15,19748.62479722538,37
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.15,19876.50819590264,37
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.2,19759.142333044525,37
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.2,19901.483872493667,37
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.25,19769.57380454968,37
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.25,19927.121052775805,37
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.3,19778.263276939786,37
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.3,19944.326146138777,37
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.35,19783.634163653798,37
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.35,19957.50733885415,37
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.4,19790.661954288313,37
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.4,19969.7586589352,37
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.45,19796.202780624008,37
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.45,19982.836417838782,37
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.5,19802.66103172835,37
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.5,19996.656013195578,37
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.55,19802.67968659773,37
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.55,19996.757479322343,37
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.6,19802.734778449798,37
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.6,20005.692544945054,37
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.65,19802.812233933233,37
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.65,20013.38794837297,37
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.7,19813.59348768285,37
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.7,20031.932648447182,37
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.75,19821.71885574304,37
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.75,20057.56283915288,37
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.8,19842.179806996537,37
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.8,20087.265482609946,37
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.85,19844.568984002104,37
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.85,20111.595604503094,37
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.9,19851.065722250478,37
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.9,20142.391803644157,37
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.95,19885.168223835426,37
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.95,20216.54536686822,37
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.975,19957.396921012514,37
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.975,20339.35622717408,37
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.99,20001.640298439903,37
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.99,20699.52662744435,37
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.01,2079.8920654446365,38
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.01,2084.1342147816313,38
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.025,2081.058785172142,38
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.025,2089.9031042243164,38
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.05,2082.922787693952,38
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.05,2094.3422642470423,38
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.1,2084.566507541931,38
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.1,2097.9920593442266,38
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.15,2085.5480365785756,38
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.15,2100.5420397917055,38
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.2,2086.4823531006064,38
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.2,2102.2415552731363,38
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.25,2087.3729988147147,38
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.25,2104.257879045733,38
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.3,2087.541716162459,38
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.3,2104.6837018400065,38
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.35,2088.5067267721347,38
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.35,2106.682962533545,38
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.4,2089.5056793502954,38
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.4,2108.8706542002687,38
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.45,2089.9646254810723,38
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.45,2109.967536212999,38
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.5,2090.937112689667,38
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.5,2112.2578032717192,38
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.55,2091.928228517588,38
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.55,2114.611593222836,38
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.6,2092.432232814689,38
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.6,2115.5790777292327,38
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.65,2093.502096989155,38
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.65,2118.2166370925456,38
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.7,2094.906971972445,38
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.7,2121.0781059216715,38
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.75,2096.986391267401,38
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.75,2125.3828349608375,38
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.8,2098.6985735273606,38
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.8,2129.805093963076,38
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.85,2100.598060444079,38
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.85,2132.4002133505287,38
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.9,2106.2973863640136,38
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.9,2141.4330076192155,38
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.95,2113.226295916838,38
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.95,2153.549408691002,38
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.975,2121.49429082142,38
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.975,2170.8320604446053,38
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.99,2134.6173453359925,38
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.99,2209.6475383140355,38
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.01,12656.129277734091,40
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.01,12730.729977350957,40
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.025,12666.403704735098,40
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.025,12753.253150380084,40
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.05,12675.282170024371,40
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.05,12769.416942917907,40
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.1,12690.624055207083,40
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.1,12800.33452247654,40
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.15,12703.270674509758,40
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.15,12831.582851588759,40
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.2,12712.073123503347,40
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.2,12849.975381397422,40
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.25,12720.021000102315,40
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.25,12868.56824290192,40
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.3,12726.67891356569,40
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.3,12884.141866172115,40
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.35,12733.232157079672,40
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.35,12897.803910553594,40
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.4,12739.56666827116,40
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.4,12912.409485356024,40
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.45,12745.957951709222,40
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.45,12926.822552284122,40
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.5,12753.212594835113,40
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.5,12945.244942681707,40
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.55,12761.765721031597,40
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.55,12961.01511808705,40
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.6,12768.926987388226,40
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.6,12978.49950340428,40
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.65,12775.727853527982,40
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.65,12997.902838572607,40
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.7,12784.558434619725,40
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.7,13020.14549082387,40
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.75,12799.171550738556,40
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.75,13043.06278614978,40
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.8,12822.09503185259,40
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.8,13090.284601836054,40
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.85,12834.159296774875,40
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.85,13115.770902474691,40
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.9,12834.44957694092,40
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.9,13116.494948755151,40
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.95,12847.763161326271,40
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.95,13155.49232903145,40
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.975,12898.416530104756,40
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.975,13255.467415446457,40
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.99,12951.750644740598,40
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.99,13328.87433136421,40
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.01,5778.598736486943,41
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.01,5821.344863201351,41
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.025,5800.354155336281,41
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.025,5850.075781108518,41
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.05,5806.044702609654,41
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.05,5858.728685489567,41
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.1,5810.84795649398,41
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.1,5869.694509627349,41
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.15,5816.696480040519,41
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.15,5881.477596105931,41
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.2,5823.203258123964,41
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.2,5894.186776653041,41
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.25,5828.423175505023,41
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.25,5905.162903806503,41
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.3,5832.365623166354,41
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.3,5915.810388399947,41
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.35,5837.592021178407,41
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.35,5926.751396898722,41
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.4,5842.414138266928,41
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.4,5937.063037686632,41
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.45,5845.004960310949,41
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.45,5943.931521643101,41
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.5,5849.249619094719,41
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.5,5954.945195778289,41
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.55,5852.818971332514,41
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.55,5962.707748683044,41
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.6,5857.472999005182,41
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.6,5970.277207252238,41
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.65,5859.530438234295,41
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.65,5975.156900760316,41
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.7,5862.114626342293,41
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.7,5986.268982793057,41
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.75,5863.127969395035,41
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.75,5998.353184261243,41
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.8,5869.524083272733,41
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.8,6012.039710279706,41
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.85,5876.146759343379,41
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.85,6031.77978397741,41
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.9,5886.864997076291,41
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.9,6077.404182962497,41
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.95,5929.441088146756,41
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.95,6175.149135003065,41
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.975,5951.804343103582,41
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.975,6306.690088799967,41
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.99,6072.323379245756,41
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.99,6428.868018256677,41
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.01,37923.6619192697,42
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.01,38216.50058398965,42
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.025,37985.40587685534,42
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.025,38342.43859915419,42
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.05,38075.918113176675,42
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.05,38537.68503927639,42
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.1,38186.76488432088,42
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.1,38753.17295259209,42
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.15,38232.50654583992,42
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.15,38837.770647441335,42
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.2,38279.83990691371,42
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.2,38918.08452253518,42
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.25,38290.11472745754,42
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.25,38963.92985473802,42
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.3,38296.80699180077,42
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.3,38970.94314759497,42
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.35,38335.060526719055,42
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.35,39054.371117051945,42
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.4,38372.02715282837,42
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.4,39126.1296073463,42
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.45,38391.02961866641,42
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.45,39169.7020608056,42
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.5,38391.237959715036,42
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.5,39170.13413830329,42
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.55,38413.217061018,42
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.55,39199.27327819267,42
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.6,38415.962087906184,42
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.6,39220.572040190746,42
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.65,38455.390544036745,42
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.65,39293.34971356007,42
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.7,38502.11286018532,42
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.7,39384.835879901344,42
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.75,38521.189688276136,42
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.75,39435.006138516095,42
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.8,38567.45202077089,42
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.8,39529.37895210535,42
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.85,38599.57853149956,42
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.85,39594.18891107155,42
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.9,38625.32545364176,42
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.9,39647.64831741277,42
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.95,38750.640780728194,42
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.95,39903.27399035074,42
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.975,39111.83624105538,42
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.975,40639.99765600388,42
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.99,39277.280136857225,42
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.99,40977.45049459897,42
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.01,3142.6354534005745,44
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.01,3167.516618339562,44
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.025,3146.983465356951,44
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.025,3177.9955957146562,44
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.05,3149.097086435247,44
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.05,3182.9830875831954,44
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.1,3155.8416029999335,44
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.1,3196.4380665732147,44
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.15,3159.4666232932914,44
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.15,3204.0031547146673,44
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.2,3162.8800364364074,44
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.2,3209.7902491128384,44
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.25,3163.8242547067225,44
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.25,3213.5435226737686,44
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.3,3166.513415374274,44
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.3,3219.840696059028,44
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.35,3169.401412151851,44
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.35,3225.808825470026,44
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.4,3171.890408269908,44
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.4,3231.3024618330824,44
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.45,3174.0908526211565,44
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.45,3236.5686848661803,44
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.5,3176.611201352493,44
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.5,3242.735430310271,44
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.55,3179.5846704769333,44
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.55,3247.839620026087,44
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.6,3180.429187109323,44
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.6,3248.7801825345405,44
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.65,3180.4342823049055,44
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.65,3250.753712220409,44
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.7,3180.601774255293,44
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.7,3254.457556359256,44
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.75,3182.3182217034273,44
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.75,3258.7606462018084,44
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.8,3185.268722008135,44
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.8,3267.1525655223977,44
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.85,3189.332206318917,44
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.85,3278.9260726776524,44
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.9,3207.286921560881,44
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.9,3323.148177426364,44
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.95,3224.5314657777562,44
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.95,3343.6070847622623,44
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.975,3224.5534065503357,44
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.975,3343.6468813876922,44
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.99,3230.37210091062,44
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.99,3378.4490699986227,44
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.01,14792.582612128343,45
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.01,14855.210639673174,45
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.025,14800.944935869735,45
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.025,14874.886989973471,45
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.05,14806.804430193146,45
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.05,14888.569129274527,45
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.1,14815.418633232308,45
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.1,14909.313431273704,45
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.15,14821.666338378554,45
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.15,14926.254915763453,45
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.2,14829.203525967905,45
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.2,14943.15229509326,45
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.25,14836.873947141288,45
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.25,14961.307047232529,45
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.3,14842.35232630004,45
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.3,14973.950166119861,45
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.35,14849.020592547957,45
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.35,14988.487277615584,45
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.4,14853.710974186211,45
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.4,15000.243508987158,45
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.45,14857.971298080907,45
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.45,15008.515239314609,45
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.5,14858.010144569598,45
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.5,15008.610370062526,45
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.55,14863.200244631696,45
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.55,15021.01206077963,45
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.6,14869.122012322956,45
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.6,15042.185579397197,45
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.65,14879.758459176659,45
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.65,15059.74547498918,45
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.7,14891.782277619855,45
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.7,15087.769159936552,45
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.75,14902.799225115512,45
2 wk ahead cum death,2022-01-09,2022-01-22,quantile,0.75,15113.523798756692,45
