target,forecast_date,target_end_date,type,quantile,location,value
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,12,382.490324561948
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,13,462.357503545317
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,16,37.1070189836252
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,18,462.00533387653604
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,19,191.337040155519
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,20,156.744601500874
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,21,307.769668325201
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,22,88.2877525260708
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,23,79.6615503906036
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,25,408.028786196977
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,26,930.9540104130499
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,27,299.545702892885
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,28,55.1969529667902
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,29,264.382019691025
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,30,60.121256161968795
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,31,100.33576877259199
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,32,145.027470385255
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,33,79.5470563240767
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,35,288.490908941822
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,37,221.89551921924598
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,38,38.070340368301004
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,40,212.293485453526
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,41,144.467307103093
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,42,1105.45073672258
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,44,53.0870955976169
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,45,140.87002264742398
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,46,34.5800376383433
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,47,352.71169383069
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,48,609.889071180062
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,49,77.4363020387957
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,50,28.6241913714931
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,51,338.017394042742
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,53,167.169223999924
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,54,125.322888945518
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,55,581.96422760189
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.9,56,33.5154836093844
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,60,0.0
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,66,2.70274176380851
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,69,12.4239965058575
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,72,78.6517848968506
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,78,10.200000190734901
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,01,149.924262486739
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,02,35.087689742042606
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,04,623.030475786144
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,05,171.70628710261698
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,06,805.0385131233279
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,08,327.86184946373
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,09,152.180169764466
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,10,62.149061967065
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,11,204.325467592439
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,12,426.12407779203204
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,13,541.406739050618
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,16,44.591893428357295
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,18,500.8562849626751
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,19,219.759521385478
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,20,168.278357872057
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,21,350.894451796691
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,22,98.90517956163141
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,23,96.78914236976108
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,25,502.285545112686
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,26,964.8363168429671
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,27,335.339276477262
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,28,67.00040758018561
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,29,293.959544785235
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,30,70.0158651151996
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,31,117.55134569988
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,32,161.261738257521
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,33,95.3893565030963
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,35,307.78254927766
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,37,252.19735538506802
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,38,43.35248700747479
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,40,240.427336806581
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,41,161.757736505047
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,42,1168.64938912378
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,44,63.1554138758152
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,45,153.042783115971
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,46,39.0457408509553
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,47,383.190359264164
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,48,651.354503678364
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,49,96.7227390249277
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,50,33.024465803176305
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,51,376.66600313970594
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,53,185.776223380926
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,54,148.859804033186
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,55,612.922832140344
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.95,56,38.66458429443829
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,60,0.0
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,66,3.39285652856573
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,69,13.9412632124215
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,72,83.9603184594049
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,78,12.433333322737
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,01,176.18102466429198
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,02,40.39340948052279
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,04,707.562751973688
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,05,200.069884075291
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,06,879.1183795389869
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,08,403.05118248854706
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,09,176.69200235532398
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,10,77.2318735046895
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,11,236.79338912237
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,12,662.51544797283
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,13,563.901591248227
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,16,49.5347934051535
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,18,553.9638338771499
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,19,243.71140903834998
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,20,187.861006034665
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,21,397.27108850469
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,22,120.76891927820499
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,23,119.238580234338
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,25,545.716851187691
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,26,1117.0406317694
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,27,398.58200007703005
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,28,82.0688139209434
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,29,325.795576047756
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,30,78.5255186944705
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,31,147.041747614265
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,32,181.86452977738202
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,33,124.756920722718
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,35,323.040735403256
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,37,280.738678948017
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,38,49.4039230468015
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,40,274.07576069141
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,41,176.45518742138
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,42,1312.04857242232
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,44,68.8303476097826
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,45,169.071864162047
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,46,43.2801477857454
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,47,420.163059644304
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,48,735.7753688497301
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,49,124.62047954951599
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,50,38.9671425291764
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,51,419.174152688414
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,53,220.553285591162
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,54,157.489022653961
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,55,663.170470106836
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.975,56,46.043331901004294
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,60,0.250000007450581
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,66,3.89285610403571
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,69,16.1263547823986
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,72,88.9166666666667
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,78,13.476190461052802
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,01,225.233607938944
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,02,78.0398195329557
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,04,792.653651819557
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,05,213.605033671176
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,06,1007.3760177422
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,08,459.654048597219
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,09,208.08455298186402
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,10,105.077189561278
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,11,305.730959058391
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,12,837.1408360099119
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,13,632.3796862189309
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,16,59.30405114011349
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,18,701.379428977966
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,19,313.695987135528
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,20,218.826270626405
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,21,451.48799210743795
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,22,135.558332286799
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,23,134.59229363548098
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,25,611.424466681453
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,26,1358.76892408502
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,27,456.91643468461604
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,28,107.747097322784
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,29,401.711495710415
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,30,104.11905024391899
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,31,195.465499523781
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,32,229.32036264422902
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,33,140.925085869553
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,35,366.346237842795
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,37,325.172816173764
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,38,57.5139544494301
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,40,306.25971216686503
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,41,213.86747978052898
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,42,1647.6021858738502
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,44,72.12092820343409
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,45,190.80296415729
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,46,53.5846641274483
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,47,520.044072521834
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,48,839.49869914115
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,49,180.487946149564
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,50,58.270145047192294
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,51,528.952336953035
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,53,241.759562385062
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,54,196.32743703227402
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,55,739.780594275918
3 wk ahead inc death,2021-12-26,2022-01-15,quantile,0.99,56,56.878860555733496
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,60,0.0
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,66,3.08843859737966e-15
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,69,0.827380960186323
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,72,41.464285850524895
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,78,0.517857149243356
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,01,46.0781978466804
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,02,4.46719086539273
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,04,216.39129310396302
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,05,54.73902320669029
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,06,273.04656562419103
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,08,119.947441783523
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,09,48.7527403840238
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,10,22.206866396914503
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,11,13.1844568313985
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,12,135.349500177632
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,13,124.00559044772899
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,16,11.5287590442305
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,18,182.8286410209
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,19,54.194311828749896
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,20,47.432052234927305
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,21,105.61547687739201
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,22,37.3341010954763
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,23,24.1010901344832
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,25,173.546902336569
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,26,312.928541099058
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,27,116.429217817259
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,28,2.06887622542568
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,29,107.649986808172
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,30,14.921698548677199
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,31,21.556066501901398
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,32,43.07643351542829
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,33,24.530980390404302
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,35,67.85147982352879
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,37,68.0050917535204
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,38,10.6352892152056
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,40,56.70442090731339
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,41,40.1076054401235
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,42,493.02510865405
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,44,13.637551895601199
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,45,54.1524687069421
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,46,10.785965652300401
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,47,116.631615037468
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,48,152.559183503197
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,49,24.4575535020639
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,50,4.93570452900081
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,51,168.846201570506
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,53,73.4017256840125
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,54,44.5672695408854
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,55,203.148255601558
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.01,56,7.52782810378456
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,60,0.0
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,66,0.00333951879078838
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,69,1.07142858455579
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,72,47.3363094329834
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,78,0.743021469997561
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,01,63.868420296493
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,02,5.13542951240363
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,04,242.108760604759
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,05,62.546694468266004
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,06,345.23786888115995
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,08,142.650581485998
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,09,64.3484197527717
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,10,24.089393935557197
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,11,15.9224573354496
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,12,151.9240595881
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,13,172.784773044633
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,16,12.171700389849
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,18,194.27385665712399
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,19,74.2188125935814
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,20,51.030975566859
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,21,138.17369041165898
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,22,42.2387415718379
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,23,27.288918113770798
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,25,211.10155584576802
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,26,406.586788614892
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,27,151.909678917708
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,28,18.7043240563325
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,29,126.79237542681
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,30,16.2955277637483
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,31,31.991560733270603
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,32,51.6153406495338
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,33,27.8005480052331
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,35,79.29581144666929
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,37,84.6682691414595
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,38,13.2667569720981
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,40,64.5443206124667
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,41,46.6887090094907
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,42,584.646694510128
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,44,21.5438015594596
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,45,57.6307372624609
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,46,11.2416633933018
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,47,131.549393577732
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,48,214.70374387793998
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,49,30.3512262938299
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,50,7.9410150096518
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,51,178.299825770172
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,53,81.44271609860449
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,54,52.33441261317739
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,55,231.254657062836
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.025,56,8.351327523764759
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,60,0.0
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,66,0.0639119869236045
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,69,1.32142859697342
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,72,51.2857138315837
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,78,1.07969742785528
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,01,69.132377424198
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,02,6.45519855744506
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,04,265.762028776923
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,05,74.2565261600425
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,06,406.19861016244596
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,08,158.02280929902798
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,09,71.2352825535507
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,10,26.8734123210196
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,11,18.6853853997961
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,12,169.26758304327998
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,13,222.556028519879
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,16,14.646756220926699
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,18,225.920668527506
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,19,83.06808385518691
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,20,52.96677453429271
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,21,149.67029530229001
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,22,43.891490196058506
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,23,27.3697479896973
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,25,233.201911667128
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,26,477.75508575153503
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,27,161.23219291990802
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,28,22.683411002525602
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,29,145.684152119811
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,30,17.4263146487088
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,31,38.274052926923
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,32,62.031540410698994
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,33,29.0678157810358
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,35,92.9112116359753
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,37,96.6200042040786
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,38,15.553414127879698
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,40,71.4115493741109
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,41,57.883426315053995
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,42,636.976805388634
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,44,23.366584838652397
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,45,63.78414260591121
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,46,12.9424718425531
4 wk ahead inc death,2021-12-26,2022-01-22,quantile,0.05,47,160.534552495328
