forecast_date,target,target_end_date,type,quantile,value,location
2021-02-07,1 wk ahead inc case,2021-02-13,point,,763320.0,US
2021-02-07,1 wk ahead inc case,2021-02-13,quantile,0.025,544559.8428151405,US
2021-02-07,1 wk ahead inc case,2021-02-13,quantile,0.1,606893.1995759922,US
2021-02-07,1 wk ahead inc case,2021-02-13,quantile,0.25,674055.0077373924,US
2021-02-07,1 wk ahead inc case,2021-02-13,quantile,0.5,748559.4061792375,US
2021-02-07,1 wk ahead inc case,2021-02-13,quantile,0.75,830439.0106840691,US
2021-02-07,1 wk ahead inc case,2021-02-13,quantile,0.9,939139.0372787745,US
2021-02-07,1 wk ahead inc case,2021-02-13,quantile,0.975,1077702.8966680658,US
2021-02-07,2 wk ahead inc case,2021-02-20,point,,742587.0,US
2021-02-07,2 wk ahead inc case,2021-02-20,quantile,0.025,505076.22975957725,US
2021-02-07,2 wk ahead inc case,2021-02-20,quantile,0.1,567680.1361916783,US
2021-02-07,2 wk ahead inc case,2021-02-20,quantile,0.25,652998.865440422,US
2021-02-07,2 wk ahead inc case,2021-02-20,quantile,0.5,742200.053878472,US
2021-02-07,2 wk ahead inc case,2021-02-20,quantile,0.75,817030.633812084,US
2021-02-07,2 wk ahead inc case,2021-02-20,quantile,0.9,897188.1104008217,US
2021-02-07,2 wk ahead inc case,2021-02-20,quantile,0.975,1048614.3234772496,US
2021-02-07,3 wk ahead inc case,2021-02-27,point,,739778.0,US
2021-02-07,3 wk ahead inc case,2021-02-27,quantile,0.025,520554.37729757966,US
2021-02-07,3 wk ahead inc case,2021-02-27,quantile,0.1,589452.1682276187,US
2021-02-07,3 wk ahead inc case,2021-02-27,quantile,0.25,666827.6999924952,US
2021-02-07,3 wk ahead inc case,2021-02-27,quantile,0.5,733701.4324873781,US
2021-02-07,3 wk ahead inc case,2021-02-27,quantile,0.75,800343.0687977868,US
2021-02-07,3 wk ahead inc case,2021-02-27,quantile,0.9,886409.8035843996,US
2021-02-07,3 wk ahead inc case,2021-02-27,quantile,0.975,1020792.8707306085,US
2021-02-07,4 wk ahead inc case,2021-03-06,point,,742120.0,US
2021-02-07,4 wk ahead inc case,2021-03-06,quantile,0.025,533009.1269160224,US
2021-02-07,4 wk ahead inc case,2021-03-06,quantile,0.1,594241.6223746451,US
2021-02-07,4 wk ahead inc case,2021-03-06,quantile,0.25,673927.2773609885,US
2021-02-07,4 wk ahead inc case,2021-03-06,quantile,0.5,738349.6119828604,US
2021-02-07,4 wk ahead inc case,2021-03-06,quantile,0.75,802093.3671219291,US
2021-02-07,4 wk ahead inc case,2021-03-06,quantile,0.9,881342.564774647,US
2021-02-07,4 wk ahead inc case,2021-03-06,quantile,0.975,1004287.0043421643,US
2021-02-07,1 wk ahead inc case,2021-02-13,point,,15011.0,01
2021-02-07,1 wk ahead inc case,2021-02-13,point,,1268.0,02
2021-02-07,1 wk ahead inc case,2021-02-13,point,,20774.0,04
2021-02-07,1 wk ahead inc case,2021-02-13,point,,10880.0,05
2021-02-07,1 wk ahead inc case,2021-02-13,point,,76881.0,06
2021-02-07,1 wk ahead inc case,2021-02-13,point,,8693.0,08
2021-02-07,1 wk ahead inc case,2021-02-13,point,,8070.0,09
2021-02-07,1 wk ahead inc case,2021-02-13,point,,2254.0,10
2021-02-07,1 wk ahead inc case,2021-02-13,point,,1127.0,11
2021-02-07,1 wk ahead inc case,2021-02-13,point,,54510.0,12
2021-02-07,1 wk ahead inc case,2021-02-13,point,,24287.0,13
2021-02-07,1 wk ahead inc case,2021-02-13,point,,667.0,15
2021-02-07,1 wk ahead inc case,2021-02-13,point,,2331.0,16
2021-02-07,1 wk ahead inc case,2021-02-13,point,,19033.0,17
2021-02-07,1 wk ahead inc case,2021-02-13,point,,11541.0,18
2021-02-07,1 wk ahead inc case,2021-02-13,point,,5306.0,19
2021-02-07,1 wk ahead inc case,2021-02-13,point,,6114.0,20
2021-02-07,1 wk ahead inc case,2021-02-13,point,,14769.0,21
2021-02-07,1 wk ahead inc case,2021-02-13,point,,12133.0,22
2021-02-07,1 wk ahead inc case,2021-02-13,point,,1586.0,23
2021-02-07,1 wk ahead inc case,2021-02-13,point,,8263.0,24
2021-02-07,1 wk ahead inc case,2021-02-13,point,,17877.0,25
2021-02-07,1 wk ahead inc case,2021-02-13,point,,9237.0,26
2021-02-07,1 wk ahead inc case,2021-02-13,point,,6201.0,27
2021-02-07,1 wk ahead inc case,2021-02-13,point,,6136.0,28
2021-02-07,1 wk ahead inc case,2021-02-13,point,,8151.0,29
2021-02-07,1 wk ahead inc case,2021-02-13,point,,2140.0,30
2021-02-07,1 wk ahead inc case,2021-02-13,point,,2882.0,31
2021-02-07,1 wk ahead inc case,2021-02-13,point,,5652.0,32
2021-02-07,1 wk ahead inc case,2021-02-13,point,,2465.0,33
2021-02-07,1 wk ahead inc case,2021-02-13,point,,20455.0,34
2021-02-07,1 wk ahead inc case,2021-02-13,point,,3562.0,35
2021-02-07,1 wk ahead inc case,2021-02-13,point,,46991.0,36
2021-02-07,1 wk ahead inc case,2021-02-13,point,,40854.0,37
2021-02-07,1 wk ahead inc case,2021-02-13,point,,661.0,38
2021-02-07,1 wk ahead inc case,2021-02-13,point,,22611.0,39
2021-02-07,1 wk ahead inc case,2021-02-13,point,,14857.0,40
2021-02-07,1 wk ahead inc case,2021-02-13,point,,4238.0,41
2021-02-07,1 wk ahead inc case,2021-02-13,point,,21413.0,42
2021-02-07,1 wk ahead inc case,2021-02-13,point,,3032.0,44
2021-02-07,1 wk ahead inc case,2021-02-13,point,,22811.0,45
2021-02-07,1 wk ahead inc case,2021-02-13,point,,1012.0,46
2021-02-07,1 wk ahead inc case,2021-02-13,point,,16211.0,47
2021-02-07,1 wk ahead inc case,2021-02-13,point,,127497.0,48
2021-02-07,1 wk ahead inc case,2021-02-13,point,,7069.0,49
2021-02-07,1 wk ahead inc case,2021-02-13,point,,950.0,50
2021-02-07,1 wk ahead inc case,2021-02-13,point,,19619.0,51
2021-02-07,1 wk ahead inc case,2021-02-13,point,,8149.0,53
2021-02-07,1 wk ahead inc case,2021-02-13,point,,3557.0,54
2021-02-07,1 wk ahead inc case,2021-02-13,point,,8710.0,55
2021-02-07,1 wk ahead inc case,2021-02-13,point,,929.0,56
2021-02-07,1 wk ahead inc case,2021-02-13,point,,0.0,60
2021-02-07,1 wk ahead inc case,2021-02-13,point,,56.0,66
