target,location,forecast_date,target_end_date,type,quantile,value
3 wk ahead inc death,56,2022-01-16,2022-02-05,quantile,0.45,59.60194742138472
3 wk ahead inc death,60,2022-01-16,2022-02-05,quantile,0.5,0.0
3 wk ahead inc death,69,2022-01-16,2022-02-05,quantile,0.5,2.821428656578064
3 wk ahead inc death,72,2022-01-16,2022-02-05,quantile,0.5,85.37734570545726
3 wk ahead inc death,01,2022-01-16,2022-02-05,quantile,0.5,242.6290629955456
3 wk ahead inc death,02,2022-01-16,2022-02-05,quantile,0.5,29.21481094134912
3 wk ahead inc death,04,2022-01-16,2022-02-05,quantile,0.5,649.6166183447461
3 wk ahead inc death,05,2022-01-16,2022-02-05,quantile,0.5,240.92157857479157
3 wk ahead inc death,06,2022-01-16,2022-02-05,quantile,0.5,1538.9483767441852
3 wk ahead inc death,08,2022-01-16,2022-02-05,quantile,0.5,317.313629707101
3 wk ahead inc death,12,2022-01-16,2022-02-05,quantile,0.5,238.08847915621448
3 wk ahead inc death,13,2022-01-16,2022-02-05,quantile,0.5,648.4129605862153
3 wk ahead inc death,16,2022-01-16,2022-02-05,quantile,0.5,102.70186523182801
3 wk ahead inc death,17,2022-01-16,2022-02-05,quantile,0.5,1355.4783262047745
3 wk ahead inc death,20,2022-01-16,2022-02-05,quantile,0.5,109.55286014161874
3 wk ahead inc death,21,2022-01-16,2022-02-05,quantile,0.5,254.00904435378663
3 wk ahead inc death,22,2022-01-16,2022-02-05,quantile,0.5,215.27480504121303
3 wk ahead inc death,26,2022-01-16,2022-02-05,quantile,0.5,940.223860979601
3 wk ahead inc death,27,2022-01-16,2022-02-05,quantile,0.5,305.4981851102004
3 wk ahead inc death,28,2022-01-16,2022-02-05,quantile,0.5,197.10766465490548
3 wk ahead inc death,29,2022-01-16,2022-02-05,quantile,0.5,543.2310761428461
3 wk ahead inc death,30,2022-01-16,2022-02-05,quantile,0.5,67.34514533870136
3 wk ahead inc death,32,2022-01-16,2022-02-05,quantile,0.5,210.99359067774904
3 wk ahead inc death,33,2022-01-16,2022-02-05,quantile,0.5,87.73385700891487
3 wk ahead inc death,35,2022-01-16,2022-02-05,quantile,0.5,243.7682228226244
3 wk ahead inc death,37,2022-01-16,2022-02-05,quantile,0.5,638.3011473924239
3 wk ahead inc death,38,2022-01-16,2022-02-05,quantile,0.5,47.540727561242456
3 wk ahead inc death,42,2022-01-16,2022-02-05,quantile,0.5,1586.2609862521426
3 wk ahead inc death,44,2022-01-16,2022-02-05,quantile,0.5,127.17982113784568
3 wk ahead inc death,45,2022-01-16,2022-02-05,quantile,0.5,373.14679229066
3 wk ahead inc death,46,2022-01-16,2022-02-05,quantile,0.5,75.81444834030623
3 wk ahead inc death,47,2022-01-16,2022-02-05,quantile,0.5,209.20395894525535
3 wk ahead inc death,48,2022-01-16,2022-02-05,quantile,0.5,1242.301870554107
3 wk ahead inc death,51,2022-01-16,2022-02-05,quantile,0.5,215.46988634338135
3 wk ahead inc death,54,2022-01-16,2022-02-05,quantile,0.5,165.37947515318677
3 wk ahead inc death,55,2022-01-16,2022-02-05,quantile,0.5,420.8912551824465
3 wk ahead inc death,56,2022-01-16,2022-02-05,quantile,0.5,62.44065796679989
3 wk ahead inc death,60,2022-01-16,2022-02-05,quantile,0.55,0.0
3 wk ahead inc death,69,2022-01-16,2022-02-05,quantile,0.55,3.635714280605316
3 wk ahead inc death,72,2022-01-16,2022-02-05,quantile,0.55,86.30003347827117
3 wk ahead inc death,01,2022-01-16,2022-02-05,quantile,0.55,253.02255141094759
3 wk ahead inc death,02,2022-01-16,2022-02-05,quantile,0.55,32.409343183523006
3 wk ahead inc death,04,2022-01-16,2022-02-05,quantile,0.55,666.082724640994
3 wk ahead inc death,05,2022-01-16,2022-02-05,quantile,0.55,245.96110518537537
3 wk ahead inc death,06,2022-01-16,2022-02-05,quantile,0.55,1659.5184984196194
3 wk ahead inc death,08,2022-01-16,2022-02-05,quantile,0.55,324.19810846376265
3 wk ahead inc death,12,2022-01-16,2022-02-05,quantile,0.55,257.2381559205139
3 wk ahead inc death,13,2022-01-16,2022-02-05,quantile,0.55,670.0900140730678
3 wk ahead inc death,16,2022-01-16,2022-02-05,quantile,0.55,105.52313053958343
3 wk ahead inc death,17,2022-01-16,2022-02-05,quantile,0.55,1384.068526936559
3 wk ahead inc death,20,2022-01-16,2022-02-05,quantile,0.55,112.16973990148126
3 wk ahead inc death,21,2022-01-16,2022-02-05,quantile,0.55,262.9001047507493
3 wk ahead inc death,22,2022-01-16,2022-02-05,quantile,0.55,220.05170786051804
3 wk ahead inc death,26,2022-01-16,2022-02-05,quantile,0.55,999.4332856565011
3 wk ahead inc death,27,2022-01-16,2022-02-05,quantile,0.55,320.09962383162394
3 wk ahead inc death,28,2022-01-16,2022-02-05,quantile,0.55,205.7384651496987
3 wk ahead inc death,29,2022-01-16,2022-02-05,quantile,0.55,558.4604164295723
3 wk ahead inc death,30,2022-01-16,2022-02-05,quantile,0.55,69.78184981818822
3 wk ahead inc death,32,2022-01-16,2022-02-05,quantile,0.55,214.3065030599176
3 wk ahead inc death,33,2022-01-16,2022-02-05,quantile,0.55,93.49529069062413
3 wk ahead inc death,35,2022-01-16,2022-02-05,quantile,0.55,248.85195129522694
3 wk ahead inc death,37,2022-01-16,2022-02-05,quantile,0.55,646.689824156639
3 wk ahead inc death,38,2022-01-16,2022-02-05,quantile,0.55,51.25310561294727
3 wk ahead inc death,42,2022-01-16,2022-02-05,quantile,0.55,1599.1793738768763
3 wk ahead inc death,44,2022-01-16,2022-02-05,quantile,0.55,128.21770752244853
3 wk ahead inc death,45,2022-01-16,2022-02-05,quantile,0.55,378.12761370490216
3 wk ahead inc death,46,2022-01-16,2022-02-05,quantile,0.55,77.11732746996161
3 wk ahead inc death,47,2022-01-16,2022-02-05,quantile,0.55,218.92948298675483
3 wk ahead inc death,48,2022-01-16,2022-02-05,quantile,0.55,1283.0089942090606
3 wk ahead inc death,51,2022-01-16,2022-02-05,quantile,0.55,222.74760934807105
3 wk ahead inc death,54,2022-01-16,2022-02-05,quantile,0.55,168.558338312817
3 wk ahead inc death,55,2022-01-16,2022-02-05,quantile,0.55,428.2984600573343
3 wk ahead inc death,56,2022-01-16,2022-02-05,quantile,0.55,65.8922505227447
3 wk ahead inc death,60,2022-01-16,2022-02-05,quantile,0.6,0.0
3 wk ahead inc death,69,2022-01-16,2022-02-05,quantile,0.6,3.9660894690137924
3 wk ahead inc death,72,2022-01-16,2022-02-05,quantile,0.6,88.91402470958687
3 wk ahead inc death,01,2022-01-16,2022-02-05,quantile,0.6,267.6853821392827
3 wk ahead inc death,02,2022-01-16,2022-02-05,quantile,0.6,33.737976821741505
3 wk ahead inc death,04,2022-01-16,2022-02-05,quantile,0.6,676.4477372206028
3 wk ahead inc death,05,2022-01-16,2022-02-05,quantile,0.6,251.13165421802452
3 wk ahead inc death,06,2022-01-16,2022-02-05,quantile,0.6,1676.4475485361877
3 wk ahead inc death,08,2022-01-16,2022-02-05,quantile,0.6,331.75905902085526
3 wk ahead inc death,12,2022-01-16,2022-02-05,quantile,0.6,262.29215071656887
3 wk ahead inc death,13,2022-01-16,2022-02-05,quantile,0.6,732.7282884828894
3 wk ahead inc death,16,2022-01-16,2022-02-05,quantile,0.6,111.62277254235508
3 wk ahead inc death,17,2022-01-16,2022-02-05,quantile,0.6,1411.464576368504
3 wk ahead inc death,20,2022-01-16,2022-02-05,quantile,0.6,120.48334932530588
3 wk ahead inc death,21,2022-01-16,2022-02-05,quantile,0.6,269.77838319882824
3 wk ahead inc death,22,2022-01-16,2022-02-05,quantile,0.6,225.77394136375193
3 wk ahead inc death,26,2022-01-16,2022-02-05,quantile,0.6,1057.6848327302723
3 wk ahead inc death,27,2022-01-16,2022-02-05,quantile,0.6,340.6931771488089
3 wk ahead inc death,28,2022-01-16,2022-02-05,quantile,0.6,211.34330832702526
3 wk ahead inc death,29,2022-01-16,2022-02-05,quantile,0.6,568.4885237430308
3 wk ahead inc death,30,2022-01-16,2022-02-05,quantile,0.6,71.09143612242369
3 wk ahead inc death,32,2022-01-16,2022-02-05,quantile,0.6,218.00275736351233
3 wk ahead inc death,33,2022-01-16,2022-02-05,quantile,0.6,98.39566379250422
3 wk ahead inc death,35,2022-01-16,2022-02-05,quantile,0.6,254.7226862259198
3 wk ahead inc death,37,2022-01-16,2022-02-05,quantile,0.6,664.9267082373437
3 wk ahead inc death,38,2022-01-16,2022-02-05,quantile,0.6,53.9000346449164
3 wk ahead inc death,42,2022-01-16,2022-02-05,quantile,0.6,1603.147838079657
3 wk ahead inc death,44,2022-01-16,2022-02-05,quantile,0.6,132.1150244600276
3 wk ahead inc death,45,2022-01-16,2022-02-05,quantile,0.6,389.3068961430247
3 wk ahead inc death,46,2022-01-16,2022-02-05,quantile,0.6,80.67645417200553
3 wk ahead inc death,47,2022-01-16,2022-02-05,quantile,0.6,223.68909600081537
3 wk ahead inc death,48,2022-01-16,2022-02-05,quantile,0.6,1377.7873943841246
3 wk ahead inc death,51,2022-01-16,2022-02-05,quantile,0.6,227.51781350649475
3 wk ahead inc death,54,2022-01-16,2022-02-05,quantile,0.6,173.9006513091031
3 wk ahead inc death,55,2022-01-16,2022-02-05,quantile,0.6,445.44324049622776
3 wk ahead inc death,56,2022-01-16,2022-02-05,quantile,0.6,67.18719877742916
3 wk ahead inc death,60,2022-01-16,2022-02-05,quantile,0.65,0.0
3 wk ahead inc death,69,2022-01-16,2022-02-05,quantile,0.65,4.527713422264371
3 wk ahead inc death,72,2022-01-16,2022-02-05,quantile,0.65,89.18083258483428
3 wk ahead inc death,01,2022-01-16,2022-02-05,quantile,0.65,276.9612644098437
3 wk ahead inc death,02,2022-01-16,2022-02-05,quantile,0.65,34.5014821709469
3 wk ahead inc death,04,2022-01-16,2022-02-05,quantile,0.65,681.7846163753038
3 wk ahead inc death,05,2022-01-16,2022-02-05,quantile,0.65,260.0827299584049
3 wk ahead inc death,06,2022-01-16,2022-02-05,quantile,0.65,1692.4226646972943
3 wk ahead inc death,08,2022-01-16,2022-02-05,quantile,0.65,345.51797429719034
3 wk ahead inc death,12,2022-01-16,2022-02-05,quantile,0.65,280.86103496322437
3 wk ahead inc death,13,2022-01-16,2022-02-05,quantile,0.65,769.1423967500409
3 wk ahead inc death,16,2022-01-16,2022-02-05,quantile,0.65,115.83407727851403
3 wk ahead inc death,17,2022-01-16,2022-02-05,quantile,0.65,1512.3675088000236
3 wk ahead inc death,20,2022-01-16,2022-02-05,quantile,0.65,126.79443752878247
3 wk ahead inc death,21,2022-01-16,2022-02-05,quantile,0.65,276.4581475005823
3 wk ahead inc death,22,2022-01-16,2022-02-05,quantile,0.65,236.81173067456467
3 wk ahead inc death,26,2022-01-16,2022-02-05,quantile,0.65,1103.770258639774
3 wk ahead inc death,27,2022-01-16,2022-02-05,quantile,0.65,352.08322456373037
3 wk ahead inc death,28,2022-01-16,2022-02-05,quantile,0.65,219.6717471500329
3 wk ahead inc death,29,2022-01-16,2022-02-05,quantile,0.65,620.8071374103919
3 wk ahead inc death,30,2022-01-16,2022-02-05,quantile,0.65,72.90666072167855
3 wk ahead inc death,32,2022-01-16,2022-02-05,quantile,0.65,226.06660075111995
3 wk ahead inc death,33,2022-01-16,2022-02-05,quantile,0.65,105.33092444824109
3 wk ahead inc death,35,2022-01-16,2022-02-05,quantile,0.65,257.59170177277974
3 wk ahead inc death,37,2022-01-16,2022-02-05,quantile,0.65,669.6053717732809
3 wk ahead inc death,38,2022-01-16,2022-02-05,quantile,0.65,58.315608765633584
3 wk ahead inc death,42,2022-01-16,2022-02-05,quantile,0.65,1606.096961110945
3 wk ahead inc death,44,2022-01-16,2022-02-05,quantile,0.65,135.89476530982986
3 wk ahead inc death,45,2022-01-16,2022-02-05,quantile,0.65,396.7919468647301
3 wk ahead inc death,46,2022-01-16,2022-02-05,quantile,0.65,86.4681488251928
3 wk ahead inc death,47,2022-01-16,2022-02-05,quantile,0.65,233.494996878334
3 wk ahead inc death,48,2022-01-16,2022-02-05,quantile,0.65,1407.2503069050238
3 wk ahead inc death,51,2022-01-16,2022-02-05,quantile,0.65,246.36671947561274
3 wk ahead inc death,54,2022-01-16,2022-02-05,quantile,0.65,175.00121163307463
3 wk ahead inc death,55,2022-01-16,2022-02-05,quantile,0.65,460.8350251567222
3 wk ahead inc death,56,2022-01-16,2022-02-05,quantile,0.65,70.56721975293374
3 wk ahead inc death,60,2022-01-16,2022-02-05,quantile,0.7,0.0
3 wk ahead inc death,69,2022-01-16,2022-02-05,quantile,0.7,4.893496789715506
3 wk ahead inc death,72,2022-01-16,2022-02-05,quantile,0.7,89.89928960139665
3 wk ahead inc death,01,2022-01-16,2022-02-05,quantile,0.7,291.1353700502091
3 wk ahead inc death,02,2022-01-16,2022-02-05,quantile,0.7,37.7122639777573
3 wk ahead inc death,04,2022-01-16,2022-02-05,quantile,0.7,687.9827243288402
3 wk ahead inc death,05,2022-01-16,2022-02-05,quantile,0.7,271.6277671300575
3 wk ahead inc death,06,2022-01-16,2022-02-05,quantile,0.7,1706.4143210199518
3 wk ahead inc death,08,2022-01-16,2022-02-05,quantile,0.7,374.77152181605493
3 wk ahead inc death,12,2022-01-16,2022-02-05,quantile,0.7,286.45270679730584
3 wk ahead inc death,13,2022-01-16,2022-02-05,quantile,0.7,820.1934123127162
3 wk ahead inc death,16,2022-01-16,2022-02-05,quantile,0.7,121.60724920109118
3 wk ahead inc death,17,2022-01-16,2022-02-05,quantile,0.7,1519.52391624122
3 wk ahead inc death,20,2022-01-16,2022-02-05,quantile,0.7,128.73284429604357
3 wk ahead inc death,21,2022-01-16,2022-02-05,quantile,0.7,288.3822931411371
3 wk ahead inc death,22,2022-01-16,2022-02-05,quantile,0.7,241.55468330986383
3 wk ahead inc death,26,2022-01-16,2022-02-05,quantile,0.7,1118.6415160295628
3 wk ahead inc death,27,2022-01-16,2022-02-05,quantile,0.7,365.15905049771925
3 wk ahead inc death,28,2022-01-16,2022-02-05,quantile,0.7,236.8427470906654
3 wk ahead inc death,29,2022-01-16,2022-02-05,quantile,0.7,641.4808356805179
3 wk ahead inc death,30,2022-01-16,2022-02-05,quantile,0.7,77.61558819555333
3 wk ahead inc death,32,2022-01-16,2022-02-05,quantile,0.7,244.54441606089694
3 wk ahead inc death,33,2022-01-16,2022-02-05,quantile,0.7,108.6291610981169
3 wk ahead inc death,35,2022-01-16,2022-02-05,quantile,0.7,271.6455341434323
3 wk ahead inc death,37,2022-01-16,2022-02-05,quantile,0.7,688.7672814160723
3 wk ahead inc death,38,2022-01-16,2022-02-05,quantile,0.7,60.716521629469874
3 wk ahead inc death,42,2022-01-16,2022-02-05,quantile,0.7,1616.2162768338644
3 wk ahead inc death,44,2022-01-16,2022-02-05,quantile,0.7,145.437917294829
3 wk ahead inc death,45,2022-01-16,2022-02-05,quantile,0.7,405.8655528831248
3 wk ahead inc death,46,2022-01-16,2022-02-05,quantile,0.7,91.2680704307444
3 wk ahead inc death,47,2022-01-16,2022-02-05,quantile,0.7,242.80136608048213
3 wk ahead inc death,48,2022-01-16,2022-02-05,quantile,0.7,1428.0904201918956
3 wk ahead inc death,51,2022-01-16,2022-02-05,quantile,0.7,255.4335922591203
3 wk ahead inc death,54,2022-01-16,2022-02-05,quantile,0.7,176.42976984062938
3 wk ahead inc death,55,2022-01-16,2022-02-05,quantile,0.7,477.08972172898643
3 wk ahead inc death,56,2022-01-16,2022-02-05,quantile,0.7,74.33000038789687
3 wk ahead inc death,60,2022-01-16,2022-02-05,quantile,0.75,0.0
3 wk ahead inc death,69,2022-01-16,2022-02-05,quantile,0.75,4.996825443903605
3 wk ahead inc death,72,2022-01-16,2022-02-05,quantile,0.75,90.701732401662
3 wk ahead inc death,01,2022-01-16,2022-02-05,quantile,0.75,306.47213290920416
3 wk ahead inc death,02,2022-01-16,2022-02-05,quantile,0.75,45.92309515038349
3 wk ahead inc death,04,2022-01-16,2022-02-05,quantile,0.75,744.2637831557126
3 wk ahead inc death,05,2022-01-16,2022-02-05,quantile,0.75,284.5935688220404
3 wk ahead inc death,06,2022-01-16,2022-02-05,quantile,0.75,1720.3444901233129
3 wk ahead inc death,08,2022-01-16,2022-02-05,quantile,0.75,385.0823828417076
3 wk ahead inc death,12,2022-01-16,2022-02-05,quantile,0.75,288.52853566053824
3 wk ahead inc death,13,2022-01-16,2022-02-05,quantile,0.75,832.2597823024645
3 wk ahead inc death,16,2022-01-16,2022-02-05,quantile,0.75,128.96168866143458
3 wk ahead inc death,17,2022-01-16,2022-02-05,quantile,0.75,1529.534527514495
3 wk ahead inc death,20,2022-01-16,2022-02-05,quantile,0.75,137.73981411371153
3 wk ahead inc death,21,2022-01-16,2022-02-05,quantile,0.75,301.58092025951214
3 wk ahead inc death,22,2022-01-16,2022-02-05,quantile,0.75,256.1110306665665
3 wk ahead inc death,26,2022-01-16,2022-02-05,quantile,0.75,1152.2657680028174
3 wk ahead inc death,27,2022-01-16,2022-02-05,quantile,0.75,401.2801924330645
3 wk ahead inc death,28,2022-01-16,2022-02-05,quantile,0.75,245.1958496421459
3 wk ahead inc death,29,2022-01-16,2022-02-05,quantile,0.75,653.9933533721348
3 wk ahead inc death,30,2022-01-16,2022-02-05,quantile,0.75,80.91774732228293
3 wk ahead inc death,32,2022-01-16,2022-02-05,quantile,0.75,259.40299525039086
3 wk ahead inc death,33,2022-01-16,2022-02-05,quantile,0.75,109.26442318039003
3 wk ahead inc death,35,2022-01-16,2022-02-05,quantile,0.75,290.79112202857306
3 wk ahead inc death,37,2022-01-16,2022-02-05,quantile,0.75,712.7882341757715
3 wk ahead inc death,38,2022-01-16,2022-02-05,quantile,0.75,61.29976649525881
3 wk ahead inc death,42,2022-01-16,2022-02-05,quantile,0.75,1627.0917634653724
3 wk ahead inc death,44,2022-01-16,2022-02-05,quantile,0.75,152.39984584843864
3 wk ahead inc death,45,2022-01-16,2022-02-05,quantile,0.75,429.722098747555
3 wk ahead inc death,46,2022-01-16,2022-02-05,quantile,0.75,98.01873346970973
3 wk ahead inc death,47,2022-01-16,2022-02-05,quantile,0.75,247.85127797254103
3 wk ahead inc death,48,2022-01-16,2022-02-05,quantile,0.75,1525.7406274171626
3 wk ahead inc death,51,2022-01-16,2022-02-05,quantile,0.75,267.4503722125121
3 wk ahead inc death,54,2022-01-16,2022-02-05,quantile,0.75,176.7851182355999
3 wk ahead inc death,55,2022-01-16,2022-02-05,quantile,0.75,515.0247085972659
3 wk ahead inc death,56,2022-01-16,2022-02-05,quantile,0.75,78.06013362956726
3 wk ahead inc death,60,2022-01-16,2022-02-05,quantile,0.8,0.0
3 wk ahead inc death,69,2022-01-16,2022-02-05,quantile,0.8,5.094505354807927
3 wk ahead inc death,72,2022-01-16,2022-02-05,quantile,0.8,91.56112279060184
3 wk ahead inc death,01,2022-01-16,2022-02-05,quantile,0.8,313.84571781707814
3 wk ahead inc death,02,2022-01-16,2022-02-05,quantile,0.8,48.2571033325928
3 wk ahead inc death,04,2022-01-16,2022-02-05,quantile,0.8,759.335007368842
3 wk ahead inc death,05,2022-01-16,2022-02-05,quantile,0.8,294.4196895844048
3 wk ahead inc death,06,2022-01-16,2022-02-05,quantile,0.8,1894.3434756594725
3 wk ahead inc death,08,2022-01-16,2022-02-05,quantile,0.8,408.25142875861025
3 wk ahead inc death,12,2022-01-16,2022-02-05,quantile,0.8,300.4055542189179
3 wk ahead inc death,13,2022-01-16,2022-02-05,quantile,0.8,837.933486685126
3 wk ahead inc death,16,2022-01-16,2022-02-05,quantile,0.8,133.67945281562075
3 wk ahead inc death,17,2022-01-16,2022-02-05,quantile,0.8,1538.2995963025273
3 wk ahead inc death,20,2022-01-16,2022-02-05,quantile,0.8,145.0386163295789
3 wk ahead inc death,21,2022-01-16,2022-02-05,quantile,0.8,318.83019174834715
3 wk ahead inc death,22,2022-01-16,2022-02-05,quantile,0.8,264.1776065137876
3 wk ahead inc death,26,2022-01-16,2022-02-05,quantile,0.8,1178.1860596353872
3 wk ahead inc death,27,2022-01-16,2022-02-05,quantile,0.8,410.2406472347288
3 wk ahead inc death,28,2022-01-16,2022-02-05,quantile,0.8,253.61127126290006
3 wk ahead inc death,29,2022-01-16,2022-02-05,quantile,0.8,662.4559865884445
3 wk ahead inc death,30,2022-01-16,2022-02-05,quantile,0.8,84.16085120110095
3 wk ahead inc death,32,2022-01-16,2022-02-05,quantile,0.8,270.59928697286125
3 wk ahead inc death,33,2022-01-16,2022-02-05,quantile,0.8,114.41314703126807
3 wk ahead inc death,35,2022-01-16,2022-02-05,quantile,0.8,309.29682822078723
3 wk ahead inc death,37,2022-01-16,2022-02-05,quantile,0.8,733.3275504397875
3 wk ahead inc death,38,2022-01-16,2022-02-05,quantile,0.8,62.42850637236059
3 wk ahead inc death,42,2022-01-16,2022-02-05,quantile,0.8,1721.6816517423877
3 wk ahead inc death,44,2022-01-16,2022-02-05,quantile,0.8,158.21631866051368
3 wk ahead inc death,45,2022-01-16,2022-02-05,quantile,0.8,446.7701898179509
3 wk ahead inc death,46,2022-01-16,2022-02-05,quantile,0.8,101.04774586656893
3 wk ahead inc death,47,2022-01-16,2022-02-05,quantile,0.8,254.41753759070718
3 wk ahead inc death,48,2022-01-16,2022-02-05,quantile,0.8,1553.9906422173208
3 wk ahead inc death,51,2022-01-16,2022-02-05,quantile,0.8,286.0058925381436
3 wk ahead inc death,54,2022-01-16,2022-02-05,quantile,0.8,180.72690081316983
3 wk ahead inc death,55,2022-01-16,2022-02-05,quantile,0.8,535.6510432896525
3 wk ahead inc death,56,2022-01-16,2022-02-05,quantile,0.8,82.17801515719128
3 wk ahead inc death,60,2022-01-16,2022-02-05,quantile,0.85,0.2230982636835961
3 wk ahead inc death,69,2022-01-16,2022-02-05,quantile,0.85,5.5119047959645595
3 wk ahead inc death,72,2022-01-16,2022-02-05,quantile,0.85,92.71994966689769
3 wk ahead inc death,01,2022-01-16,2022-02-05,quantile,0.85,327.1810344202627
3 wk ahead inc death,02,2022-01-16,2022-02-05,quantile,0.85,55.842932539738825
3 wk ahead inc death,04,2022-01-16,2022-02-05,quantile,0.85,777.2492368930116
3 wk ahead inc death,05,2022-01-16,2022-02-05,quantile,0.85,309.8916906977778
3 wk ahead inc death,06,2022-01-16,2022-02-05,quantile,0.85,2171.648573661363
3 wk ahead inc death,08,2022-01-16,2022-02-05,quantile,0.85,413.0442068603285
3 wk ahead inc death,12,2022-01-16,2022-02-05,quantile,0.85,320.98978143140664
3 wk ahead inc death,13,2022-01-16,2022-02-05,quantile,0.85,848.0032122484588
3 wk ahead inc death,16,2022-01-16,2022-02-05,quantile,0.85,141.89282540454744
3 wk ahead inc death,17,2022-01-16,2022-02-05,quantile,0.85,1593.143994318548
3 wk ahead inc death,20,2022-01-16,2022-02-05,quantile,0.85,155.34622568038878
3 wk ahead inc death,21,2022-01-16,2022-02-05,quantile,0.85,338.1459867279369
3 wk ahead inc death,22,2022-01-16,2022-02-05,quantile,0.85,269.276289244228
3 wk ahead inc death,26,2022-01-16,2022-02-05,quantile,0.85,1269.484666957101
3 wk ahead inc death,27,2022-01-16,2022-02-05,quantile,0.85,416.78138810217547
3 wk ahead inc death,28,2022-01-16,2022-02-05,quantile,0.85,261.70310948826057
3 wk ahead inc death,29,2022-01-16,2022-02-05,quantile,0.85,679.6143248735052
3 wk ahead inc death,30,2022-01-16,2022-02-05,quantile,0.85,87.90789229628307
3 wk ahead inc death,32,2022-01-16,2022-02-05,quantile,0.85,274.72377066489014
3 wk ahead inc death,33,2022-01-16,2022-02-05,quantile,0.85,123.63946120076882
3 wk ahead inc death,35,2022-01-16,2022-02-05,quantile,0.85,320.3114974107389
3 wk ahead inc death,37,2022-01-16,2022-02-05,quantile,0.85,892.1017219997113
3 wk ahead inc death,38,2022-01-16,2022-02-05,quantile,0.85,64.12689315771888
3 wk ahead inc death,42,2022-01-16,2022-02-05,quantile,0.85,1856.768426015496
3 wk ahead inc death,44,2022-01-16,2022-02-05,quantile,0.85,161.4571619366625
3 wk ahead inc death,45,2022-01-16,2022-02-05,quantile,0.85,476.48157466508053
3 wk ahead inc death,46,2022-01-16,2022-02-05,quantile,0.85,105.88865458547522
3 wk ahead inc death,47,2022-01-16,2022-02-05,quantile,0.85,273.3213703619608
3 wk ahead inc death,48,2022-01-16,2022-02-05,quantile,0.85,1631.5278144676242
3 wk ahead inc death,51,2022-01-16,2022-02-05,quantile,0.85,289.77927462591333
3 wk ahead inc death,54,2022-01-16,2022-02-05,quantile,0.85,192.39312992251376
3 wk ahead inc death,55,2022-01-16,2022-02-05,quantile,0.85,576.2170920147448
3 wk ahead inc death,56,2022-01-16,2022-02-05,quantile,0.85,84.16243887774625
3 wk ahead inc death,60,2022-01-16,2022-02-05,quantile,0.9,0.37358275667475027
3 wk ahead inc death,69,2022-01-16,2022-02-05,quantile,0.9,5.656926570516644
3 wk ahead inc death,72,2022-01-16,2022-02-05,quantile,0.9,93.91453364877151
3 wk ahead inc death,01,2022-01-16,2022-02-05,quantile,0.9,353.9115862756872
3 wk ahead inc death,02,2022-01-16,2022-02-05,quantile,0.9,73.82484385608866
3 wk ahead inc death,04,2022-01-16,2022-02-05,quantile,0.9,928.4696773439185
3 wk ahead inc death,05,2022-01-16,2022-02-05,quantile,0.9,314.5305716370084
3 wk ahead inc death,06,2022-01-16,2022-02-05,quantile,0.9,2380.1034827189164
3 wk ahead inc death,08,2022-01-16,2022-02-05,quantile,0.9,433.2117575143001
3 wk ahead inc death,12,2022-01-16,2022-02-05,quantile,0.9,335.9751276618815
3 wk ahead inc death,13,2022-01-16,2022-02-05,quantile,0.9,915.1511583624858
3 wk ahead inc death,16,2022-01-16,2022-02-05,quantile,0.9,154.15714577523636
3 wk ahead inc death,17,2022-01-16,2022-02-05,quantile,0.9,1746.0661155501841
3 wk ahead inc death,20,2022-01-16,2022-02-05,quantile,0.9,157.95102476655168
3 wk ahead inc death,21,2022-01-16,2022-02-05,quantile,0.9,369.8638588450047
3 wk ahead inc death,22,2022-01-16,2022-02-05,quantile,0.9,276.80844047067967
3 wk ahead inc death,26,2022-01-16,2022-02-05,quantile,0.9,1306.6945391190952
3 wk ahead inc death,27,2022-01-16,2022-02-05,quantile,0.9,434.6719633072079
3 wk ahead inc death,28,2022-01-16,2022-02-05,quantile,0.9,270.7757653646641
3 wk ahead inc death,29,2022-01-16,2022-02-05,quantile,0.9,732.0529595540506
3 wk ahead inc death,30,2022-01-16,2022-02-05,quantile,0.9,91.75902643057563
3 wk ahead inc death,32,2022-01-16,2022-02-05,quantile,0.9,288.3355446159751
3 wk ahead inc death,33,2022-01-16,2022-02-05,quantile,0.9,124.6027078145426
3 wk ahead inc death,35,2022-01-16,2022-02-05,quantile,0.9,326.2058891465017
3 wk ahead inc death,37,2022-01-16,2022-02-05,quantile,0.9,979.8724555776718
3 wk ahead inc death,38,2022-01-16,2022-02-05,quantile,0.9,69.60385098568742
3 wk ahead inc death,42,2022-01-16,2022-02-05,quantile,0.9,2009.204614785418
3 wk ahead inc death,44,2022-01-16,2022-02-05,quantile,0.9,162.2587049553078
3 wk ahead inc death,45,2022-01-16,2022-02-05,quantile,0.9,490.70276725888664
3 wk ahead inc death,46,2022-01-16,2022-02-05,quantile,0.9,115.06956660056167
3 wk ahead inc death,47,2022-01-16,2022-02-05,quantile,0.9,291.35557027853065
3 wk ahead inc death,48,2022-01-16,2022-02-05,quantile,0.9,1783.769086409404
3 wk ahead inc death,51,2022-01-16,2022-02-05,quantile,0.9,298.9008460235804
3 wk ahead inc death,54,2022-01-16,2022-02-05,quantile,0.9,211.99330741456708
3 wk ahead inc death,55,2022-01-16,2022-02-05,quantile,0.9,586.2212359315397
3 wk ahead inc death,56,2022-01-16,2022-02-05,quantile,0.9,96.37134293015932
