target,forecast_date,target_end_date,type,quantile,location,value
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.35,32,59.85714340209961
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.35,33,64.03590954002452
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.35,34,270.4087829589844
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.35,35,114.73015764024522
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.35,36,718.7452781882005
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.35,37,185.16624567024866
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.35,38,19.24285755157471
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.35,40,105.22464888993795
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.35,41,62.08058499067556
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.35,42,705.221911477688
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.35,44,47.588242859405
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.35,45,137.45714416503907
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.35,46,26.168361907053622
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.35,47,348.9660746627487
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.35,48,405.40233939034596
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.35,49,42.298133415687424
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.35,50,17.920501707863544
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.35,51,349.84153435885673
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.35,53,95.10823012843805
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.35,54,80.44570308679857
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.35,55,244.57142639160156
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.35,56,14.954647846560617
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,60,0.0
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,66,1.1315192646450467
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,69,4.269642889499664
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,72,57.17977976826924
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,78,10.6433498448339
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,01,94.82846641540527
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,02,7.5714345886614565
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,04,348.0255126953125
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,05,147.43798116743332
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,06,415.4725271371695
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,08,183.5666707356771
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,09,109.83883544026564
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,10,39.785715103149414
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,11,16.267857313156128
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,12,233.24285586610702
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,13,314.7652958024294
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,15,42.03571705590002
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,16,36.71428680419922
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,17,414.19047376844617
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,18,279.3343719216547
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,19,82.0
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,20,58.98572311399039
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,21,142.24444202240556
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,22,64.14286041259766
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,23,45.22573973672314
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,25,317.28570341027194
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,26,565.364439642722
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,27,202.5664562722668
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,28,75.51773989109533
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,29,217.85714721679688
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,30,18.571428298950195
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,31,37.408164978027344
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,32,64.00000190734863
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,33,64.42857360839844
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,34,272.00292839078855
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,35,118.55714416503906
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,36,729.6210768342569
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,37,187.88972313800141
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,38,21.14285659790039
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,40,108.25510427254873
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,41,64.62087798904395
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,42,723.8584588637151
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,44,49.85714340209961
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,45,139.51613247779107
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,46,26.36979515994947
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,47,351.79079464708474
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,48,410.23697258444395
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,49,42.9759574642067
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,50,18.249252909433153
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,51,354.28570556640625
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,53,101.0086611462757
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,54,80.61668759793892
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,55,253.85714721679688
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.4,56,15.952903293178679
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,60,0.0
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,66,1.1428571939468384
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,69,4.523809432983398
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,72,57.49626477559909
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,78,12.01428575515747
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,01,100.65704600016277
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,02,9.333336557659399
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,04,352.0
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,05,151.22216058714307
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,06,421.73572158813477
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,08,190.35714721679688
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,09,116.03498736426322
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,10,41.403061866760254
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,11,17.380952835083008
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,12,242.85712650849018
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,13,319.0091005621611
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,15,47.92494054182859
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,16,39.80952453613281
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,17,428.8857116699219
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,18,287.26191093811457
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,19,83.85237890575081
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,20,63.10714571815333
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,21,144.47521691758027
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,22,66.59237980435137
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,23,45.666669391444884
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,25,324.4725179148372
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,26,581.1984255351126
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,27,209.29687981461174
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,28,76.22556789402525
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,29,221.78570720122661
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,30,20.004943941625243
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,31,39.571428298950195
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,32,70.0857162475586
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,33,66.7593994140625
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,34,286.20878852593404
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,35,121.77142944335938
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,36,750.1893338537775
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,37,191.74285888671875
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,38,21.857142993382045
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,40,111.51676506342483
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,41,68.35065276450773
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,42,740.4507172803771
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,44,50.15331044556988
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,45,140.43495082855225
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,46,26.60466467922217
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,47,363.9373763561627
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,48,414.9885681152344
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,49,43.87378246820299
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,50,18.428571701049805
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,51,361.65309120764334
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,53,105.02597828654689
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,54,81.18615263560787
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,55,257.1999941144604
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.45,56,16.5510196685791
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,60,0.0
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,66,1.1428571939468384
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,69,5.473098278045654
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,72,58.503517655490164
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,78,12.868131931011494
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,01,111.03195263561793
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,02,10.247676667417984
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,04,364.57142944335936
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,05,153.4103110290598
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,06,440.4285583496094
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,08,204.2857208251953
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,09,122.23077554667059
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,10,43.13333257039388
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,11,19.104761759440105
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,12,245.38094777908796
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,13,327.09230457348747
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,15,48.96429238998098
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,16,40.249999046325684
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,17,440.49998779296874
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,18,294.50000762939453
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,19,85.781212649193
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,20,66.471433585044
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,21,145.61110781109892
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,22,71.4491902976032
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,23,47.24642813546234
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,25,337.67449696116074
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,26,598.9311363846261
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,27,212.37018922166632
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,28,77.55446193894011
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,29,226.72189934137276
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,30,21.14285659790039
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,31,41.57143020629883
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,32,72.19047546386719
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,33,68.55847538169354
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,34,291.4803665559648
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,35,124.28571319580078
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,36,774.2903442382812
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,37,196.38094584147134
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,38,22.214285850524902
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,40,113.04511125728807
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,41,72.45604621968232
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,42,745.9600064398255
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,44,51.0000024704615
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,45,140.49872303009033
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,46,27.256072442876757
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,47,370.39387288525097
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,48,417.00794474283856
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,49,46.54738047456058
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,50,18.428571701049805
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,51,365.0678822590659
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,53,110.06233857390471
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,54,84.38180373602528
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,55,261.80905827645284
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.5,56,16.63683848179062
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,60,0.0
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,66,1.1428571939468384
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,69,5.5714287757873535
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,72,59.725928648036934
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,78,13.319387640271868
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,01,116.57065252414336
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,02,11.285714149475098
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,04,377.3571472167969
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,05,154.38216731331568
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,06,462.57142130533856
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,08,210.85714721679688
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,09,128.9553624595859
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,10,46.40816279820034
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,11,20.33333354526096
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,12,252.12911584880203
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,13,330.3245222910285
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,15,58.2143112931808
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,16,40.392855644226074
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,17,443.4285583496094
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,18,297.2523132777265
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,19,89.16191515245009
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,20,70.42857360839844
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,21,147.9404771214727
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,22,72.12982803657397
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,23,49.85714340209961
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,25,348.0340168628192
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,26,604.5291094320575
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,27,214.60528652888954
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,28,81.28571319580078
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,29,229.4801587301772
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,30,22.12924603355932
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,31,43.90612302507673
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,32,75.65918159484863
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,33,73.096745687329
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,34,294.4065936860584
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,35,129.83900112575955
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,36,786.6782742619598
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,37,206.88094838460287
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,38,23.035714149475098
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,40,117.01020999834873
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,41,75.75608642091642
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,42,752.6159581411691
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,44,52.08550882066454
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,45,142.5
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,46,28.240699792901676
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,47,396.0937411960474
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,48,421.93233075058254
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,49,50.686420479594695
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,50,18.616507592003394
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,51,392.28564717797764
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,53,115.8744607004337
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,54,93.17880475092679
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,55,270.02448884919284
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.55,56,17.571428298950195
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,60,0.0
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,66,1.4367347240447998
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,69,5.691729470303184
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,72,60.95937128262936
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,78,13.928571462631226
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,01,122.09088308713399
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,02,12.986400020381552
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,04,392.6190490722656
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,05,157.227294921875
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,06,492.03062220982144
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,08,226.14285278320312
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,09,140.42857360839844
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,10,51.428571701049805
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,11,23.589284896850586
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,12,254.0241744156927
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,13,333.8736026471015
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,15,62.78754726870773
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,16,41.66666793823242
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,17,449.528564453125
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,18,303.28570556640625
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,19,97.67619665234815
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,20,73.51322896638885
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,21,153.29787802930576
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,22,75.57708516432982
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,23,51.00000217981869
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,25,359.2900848723948
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,26,620.5
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,27,217.85714721679688
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,28,81.59537201897317
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,29,233.83503656968242
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,30,22.85714340209961
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,31,45.414693450927736
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,32,77.34402247837612
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,33,74.00816733637274
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,34,295.3348392537684
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,35,133.41071319580078
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,36,812.3902818072461
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,37,219.03570938110352
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,38,23.821428775787354
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,40,118.80522892820069
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,41,76.30298504311524
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,42,786.5283020537563
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,44,54.952390277202035
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,45,146.14285278320312
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,46,29.508384118432478
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,47,403.6078583067283
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,48,440.8571319580078
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,49,51.05822040614442
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,50,18.7842558360704
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,51,418.6153656677343
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,53,116.79790686734393
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,54,94.14286041259766
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,55,279.0836455395446
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.6,56,18.38016856845934
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,60,0.0
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,66,1.4651286767876666
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,69,5.942857170104981
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,72,62.21756063272254
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,78,14.857142448425293
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,01,123.59926784397618
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,02,13.477277401031632
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,04,416.6428527832031
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,05,161.51960557317378
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,06,496.04761759440106
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,08,233.97959899902344
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,09,144.4746084408098
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,10,55.67857265472412
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,11,26.897959300449916
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,12,269.06207138455164
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,13,350.86997022183596
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,15,63.035115904524446
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,16,42.57143020629883
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,17,479.71429443359375
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,18,312.48570556640624
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,19,101.28571319580078
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,20,75.82665544116277
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,21,156.45713806152344
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,22,81.28571319580078
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,23,52.25396728515625
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,25,395.2684050460532
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,26,648.9021821863511
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,27,226.14285278320312
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,28,85.35591184484858
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,29,236.61224044931518
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,30,24.31418601443571
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,31,46.342855834960936
2 wk ahead inc death,2022-01-02,2022-01-15,quantile,0.65,32,80.85714340209961
