forecast_date,target,target_end_date,type,quantile,location,value
2021-11-28,1 wk ahead inc case,2021-12-04,point,,US,611136.0
2021-11-28,2 wk ahead inc case,2021-12-11,point,,US,588101.0
2021-11-28,3 wk ahead inc case,2021-12-18,point,,US,619480.0
2021-11-28,4 wk ahead inc case,2021-12-25,point,,US,637228.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,60,1.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,66,104.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,69,30.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,72,720.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,78,72.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,01,2684.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,02,1944.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,04,27160.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,05,4121.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,06,25300.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,08,18838.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,09,5961.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,10,2712.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,11,644.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,12,6864.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,13,6506.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,15,938.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,16,2606.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,17,33944.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,18,18490.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,19,9100.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,20,7156.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,21,9240.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,22,2317.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,23,4052.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,24,6282.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,25,20302.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,26,53721.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,27,26002.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,28,2265.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,29,9204.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,30,2308.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,31,5790.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,32,4016.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,33,6284.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,34,16156.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,35,9156.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,36,48744.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,37,11639.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,38,2904.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,39,40218.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,40,4533.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,41,4322.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,42,46144.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,44,3472.0
2021-11-28,1 wk ahead inc case,2021-12-04,point,,45,4362.0
