forecast_date,target,target_end_date,type,quantile,value,location
2021-05-16,1 wk ahead inc case,2021-05-22,point,,210144.0,US
2021-05-16,1 wk ahead inc case,2021-05-22,quantile,0.025,108946.05127780493,US
2021-05-16,1 wk ahead inc case,2021-05-22,quantile,0.1,167186.36422649122,US
2021-05-16,1 wk ahead inc case,2021-05-22,quantile,0.25,189633.50634785494,US
2021-05-16,1 wk ahead inc case,2021-05-22,quantile,0.5,202488.9977867994,US
2021-05-16,1 wk ahead inc case,2021-05-22,quantile,0.75,229228.7552719285,US
2021-05-16,1 wk ahead inc case,2021-05-22,quantile,0.9,278264.9102114282,US
2021-05-16,1 wk ahead inc case,2021-05-22,quantile,0.975,304574.64808668656,US
2021-05-16,2 wk ahead inc case,2021-05-29,point,,170935.0,US
2021-05-16,2 wk ahead inc case,2021-05-29,quantile,0.025,89562.90027882096,US
2021-05-16,2 wk ahead inc case,2021-05-29,quantile,0.1,135425.00013518578,US
2021-05-16,2 wk ahead inc case,2021-05-29,quantile,0.25,154306.17244149084,US
2021-05-16,2 wk ahead inc case,2021-05-29,quantile,0.5,164934.08306764593,US
2021-05-16,2 wk ahead inc case,2021-05-29,quantile,0.75,188977.1320328092,US
2021-05-16,2 wk ahead inc case,2021-05-29,quantile,0.9,225875.83948387328,US
2021-05-16,2 wk ahead inc case,2021-05-29,quantile,0.975,250525.6624834288,US
2021-05-16,3 wk ahead inc case,2021-06-05,point,,141729.0,US
2021-05-16,3 wk ahead inc case,2021-06-05,quantile,0.025,80102.5988061764,US
2021-05-16,3 wk ahead inc case,2021-06-05,quantile,0.1,114231.2076173014,US
2021-05-16,3 wk ahead inc case,2021-06-05,quantile,0.25,127687.15441856501,US
2021-05-16,3 wk ahead inc case,2021-06-05,quantile,0.5,137028.12839202042,US
2021-05-16,3 wk ahead inc case,2021-06-05,quantile,0.75,156971.1849664882,US
2021-05-16,3 wk ahead inc case,2021-06-05,quantile,0.9,181674.38845313547,US
2021-05-16,3 wk ahead inc case,2021-06-05,quantile,0.975,203095.8541024974,US
2021-05-16,4 wk ahead inc case,2021-06-12,point,,118914.0,US
2021-05-16,4 wk ahead inc case,2021-06-12,quantile,0.025,69901.9119259333,US
2021-05-16,4 wk ahead inc case,2021-06-12,quantile,0.1,96363.84384357776,US
2021-05-16,4 wk ahead inc case,2021-06-12,quantile,0.25,107051.66435493615,US
2021-05-16,4 wk ahead inc case,2021-06-12,quantile,0.5,115793.63148618687,US
2021-05-16,4 wk ahead inc case,2021-06-12,quantile,0.75,131812.15686015037,US
2021-05-16,4 wk ahead inc case,2021-06-12,quantile,0.9,150213.48930085116,US
2021-05-16,4 wk ahead inc case,2021-06-12,quantile,0.975,167826.1745072017,US
2021-05-16,1 wk ahead inc case,2021-05-22,point,,589.0,02
2021-05-16,1 wk ahead inc case,2021-05-22,point,,60.0,66
2021-05-16,1 wk ahead inc case,2021-05-22,point,,6.0,69
2021-05-16,1 wk ahead inc case,2021-05-22,point,,1087.0,72
2021-05-16,1 wk ahead inc case,2021-05-22,point,,69.0,78
2021-05-16,1 wk ahead inc case,2021-05-22,point,,2060.0,01
2021-05-16,1 wk ahead inc case,2021-05-22,point,,4172.0,04
2021-05-16,1 wk ahead inc case,2021-05-22,point,,1278.0,05
2021-05-16,1 wk ahead inc case,2021-05-22,point,,10068.0,06
2021-05-16,1 wk ahead inc case,2021-05-22,point,,7075.0,08
2021-05-16,1 wk ahead inc case,2021-05-22,point,,2096.0,09
2021-05-16,1 wk ahead inc case,2021-05-22,point,,810.0,10
2021-05-16,1 wk ahead inc case,2021-05-22,point,,251.0,11
2021-05-16,1 wk ahead inc case,2021-05-22,point,,20817.0,12
2021-05-16,1 wk ahead inc case,2021-05-22,point,,5033.0,13
2021-05-16,1 wk ahead inc case,2021-05-22,point,,583.0,15
2021-05-16,1 wk ahead inc case,2021-05-22,point,,1036.0,16
2021-05-16,1 wk ahead inc case,2021-05-22,point,,10709.0,17
2021-05-16,1 wk ahead inc case,2021-05-22,point,,5281.0,18
2021-05-16,1 wk ahead inc case,2021-05-22,point,,1606.0,19
2021-05-16,1 wk ahead inc case,2021-05-22,point,,1105.0,20
2021-05-16,1 wk ahead inc case,2021-05-22,point,,3302.0,21
2021-05-16,1 wk ahead inc case,2021-05-22,point,,3078.0,22
2021-05-16,1 wk ahead inc case,2021-05-22,point,,1780.0,23
2021-05-16,1 wk ahead inc case,2021-05-22,point,,2793.0,24
2021-05-16,1 wk ahead inc case,2021-05-22,point,,4268.0,25
2021-05-16,1 wk ahead inc case,2021-05-22,point,,14168.0,26
2021-05-16,1 wk ahead inc case,2021-05-22,point,,6175.0,27
2021-05-16,1 wk ahead inc case,2021-05-22,point,,1366.0,28
2021-05-16,1 wk ahead inc case,2021-05-22,point,,2825.0,29
2021-05-16,1 wk ahead inc case,2021-05-22,point,,771.0,30
2021-05-16,1 wk ahead inc case,2021-05-22,point,,1073.0,31
2021-05-16,1 wk ahead inc case,2021-05-22,point,,2424.0,32
2021-05-16,1 wk ahead inc case,2021-05-22,point,,931.0,33
2021-05-16,1 wk ahead inc case,2021-05-22,point,,4036.0,34
2021-05-16,1 wk ahead inc case,2021-05-22,point,,1386.0,35
2021-05-16,1 wk ahead inc case,2021-05-22,point,,12525.0,36
2021-05-16,1 wk ahead inc case,2021-05-22,point,,7656.0,37
2021-05-16,1 wk ahead inc case,2021-05-22,point,,623.0,38
2021-05-16,1 wk ahead inc case,2021-05-22,point,,6770.0,39
2021-05-16,1 wk ahead inc case,2021-05-22,point,,1160.0,40
2021-05-16,1 wk ahead inc case,2021-05-22,point,,3881.0,41
2021-05-16,1 wk ahead inc case,2021-05-22,point,,11914.0,42
2021-05-16,1 wk ahead inc case,2021-05-22,point,,785.0,44
2021-05-16,1 wk ahead inc case,2021-05-22,point,,3165.0,45
2021-05-16,1 wk ahead inc case,2021-05-22,point,,393.0,46
2021-05-16,1 wk ahead inc case,2021-05-22,point,,3813.0,47
2021-05-16,1 wk ahead inc case,2021-05-22,point,,12400.0,48
2021-05-16,1 wk ahead inc case,2021-05-22,point,,2022.0,49
2021-05-16,1 wk ahead inc case,2021-05-22,point,,352.0,50
2021-05-16,1 wk ahead inc case,2021-05-22,point,,3553.0,51
2021-05-16,1 wk ahead inc case,2021-05-22,point,,7151.0,53
2021-05-16,1 wk ahead inc case,2021-05-22,point,,2141.0,54
2021-05-16,1 wk ahead inc case,2021-05-22,point,,3214.0,55
2021-05-16,1 wk ahead inc case,2021-05-22,point,,456.0,56
2021-05-16,2 wk ahead inc case,2021-05-29,point,,584.0,02
2021-05-16,2 wk ahead inc case,2021-05-29,point,,69.0,66
2021-05-16,2 wk ahead inc case,2021-05-29,point,,6.0,69
2021-05-16,2 wk ahead inc case,2021-05-29,point,,694.0,72
2021-05-16,2 wk ahead inc case,2021-05-29,point,,73.0,78
2021-05-16,2 wk ahead inc case,2021-05-29,point,,1886.0,01
2021-05-16,2 wk ahead inc case,2021-05-29,point,,3484.0,04
2021-05-16,2 wk ahead inc case,2021-05-29,point,,1227.0,05
2021-05-16,2 wk ahead inc case,2021-05-29,point,,8095.0,06
2021-05-16,2 wk ahead inc case,2021-05-29,point,,5650.0,08
2021-05-16,2 wk ahead inc case,2021-05-29,point,,1671.0,09
2021-05-16,2 wk ahead inc case,2021-05-29,point,,624.0,10
2021-05-16,2 wk ahead inc case,2021-05-29,point,,206.0,11
2021-05-16,2 wk ahead inc case,2021-05-29,point,,16262.0,12
2021-05-16,2 wk ahead inc case,2021-05-29,point,,3985.0,13
2021-05-16,2 wk ahead inc case,2021-05-29,point,,550.0,15
2021-05-16,2 wk ahead inc case,2021-05-29,point,,966.0,16
2021-05-16,2 wk ahead inc case,2021-05-29,point,,8471.0,17
2021-05-16,2 wk ahead inc case,2021-05-29,point,,4301.0,18
2021-05-16,2 wk ahead inc case,2021-05-29,point,,1331.0,19
2021-05-16,2 wk ahead inc case,2021-05-29,point,,980.0,20
2021-05-16,2 wk ahead inc case,2021-05-29,point,,2817.0,21
2021-05-16,2 wk ahead inc case,2021-05-29,point,,2902.0,22
2021-05-16,2 wk ahead inc case,2021-05-29,point,,1650.0,23
2021-05-16,2 wk ahead inc case,2021-05-29,point,,2280.0,24
2021-05-16,2 wk ahead inc case,2021-05-29,point,,3345.0,25
2021-05-16,2 wk ahead inc case,2021-05-29,point,,10936.0,26
2021-05-16,2 wk ahead inc case,2021-05-29,point,,5049.0,27
2021-05-16,2 wk ahead inc case,2021-05-29,point,,1343.0,28
2021-05-16,2 wk ahead inc case,2021-05-29,point,,2342.0,29
2021-05-16,2 wk ahead inc case,2021-05-29,point,,729.0,30
2021-05-16,2 wk ahead inc case,2021-05-29,point,,971.0,31
2021-05-16,2 wk ahead inc case,2021-05-29,point,,2264.0,32
2021-05-16,2 wk ahead inc case,2021-05-29,point,,757.0,33
2021-05-16,2 wk ahead inc case,2021-05-29,point,,3244.0,34
2021-05-16,2 wk ahead inc case,2021-05-29,point,,1324.0,35
2021-05-16,2 wk ahead inc case,2021-05-29,point,,9748.0,36
2021-05-16,2 wk ahead inc case,2021-05-29,point,,6219.0,37
2021-05-16,2 wk ahead inc case,2021-05-29,point,,561.0,38
2021-05-16,2 wk ahead inc case,2021-05-29,point,,5498.0,39
2021-05-16,2 wk ahead inc case,2021-05-29,point,,1065.0,40
2021-05-16,2 wk ahead inc case,2021-05-29,point,,3219.0,41
2021-05-16,2 wk ahead inc case,2021-05-29,point,,9409.0,42
2021-05-16,2 wk ahead inc case,2021-05-29,point,,600.0,44
2021-05-16,2 wk ahead inc case,2021-05-29,point,,2614.0,45
2021-05-16,2 wk ahead inc case,2021-05-29,point,,328.0,46
2021-05-16,2 wk ahead inc case,2021-05-29,point,,3178.0,47
2021-05-16,2 wk ahead inc case,2021-05-29,point,,9549.0,48
2021-05-16,2 wk ahead inc case,2021-05-29,point,,1810.0,49
2021-05-16,2 wk ahead inc case,2021-05-29,point,,315.0,50
2021-05-16,2 wk ahead inc case,2021-05-29,point,,2801.0,51
2021-05-16,2 wk ahead inc case,2021-05-29,point,,5888.0,53
2021-05-16,2 wk ahead inc case,2021-05-29,point,,1964.0,54
2021-05-16,2 wk ahead inc case,2021-05-29,point,,2648.0,55
2021-05-16,2 wk ahead inc case,2021-05-29,point,,446.0,56
2021-05-16,3 wk ahead inc case,2021-06-05,point,,705.0,02
2021-05-16,3 wk ahead inc case,2021-06-05,point,,66.0,66
2021-05-16,3 wk ahead inc case,2021-06-05,point,,6.0,69
2021-05-16,3 wk ahead inc case,2021-06-05,point,,568.0,72
2021-05-16,3 wk ahead inc case,2021-06-05,point,,71.0,78
2021-05-16,3 wk ahead inc case,2021-06-05,point,,1727.0,01
2021-05-16,3 wk ahead inc case,2021-06-05,point,,2906.0,04
2021-05-16,3 wk ahead inc case,2021-06-05,point,,1181.0,05
2021-05-16,3 wk ahead inc case,2021-06-05,point,,6607.0,06
2021-05-16,3 wk ahead inc case,2021-06-05,point,,4561.0,08
2021-05-16,3 wk ahead inc case,2021-06-05,point,,1352.0,09
2021-05-16,3 wk ahead inc case,2021-06-05,point,,511.0,10
2021-05-16,3 wk ahead inc case,2021-06-05,point,,181.0,11
2021-05-16,3 wk ahead inc case,2021-06-05,point,,12859.0,12
2021-05-16,3 wk ahead inc case,2021-06-05,point,,3168.0,13
2021-05-16,3 wk ahead inc case,2021-06-05,point,,519.0,15
2021-05-16,3 wk ahead inc case,2021-06-05,point,,914.0,16
2021-05-16,3 wk ahead inc case,2021-06-05,point,,6887.0,17
2021-05-16,3 wk ahead inc case,2021-06-05,point,,3549.0,18
2021-05-16,3 wk ahead inc case,2021-06-05,point,,1124.0,19
2021-05-16,3 wk ahead inc case,2021-06-05,point,,896.0,20
2021-05-16,3 wk ahead inc case,2021-06-05,point,,2391.0,21
2021-05-16,3 wk ahead inc case,2021-06-05,point,,2732.0,22
2021-05-16,3 wk ahead inc case,2021-06-05,point,,1543.0,23
2021-05-16,3 wk ahead inc case,2021-06-05,point,,1879.0,24
2021-05-16,3 wk ahead inc case,2021-06-05,point,,2702.0,25
2021-05-16,3 wk ahead inc case,2021-06-05,point,,8570.0,26
2021-05-16,3 wk ahead inc case,2021-06-05,point,,4136.0,27
2021-05-16,3 wk ahead inc case,2021-06-05,point,,1302.0,28
2021-05-16,3 wk ahead inc case,2021-06-05,point,,1968.0,29
2021-05-16,3 wk ahead inc case,2021-06-05,point,,691.0,30
2021-05-16,3 wk ahead inc case,2021-06-05,point,,884.0,31
2021-05-16,3 wk ahead inc case,2021-06-05,point,,2099.0,32
2021-05-16,3 wk ahead inc case,2021-06-05,point,,642.0,33
2021-05-16,3 wk ahead inc case,2021-06-05,point,,2645.0,34
2021-05-16,3 wk ahead inc case,2021-06-05,point,,1291.0,35
2021-05-16,3 wk ahead inc case,2021-06-05,point,,7891.0,36
2021-05-16,3 wk ahead inc case,2021-06-05,point,,5092.0,37
2021-05-16,3 wk ahead inc case,2021-06-05,point,,511.0,38
2021-05-16,3 wk ahead inc case,2021-06-05,point,,4515.0,39
2021-05-16,3 wk ahead inc case,2021-06-05,point,,997.0,40
2021-05-16,3 wk ahead inc case,2021-06-05,point,,2685.0,41
2021-05-16,3 wk ahead inc case,2021-06-05,point,,7549.0,42
2021-05-16,3 wk ahead inc case,2021-06-05,point,,491.0,44
2021-05-16,3 wk ahead inc case,2021-06-05,point,,2183.0,45
2021-05-16,3 wk ahead inc case,2021-06-05,point,,274.0,46
2021-05-16,3 wk ahead inc case,2021-06-05,point,,2664.0,47
2021-05-16,3 wk ahead inc case,2021-06-05,point,,7544.0,48
2021-05-16,3 wk ahead inc case,2021-06-05,point,,1625.0,49
2021-05-16,3 wk ahead inc case,2021-06-05,point,,284.0,50
2021-05-16,3 wk ahead inc case,2021-06-05,point,,2278.0,51
2021-05-16,3 wk ahead inc case,2021-06-05,point,,4869.0,53
2021-05-16,3 wk ahead inc case,2021-06-05,point,,1824.0,54
2021-05-16,3 wk ahead inc case,2021-06-05,point,,2179.0,55
2021-05-16,3 wk ahead inc case,2021-06-05,point,,434.0,56
2021-05-16,4 wk ahead inc case,2021-06-12,point,,833.0,02
2021-05-16,4 wk ahead inc case,2021-06-12,point,,65.0,66
2021-05-16,4 wk ahead inc case,2021-06-12,point,,8.0,69
2021-05-16,4 wk ahead inc case,2021-06-12,point,,581.0,72
2021-05-16,4 wk ahead inc case,2021-06-12,point,,70.0,78
2021-05-16,4 wk ahead inc case,2021-06-12,point,,1580.0,01
2021-05-16,4 wk ahead inc case,2021-06-12,point,,2415.0,04
2021-05-16,4 wk ahead inc case,2021-06-12,point,,1139.0,05
2021-05-16,4 wk ahead inc case,2021-06-12,point,,5416.0,06
2021-05-16,4 wk ahead inc case,2021-06-12,point,,3719.0,08
2021-05-16,4 wk ahead inc case,2021-06-12,point,,1124.0,09
2021-05-16,4 wk ahead inc case,2021-06-12,point,,415.0,10
2021-05-16,4 wk ahead inc case,2021-06-12,point,,160.0,11
2021-05-16,4 wk ahead inc case,2021-06-12,point,,10256.0,12
2021-05-16,4 wk ahead inc case,2021-06-12,point,,2546.0,13
2021-05-16,4 wk ahead inc case,2021-06-12,point,,496.0,15
2021-05-16,4 wk ahead inc case,2021-06-12,point,,868.0,16
2021-05-16,4 wk ahead inc case,2021-06-12,point,,5618.0,17
2021-05-16,4 wk ahead inc case,2021-06-12,point,,2959.0,18
2021-05-16,4 wk ahead inc case,2021-06-12,point,,1004.0,19
2021-05-16,4 wk ahead inc case,2021-06-12,point,,828.0,20
2021-05-16,4 wk ahead inc case,2021-06-12,point,,2033.0,21
2021-05-16,4 wk ahead inc case,2021-06-12,point,,2574.0,22
2021-05-16,4 wk ahead inc case,2021-06-12,point,,1444.0,23
2021-05-16,4 wk ahead inc case,2021-06-12,point,,1537.0,24
2021-05-16,4 wk ahead inc case,2021-06-12,point,,2188.0,25
2021-05-16,4 wk ahead inc case,2021-06-12,point,,6869.0,26
2021-05-16,4 wk ahead inc case,2021-06-12,point,,3433.0,27
2021-05-16,4 wk ahead inc case,2021-06-12,point,,1262.0,28
2021-05-16,4 wk ahead inc case,2021-06-12,point,,1654.0,29
2021-05-16,4 wk ahead inc case,2021-06-12,point,,647.0,30
2021-05-16,4 wk ahead inc case,2021-06-12,point,,820.0,31
2021-05-16,4 wk ahead inc case,2021-06-12,point,,1948.0,32
2021-05-16,4 wk ahead inc case,2021-06-12,point,,547.0,33
2021-05-16,4 wk ahead inc case,2021-06-12,point,,2156.0,34
2021-05-16,4 wk ahead inc case,2021-06-12,point,,1265.0,35
2021-05-16,4 wk ahead inc case,2021-06-12,point,,6337.0,36
2021-05-16,4 wk ahead inc case,2021-06-12,point,,4228.0,37
2021-05-16,4 wk ahead inc case,2021-06-12,point,,464.0,38
2021-05-16,4 wk ahead inc case,2021-06-12,point,,3784.0,39
2021-05-16,4 wk ahead inc case,2021-06-12,point,,940.0,40
2021-05-16,4 wk ahead inc case,2021-06-12,point,,2244.0,41
2021-05-16,4 wk ahead inc case,2021-06-12,point,,6133.0,42
2021-05-16,4 wk ahead inc case,2021-06-12,point,,408.0,44
2021-05-16,4 wk ahead inc case,2021-06-12,point,,1822.0,45
2021-05-16,4 wk ahead inc case,2021-06-12,point,,228.0,46
2021-05-16,4 wk ahead inc case,2021-06-12,point,,2267.0,47
2021-05-16,4 wk ahead inc case,2021-06-12,point,,5998.0,48
2021-05-16,4 wk ahead inc case,2021-06-12,point,,1477.0,49
2021-05-16,4 wk ahead inc case,2021-06-12,point,,256.0,50
2021-05-16,4 wk ahead inc case,2021-06-12,point,,1891.0,51
2021-05-16,4 wk ahead inc case,2021-06-12,point,,4031.0,53
2021-05-16,4 wk ahead inc case,2021-06-12,point,,1694.0,54
2021-05-16,4 wk ahead inc case,2021-06-12,point,,1804.0,55
2021-05-16,4 wk ahead inc case,2021-06-12,point,,422.0,56
2021-05-16,1 wk ahead inc case,2021-05-22,quantile,0.025,50.64285850524902,02
2021-05-16,1 wk ahead inc case,2021-05-22,quantile,0.025,31.0,66
2021-05-16,1 wk ahead inc case,2021-05-22,quantile,0.025,1.0000000397364297,69
2021-05-16,1 wk ahead inc case,2021-05-22,quantile,0.025,18.389611441241637,72
