forecast_date,target,target_end_date,type,quantile,location,value
2021-06-06,1 wk ahead inc case,2021-06-12,point,,US,79882.0
2021-06-06,2 wk ahead inc case,2021-06-19,point,,US,67866.0
2021-06-06,3 wk ahead inc case,2021-06-26,point,,US,55728.0
2021-06-06,4 wk ahead inc case,2021-07-03,point,,US,48820.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,66,48.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,69,6.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,72,544.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,78,116.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,01,1470.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,02,194.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,04,3298.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,05,870.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,06,5620.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,08,3250.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,09,424.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,10,272.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,11,156.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,12,7332.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,13,2406.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,15,345.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,16,642.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,17,2738.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,18,1894.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,19,430.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,20,502.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,21,1638.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,22,2054.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,23,382.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,24,792.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,25,807.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,26,1870.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,27,925.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,28,672.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,29,2582.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,30,476.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,31,254.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,32,1162.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,33,238.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,34,1404.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,35,538.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,36,2899.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,37,2540.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,38,228.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,39,2169.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,40,690.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,41,1702.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,42,2579.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,44,260.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,45,994.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,46,152.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,47,1016.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,48,6827.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,49,1224.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,50,89.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,51,1310.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,53,4716.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,54,808.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,55,862.0
2021-06-06,1 wk ahead inc case,2021-06-12,point,,56,463.0
2021-06-06,2 wk ahead inc case,2021-06-19,point,,66,54.0
2021-06-06,2 wk ahead inc case,2021-06-19,point,,69,14.0
2021-06-06,2 wk ahead inc case,2021-06-19,point,,72,648.0
2021-06-06,2 wk ahead inc case,2021-06-19,point,,78,121.0
2021-06-06,2 wk ahead inc case,2021-06-19,point,,01,1572.0
2021-06-06,2 wk ahead inc case,2021-06-19,point,,02,169.0
2021-06-06,2 wk ahead inc case,2021-06-19,point,,04,2792.0
2021-06-06,2 wk ahead inc case,2021-06-19,point,,05,852.0
2021-06-06,2 wk ahead inc case,2021-06-19,point,,06,4928.0
2021-06-06,2 wk ahead inc case,2021-06-19,point,,08,2952.0
2021-06-06,2 wk ahead inc case,2021-06-19,point,,09,327.0
