forecast_date,target,target_end_date,type,quantile,location,value
2021-08-08,1 wk ahead inc case,2021-08-14,point,,US,956139.0
2021-08-08,2 wk ahead inc case,2021-08-21,point,,US,1290512.0
2021-08-08,3 wk ahead inc case,2021-08-28,point,,US,1773182.0
2021-08-08,4 wk ahead inc case,2021-09-04,point,,US,2533654.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,60,0.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,66,103.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,69,0.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,72,5668.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,78,424.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,01,28796.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,02,2923.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,04,18588.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,05,18066.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,06,103698.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,08,8090.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,09,5008.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,10,1402.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,11,963.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,12,167875.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,13,40442.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,15,4466.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,16,4662.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,17,21502.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,18,12458.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,19,4552.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,20,7307.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,21,16507.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,22,40196.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,23,1095.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,24,6042.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,25,9004.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,26,9070.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,27,6633.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,28,17860.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,29,23878.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,30,2096.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,31,3212.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,32,8699.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,33,1364.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,34,11058.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,35,4178.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,36,27472.0
2021-08-08,1 wk ahead inc case,2021-08-14,point,,37,29781.0
