forecast_date,target,target_end_date,type,quantile,location,value
2021-08-29,1 wk ahead inc case,2021-09-04,point,,US,1138936.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,US,1164043.0
2021-08-29,3 wk ahead inc case,2021-09-18,point,,US,1187912.0
2021-08-29,4 wk ahead inc case,2021-09-25,point,,US,1208432.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,60,0.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,69,0.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,72,5694.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,78,432.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,01,25978.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,02,4207.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,04,22562.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,05,14750.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,06,103262.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,08,12120.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,09,5028.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,10,2814.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,11,1364.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,12,151096.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,13,66234.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,15,5574.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,16,5136.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,17,26435.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,18,28562.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,19,8379.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,20,11140.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,21,28109.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,22,28852.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,23,1794.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,24,8594.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,25,10964.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,26,15360.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,27,12010.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,28,21362.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,29,15872.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,30,3832.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,31,5698.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,32,8242.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,33,2304.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,34,15030.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,35,6434.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,36,32242.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,37,45717.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,38,2380.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,39,31625.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,40,17950.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,41,15707.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,42,22720.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,44,2196.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,45,32211.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,46,2965.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,47,45592.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,48,118978.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,49,8828.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,50,1078.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,51,22651.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,53,23246.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,54,9376.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,55,13564.0
2021-08-29,1 wk ahead inc case,2021-09-04,point,,56,3404.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,60,0.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,69,0.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,72,5368.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,78,432.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,01,27406.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,02,4756.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,04,23854.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,05,14598.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,06,105083.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,08,12776.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,09,5100.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,10,3217.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,11,1436.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,12,167740.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,13,65042.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,15,6224.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,16,5091.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,17,25276.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,18,28531.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,19,9036.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,20,11814.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,21,25626.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,22,24533.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,23,2097.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,24,9562.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,25,11004.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,26,15742.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,27,12647.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,28,19246.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,29,15592.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,30,4332.0
2021-08-29,2 wk ahead inc case,2021-09-11,point,,31,6618.0
