forecast_date,target,target_end_date,type,quantile,location,value
2021-11-07,1 wk ahead inc case,2021-11-13,point,,US,481026.0
2021-11-07,2 wk ahead inc case,2021-11-20,point,,US,458112.0
2021-11-07,3 wk ahead inc case,2021-11-27,point,,US,452168.0
2021-11-07,4 wk ahead inc case,2021-12-04,point,,US,443872.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,60,2.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,66,357.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,69,44.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,72,832.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,78,79.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,01,4174.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,02,3780.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,04,19820.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,05,3006.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,06,41290.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,08,19544.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,09,2451.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,10,1686.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,11,556.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,12,9787.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,13,6864.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,15,788.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,16,4792.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,17,17326.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,18,10944.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,19,8936.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,20,5555.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,21,7286.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,22,3110.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,23,3398.0
2021-11-07,1 wk ahead inc case,2021-11-13,point,,24,4430.0
