forecast_date,target,target_end_date,type,quantile,location,value
2021-11-14,1 wk ahead inc case,2021-11-20,point,,US,560500.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,US,570365.0
2021-11-14,3 wk ahead inc case,2021-12-04,point,,US,575558.0
2021-11-14,4 wk ahead inc case,2021-12-11,point,,US,582896.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,60,2.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,66,262.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,69,24.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,72,1090.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,78,70.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,01,3678.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,02,2961.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,04,25738.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,05,3554.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,06,39605.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,08,22266.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,09,2847.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,10,1834.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,11,534.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,12,9854.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,13,5550.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,15,850.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,16,3488.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,17,23236.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,18,20028.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,19,8913.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,20,7740.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,21,8460.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,22,2986.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,23,3692.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,24,5311.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,25,12024.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,26,34737.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,27,26797.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,28,2112.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,29,9447.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,30,3641.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,31,6733.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,32,4442.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,33,5336.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,34,9983.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,35,9542.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,36,36046.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,37,11374.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,38,3454.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,39,32629.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,40,3790.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,41,5780.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,42,34828.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,44,2284.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,45,4134.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,46,2390.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,47,7868.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,48,22220.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,49,10792.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,50,2518.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,51,9255.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,53,11822.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,54,5228.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,55,22626.0
2021-11-14,1 wk ahead inc case,2021-11-20,point,,56,2092.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,60,3.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,66,177.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,69,30.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,72,1142.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,78,67.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,01,3720.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,02,2708.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,04,27869.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,05,3774.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,06,41179.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,08,21074.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,09,2796.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,10,1932.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,11,536.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,12,11284.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,13,5560.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,15,857.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,16,3016.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,17,24078.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,18,20406.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,19,9250.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,20,7812.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,21,8033.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,22,2981.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,23,3684.0
2021-11-14,2 wk ahead inc case,2021-11-27,point,,24,5769.0
