forecast_date,target,target_end_date,type,quantile,value,location
2021-02-14,1 wk ahead cum death,2021-02-20,point,,502381.0,US
2021-02-14,1 wk ahead cum death,2021-02-20,quantile,0.01,493686.77179535787,US
2021-02-14,1 wk ahead cum death,2021-02-20,quantile,0.025,494785.44415689184,US
2021-02-14,1 wk ahead cum death,2021-02-20,quantile,0.05,495762.5957670923,US
2021-02-14,1 wk ahead cum death,2021-02-20,quantile,0.1,496816.0823792446,US
2021-02-14,1 wk ahead cum death,2021-02-20,quantile,0.15,497688.8445151118,US
2021-02-14,1 wk ahead cum death,2021-02-20,quantile,0.2,498375.4955395439,US
2021-02-14,1 wk ahead cum death,2021-02-20,quantile,0.25,499214.20353803184,US
2021-02-14,1 wk ahead cum death,2021-02-20,quantile,0.3,499982.68858690286,US
2021-02-14,1 wk ahead cum death,2021-02-20,quantile,0.35,500941.23031502665,US
2021-02-14,1 wk ahead cum death,2021-02-20,quantile,0.4,501574.76527855813,US
2021-02-14,1 wk ahead cum death,2021-02-20,quantile,0.45,502171.09235559026,US
2021-02-14,1 wk ahead cum death,2021-02-20,quantile,0.5,502572.4213791586,US
2021-02-14,1 wk ahead cum death,2021-02-20,quantile,0.55,503006.9609480855,US
2021-02-14,1 wk ahead cum death,2021-02-20,quantile,0.6,503402.8359881464,US
2021-02-14,1 wk ahead cum death,2021-02-20,quantile,0.65,503851.9537122066,US
2021-02-14,1 wk ahead cum death,2021-02-20,quantile,0.7,504204.5430261797,US
2021-02-14,1 wk ahead cum death,2021-02-20,quantile,0.75,504714.6672391905,US
2021-02-14,1 wk ahead cum death,2021-02-20,quantile,0.8,505298.8536799528,US
2021-02-14,1 wk ahead cum death,2021-02-20,quantile,0.85,505993.4164694831,US
2021-02-14,1 wk ahead cum death,2021-02-20,quantile,0.9,507230.1439612227,US
2021-02-14,1 wk ahead cum death,2021-02-20,quantile,0.95,509698.12455696095,US
2021-02-14,1 wk ahead cum death,2021-02-20,quantile,0.975,512654.7013622592,US
2021-02-14,1 wk ahead cum death,2021-02-20,quantile,0.99,515495.42021342297,US
2021-02-14,1 wk ahead inc case,2021-02-20,point,,586124.0,US
2021-02-14,1 wk ahead inc case,2021-02-20,quantile,0.025,382506.05786703574,US
2021-02-14,1 wk ahead inc case,2021-02-20,quantile,0.1,466636.51270279847,US
2021-02-14,1 wk ahead inc case,2021-02-20,quantile,0.25,517464.84159113734,US
2021-02-14,1 wk ahead inc case,2021-02-20,quantile,0.5,580190.1972105801,US
2021-02-14,1 wk ahead inc case,2021-02-20,quantile,0.75,643799.5562184014,US
2021-02-14,1 wk ahead inc case,2021-02-20,quantile,0.9,723243.3037283219,US
2021-02-14,1 wk ahead inc case,2021-02-20,quantile,0.975,818281.2718645048,US
2021-02-14,1 wk ahead inc death,2021-02-20,point,,18136.0,US
2021-02-14,1 wk ahead inc death,2021-02-20,quantile,0.01,9441.77179535785,US
2021-02-14,1 wk ahead inc death,2021-02-20,quantile,0.025,10540.444156891888,US
2021-02-14,1 wk ahead inc death,2021-02-20,quantile,0.05,11517.595767092203,US
2021-02-14,1 wk ahead inc death,2021-02-20,quantile,0.1,12571.082379244717,US
2021-02-14,1 wk ahead inc death,2021-02-20,quantile,0.15,13443.844515111814,US
2021-02-14,1 wk ahead inc death,2021-02-20,quantile,0.2,14130.495539543897,US
2021-02-14,1 wk ahead inc death,2021-02-20,quantile,0.25,14969.203538031923,US
2021-02-14,1 wk ahead inc death,2021-02-20,quantile,0.3,15737.688586902854,US
2021-02-14,1 wk ahead inc death,2021-02-20,quantile,0.35,16696.230315026765,US
2021-02-14,1 wk ahead inc death,2021-02-20,quantile,0.4,17329.76527855817,US
2021-02-14,1 wk ahead inc death,2021-02-20,quantile,0.45,17926.092355590215,US
2021-02-14,1 wk ahead inc death,2021-02-20,quantile,0.5,18327.42137915867,US
2021-02-14,1 wk ahead inc death,2021-02-20,quantile,0.55,18761.960948085467,US
2021-02-14,1 wk ahead inc death,2021-02-20,quantile,0.6,19157.835988146424,US
2021-02-14,1 wk ahead inc death,2021-02-20,quantile,0.65,19606.953712206552,US
2021-02-14,1 wk ahead inc death,2021-02-20,quantile,0.7,19959.5430261798,US
2021-02-14,1 wk ahead inc death,2021-02-20,quantile,0.75,20469.667239190472,US
2021-02-14,1 wk ahead inc death,2021-02-20,quantile,0.8,21053.85367995279,US
2021-02-14,1 wk ahead inc death,2021-02-20,quantile,0.85,21748.416469483145,US
2021-02-14,1 wk ahead inc death,2021-02-20,quantile,0.9,22985.143961222766,US
2021-02-14,1 wk ahead inc death,2021-02-20,quantile,0.95,25453.124556960975,US
2021-02-14,1 wk ahead inc death,2021-02-20,quantile,0.975,28409.701362259144,US
2021-02-14,1 wk ahead inc death,2021-02-20,quantile,0.99,31250.420213423036,US
2021-02-14,2 wk ahead cum death,2021-02-27,point,,518914.0,US
2021-02-14,2 wk ahead cum death,2021-02-27,quantile,0.01,502390.3342671998,US
2021-02-14,2 wk ahead cum death,2021-02-27,quantile,0.025,504305.6857991437,US
2021-02-14,2 wk ahead cum death,2021-02-27,quantile,0.05,506224.6138013473,US
2021-02-14,2 wk ahead cum death,2021-02-27,quantile,0.1,508375.6625523517,US
2021-02-14,2 wk ahead cum death,2021-02-27,quantile,0.15,509905.10746098106,US
2021-02-14,2 wk ahead cum death,2021-02-27,quantile,0.2,511325.81016914727,US
